Word	cs
listenting	NO TRANSLATION
listing	výpis
listless	apatický
listneing	NO TRANSLATION
litany	litanie
liter	litr
literacy	gramotnost
literal	doslovný
literally	doslovně
literary	literární
literature	literatura
lithe	pružný
lithium	lithium
lithograph	litografie
lithography	litografie
lithology	litologie
lithosphere	litosféra
litigant	účastník řízení
litigate	soudní spor
litigation	soudní spory
litigator	soudce
litigious	sporný
litter	smetí
little	málo
littlethings	malé věci
littoral	pobřežní
liturgy	liturgie
live	žít
livelife	žít život
livelihood	živobytí
lively	živý
liven	oživit
liver	játra
livery	livrej
livestock	hospodářských zvířat
livid	livid
living	živobytí
lizard	ještěrka
llama	lama
lml	lml
load	zatížení
loader	nakladač
loaf	bochník
loafer	povaleč
loam	hlína
loan	půjčka
loath	nepoctivost
loathe	nesnášet
loathful	odporný
loathing	opovržení
loathsome	odporný
lobby	lobby
lobbyist	lobbista
lobe	lalok
lobotomy	lobotomie
lobster	humr
local	místní
locale	místního prostředí
locality	lokalita
localization	lokalizace
localize	lokalizovat
localized	lokalizováno
locate	lokalizovat
location	umístění
locator	lokátor
loch	jezero
lock	zámek
locker	skříňka
locket	medailon
locksmith	zámečník
lockup	zamknout
loco	loco
locomotion	pohyb
locomotive	lokomotiva
locust	kobylka
lode	NO TRANSLATION
lodge	lodge
lodger	lodger
lodging	nocleh
loft	loft
lofty	vznešený
log	log
logarithm	logaritmus
logarithmic	logaritmický
logic	logika
logical	logický
logistics	logistiky
logo	logo
logotype	logotyp
loin	NO TRANSLATION
lollipop	lízátko
lone	osamělý
loneliness	osamělost
lonely	osamělý
loner	samotář
lonesome	osamělý
long	dlouho
longboat	dlouhý člun
longevity	dlouhověkost
longing	touha
longitude	zeměpisná délka
longitudinal	podélný
longitudinally	podélně
longtime	dlouho
loo	loo
look	dívej se
looker	vzhled
lookout	pozor
loom	tkalcovský stav
looming	hrozící
loon	cvok
loony	praštěný
loop	smyčka
loophole	mezera
loopy	kličkující
loose	volný
loosen	uvolnit
loosening	uvolnění
loot	kořist
lop	prokreslit
lopsided	nesouvislé
lord	pán
lords	pánů
lordship	lordstvo
lore	tradice
lorry	nákladní auto
lose	prohrát
loser	ztroskotanec
losing	ztrácí
loss	ztráta
lost	ztracený
lot	hodně
lotion	lotion
lots	spousty
lottery	loterie
lotto	loterie
lotus	lotus
loud	hlasitý
loudly	hlasitě
loudmouth	křikloun
loudness	hlasitost
loudspeaker	reproduktor
lounge	salonek
lounging	lenošení
louse	veš
lousy	mizerný
lovable	roztomilý
love	milovat
loved	miloval
lovee	lovee
loveee	loveee
loveless	bez lásky
lovelife	NO TRANSLATION
loveliness	roztomilost
lovelovelove	NO TRANSLATION
lovely	půvabný
lovemaking	milování
lovemylife	Miluji svůj život
lover	milenec
lovesick	roztoužený
lovethis	lovethis
loving	milující
lovinglife	milující život
lovinlife	lovinlife
low	nízký
lowdown	lowdown
lower	dolní
lowering	snížení
lowest	Nejnižší
lowlands	nížiny
lowlife	nízká výdrž
lowly	pokorný
lox	lox
loyal	loajální
loyalty	věrnost
lsd	LSD
luau	luau
lube	lube
lubricant	mazivo
lubricate	mazat
lubrication	mazání
lucid	přehledný
luck	štěstí
luckiest	nejšťastnější
lucky	šťastný
luckygirl	šťastná dívka
lucrative	lukrativní
ludicrous	absurdní
lug	tahat se
luggage	zavazadla
lukewarm	vlažný
lull	přestávka
lullaby	ukolébavka
lumbar	bederní
lumber	řezivo
lumbering	řezivo
lumberjack	dřevorubec
luminescent	světélkující
luminous	světelné
lump	kus
lumpy	hrudkovitý
lunacy	šílenství
lunar	měsíční
lunatic	blázen
lunch	oběd
lunchbox	obědová krabička
luncheon	oběd
lunchtime	čas oběda
lung	plíce
lunge	výpad
lungs	plíce
lurch	škubnutí
lure	lákat
lurid	rozzlobený
lurk	číhat
lurking	číhá
luscious	lahodný
lush	bujný
lust	chtíč
luster	lesk
lustful	chtivý
lustrous	lesklý
lusty	chtivý
lute	loutna
luxuriant	bujný
luxurious	luxusní
luxury	luxus
lycra	lycra
lye	louh
lying	ležící
lymph	lymfy
lymphatic	lymfatický
lymphoma	lymfom
lynch	lynčovat
lynching	lynčování
lynx	rys
lyre	lyra
lyric	lyric
lyrical	lyrický
lyrics	text
macadamia	makadamie
macarena	macarena
macaroni	makaróny
mace	žezlo
mach	mach
machete	mačeta
machine	stroj
machinery	stroje
machinist	strojník
macho	macho
mackerel	makrela
macro	makro
mad	šílený
madam	paní
madame	madame
madden	madden
madder	madder
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	blázinec
madman	šílenec
madness	šílenství
maestro	maestro
mafia	mafie
magazine	časopis
mage	kouzelník
magenta	purpurová
maggot	červ
magic	kouzlo
magical	magický
magician	kouzelník
magistrate	smírčí soudce
magma	magma
magna	magna
magnate	magnát
magnesium	hořčíku
magnet	magnet
magnetic	magnetický
magnetism	magnetismus
magnetite	magnetit
magnification	zvětšení
magnificence	velkolepost
magnificent	velkolepý
magnifier	lupa
magnify	zvětšit
magnifying	zvětšování
magnitude	velikosti
magnolia	magnólie
magpie	straka
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahagon
maid	služka
maiden	dívčí
mail	pošta
mailbox	mailové schránky
mailing	mailing
mailman	listonoš
maim	NO TRANSLATION
main	hlavní
mainframe	mainframe
mainland	pevnina
mainstay	hlavní opěrka
mainstream	hlavní proud
maintain	udržovat
maintenance	údržba
majestic	majestátní
majesty	majestát
major	hlavní, důležitý
majority	většina
make	udělat
makeover	přeměna
maker	výrobce
makeshift	provizorní
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	makeup
makingdisciples	NO TRANSLATION
malady	nemoc
malaise	nevolnost
malaria	malárie
malarkey	malarkey
male	mužský
malevolent	zlovolný
malfeasance	zneužití
malformation	malformace
malfunction	porucha
malice	NO TRANSLATION
malicious	škodlivý
malign	pomlouvat
malignancy	malignitu
malignant	zhoubný
maligned	zhoubný
mall	nákupní centrum
malleable	měkké
mallet	palička
malnutrition	podvýživa
malpractice	zneužívání
malt	slad
mama	mami
mambo	mambo
mamma	NO TRANSLATION
mammal	savec
mammoth	mamut
mammy	mamky
man	muž
manage	spravovat
manageable	zvládnutelné
management	řízení
manager	manažer
managerial	manažerské
mandamus	mandamus
mandarin	mandarinka
mandate	mandát
mandatory	povinné
mandible	mandibula
mandolin	mandolína
mandrel	jádro
mane	NO TRANSLATION
maneuver	manévr
maneuvering	manévrování
mange	NO TRANSLATION
manger	žlab
mangle	mandl
mango	mango
mangosteen	mangosteen
mangy	prašivý
manhole	průlez
manhood	mužství
manhunt	pátrání
mania	mánie
maniac	maniak
maniacal	maniakální
manic	manické
manicure	manikúra
manicurist	manikérka
manifest	manifest
manifestation	manifestace
manifested	se projevil
manifestly	zjevně
manifesto	manifest
manifold	rozdělovač
manipulate	manipulovat
manipulation	manipulace
manipulative	manipulativní
mankind	lidstvo
manly	mužný
manna	manna
manned	posádka
mannequin	manekýn
manner	způsob
mannered	zacházeno
manners	mravy
manor	panství
manpower	pracovní síly
mansion	panství
mansions	panství
manslaughter	zabití
mantel	výklenek krbu
mantis	mantis
mantle	plášť
mantra	mantra
manual	manuál
manufacture	výroby
manufacturer	výrobce
manufacturing	výrobní
manure	hnůj
manuscript	rukopis
map	mapa
maple	javor
mar	mar
marathon	maratón
marble	mramor
marbled	mramorovaný
marbles	kuličky
march	březen
mare	NO TRANSLATION
margarine	margarín
margarita	margarita
margin	okraj
marginal	okrajový
mariachi	mariachi
marijuana	marihuana
marinara	marinara
marine	mořské
mariner	námořník
marital	manželský
maritime	námořní
mark	označit
marked	výrazný
marker	marker
market	trh
marketable	obchodovatelné
marketing	marketing
marketplace	trhu
marks	známky
marksman	střelec
marksmanship	střelba
marl	slín
marmalade	marmeláda
maroon	maroon
marooned	marooned
marquee	stan
marquis	markýz
marred	poškozen
marriage	manželství
married	ženatý
marrow	dřeň
marry	oženit se
marsh	bažina
marshal	maršál
marshmallow	ibišek
mart	mart
martial	bojový
martingale	martingale
martini	Martini
martyr	mučedník
martyrdom	mučednictví
marvel	zázrak
marvellous	nádherné
marvelous	nádherné
marvelously	úžasně
marzipan	NO TRANSLATION
mascara	maskara
mascot	maskot
masculine	mužský
masculinity	maskulinita
mash	kaše
mashed	maso
mask	maska
masked	maskovaný
masks	masky
masochism	masochismus
masochist	masochista
mason	zedník
masquerade	Maškaráda
mass	Hmotnost
massacre	masakr
massage	masáž
masses	masy
masseur	masér
masseuse	masérka
massive	masivní
mast	stožár
master	mistr
masterful	mistrovský
mastermind	vůdce
masterpiece	mistrovský kousek
mastery	mistrovství
masturbate	masturbovat
masturbation	masturbace
mat	rohož
matador	matador
match	zápas
matchbook	matchbook
matching	vhodný
matchmaker	dohazovač
mate	mate
material	materiál
materialism	materialismus
materialist	materialista
materialistic	materialistický
materiality	materiality
materialize	zhmotnit
materially	materiálně
materials	materiálů
materiel	materiel
maternal	mateřský
maternity	mateřství
math	matematika
mathematical	matematický
mathematician	matematik
mathematics	matematika
matinee	matiné
mating	páření
matriculation	imatrikulace
matrimony	manželství
matrix	matice
matron	matróna
matted	matované
matter	hmota
matting	rohože
mattress	matrace
maturation	zrání
mature	zralý
maturity	splatnost
maudlin	sentimentální
mausoleum	mauzoleum
mauve	nafialovělý
maverick	maverick
maxim	maximum
maximize	maximalizovat
maximum	maximum
may	smět
mayday	máj
mayflower	mayflower
mayhem	chaos
mayonnaise	majonéza
mayor	starosta
maze	bludiště
mead	mead
meadow	louka
meager	slabé
meal	jídlo
mean	znamenat
meander	meandr
meandering	meandrování
meanie	meanie
meaning	význam
meaningful	smysluplné
meaningless	bezvýznamný
meanness	podlost
means	prostředek
meantime	mezitím
measles	spalničky
measurable	měřitelný
measure	opatření
measured	měřeno
measurement	měření
measuring	měření
measuring cup	odměrka
measuring tape	měřicí páska
meat	maso
meatball	masová koule
meathead	maso
meatloaf	maso
mechanic	mechanik
mechanical	mechanické
mechanics	mechanika
mechanism	mechanismus
med	NO TRANSLATION
medal	medaile
medallion	medailon
medallist	medailista
meddle	hýbat se
meddling	zamíchání
media	média
medial	mediální
median	medián
mediate	zprostředkující
mediation	zprostředkování
mediator	prostředník
medic	lékař
medical	lékařský
medicate	NO TRANSLATION
medication	léky
medicinal	léčivý
medicine	medicína
medieval	středověký
mediocre	průměrný
mediocrity	prostřednost
meditate	přemýšlet
meditating	meditace
meditation	rozjímání
meditative	meditativní
mediterranean	Středomoří
medium	střední
medley	směs
meek	pokorný
meet	setkat
meeting	Setkání
mega	mega
meh	meh
melancholic	melancholický
melancholy	melancholie
melee	melee
mellow	měkký
melodious	melodický
melodrama	melodrama
melodramatic	melodramatický
melody	melodie
melon	meloun
melt	tát
meltdown	tavení
melting	tání
member	člen
membership	členství
membrane	membrána
memento	memento
memo	memo
memoir	memoir
memorabilia	memorabilia
memorable	nezapomenutelné
memorandum	memorandum
memorial	pamětní
memorials	památníky
memories	vzpomínky
memoriesiwontforget	NO TRANSLATION
memorize	memorovat
memory	Paměť
menace	hrozba
menacing	hrozivý
menagerie	zvěřinec
mend	opravit
mending	opravování
menial	sluha
meningitis	meningitida
meniscus	menisku
menopause	menopauza
menses	menstruace
menstrual	menstruační
mental	duševní
mentalhealth	NO TRANSLATION
mentality	mentalita
menthol	mentol
mention	zmínit se
mentor	učitel
menu	Jídelní lístek
meow	mňoukat
mercantile	obchodní
mercenary	žoldák
merchandise	zboží
merchant	obchodník
merciful	milosrdný
merciless	nemilosrdný
mercurial	mercuriální
mercury	rtuť
mercy	soucit
mere	pouhý
merengue	merengue
merge	spojit
merger	fúze
meridian	poledník
meridional	jižní
meringue	sněhová pusinka
merit	zásluhy
meritorious	zasloužilý
mermaid	mořská panna
merriment	veselí
merry	veselý
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	meskalin
mesh	pletivo
meshes	oky
mesmerized	fascinující
mess	nepořádek
message	zpráva
messedup	NO TRANSLATION
messenger	posel
messiah	Mesiáš
messy	chaotický
metabolic	metabolické
metabolism	metabolismus
metal	kov
metallic	kovový
metallurgy	hutnictví
metamorphosis	metamorfóza
metaphor	metafora
metaphorical	metaforický
metaphysical	metafyzický
metaphysics	metafyzika
metastasis	metastáza
meteor	meteor
meteoric	meteorický
meteorite	meteorit
meteorological	meteorologické
meteorology	meteorologie
meter	Metr
meth	meth
methadone	methadon
methane	metan
methanol	methanolu
method	metoda
methodical	metodický
methodology	metodologie
meticulous	pečlivě
metime	metime
metric	metrický
metrical	metrický
metrology	metrologie
metropolis	metropole
metropolitan	metropolitní
mettle	bojovnost
mew	pelichání
mezzanine	mezipatro
mica	slída
mick	mick
micro	mikro
microbe	mikrob
microbiology	mikrobiologie
microchip	mikročip
microcosm	mikrokosmos
microfilm	mikrofilm
microgram	mikrogram
micrometer	mikrometr
micron	mikron
microphone	mikrofon
microscope	mikroskop
microscopic	mikroskopický
microscopically	mikroskopicky
microscopy	mikroskopie
microwave	mikrovlnná trouba
mid	střední
midair	midair
midday	polední
middle	střední
middleman	prostředník
middleweight	střední váha
midget	trpasličí
midland	midland
midlife	midlife
midline	střední čára
midnight	půlnoc
midshipman	midshipman
midst	uprostřed
midsummer	letní slunovrat
midterm	středně
midtown	midtown
midway	uprostřed
midwife	porodní asistentka
midwifery	porodnictví
mien	NO TRANSLATION
miffed	miffed
mighty	mocný
mignon	mignon
migraine	migréna
migrate	migrovat
migration	migrace
migratory	migrační
mike	Mike
mil	NO TRANSLATION
mild	mírné
mildew	plíseň
mildness	jemnost
mile	míle
mileage	kilometr
milestone	milník
militant	militantní
militants	militanty
military	válečný
militia	milice
milk	mléko
milkman	mlékař
milkshake	milkshake
milky	mléčný
mill	mlýn
millennium	tisíciletí
milligram	miligram
millimeter	milimetr
million	milión
millionaire	milionář
millionth	milión
millstone	mlýnský kámen
mime	mim
mimic	napodobit
mimicking	napodobování
mimicry	mimikry
mince	mince
mincemeat	mincemeat
mind	mysl
minded	smýšlející
mindful	dbalý
mindfulness	pozornost
mindless	bezduchý
mine	těžit
minefield	minové pole
miner	horník
mineral	minerální
mineralogy	mineralogie
mingle	míchat
mingled	smíšené
mini	mini
miniature	miniaturní
minibus	minibus
minim	NO TRANSLATION
minimal	minimální
minimize	minimalizujte
minimized	minimalizováno
minimum	minimální
mining	hornictví
minion	oblíbenec
minister	ministr
ministerial	ministerské
ministry	ministerstvo
minivan	minivan
mink	norek
minnow	střevle
minor	menší
minority	menšina
minstrel	potulný zpěvák
mint	máta
minty	minty
minuscule	minuscule
minute	minuta
minutiae	markanty
minx	minx
mir	NO TRANSLATION
miracle	zázrak
miracles	zázraky
miraculous	zázračný
mirage	mirage
mire	NO TRANSLATION
mirror	zrcadlo
mirth	veselí
misappropriation	zpronevěra
misbehave	špatně
misbehavior	špatné chování
miscalculation	nesprávný výpočet
miscarriage	potrat
miscellaneous	smíšený
miscellany	rozmanitost
mischief	špatné
mischievous	zlomyslný
misconception	mylná koncepce
misconduct	pochybení
misdemeanor	přečin
misdirection	špatné směrování
miser	lakomec
miserable	bídný
miserably	bídně
misery	bída
misfire	selhat
misfit	špatně
misfortune	neštěstí
misguided	nesprávně
mishap	nehoda
misinformed	chybně informován
misinterpretation	nesprávné interpretace
mislead	uvést v omyl
misleading	zavádějící
misled	zavádějící
mismanagement	špatné řízení
mismatch	nesoulad
mismatched	nesouhlasí
misnomer	chybný název
misplace	založit někam
misplaced	nesprávně umístěný
misread	nesprávně
misrepresent	nesprávně
misrepresentation	nesprávné zobrazení
misrepresented	nesprávně uvedeno
