Word	uk
obsessing	одержимість
obsession	одержимість
obsessive	нав'язливий
obsolescence	старіння
obsolete	застарілий
obstacle	перешкода
obstetrician	акушер
obstetrics	акушерство
obstinate	упертий
obstruct	перешкоджати
obstruction	обструкція
obstructive	обструктивний
obtain	отримати
obtainable	доступний
obtuse	тупою
obverse	аверс
obvious	очевидний
ocarina	окаріна
occasion	нагода
occasional	випадковий
occasionally	іноді
occipital	потиличний
occlusion	оклюзія
occult	окультизм
occupancy	заселення
occupant	мешканець
occupation	окупація
occupational	професійний
occupied	зайнятий
occupier	окупують
occupy	займати
occupying	займаючи
occur	виникати
occurrence	виникнення
ocd	ОКД
ocean	океан
oceanic	океанічний
octagon	восьмикутник
octave	октава
octopus	восьминіг
ocular	окулярний
odd	непарний
oddball	диявол
oddity	дивацтва
odds	шанси
ode	ода
odious	одіозний
odometer	одометр
odor	запах
odyssey	Одіссея
oedipal	едіпаль
oestrogen	естроген
oeuvre	NO TRANSLATION
offal	субпродукти
offence	злочин
offend	ображати
offended	ображений
offender	правопорушник
offense	злочин
offensive	наступальний
offer	пропозиція
offered	запропонований
offering	пропозиція
offhand	без рук
office	офіс
officer	офіцер
offices	офіси
official	чиновник
officiate	виконувати обов'язки
offing	відключення
offload	вивантаження
offset	компенсувати
offshoot	відгалуження
offshore	офшори
offside	офсайд
offspring	потомство
oft	Oft
oftentimes	частіше
ogre	огромний
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	о ні
ohshit	NO TRANSLATION
oil	масло
oils	масла
oily	жирний
oink	Ойк
ointment	мазь
okra	окра
old	старий
olden	старий
older	старше
oldie	старець
oldies	oldies
olfactory	нюховий
oligarchy	олігархія
olive	оливкова
omega	омега
omelet	омлет
omen	знак
omgomgomg	NO TRANSLATION
ominous	зловісний
omission	пропущення
omit	опустити
omitted	пропущено
omnibus	Омнібус
omnipotence	всемогутність
omnipotent	всемогутній
omnipresent	всюдисущий
omniscient	всезнаючий
onboard	на борту
oncologist	онколог
oncology	онкологія
oncoming	наступаючий
one	один
oneday	NO TRANSLATION
onedge	на межі
onelove	одне кохання
oneness	єдність
onerous	обтяжливий
oneself	сам
ongoing	триває
onion	цибуля
onset	початок
onslaught	натиск
onstage	на сцені
ontology	онтологія
onus	просьба
onward	далі
onyx	онікс
oodles	oodles
oomph	Омф
ooze	ложка
oozing	засохлий
op	оп
opacity	непрозорість
opal	опал
opaque	непрозорий
ope	опе
open	ВІДЧИНЕНО
opener	відкривачка
opening	відкриття
openly	відкрито
openness	відкритість
opera	опера
operate	працювати
operatic	оперний
operation	операція
operational	оперативний
operations	операції
operative	оперативний
operator	оператор
ophthalmic	офтальмологічний
ophthalmologist	офтальмолог
opiate	опіат
opinion	думка
opinionated	виважений
opium	опіум
opponent	супротивник
opportune	придатний
opportunism	оппортунізм
opportunity	можливість
oppose	виступати проти
opposed	виступав проти
opposing	протиставляючи
opposite	навпаки
opposites	протилежності
opposition	опозиція
oppress	гнобити
oppressed	пригнічений
oppression	гноблення
oppressive	гнітючий
oppressor	гнобитель
ops	операції
opt	вибрати
optic	оптичний
optical	оптичний
optics	оптика
optimism	оптимізм
optimist	оптиміст
optimistic	оптимістичний
optimum	оптимальний
option	варіант
optional	необов'язково
optionally	необов'язково
options	варіанти
optometrist	окуліст
opulence	багатство
opulent	багатий
opus	опус
oracle	оракул
oral	орально
orange	апельсин
orange juice	апельсиновий сік
orangutan	орангутан
oration	орація
orator	оратор
oratory	ораторський
orb	орб
orbit	орбіта
orbital	орбітальний
orbiting	орбіта
orbs	кулі
orc	Орк
orchard	фруктовий сад
orchestra	оркестр
orchid	орхідея
ordained	висвячений
