Word	nl
penetrating	doordringend
penetration	doordringen
penguin	pinguïn
penicillin	penicilline
penile	penis
peninsula	schiereiland
penis	penis
penitent	berouwvol
penitentiary	strafinrichting
penmanship	schrijfkunst
pennant	wimpel
penniless	zonder geld
penny	cent
pension	pensioen
pensioner	gepensioneerde
pensive	nadenkend
pentagon	Pentagon
pentagram	pentagram
penthouse	penthouse
penultimate	voorlaatste
people	mensen
peopled	bevolkt
pep	fut
pepper	peper
peppermint	pepermunt
pepperoni	peperoni
peppy	pittig
peptic	ulcus
peptide	peptide
perceive	waarnemen
percent	procent
percentage	percentage
percentile	percentiel
perceptible	waarneembaar
perception	perceptie
perceptive	opmerkzaam
perch	baars
perchance	misschien
percolation	filtratie
percussion	percussie
perdition	verderf
peremptory	gebiedend
perennial	eeuwigdurend
perfect	perfect
perfection	perfectie
perfectionist	perfectionist
perfecto	NO TRANSLATION
perforated	geperforeerd
perforation	perforatie
perforce	noodgedwongen
perform	uitvoeren
performance	prestatie
performer	performer
perfume	parfum
perfumed	geurig
peri	peri
peridot	peridot
peril	gevaar
perilous	gevaarlijk
perimeter	omtrek
period	periode
periodic	periodiek
periodical	periodiek
periodically	periodiek
periodicity	periodiciteit
peripheral	perifeer
periphery	omtrek
periscope	periscoop
perish	vergaan
perishable	beperkt houdbaar
perished	omgekomen
perishing	vergankelijk
perjury	meineed
perk	perk
perky	parmantig
perm	permanent
permanence	duurzaamheid
permanent	blijvend
permeable	doordringbaar
permeate	doordringen
permeation	doordringing
permissible	toelaatbaar
permission	toestemming
permissive	toegeeflijk
permit	toestaan
permitted	toegelaten
permitting	toelaat
permutation	permutatie
pernicious	verderfelijk
peroxide	peroxide
perpendicular	loodrecht
perpetrate	plegen
perpetrator	dader
perpetual	eeuwigdurend
perpetually	voortdurend
perpetuate	bestendigen
perpetuation	vereeuwiging
perpetuity	eeuwigheid
perplexed	verward
perplexing	verwarrend
perplexity	verwarring
persecute	vervolgen
persecution	vervolging
perseverance	volharding
persevere	volharden
persist	aanhouden
persistence	volharding
persistent	aanhoudend
persisting	aanhoudende
person	persoon
persona	NO TRANSLATION
personable	knap
personage	personage
personal	persoonlijk
personality	persoonlijkheid
personification	verpersoonlijking
personnel	personeel
persons	personen
perspective	perspectief
perspiration	transpiratie
persuade	overhalen
persuasion	overreding
persuasive	overredend
pert	brutaal
pertinent	toepasselijk
perturbation	verstoring
pertussis	pertussis
perusal	lezing
peruse	doorlezen
pervading	doordringend
perverse	pervers
perversion	verdraaiing
pervert	verdraaien
perverted	pervers
pesky	vervelend
pessimism	pessimisme
pessimist	pessimist
pessimistic	pessimistisch
pest	plaag
pester	plagen
pestilence	pestilentie
pestle	stamper
pesto	pesto
pet	huisdier
petal	bloemblad
petite	petite
petition	verzoekschrift
petitioner	verzoeker
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	versteend
petrify	verstenen
petrol	benzine
petroleum	petroleum
petticoat	onderrok
petting	kinderboerderij
petty	kleinzielig
petulant	prikkelbaar
petunia	petunia
pew	kerkbank
pewter	tin
peyote	NO TRANSLATION
phalanx	vingerkootje
phantom	spook
pharaoh	Farao
pharmaceutical	farmaceutisch
pharmacist	apotheker
pharmacology	farmacologie
pharmacy	apotheek
phase	fase
pheasant	fazant
phenomenal	fenomenaal
phenomenon	fenomeen
pheromone	feromoon
phew	foei
phi	phi
philanthropic	filantropisch
philanthropist	filantroop
philanthropy	filantropie
philistine	Filistijn
philosopher	filosoof
philosophic	filosofisch
philosophical	filosofisch
philosophy	filosofie
phlegm	slijm
pho	pho
phobia	fobie
phoenix	Feniks
phone	telefoon
phonetic	fonetisch
phonetics	fonetiek
phonics	akoestiek
phonograph	fonograaf
phonology	klankleer
phony	onecht
phooey	poe
phosphate	fosfaat
phosphor	fosfor
phosphorus	fosfor
photo	foto
photogenic	fotogeniek
photograph	fotograaf
photographer	fotograaf
photographic	fotografisch
photography	fotografie
photometry	fotometrie
photon	foton
phrase	uitdrukking
phraseology	woordkeus
phylogeny	fylogenie
physical	fysiek
physical therapist	fysiotherapeut
physician	arts
physicist	natuurkundige
physics	fysica
physiological	fysiologische
physiology	fysiologie
physique	lichaamsbouw
pi	pi
pianist	pianist
piano	piano
piazza	plein
piccolo	NO TRANSLATION
pick	plukken
picked	uitgekozen
picker	plukker
picket	piket
picketing	picket
pickle	augurk
pickled	gebeitst
pickpocket	zakkenroller
pickup	oppakken
picky	kieskeurig
picnic	picknick
pictorial	geïllustreerd
picture	afbeelding
pictures	afbeeldingen
picturesque	pittoreske
pie	taart
piece	stuk
piecemeal	bij gedeelten
pieceofshit	pieceofshit
pied	bont
pier	pier
pierce	doorboren
piety	vroomheid
pig	varken
pigeon	duif
piggy	varkentje
piggyback	op de rug
pigheaded	eigenwijs
piglet	big
pigment	kleurstof
pigskin	varkensleer
pigsty	zwijnenstal
pike	snoek
pile	stapel
piles	aambeien
pileup	opstapelen
pilgrim	pelgrim
pilgrimage	bedevaart
pill	pil
pillage	plundering
pillar	pijler
pillbox	pillendoosje
pillow	hoofdkussen
pillowcase	kussensloop
pilot	piloot
pimp	souteneur
pimple	puistje
pin	pin
pinball	pinball
pinch	snuifje
pinching	knijpen
pine	pijnboom
pineapple	ananas
ping	ping
pinhead	pinhead
pinhole	pinhole
pinion	rondsel
pink	roze
pinkie	pink
pinnacle	hoogtepunt
pinot	pinot
pinpoint	vaststellen
pint	pint
pinto	pinto
pinup	vastpinnen
pioneer	pionier
pious	vroom
pip	Pip
pipe	pijp
piped	achtergrondmuziek
pipeline	pijpleiding
piper	pijper
pipette	pipet
piping	bies
pipsqueak	praatjesmaker
pique	wrok
piracy	zeeroof
piranha	piranha
pirate	piraat
piscina	NO TRANSLATION
piss	pissen
pissed	dronken
pissedoff	kwaad
pisser	NO TRANSLATION
pissesmeoff	pissesmeoff
pissingmeoff	pissingmeoff
pissoff	donder op
pistachio	pistache
pistol	pistool
piston	zuiger-
pit	pit
pita	pita
pitch	toonhoogte
pitcher	werper
pitchfork	hooivork
pitfall	valkuil
pith	merg
pithy	pittig
pitiful	erbarmelijk
pitted	ontpit
pitter	pitter
pituitary	hypofyse
pity	jammer
pivot	spil
pivotal	centraal
pix	pix
pixie	fee
pizza	pizza
pizzazz	pizzazz
pizzeria	pizzeria
placard	aanplakbiljet
place	plaats
placebo	placebo
placement	plaatsing
placenta	placenta
placid	kalm
placket	sluiting
plagiarism	plagiaat
plague	pest
plaid	plaid
plain	vlakte
plainclothes	burgerkleren
plaintiff	eiser
plaintive	klagend
plan	plan
plane	vlak
planes	vliegtuigen
planet	planeet
planetarium	planetarium
planetary	planetair
planets	planeten
plank	plank
plankton	plankton
planned	gepland
planner	ontwerper
planning	planning
plant	fabriek
plantation	plantage
planter	planter
planting	aanplant
plaque	gedenkplaat
plasma	plasma
plaster	gips
plastic	plastic
plasticity	kneedbaarheid
plat	plat
plate	bord
plateau	plateau
plated	plated
platform	platform
plating	plating
platinum	platina
platonic	platonisch
platoon	peloton
platter	schotel
plaudit	NO TRANSLATION
plausibility	geloofwaardigheid
plausible	aannemelijk
play	spelen
playa	playa
playback	afspelen
playbook	Speelboek
playboy	playboy
player	speler
playful	speels
playground	speelplaats
playhouse	schouwburg
playmate	speelkameraad
playoff	playoff
playpen	babybox
playroom	speelkamer
plaything	speelbal
playtime	speeltijd
playwright	toneelschrijver
plaza	plein
plea	pleiten
plead	pleiten
pleasant	aangenaam
pleased	verheugd
pleasing	aangenaam
pleasurable	plezierig
pleasure	genoegen
pleasures	genoegens
pleat	plooi
pleated	geplooide
pledge	belofte
pledged	toegezegd
plenary	volkomen
plentiful	overvloedig
plenty	overvloed
plenum	plenum
plethora	overvloed
plexus	plexus
pliable	plooibaar
plication	plooi
pliers	tang
plight	toestand
plinth	plint
plodding	gezwoeg
plop	plof
plot	plot
plough	ploeg
ploughed	geploegd
plover	kievit
plow	ploeg
plowed	geploegd
plowing	ploegen
ploy	tactische zet
pluck	plukken
plucky	moedig
plug	plug
plum	Pruim
plumage	gevederte
plumb	schietlood
plumber	loodgieter
plumbing	loodgieter
plume	pluim
plummet	schietlood
plump	mollig
plumper	voller
plunder	plunderen
plunge	duiken
plunger	plunjer
plural	meervoud
plurality	meervoud
plush	pluche
plutonium	plutonium
ply	vouw
plywood	multiplex
pneumatic	pneumatisch
pneumonia	longontsteking
poacher	stroper
poachers	stropers
poaching	stroperij
pocket	zak-
pocketbook	portemonnee
pocketful	pocketful
pod	NO TRANSLATION
podium	podium
poem	gedicht
poems	gedichten
poet	dichter
poetic	poëtisch
poetical	poëtisch
poetics	poëzie
poetry	poëzie
pogo	pogo
poignant	schrijnend
point	punt
pointedly	opvallend
pointer	wijzer
pointless	stomp
pointy	puntig
poise	evenwicht
poison	vergiftigen
poisoned	vergiftigd
poisoning	vergiftiging
poisonous	giftig
poke	por
poker	poker
pokes	pokes
polar	polair
polarity	polariteit
pole	pool
polemic	polemiek
police	Politie
police officer	politie agent
policeman	politieagent
policewoman	politieagente
policy	het beleid
polio	polio
polish	Pools
polished	gepolijst
polite	beleefd
politeness	beleefdheid
politic	politiek
political	politiek
politician	politicus
politics	politiek
polity	staatsinrichting
polka	polka
poll	poll
pollen	stuifmeel
polling	stemming
pollute	verontreinigen
pollution	verontreiniging
polo	polo
poltergeist	poltergeist
polyester	polyester
polygamy	veelwijverij
polygon	veelhoek
polygonal	veelhoekige
polygraph	polygraaf
polymer	polymeer
polymorphism	polymorfisme
pomp	praal
pompous	hoogdravend
poncho	poncho
pond	vijver
ponder	overpeinzen
ponderous	zwaarwichtig
pong	pong
pontiff	hogepriester
pontificate	pontificaat
pontoon	ponton
pony	pony
ponytail	paardenstaart
pooch	pooch
poodle	poedel
poof	mietje
pool	zwembad
poop	achterschip
poor	arm
poorly	slecht
pop	knal
popcorn	popcorn
pope	paus
popper	drukknoop
poppy	papaver
poppycock	onzin
popsicle	ijslolly
popular	populair
popularity	populariteit
popularized	gepopulariseerd
population	bevolking
populous	volkrijk
porcelain	porselein
porch	veranda
porcupine	stekelvarken
pore	porie
pork	varkensvlees
porker	mestvarken
porky	varkensvleesachtig
porn	porno
porno	porno
pornographic	pornografisch
pornography	pornografie
porosity	poreusheid
porous	poreus
porridge	pap
port	haven
portable	portable
portage	portage
portal	portaal
porter	portier
porterhouse	eethuis
portfolio	portefeuille
porthole	patrijspoort
portico	portiek
portion	deel
portrait	portret
portraiture	portret
portray	portretteren
pose	pose
poser	NO TRANSLATION
posh	chique
posited	geponeerd
position	positie
positioning	positionering
positive	positief
positiveenergy	NO TRANSLATION
positively	positief
positivity	positiviteit
posse	troep
possess	bezitten
possessed	bezeten
possessing	bezitten
possession	bezit
possessive	bezittelijk
possessor	bezitter
possibility	mogelijkheid
possible	mogelijk
possibly	mogelijk
possum	buidelrat
post	post
postage	port
postal	post-
postcard	ansichtkaart
poster	poster
posterior	zitvlak
posterity	nageslacht
posthumous	nagelaten
postman	postbode
postmortem	postmortem
postpone	uitstellen
postponed	uitgesteld
postponement	uitstel
postscript	postscriptum
postulate	postulaat
posture	houding
pot	pot
potable	drinkbaar
potassium	kalium
potato	aardappel
potatoes	aardappelen
potency	sterkte
potent	krachtig
potential	potentieel
pothead	pothead
pothole	kuil
potion	toverdrank
potluck	potluck
potpourri	potpourri
potted	ingemaakt
potter	pottenbakker
pottery	pottenbakkerij
potty	onbenullig
pouch	buidel
poultry	gevogelte
pounce	sprong
pound	pond
pounding	stampende
pour	NO TRANSLATION
pout	steenbolk
pouting	pruilend
pouty	pouty
poverty	armoede
pow	pow
powder	poeder
powdered	poedervorm
powdery	poederachtig
power	macht
powerful	krachtig
powerfully	krachtig
powerhouse	powerhouse
powerless	machteloos
powwow	indianenbijeenkomst
pox	pokken
practicable	uitvoerbaar
practical	praktisch
practically	bijna
practice	praktijk
practiced	beoefend
practise	praktijk
practitioner	beoefenaar
pragmatic	pragmatisch
prairie	prairie
praise	lof
praised	geprezen
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	prijst
praiseworthy	lofwaardig
praising	prees
prance	steigeren
prank	streek
prawn	garnaal
praxis	praxis
pray	bidden
prayer	gebed
prayforme	bid voor me
praying	bidden
praying mantis	bidsprinkhaan
preach	prediken
preacher	prediker
preaching	prediking
preamble	preambule
precarious	precair
precaution	voorzorgsmaatregel
precautionary	voorzorgsmaatregel
precede	voorafgaan
precedence	voorrang
precedent	precedent
preceding	voorafgaande
precept	voorschrift
preceptor	leermeester
precession	precessie
precinct	politiedistrict
precincts	terrein
precious	kostbaar
precipice	afgrond
precipitate	neerslag
precipitation	neerslag
precipitous	steil
precise	nauwkeurig
precisely	precies
precision	precisie
preclude	uitsluiten
precocious	vroegrijp
precursor	voorloper
predator	roofdier
predatory	roofzuchtig
predecessor	voorganger
predicament	netelige positie
predicate	gezegde
predict	voorspellen
predictable	voorspelbaar
predicting	voorspellen
prediction	voorspelling
predictive	voorspellend
predictor	predictor
predilection	voorliefde
predispose	vatbaar maken
predisposed	voorbestemd
predisposition	aanleg
predominance	overheersing
predominant	overheersend
predominate	overheersen
preeminent	bij uitstek
preemption	preemption
preemptive	preventieve
preface	voorwoord
prefect	prefect
prefer	verkiezen
preferable	verkieslijk
preference	voorkeur
preferential	preferentieel
prefix	voorvoegsel
pregnancy	zwangerschap
pregnant	zwanger
prehistoric	prehistorisch
prejudice	vooroordeel
prejudiced	bevooroordeeld
prejudicial	schadelijk
prelim	tentamen
preliminary	voorafgaand
prelude	voorspel
premarital	voor het huwelijk
premature	prematuur
prematurely	vroegtijdig
premed	premed
premeditated	met voorbedachten rade
premier	premier
premiere	première
premise	premisse
premises	pand
premium	premie
premonition	voorgevoel
prenatal	prenataal
prenuptial	huwelijkse
preoccupation	vooringenomenheid
preoccupied	in gedachten verzonken
prep	prep
preparation	voorbereiding
preparatory	voorbereidend
prepare	bereiden
prepared	bereid
preparedness	bereidheid
preparer	bereider
preparing	voorbereidingen treffen
preponderance	overwicht
preposterous	ongerijmd
preppy	preppy
prerequisite	voorwaarde
prerogative	voorrecht
preschool	peuter-
prescient	vooruitziend
prescribe	voorschrijven
prescribed	voorgeschreven
prescription	voorschrift
prescriptive	voorschrijvend
presence	aanwezigheid
present	aanwezig
presentable	toonbaar
presentation	presentatie
presenter	presentator
presentment	aanbieding
presents	presenteert
preservation	behoud
preservative	conserverend
preserve	behouden
preserved	bewaard
preserving	behoud
preside	voorzitten
presidency	presidentschap
president	president
presidential	presidents-
press	druk op
pressing	persing
pressure	druk
prestige	prestige
prestigious	prestigieus
presto	presto
presume	veronderstellen
presumption	vermoeden
presumptive	vermoedelijk
presumptuous	aanmatigend
presuppose	vooronderstellen
pretend	doen alsof
pretended	deed alsof
pretender	pretendent
pretending	zogenaamd
pretense	schijn
pretensions	pretenties
pretentious	pretentieus
pretext	voorwendsel
pretty	mooi
pretzel	zoute krakeling
prevail	zegevieren
prevailing	heersend
prevalence	overwicht
prevalent	heersend
prevent	voorkomen
preventative	preventieve
prevention	het voorkomen
preventive	preventieve
preview	voorvertoning
previous	voorgaand
previously	eerder
prey	prooi
price	prijs
priceless	onschatbaar
pricey	prijzig
prick	prik
prickly	stekelig
pride	trots
priest	priester
priestess	priesteres
priesthood	priesterschap
priestly	priesterlijk
prig	kwast
prim	vormelijk
prima	NO TRANSLATION
primacy	voorrang
primal	oer
primary	primair
primate	primaat
primates	primaten
prime	eerste
primed	gegrond
primer	grondverf
primeval	oer-
priming	grondverf
primitive	primitief
primordial	oer-
primrose	sleutelbloem
prince	prins
princely	prinselijk
princess	prinses
principal	principaal
principally	hoofdzakelijk
principle	beginsel
principles	principes
print	afdrukken
printer	printer
printing	het drukken
printout	afdrukken
prior	voorafgaand
prioritize	prioriteren
priority	prioriteit
priory	priorij
prism	prisma
prismatic	prismatisch
prison	gevangenis
prisoner	gevangene
prissy	preuts
pristine	ongerept
privacy	privacy
private	privaat
privately	privé
privilege	voorrecht
privileged	bevoorrecht
privy	privaat
prize	prijs
prized	gewaardeerde
pro	pro
proactive	proactieve
probability	waarschijnlijkheid
probable	waarschijnlijk
probate	probate
probation	proeftijd
probationary	proef-
probative	bewijskracht
probe	sonde
probing	sonderen
probity	eerlijkheid
problem	probleem
problematic	problematisch
procedural	procedureel
procedure	procedure
proceed	doorgaan
proceeding	procedure
proceeds	opbrengst
process	werkwijze
processing	verwerken
procession	processie
processor	bewerker
proclaim	verkondigen
proclamation	proclamatie
procrastinate	talmen
procrastination	uitstelgedrag
procreate	voortplanten
procreation	voortplanting
proctologist	proctologist
proctor	Proctor
procure	schaffen
procurement	inkoop
prod	por
prodigal	verkwister
prodigious	wonderbaarlijk
prodigy	wonderkind
produce	produceren
produced	geproduceerd
producer	producent
producing	producerende
product	artikel
production	productie
productive	produktief
productivity	produktiviteit
profane	ontheiligen
profanity	heiligschennis
profess	belijden
profession	beroep
professional	professioneel
professionalism	professionaliteit
professor	professor
professorship	professoraat
proficiency	bekwaamheid
proficient	bedreven
profile	profiel
profiler	profiler
profit	winst
profitable	winstgevend
profound	diepgaand
profuse	overvloedig
profusion	overvloed
prog	prog
progenitor	voorvader
progeny	nakomelingen
prognosis	prognose
prognostic	voorspellend
program	programma
programme	programma
programmer	programmeur
programming	programmering
progress	vooruitgang
progression	progressie
progressive	progressief
prohibit	verbieden
prohibited	verboden
prohibition	verbod
prohibitive	belemmerend
project	project
projectile	projectiel
projectiles	projectielen
projecting	projecteren
projection	projectie
projector	projector
proletarian	proletarische
proletariat	proletariaat
prolific	vruchtbaar
prologue	proloog
prolong	verlengen
prolongation	verlenging
prolonged	langdurig
prom	bal
promenade	promenade
prominence	uitsteeksel
prominent	vooraanstaand
prominently	prominent
promiscuity	vermenging
promiscuous	gemengd
promise	belofte
promising	veelbelovend
promissory	belovend
promo	promo
promontory	voorgebergte
