Word	jw
modulate	modulate
modulation	modulasi
module	modul
modulus	modulus
mogul	mogul
moiety	moiety
moist	lembab
moisture	Kelembapan
moisturizer	moisturizer
molar	graham
molasses	molasses
mold	cetakan
molded	nyetak
molding	nyetak
moldy	moldy
mole	mole
molecular	molekul
molecule	molekul
molest	ngganggu
molestation	molestation
molester	molester
molten	molten
mom	ibu
moment	wektu
momentary	momentary
momentous	penting banget
momentum	momentum
momma	momma
mommy	mommy
monad	monad
monarch	raja
monarchy	monarki
monastery	biara
monastic	monastik
monetary	babakan dhuwit
money	dhuwit
mongoloid	mongoloid
mongoose	mongoose
mongrel	monggo
monitor	ngawasi
monk	monk
monkey	kethèk
mono	NO TRANSLATION
monochrome	monochrome
monogamous	monogamous
monogamy	monogami
monogram	monogram
monogrammed	monogrammed
monograph	monograph
monolayer	monolayer
monolith	monolith
monologue	monologue
monopolist	monopolist
monopoly	monopoli
monotonous	monoton
monotony	monoton
monoxide	monoxide
monsieur	monsieur
monsoon	muson
monster	monster
monstrosity	monstrosity
monstrous	monstrous
montage	montage
monte	monte
month	sasi
monthly	saben wulan
monument	Tugu
monumental	monumental
moo	moo
mooch	mooch
mood	swasana ati
moods	ati
moody	moody
moon	bulan
moonbeam	wulanbeam
moonlight	moonlight
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	moor
moored	moored
mooring	mooring
moorings	moorings
moorland	moorland
moose	moose
moot	moot
mooted	diketik
mop	ngepel
mope	mope
moped	moped
moral	moral
morale	moral
morality	moralitas
morals	moral
morass	inggil
moratorium	moratorium
moray	moray
morbid	morbid
morbidity	morbidity
morbidness	morbidness
mores	mores
morgue	morgue
moribund	moribund
morn	morn
morning	enjing
moron	moron
moronic	moronic
morose	morose
morph	morph
morphine	morfin
morphism	morphism
morphology	morfologi
morrow	Esuke
morsel	morsel
mortal	mati
mortality	kematian
mortar	mortir
mortgage	hipotek
mortgagee	tukang kredit
mortgagor	utang
mortician	mortalitas
mortification	nyenyet
mortified	mamang
mortuary	mortuary
mosaic	mozaik
mosey	mosey
mosque	masjid
mosquito	nyamuk
moss	lumut
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	moth
mother	ibu
motherfucker	ibu-ibu
motherfucking	motherfucking
motherhood	ibu
motherland	motherland
motherless	ibu
motherly	ibu
motif	motif
motion	gerakan
motionless	motionless
motivate	motivasi
motivating	motivasi
motivation	motivasi
motivational	motivasi
motive	motif
motley	motley
motor	motor
motorbike	motorbike
motorboat	motorboat
motorcade	motorcade
motorcar	motorcar
motorcycle	motor
motorist	motorist
motte	motte
mottled	mottled
motto	motto
mould	cetakan
mound	gundhul
mount	Gunung
mountain	gunung
mountaineer	gunung
mountainous	pegunungan
mountains	gunung
mountaintop	puncak gunung
mourn	nangis
mournful	sedhih banget
mourning	nangis
mouse	mouse
mousetrap	mousetrap
mousse	mousse
moustache	kumis
mousy	mousy
mouth	cangkeme
mouthful	mouthful
mouthpiece	mouthpiece
mouthwash	mouthwash
movable	movable
move	pindhah
movement	gerakan
mover	penggerak
movie	film
movies	film
moving	pindah
movingforward	NO TRANSLATION
movingon	movingon
mow	mow
mower	pemotong
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	mucked
mucous	mucous
mucus	mucus
mud	lendhut
muddle	muddle
muddled	muddled
muddy	muddy
muff	muff
muffin	muffin
muffled	muffled
muffler	muffler
mug	mug
mugger	mugger
mulberry	mulberry
mulch	mulch
mule	mule
mull	mull
mullet	mullet
multilateral	multilateral
multimedia	multimedia
multinational	multinasional
multiple	macem-macem
multiple sclerosis	sawetara sclerosis
multiplex	multiplex
multiplication	multiplikasi
multiplicity	multiplicity
multiplied	tambah akeh
multiplier	multiplier
multiply	Multiply
multitude	akeh
mum	mbok
mumble	mumble
mumbo	mumbo
mummy	mummy
mumps	mumps
munch	munch
munchies	munchies
munchkin	munchkin
mundane	mundane
municipal	municipal
municipality	kotamadya
mural	mural
murder	mateni
murderer	tukang mateni
murderess	wong lanang
murderous	murderous
murky	murky
murmur	murmur
muscle	otot
muscular	otot
muse	muse
muses	muses
museum	museum
mush	NO TRANSLATION
mushroom	jamur
mushy	mushy
music	musik
musical	musik
musician	musisi
musing	musing
musk	musk
musket	musket
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	kudu
mustang	mustang
mustard	mustard
muster	nggoleki
musty	panci
mutable	mutable
mutant	mutant
mutate	mutasi
mutation	mutasi
mute	bisu
muted	nyenyet
mutilate	mutilate
mutilated	mutilated
mutilation	mutilasi
mutiny	mutiny
mutt	mutt
mutter	NO TRANSLATION
mutton	mutton
mutual	bebarengan
mutually	bebarengan
muzzle	muzzle
myfavorite	myfavorite
myopia	myopia
myopic	myopic
myriad	akeh
mysterious	misterius
mystery	misteri
mystic	mistik
mystical	mistik
mysticism	mistik
mystified	maling
mystique	mystique
myth	mitos
mythic	mythic
mythical	mitos
mythological	mitologi
mythology	mitologi
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	kuku
nail gun	pistol kuku
naive	naif
naked	wuda
nakedness	nakedness
namaste	NO TRANSLATION
name	jeneng
named	jenenge
nameless	Ora dingerteni
namesake	namesake
naming	Jeneng
nana	nana
nanny	nanny
nanometer	nanometer
nap	turu
napalm	napalm
nape	nape
napkin	napkin
napping	napping
nappy	nappy
narcissism	narcissism
narcissist	narcissist
narcissistic	narcissistic
narcotic	narkotika
narrate	narrate
narration	narasi
narrative	narasi
narrator	narrator
narrow	panah
narrowing	narrowing
nasal	nasal
nascent	nascent
nasty	nesu
natal	natal
nation	bangsa
national	nasional
nationality	kewarganegaraan
nationwide	nasional
native	native
nativity	nativity
natural	alam
natural gas	gas alam
naturalist	naturalis
naturalization	naturalization
naturalized	naturalized
naturally	alami
nature	alam
naught	boten
naughty	nakal
nausea	mual
nauseate	nauseate
nauseating	nauseating
nauseous	nauseous
nautical	nautical
nautilus	nautilus
naval	angkatan laut
nave	nave
navel	navel
navigable	bisa dilayari
navigate	navigasi
navigation	pandhu arah
navigational	navigasi
navigator	navigator
navy	angkatan laut
nay	NO TRANSLATION
nearsighted	nearsighted
neat	apik
neatly	neatly
nebula	nebula
nebulae	nebulae
nebulous	nebulous
necessarily	kudu
necessary	perlu
necessitate	ngirim
necessities	kabutuhan
necessity	kabutuhan
neck	gulu
necklace	kalung
necktie	dasi
necromancer	necromancer
necrosis	nekrosis
nectar	nektar
need	perlu
needalife	NO TRANSLATION
needed	needed
needful	butuh
needit	NO TRANSLATION
needle	jarum
needlepoint	needlepoint
needles	jarum
needless	ora perlu
needtoknow	needtoknow
needtorelax	NO TRANSLATION
needy	butuh
nefarious	nefarious
negation	negasi
negative	negatif
negativity	negativity
neglect	nglirwakake
neglected	diabaikan
neglecting	nglirwakake
negligee	negligee
negligence	kelalaian
negligent	negligent
negligently	NO TRANSLATION
negligible	dijaluk
negotiable	negotiable
negotiate	rembugan
negotiation	rembugan
negotiator	negosiator
negro	negro
neigh	jebule
neighbor	pepadhamu
neighborhood	lingkungan
neighboring	tanggané
nemesis	nemesis
neon	neon
neonatal	neonatal
neophyte	neophyte
neoprene	neoprene
nephew	keponakan
nepotism	nepotisme
nerd	nerd
nerdy	nerdy
nerve	saraf
nerves	saraf
nervous	gemeter
nervousness	nervousness
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	nesu
nest	sarang
nestle	nestle
nestling	nestling
net	net
nether	nether
netting	netting
nettle	nettle
network	jaringan
networking	jaringan
neural	neural
neuralgia	neuralgia
neurological	neurologis
neurologist	neurologist
neurology	neurologi
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	neurosurgery
neurotic	neurotic
neuter	neuter
neutral	netral
neutrality	netralitas
neutralize	netralake
neutron	neutron
new	anyar
new age	umur anyar
newbeginnings	NO TRANSLATION
newborn	bayi
newcomer	newcomer
newday	anyar
newfound	newfound
newjob	NO TRANSLATION
newlife	panguripan anyar
newly	mentas maneh
newlywed	mentas wae
newme	newme
newness	anyar
news	kabar
newscast	newscast
newscaster	newscaster
newsflash	kabar
newsletter	newsletter
newsman	newsman
newspaper	koran
newspaperman	pengarang
newsreel	newsreel
newsroom	newsroom
newsstand	Warta
newstart	newstart
newt	anyar
newyear	NO TRANSLATION
nexus	nexus
nib	nib
nibble	nibble
nice	becik
niche	niche
nichts	NO TRANSLATION
nick	nick
nickel	nikel
nickname	julukan
nicotine	nikotin
niece	keponakan
nifty	apik
nigger	nigger
nigh	cedhak
night	wengi
nightcap	ngantuk
nightclub	klub wengi
nightfall	wengi
nightgown	nightgown
nightie	nightie
nightingale	nightingale
nightlife	nightlife
nightly	nightly
nightmare	ngipi elek
nightmares	ngimpi
nightstand	nightstand
nightstick	nightstick
nighttime	wengi
nihilism	nihilism
nil	nil
nimble	nimble
nimrod	nimrod
nincompoop	nincompoop
nine	sangang
nineteen	sangalas
ninety	sangang puluh
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	sange
nip	nip
nipper	nipper
nipple	nipple
nippy	nippy
nitrate	nitrat
nitro	nitro
nitrogen	nitrogen
nitrous	nitrous
nitwit	Nitwit
nix	nix
no anticipation	ora antisipasi
no disgust	ora kudhuhe
no emotion	ora emosi
no sentiment	ora ana sentimen
no surprise	ora ana surprise
no trust	ora percaya
nobility	bangsawan
noble	bangsawan
nobleman	bangsawan
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nocturnal
nod	nod
nodding	nodding
node	simpul
nodular	nodular
nodule	nodule
noggin	noggin
nohope	NO TRANSLATION
noir	noir
noise	gangguan
noisy	rame
nomad	nomad
nomadic	nomad
nomenclature	nomenklatur
nominal	nominal
nominate	nyalonake
nomination	nominasi
nominee	Nominee
nonce	nonce
nonchalant	nonchalant
noncompliance	noncompliance
nondescript	nondescript
nonexistent	nonexistent
nonfat	nonfat
nonfiction	nonfiksi
nonpayment	nonpayment
nonresident	nonresident
nonsense	omongan kosong
nonsensical	nonsensical
nonviolent	nonviolent
noob	noob
noodle	mie
nook	nook
noon	noon
noose	noose
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	Unggah ungguh
normal	normal
normalcy	normalcy
normality	normalitas
north	lor
northbound	northbound
northeast	wetan
northern	lor
northwest	sisih kulon
northwestern	Kulon
noschool	NO TRANSLATION
nose	irung
nosebleed	nosebleed
nosey	nosy
nosnow	nosnow
nostalgia	nostalgia
nostalgic	nostalgia
nostress	NO TRANSLATION
nostril	nostril
nosun	NO TRANSLATION
nosy	nosy
not negative	ora negatif
not positive	ora positif
notable	kacathet
notables	lumayan
notably	notabene
notamorningperson	NO TRANSLATION
notary	notaris
notation	notasi
notch	bingung
notched	notched
note	cathetan
notebook	notebook
noted	nyathet
noteworthy	ngremenaken
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	boten wonten
notice	kabar
noticeable	nyatane
notification	kabar
notify	ngabari
notion	pamanggih
notional	notional
notoriety	jenenge
notorious	jahat
notready	ora ana
notwithstanding	sanadyan
nought	boten
noun	tembung
nourish	nyenengake
nourishment	nikmat
nouveau	NO TRANSLATION
novel	novel
novelist	novelist
novelty	anyar
novice	wong anyar
nowadays	saiki
nowork	saiki
noworries	saiki
noxious	cacat
nozzle	nozzle
nuance	nuansa
nuances	nuances
nuclear	nuklir
nucleus	inti
nude	nude
nudge	nudge
nudie	nudie
nudist	nudist
nudity	nudity
nugget	nugget
nuisance	nuisance
nuke	nuke
nul	NO TRANSLATION
null	null
nullify	nullify
numb	numb
number	nomer
numbering	Nomer
numbers	nomer
numbness	numbness
numbskull	numbskull
numeral	angka
numerator	numerator
numerical	angka
numerically	sacara numerik
numerous	akeh
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	nunnery
nuptials	nuptials
nurse	perawat
nursemaid	nursemaid
nursery	nursery
nursing	nursing
nurture	nurture
nut	kacang
nutcase	nutcase
nutcracker	nutcracker
nuthouse	nuthouse
nutmeg	nutmeg
nutrition	nutrisi
nutritional	nutrisi
nutritious	nutritious
nutritive	nutritif
nuts	kacang
nutshell	nutshell
nutty	nutty
nylon	nilon
nylong	NO TRANSLATION
nylons	nylons
nymph	nymph
nymphomaniac	nymphomaniac
oaf	oaf
oak	oak
oar	oar
oasis	oasis
oat	oat
oath	sumpah
oatmeal	oatmeal
obedience	ketaatan
obedient	obedient
obediently	manut
obelisk	obelisk
obese	obese
obesity	obesitas
obey	ngrungokake
obi	obi
obit	obit
obituary	obituary
object	obyek
objection	kabotan
objectionable	objectionable
objective	adil
objectivity	obyektif
obligation	kewajiban
obligatory	wajib
oblige	ngajeni
obliged	diwajibake
obliging	ngawasi
obligor	obligor
oblique	oblique
obliterate	mungkasi
obliterated	dibusak
obliteration	pamungkas
oblivion	loma
oblivious	ora bisa
oblong	oblong
obnoxious	obnoxious
oboe	oboe
obscene	saru
obscenity	obscenity
obscure	ora jelas
obscured	obscured
obscurity	obscurity
observance	observasi
observant	observant
observation	pengamatan
observatory	observatorium
observe	mirsani
observer	pengamat
observing	ngawasi
obsess	obsess
obsessed	obsessed
obsessing	obsessing
obsession	obsesi
obsessive	obsessive
obsolescence	obsolesen
obsolete	lungse
obstacle	alangan
obstetrician	obstetri
obstetrics	kebranan
obstinate	obstinate
obstruct	obah
obstruction	alangan
obstructive	obstructive
obtain	entuk
obtainable	bisa ditemokake
obtuse	obtuse
obverse	obah
obvious	cetho
ocarina	ocarina
occasion	wusana
occasional	occasional
occasionally	sok-sok
occipital	occipital
occlusion	occlusion
occult	gaib
occupancy	panggonan
occupant	manggoni
occupation	pendhudhukan
occupational	pekerjaan
occupied	dikuwasani
occupier	manggon
occupy	manggoni
occupying	manggoni
occur	kedadeyan
occurrence	kedadeyan
ocd	ocd
ocean	segara
oceanic	oceanic
octagon	octagon
octave	octave
octopus	gurita
ocular	ocular
odd	Ganjil
oddball	oddball
oddity	oddity
odds	kemungkinan
ode	ode
odious	odious
odometer	odometer
odor	ambu
odyssey	odyssey
oedipal	oedipal
oestrogen	estrogen
oeuvre	NO TRANSLATION
offal	offal
offence	pelanggaran
offend	nyalahke
offended	gelisah
offender	pelanggaran
offense	pelanggaran
offensive	nyerang
offer	tawaran
offered	ditawakake
offering	kurban
offhand	sakdurunge
office	kantor
officer	pejabat
offices	kantor
official	resmi
officiate	resmi
offing	offing
offload	offload
offset	nutupi
offshoot	offshoot
offshore	Tengah segoro
offside	offside
offspring	turunan
oft	akeh
oftentimes	sering
ogre	lane
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ohno
ohshit	NO TRANSLATION
oil	lenga
oils	lenga
oily	lengo
oink	oink
ointment	ointment
okra	okra
old	lawas
olden	lawas
older	luwih tuwa
oldie	oldie
oldies	oldies
olfactory	olfactory
oligarchy	oligarki
olive	zaitun
omega	Omega
omelet	omelet
omen	omen
omgomgomg	NO TRANSLATION
ominous	ominous
omission	omission
omit	omit
omitted	dilirwakaké
omnibus	omnibus
omnipotence	omnipotence
omnipotent	omnipotent
omnipresent	omnipresent
omniscient	omniscient
onboard	onboard
oncologist	oncologist
oncology	oncology
oncoming	Mlebu
one	siji
oneday	NO TRANSLATION
onedge	onedge
onelove	onelove
oneness	oneness
onerous	onerous
oneself	awak dhewe
ongoing	aktif
onion	bawang bombay
onset	serangan
onslaught	onslaught
onstage	onstage
ontology	ontologi
onus	ons
onward	terus
onyx	onyx
oodles	oodles
oomph	oomph
ooze	Mbah
oozing	oozing
op	op
opacity	opacity
opal	opal
opaque	opaque
ope	ope
open	mbukak
opener	pambuka
opening	mbukak
openly	kanthi terang
openness	keterbukaan
opera	opera
operate	operate
operatic	operatic
operation	operasi
operational	operasional
operations	operasi
operative	penggaweyan
operator	operator
ophthalmic	ophthalmic
ophthalmologist	ophthalmologist
opiate	opiate
opinion	pendapat
opinionated	mikiraken
opium	opium
opponent	mungsuh
opportune	opportune
opportunism	opportunism
opportunity	kesempatan
oppose	nglawan
opposed	nentang
opposing	nentang
opposite	ngelawan
opposites	opposites
opposition	oposisi
oppress	nindakake oppress
oppressed	ditindhes
oppression	oppression
oppressive	oppressive
oppressor	oppressor
ops	ops
opt	milih
optic	optik
optical	optik
optics	optik
optimism	optimis
optimist	optimistis
optimistic	optimistis
optimum	paling apik
option	pilihan
optional	pilihan
optionally	Opsional
options	opsi
optometrist	optometris
opulence	opulence
opulent	opulent
opus	opus
oracle	oracle
oral	lisan
orange	orange
orange juice	jus jeruk
orangutan	Orangutan
oration	oration
orator	orator
oratory	pidato
orb	orb
orbit	orbit
orbital	orbit
orbiting	orbiting
orbs	orbs
orc	orc
orchard	kebun
orchestra	orkestra
orchid	anggrek
ordained	ditetepake
ordeal	ordeal
order	urutan
orderly	tertib
ordinance	aturan
ordinary	biasa
ordination	pentahbisan
ordnance	ordnance
ore	ore
oregano	oregano
organ	organ
organic	Organic
organism	organisme
organist	organisme
organization	organisasi
organize	ngatur
organized	diatur
organizer	organizer
orgasm	orgasme
orgies	orgies
orgy	penthil
orient	orientasi
oriental	oriental
orientation	orientasi
orifice	orifice
origami	origami
origin	asal
original	asli
originality	asli
originate	asal
origination	origination
originator	originator
ornament	hiasan
ornamental	ornamental
ornamentation	ornamen
ornamented	ornamented
ornate	ornate
ornery	ornery
orphan	yatim piatu
orphanage	panti asuhan
orphaned	yatim piatu
orthodontist	orthodontist
orthodox	Orthodox
orthodoxy	orthodoxy
orthogonal	orthogonal
orthopedic	orthopedic
oscillate	oscillate
oscillating	oscillating
oscillation	oscillation
oscillatory	oscillatory
ostensible	ostensible
ostensibly	mesthine
ostentatious	ostentatious
ostracized	ostracized
ostrich	ostrich
other	liyane
otter	Liyane
otto	otto
ottoman	ottoman
ought	mesthine
ounce	ons
oust	ngilangi
outage	outage
outback	njaba
outbid	njlentrehake
outboard	outboard
outbreak	wabah
outburst	njeblug
outcast	metu
outcome	kasil
outcry	outcry
outdated	langka
outdo	njlentrehake
outdoor	outdoor
outdoors	njobo
outer	njaba
outfit	rasukan rasukan
outgoing	metu
outgrow	outgrow
outgrowth	outgrowth
outhouse	outhouse
outing	outing
outlandish	outlandish
outlast	nglampahi
outlaw	nglampahi
outlet	outlet
outline	njlentrehake
outlines	njlentrehake
outlive	outlive
outlook	prospek
outlying	njlajah
outnumber	outnumber
outpatient	rawat omah
outpost	outpost
outpouring	njeblug
output	output
outrage	njobo
outraged	nyerang
outrageous	ngguyu
outrank	outrank
outreach	jangkep
outright	outright
outrun	outrun
outset	wiwit
outsider	outsider
outskirts	pinggiran
outsmart	outsmart
outspoken	outspoken
outstanding	pinunjul
outstretched	outstretched
outward	metu
outwards	metu
outweigh	kabotan
outwit	ngalahake
oval	oval
ovary	ovary
ovate	ovate
ovation	ovation
oven	oven
overactive	overactive
overall	sakabèhé
overalls	overalls
overbearing	overbearing
overburden	overburden
overcast	mendem
overcharged	overcharged
overcoat	mantel
overcome	ngatasi
overcoming	ngatasi
overcrowded	overcrowded
overdo	overdo
overdose	overdosis
