Word	te
mart	మార్ట్
martial	యుద్ధ
martingale	మార్టింగేల్
martini	మార్టినికి
martyr	అమరవీరుడుగా
martyrdom	బలిదానం
marvel	మార్వెల్
marvellous	అద్భుతమైన
marvelous	అద్భుతమైన
marvelously	చక్కగా
marzipan	NO TRANSLATION
mascara	మాస్కరా
mascot	మస్కట్
masculine	పురుష
masculinity	మగతనం
mash	మెదపడం
mashed	గుజ్జు
mask	మాస్క్
masked	ముసుగు
masks	ముసుగులు
masochism	మాసుకిజం
masochist	masochist
mason	మాసన్
masquerade	మారువేషాల
mass	మాస్
massacre	నరమేధం
massage	మర్దన
masses	మాస్
masseur	మర్దన
masseuse	మర్దనా చేసే పరిచారిక
massive	భారీ
mast	మాస్ట్
master	మాస్టర్
masterful	మాస్టర్
mastermind	సూత్రధారిగా
masterpiece	రచన
mastery	పాండిత్యం
masturbate	హస్తప్రయోగం
masturbation	హస్తప్రయోగం
mat	మత్
matador	matador
match	మ్యాచ్
matchbook	matchbook
matching	మ్యాచింగ్
matchmaker	పెళ్లిళ్ల పేరయ్య
mate	సహచరుడు
material	పదార్థం
materialism	భౌతికవాదం
materialist	భౌతికవాద
materialistic	భౌతికవాద
materiality	పదార్ధ
materialize	కార్యరూపం
materially	వస్తురూపేణా
materials	పదార్థాలు
materiel	వస్తువల
maternal	మాతృసంబంధమైనవారు
maternity	ప్రసూతి
math	గణిత
mathematical	గణిత
mathematician	గణిత శాస్త్రజ్ఞుడు
mathematics	గణిత
matinee	మధ్యాహ్న
mating	ఎద
matriculation	మెట్రిక్యులేషన్
matrimony	వివాహం
matrix	మాత్రిక
matron	పర్యవేక్షకురాలు
matted	మ్యాటెడ్
matter	విషయం
matting	మ్యాట్లో
mattress	mattress
maturation	పరిపక్వత
mature	పరిణతి
maturity	పరిణితి
maudlin	maudlin
mausoleum	సమాధి
mauve	మావ్
maverick	స్వతంత్రుడు
maxim	మాగ్జిమ్
maximize	గరిష్టం
maximum	గరిష్ట
may	మే
mayday	Mayday
mayflower	మేఫ్లవర్
mayhem	అల్లకల్లోలం
mayonnaise	మయోన్నైస్
mayor	మేయర్
maze	చిట్టడవి
mead	మీడ్
meadow	పచ్చిక బీడు
meager	అతికొద్ది
meal	భోజనం
mean	అర్థం
meander	మేందర్
meandering	పాయలతో
meanie	meanie
meaning	అర్థం
meaningful	అర్ధవంతమైన
meaningless	అర్థరహితమని
meanness	meanness
means	అంటే
meantime	ఈలోగా
measles	తట్టు
measurable	కొలమాన
measure	కొలిచేందుకు
measured	కొలుస్తారు
measurement	కొలత
measuring	కొలిచే
measuring cup	కొలిచే కప్
measuring tape	కొలిచే టేప్
meat	మాంసం
meatball	meatball
meathead	మీట్ హెడ్ను
meatloaf	meatloaf
mechanic	మెకానిక్
mechanical	మెకానికల్
mechanics	మెకానిక్స్
mechanism	విధానం
med	NO TRANSLATION
medal	పతకాన్ని
medallion	పతకం
medallist	పతక
meddle	అనవసరంగా జోక్యం
meddling	జోక్యంపై
media	మీడియా
medial	మధ్యభాగము
median	సగటు
mediate	మధ్యవర్తిత్వం
mediation	మధ్యవర్తిత్వం
mediator	సంధానకర్తగా
medic	గాయపడిన
medical	వైద్య
medicate	వైద్యం
medication	మందుల
medicinal	ఔషధ
medicine	వైద్యం
medieval	మధ్యయుగ
mediocre	మధ్యస్థమైన
mediocrity	సామాన్యత
meditate	ధ్యానం
meditating	ధ్యానం
meditation	ధ్యానం
meditative	ధ్యాన
mediterranean	మధ్యధరా
medium	మీడియం
medley	మిశ్రమము
meek	బలహీనుడై
meet	మీట్
meeting	సమావేశం
mega	మెగా
meh	meh
melancholic	melancholic
melancholy	విచారంలో
melee	కొట్లాట
mellow	కోమల
melodious	మధురమైన
melodrama	నాటకం
melodramatic	నాటకీయమైన
melody	శ్రావ్యత
melon	పుచ్చకాయ
melt	కరిగే
meltdown	మాంద్యం
melting	ద్రవీభవన
member	సభ్యుడు
membership	సభ్యత్వం
membrane	పొర
memento	జ్ఞాపకంగా
memo	మెమో
memoir	జ్ఞాపకాల
memorabilia	జ్ఞాపకాల
memorable	చిరస్మరణీయ
memorandum	తాఖీదు
memorial	స్మారక
memorials	స్మారక
memories	జ్ఞాపకాలను
memoriesiwontforget	NO TRANSLATION
memorize	గుర్తు
memory	మెమరీ
menace	కీడు
menacing	భయంకరమైన
menagerie	జంతుప్రదర్శనశాల
mend	చక్కదిద్దు
mending	మరమ్మతు
menial	నీచపు
meningitis	మెనింజైటిస్
meniscus	నెలవంక
menopause	మెనోపాజ్
menses	బహిష్టు
menstrual	ఋతు
mental	మానసిక
mentalhealth	NO TRANSLATION
mentality	మనస్తత్వం
menthol	మెంథాల్
mention	పేర్కొనటం
mentor	గురువు
menu	మెను
meow	మిఅవ్
mercantile	వర్తక
mercenary	కిరాయి
merchandise	సరుకుల
merchant	వ్యాపారి
merciful	దయగల
merciless	దయలేని
mercurial	చంచలమైన
mercury	పాదరసం
mercy	క్షమాభిక్ష
mere	మేరే
merengue	మెరెంగ్యూ
merge	విలీనం
merger	విలీనం
meridian	రేఖాంశము
meridional	మెరిడానియల్
meringue	meringue
merit	మెరిట్
meritorious	ప్రతిభావంతులైన
mermaid	మత్స్యకన్య
merriment	ఆనందం
merry	మెర్రీ
merrychristmas	NO TRANSLATION
mesa	MESA
mescaline	మెస్కాలైన్
mesh	మెష్
meshes	జాలికలు
mesmerized	మైమరచిపోయేవారు
mess	మెస్
message	సందేశం
messedup	NO TRANSLATION
messenger	దూత
messiah	దూత
messy	దారుణంగా
metabolic	జీవక్రియ
metabolism	జీవక్రియ
metal	మెటల్
metallic	లోహ
metallurgy	ఖనిజశాస్త్రం
metamorphosis	మేటామోర్ఫోసిస్
metaphor	రూపకాలంకారం
metaphorical	రూపక
metaphysical	అధిభౌతిక
metaphysics	అధిభౌతిక
metastasis	క్యాన్సర్ను
meteor	ఉల్కా
meteoric	meteoric
meteorite	ఉల్కలు
meteorological	వాతావరణ శాస్త్ర
meteorology	వాతావరణ శాస్త్రంలో
meter	మీటర్
meth	మెత్కోసం
methadone	మెథడోన్
methane	మీథేన్
methanol	మిథనాల్
method	పద్ధతి
methodical	పద్ధతి
methodology	పద్దతి
meticulous	ఖచ్చితమైన
metime	metime
metric	మెట్రిక్
metrical	metrical
metrology	మెట్రాలజీ
metropolis	మహానగర
metropolitan	మహానగర
mettle	సామర్థ్యాన్ని
mew	Mew
mezzanine	మెజ్జనైన్
mica	మైకా
mick	మిక్
micro	సూక్ష్మ
microbe	సూక్ష్మజీవి
microbiology	సూక్ష్మజీవశాస్త్రంలో
microchip	మైక్రోచిప్
microcosm	మైక్రోకోజమ్
microfilm	ఫిల్ము
microgram	ఒకటోవంతు
micrometer	మైక్రోమీటర్లు
micron	మీటరులో
microphone	మైక్రోఫోన్
microscope	మైక్రోస్కోప్
microscopic	మైక్రోస్కోపిక్
microscopically	సూక్ష్మస్థాయిలో
microscopy	సూక్ష్మదర్శిని
microwave	మైక్రోవేవ్
mid	మధ్య
midair	midair
midday	మధ్యాహ్న
middle	మధ్య
middleman	మిడిల్
middleweight	మిడిల్వెయిట్
midget	Midget
midland	MIDLAND
midlife	మిడ్ లైఫ్
midline	మధ్యభాగంలోని
midnight	అర్ధరాత్రి
midshipman	midshipman
midst	మధ్యలో
midsummer	మధ్య వేసవి
midterm	మధ్యంతర
midtown	మిడ్ టౌన్
midway	మిడ్వే
midwife	మంత్రసాని
midwifery	ప్రసూతివైద్య
mien	NO TRANSLATION
miffed	ఆగ్రహావేశాలకు లోనయ్యేవారు
mighty	శక్తివంతమైన
mignon	మింగ్నాన్
migraine	మైగ్రేన్
migrate	మైగ్రేట్
migration	వలసలు
migratory	వలస
mike	మైక్
mil	NO TRANSLATION
mild	తేలికపాటి
mildew	తెగులు
mildness	సాత్వికమైన
mile	మైలు
mileage	మైలేజ్
milestone	మైలురాయి
militant	తీవ్రవాద
militants	తీవ్రవాదులు
military	సైనిక
militia	సేనలను
milk	పాల
milkman	milkman
milkshake	milkshake
milky	మిల్కీ
mill	మిల్లు
millennium	మిలీనియం
milligram	మిల్లీగ్రాముల
millimeter	మిల్లీ
million	మిలియన్
millionaire	లక్షాధికారి
millionth	లక్షల
millstone	తిరుగలి
mime	MIME
mimic	అనుకరిస్తాయి
mimicking	అనే
mimicry	మిమిక్రీ
mince	మాంసఖండం
mincemeat	మిన్స్మీట్
mind	మనసు
minded	minded
mindful	జాగ్రత్త
mindfulness	ఆనాపానసతి
mindless	బుద్ధిహీన
