Word	fi
parlor	sali
parmesan	parmesaania
parody	parodia
parole	ehdonalainen vapaus
parquet	parketti
parrot	papukaija
parry	väistö
parse	jäsentää
parsimonious	nuuka
parsimony	nuukuus
parsley	persilja
parson	kirkkoherra
part	osa
partake	nauttia
partial	osittainen
partiality	puolueellisuus
partially	osittain
participant	osallistuja
participate	osallistua
participation	osallistumista
particle	hiukkanen
particular	tietty
particularity	erikoisuus
particulars	tarkemmat tiedot
parting	jakaus
partisan	puolueellinen
partisanship	partisanship
partition	väliseinä
partly	osittain
partner	kumppani
partnership	kumppanuus
partridge	peltopyy
parts	osat
party	juhla
pas	NO TRANSLATION
pass	kulkea
passable	välttävä
passage	kulku
passageway	käytävä
passe	NO TRANSLATION
passenger	matkustaja
passim	NO TRANSLATION
passing	ohimenevä
passion	intohimo
passionate	intohimoinen
passive	passiivinen
passivity	passiivisuus
passkey	passkey
passport	passi
password	Salasana
past	menneisyys
pasta	pasta
paste	tahna
pastel	pastelli
pastime	huvi
pastor	pastori
pastrami	pastrami
pastry	leivonnainen
pasture	laidun
pasty	pasteija
pat	nokare
patch	läikkä
patchwork	sekamelska
pate	patee
patella	polvilumpion
patent	patentti-
patented	patentoitu
paternal	isän
paternity	isyys
path	polku
pathetic	säälittävä
pathological	patologinen
pathologist	patologi
pathology	patologia
pathos	NO TRANSLATION
pathway	polku
patience	kärsivällisyys
patient	potilas
patio	terassi
patriarch	patriarkka
patriarchal	patriarkaalinen
patrimony	perintö
patriot	patriootti
patriotic	isänmaallinen
patriotism	isänmaallisuus
patrol	partio
patrolman	poliisi
patron	suojelija
patronage	asiakassuhde
patronising	holhoava
patronize	holhota
patronizing	holhoava
patter	kipittää
pattern	kuvio
paucity	niukkuus
pauper	vaivainen
pause	tauko
pave	tasoittaa
pavement	jalkakäytävä
pavilion	paviljonki
paving	päällyste
paw	tassu
pawn	sotilas
pawnshop	panttilainaamo
pax	PAX
pay	maksaa
payable	maksettava
payback	takaisinmaksuaika
paycheck	palkka
payday	palkkapäivä
payer	maksaja
payload	hyötykuorma
payment	maksu
payoff	loppuratkaisu
payout	voitto
payphone	yleisöpuhelimia
payroll	palkkahallinnon
pea	herne
peace	rauha
peaceable	rauhanomainen
peaceful	rauhallinen
peacefully	rauhallisesti
peacekeeper	rauhanturvaaja
peaceofmind	NO TRANSLATION
peacetime	rauhanajan
peach	persikka
peachy	persikanpehmeä
peacock	riikinkukko
peak	huippu
peaked	huipussaan
peanut	maapähkinä
peanuts	maapähkinät
pear	päärynä
pearl	helmi-
pearly	helmiäis-
peas	herneet
peasant	talonpoika
peat	turve
pebble	kivi
pecan	pekaanipähkinä
peck	nokkia
pecker	kalu
peculiar	erikoinen
peculiarities	erityispiirteet
peculiarity	erikoisuus
peculiarly	erikoisen
pecuniary	rahallinen
pedal	polkea
pedantic	pikkumainen
peddle	kaupitella
peddler	kaupustelija
pedestal	jalusta
pedestrian	jalankulkija
pediatric	pediatrinen
pediatrician	lastenlääkäri
pediatrics	lastentautioppi
pedicure	pedikyyri
pedigree	sukutaulu
pedometer	askelmittari
pedophile	pedofiili
pee	pissa
peek	kurkistaa
peekaboo	kukkuluuruu
peel	kuori
peep	pilkottaa
peeper	peeper
peephole	ovisilmä
peer	vertainen
peering	peering
peerless	verraton
peeved	kiukkuinen
peg	tappi
pegs	tapit
peice	NO TRANSLATION
pelagic	avomeren
pelican	pelikaani
pellet	pelletti
pelvic	lantio-
pelvis	lantio
pen	kynä
penal	rikos-
penalty	rangaistus
penance	katumus
penchant	mieltymys
pencil	lyijykynä
pendant	riipus
pendency	vireilläolon
pendent	NO TRANSLATION
pending	odotettaessa
pendulum	heiluri
penetrate	läpäistä
penetrating	läpitunkeva
penetration	tunkeutuminen
penguin	pingviini
penicillin	penisilliini
penile	siittimen
peninsula	niemimaa
penis	penis
penitent	katuvainen
penitentiary	vankila
penmanship	käsiala
pennant	viiri
penniless	rahaton
penny	penni
pension	eläke
pensioner	eläkeläinen
pensive	mietteliäs
pentagon	viisikulmio
pentagram	pentagrammi
penthouse	kattohuoneisto
penultimate	viimeistä edellinen
people	ihmiset
peopled	peopled
pep	puhti
pepper	pippuri
peppermint	piparminttu
pepperoni	pepperoni
peppy	peppy
peptic	peptinen
peptide	peptidi
perceive	havaita
percent	prosentti
percentage	prosenttimäärä
percentile	prosenttipiste
perceptible	havaittava
perception	havaintokyky
perceptive	tarkkanäköinen
perch	ahven
perchance	kenties
percolation	suodatusprosessissa
percussion	lyömäsoittimet
perdition	kadotus
peremptory	ehdoton
perennial	monivuotinen
perfect	täydellinen
perfection	täydellisyys
perfectionist	perfektionisti
perfecto	NO TRANSLATION
perforated	rei'itetty
perforation	lävistys
perforce	pakostakin
perform	suorittaa
performance	esitys
performer	esiintyjä
perfume	hajuvesi
perfumed	tuoksuva
peri	peri
peridot	peridot
peril	vaara
perilous	vaarallinen
perimeter	kehä
period	aika
periodic	ajoittainen
periodical	aikakauslehti
periodically	määräajoin
periodicity	jaksotus
peripheral	perifeerinen
periphery	periferia
periscope	periskooppi
perish	menehtyä
perishable	helposti pilaantuva
perished	menehtyi
perishing	helkkarin
perjury	väärä vala
perk	lisäansiot
perky	pirteä
perm	permanentti
permanence	kestävyys
permanent	pysyvä
permeable	läpäisevä
permeate	läpäistä
permeation	läpäisyä
permissible	sallittu
permission	lupa
permissive	salliva
permit	lupa
permitted	sallittua
permitting	salliessa
permutation	vaihtelu
pernicious	turmiollinen
peroxide	peroksidi
perpendicular	kohtisuora
perpetrate	syyllistyä
perpetrator	rikoksentekijä
perpetual	ikuinen
perpetually	ikuisesti
perpetuate	ikuistaa
perpetuation	jatkumisen
perpetuity	ikuisiksi ajoiksi
perplexed	hämillään
perplexing	hämmentävä
perplexity	hämmennys
persecute	vainota
persecution	vaino
perseverance	sinnikkyys
persevere	pysyä lujana
persist	jatkua
persistence	sitkeys
persistent	itsepintainen
persisting	jatkuva
person	henkilö
persona	NO TRANSLATION
personable	miellyttävä
personage	henkilöhahmo
personal	henkilökohtainen
personality	persoonallisuus
personification	henkilöitymä
personnel	henkilöstö
persons	henkilöt
perspective	näkökulma
perspiration	hiki
persuade	suostutella
persuasion	suostuttelu
persuasive	vakuuttava
pert	näpsäkkä
pertinent	asiaankuuluva
perturbation	häiriö
pertussis	pertussis
perusal	lukeminen
peruse	tutkia
pervading	leviävän
perverse	kieroutunut
perversion	perversio
pervert	perverssi
perverted	kieroutunut
pesky	ärsyttävä
pessimism	pessimismi
pessimist	pessimisti
pessimistic	pessimistinen
pest	tuhoeläin
pester	ruinata
pestilence	rutto
pestle	survin
pesto	pesto
pet	lemmikki-
petal	terälehti
petite	siro
petition	adressi
petitioner	hakija
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	kauhusta kankea
petrify	kivettyä
petrol	bensiini
petroleum	maaöljy
petticoat	alushame
petting	hyväily
petty	pikkumainen
petulant	kärttyinen
petunia	petunia
pew	kirkonpenkki
pewter	tina
peyote	NO TRANSLATION
phalanx	rivistö
phantom	kummitus
pharaoh	farao
pharmaceutical	farmaseuttinen
pharmacist	farmaseutti
pharmacology	farmakologia
pharmacy	apteekki
phase	vaihe
pheasant	fasaani
phenomenal	ilmiömäinen
phenomenon	ilmiö
pheromone	feromoni
phew	Huh huh
phi	Phi
philanthropic	hyväntekeväisyys-
philanthropist	hyväntekijä
philanthropy	hyväntekeväisyys
philistine	poroporvari
philosopher	filosofi
philosophic	filosofinen
philosophical	filosofinen
philosophy	filosofia
phlegm	lima
pho	pho
phobia	fobia
phoenix	feeniks
phone	puhelin
phonetic	foneettinen
phonetics	fonetiikka
phonics	äänteet
phonograph	levysoitin
phonology	fonologia
phony	tekaistu
phooey	pyh
phosphate	fosfaatti
phosphor	fosfori
phosphorus	fosfori
photo	kuva
photogenic	valokuvauksellinen
photograph	valokuva
photographer	valokuvaaja
photographic	valokuvaus-
photography	valokuvaus
photometry	fotometria
photon	fotoni
phrase	fraasi
phraseology	sanonnat
phylogeny	fylogenia
physical	fyysinen
physical therapist	fysioterapeutti
physician	lääkäri
physicist	fyysikko
physics	fysiikka
physiological	fysiologinen
physiology	fysiologia
physique	ruumiinrakenne
pi	pii
pianist	pianisti
piano	piano
piazza	Piazza
piccolo	NO TRANSLATION
pick	valita
picked	poimitaan
picker	kerääjä
picket	lakkovahti
picketing	lakkovahtina
pickle	suolakurkku
pickled	säilötty
pickpocket	taskuvaras
pickup	noukkia
picky	nirso
picnic	piknikki
pictorial	kuvitettu
picture	kuva
pictures	kuvat
picturesque	viehättävä
pie	piirakka
piece	pala
piecemeal	vähitellen
pieceofshit	pieceofshit
pied	kirjava
pier	laituri
pierce	puhkaista
piety	hurskaus
pig	sika
pigeon	kyyhkynen
piggy	possu
piggyback	reppuselässä
pigheaded	pigheaded
piglet	porsas
pigment	pigmentti
pigskin	siannahka
pigsty	sikolätti
pike	hauki
pile	pino
piles	peräpukamat
pileup	kasaantua
pilgrim	pyhiinvaeltaja
pilgrimage	pyhiinvaellusmatka
pill	pilleri
pillage	ryöstely
pillar	pilari
pillbox	pesäke
pillow	tyyny
pillowcase	tyynyliina
pilot	lentäjä
pimp	parittaja
pimple	näppylä
pin	tappi
pinball	flipperi
pinch	hyppysellinen
pinching	venytetään
pine	mänty
pineapple	ananas
ping	ping
pinhead	pikkujuttu
pinhole	pinhole
pinion	hammasratas
pink	vaaleanpunainen
pinkie	pikkusormi
pinnacle	huippu
pinot	Pinot
pinpoint	paikantaa
pint	pint
pinto	laikullinen hevonen
pinup	pin-up-
pioneer	pioneeri
pious	hurskas
pip	PIP
pipe	putki
piped	piped
pipeline	putki
piper	säkkipillinsoittaja
pipette	pipetti
piping	putkisto
pipsqueak	pilipalityyppi
pique	pikee
piracy	piratismi
piranha	piraija
pirate	merirosvo
piscina	NO TRANSLATION
piss	kusta
pissed	kännissä
pissedoff	vihainen
pisser	NO TRANSLATION
pissesmeoff	ottaa päähän
pissingmeoff	pissingmeoff
pissoff	häivy
pistachio	pistaasi
pistol	pistooli
piston	mäntä
pit	kuoppa
pita	pita
pitch	piki
pitcher	syöttäjä
pitchfork	hanko
pitfall	sudenkuoppa
pith	sisäkuori
pithy	ytimekäs
pitiful	säälittävä
pitted	kuoppainen
pitter	Pitter
pituitary	aivolisäke
pity	sääli
pivot	tappi
pivotal	keskeinen
pix	pix
pixie	tonttu
pizza	pizza
pizzazz	tyyli
pizzeria	pizzeria
placard	ilmoitella
place	paikka
placebo	plasebo
placement	sijoitus
placenta	istukka
placid	rauhallinen
placket	vetoketjun
plagiarism	plagiointi
plague	vitsaus
plaid	pleedi
plain	tavallinen
plainclothes	plainclothes
plaintiff	kantaja
plaintive	haikea
plan	suunnitelma
plane	kone
planes	lentokoneita
planet	planeetta
planetarium	planetaario
planetary	planeettojen
planets	planeetat
plank	lankku
plankton	plankton
planned	suunnitellut
planner	suunnittelija
planning	suunnittelu
plant	kasvi
plantation	plantaasi
planter	kylvökone
planting	istutus
plaque	plakki
plasma	plasma
plaster	kipsi
plastic	muovi-
plasticity	plastisuus
plat	plat
plate	levy
plateau	ylätasanko
plated	pinnoitettu
platform	foorumi
plating	pinnoitus
platinum	platina
platonic	platoninen
platoon	joukkue
platter	vati
plaudit	NO TRANSLATION
plausibility	uskottavuus
plausible	uskottava
play	pelata
playa	Playa
playback	toisto
playbook	pelikirjan
playboy	playboy
player	pelaaja
playful	leikkisä
playground	leikkikenttä
playhouse	leikkimökki
playmate	leikkitoveri
playoff	Pudotuspeli
playpen	leikkikehä
playroom	leikkihuone
plaything	leikkikalu
playtime	välitunti
playwright	näytelmäkirjailija
plaza	aukio
plea	vetoomus
plead	anoa
pleasant	miellyttävä
pleased	tyytyväinen
pleasing	miellyttävä
pleasurable	miellyttävä
pleasure	ilo
pleasures	nautintoja
pleat	vekki
pleated	laskostettu
pledge	pantti
pledged	pantata
plenary	täysistunto
plentiful	runsas
plenty	paljon
plenum	liitäntälaatikko
plethora	yletön
plexus	plexus
pliable	taipuisa
plication	plication
pliers	pihdit
plight	ahdinko
plinth	sokkeli
plodding	plodding
plop	jysäyttää
plot	juoni
plough	aura
ploughed	aurattu
plover	hyyppä
plow	aura
plowed	aurattu
plowing	kyntö
ploy	juoni
pluck	nyppiä
plucky	sisukas
plug	pistoke
plum	luumu
plumage	höyhenpeite
plumb	luoti
plumber	putkimies
plumbing	putkityöt
plume	töyhtö
plummet	romahtaa
plump	pullea
plumper	plumper
plunder	ryöstää
plunge	syöstä
plunger	mäntä
plural	monikko
plurality	useita
plush	uhkea
plutonium	plutoniumia
ply	kerros
plywood	vaneri
pneumatic	pneumaattinen
pneumonia	keuhkokuume
poacher	salametsästäjä
poachers	salametsästäjät
poaching	salametsästys
pocket	tasku-
pocketbook	taskukirja
pocketful	kasoittain
pod	NO TRANSLATION
podium	koroke
poem	runo
poems	runoja
poet	runoilija
poetic	runollinen
poetical	runollinen
poetics	runousoppi
poetry	runous
pogo	pogo
poignant	kirvelevä
point	kohta
pointedly	terävästi
pointer	osoitin
pointless	turha
pointy	teräväkärkiset
poise	itsevarmuus
poison	myrkyttää
poisoned	myrkytetty
poisoning	myrkytys
poisonous	Varo myrkyllistä
poke	tuupata
poker	pokeri
pokes	pistää
polar	polaarinen
polarity	vastakkaisuus
pole	napa
polemic	poleeminen
police	Poliisi
police officer	poliisi
policeman	poliisi
policewoman	naispoliisi
policy	politiikka
polio	polio
polish	kiillottaa
polished	kiiltävä
polite	kohtelias
politeness	kohteliaisuus
politic	viisas
political	poliittinen
politician	poliitikko
politics	politiikka
polity	hallintojärjestelmä
polka	polkka
poll	äänestys
pollen	siitepöly
polling	äänestys
pollute	saastuttaa
pollution	saastuminen
polo	poolo
poltergeist	poltergeist
polyester	polyesteri
polygamy	moniavioisuus
polygon	monikulmio
polygonal	monikulmainen
polygraph	polygraph
polymer	polymeeri
polymorphism	polymorfismi
pomp	loisto
pompous	mahtipontinen
poncho	poncho
pond	lampi
ponder	pohtia
ponderous	raskas
pong	lemu
pontiff	paavi
pontificate	saarnata
pontoon	ponttoni
pony	poni
ponytail	poninhäntä
pooch	piski
poodle	villakoira
poof	Pöh
pool	pool
poop	Uloste
poor	huono
poorly	huonosti
pop	pop-
popcorn	Paukkumaissi
pope	paavi
popper	neppari
poppy	unikko
poppycock	hölynpöly
popsicle	mehujää
popular	suosittu
popularity	suosio
popularized	suosituksi
population	väestö
populous	tiheään asuttu
porcelain	posliini
porch	kuisti
porcupine	piikkisika
pore	huokonen
pork	sianliha
porker	sikahahmoa
porky	pullea
porn	porno
porno	porno
pornographic	pornografinen
pornography	pornografia
porosity	huokoisuus
porous	huokoinen
porridge	puuro
port	portti
portable	kannettava
portage	portage
portal	portaali
porter	portieeri
porterhouse	häränkyljys
portfolio	salkku
porthole	ikkuna
portico	pylväshalli
portion	osa
portrait	muotokuva
portraiture	muotokuva
portray	kuvata
pose	aiheuttaa
poser	NO TRANSLATION
posh	tyylikäs
posited	posited
position	asento
positioning	paikannus
positive	positiivinen
positiveenergy	NO TRANSLATION
positively	positiivisesti
positivity	positiivisuus
posse	järjestyspartio
possess	omistaa
possessed	riivattu
possessing	jolla
possession	hallinta
possessive	omistushaluinen
possessor	omistaja
possibility	mahdollisuus
possible	mahdollinen
possibly	mahdollisesti
possum	opossumi
post	lähettää
postage	postikulut
postal	posti-
postcard	postikortti
poster	juliste
posterior	taka-
posterity	jälkeläiset
posthumous	jälkeenjäänyt
postman	postinkantaja
postmortem	jälkipuinti
postpone	lykätä
postponed	lykättiin
postponement	lykkäys
postscript	jälkikirjoitus
postulate	olettaa
posture	ryhti
pot	pannu
potable	juomakelpoista
potassium	kalium
potato	peruna
potatoes	perunat
potency	teho
potent	voimakas
potential	mahdollinen
pothead	Pothead
pothole	kuoppa
potion	juoma
potluck	nyyttikestit
potpourri	hajuste
potted	pussitettu
potter	savenvalaja
pottery	keramiikka
potty	potta
pouch	pussi
poultry	siipikarja
pounce	syöksy
pound	punta
pounding	jytinä
pour	NO TRANSLATION
pout	mutristus
pouting	Partaturska
pouty	pouty
poverty	köyhyys
pow	sotavanki
powder	jauhe
powdered	jauhettu
powdery	jauhemainen
power	teho
powerful	voimakas
powerfully	voimakkaasti
powerhouse	voimanpesä
powerless	voimaton
powwow	palaveri
pox	kuppa
practicable	käyttökelpoinen
practical	käytännöllinen
practically	käytännössä
practice	harjoitella
practiced	harjoiteltu
practise	harjoitella
practitioner	lääkäri
pragmatic	käytännöllinen
prairie	preeria
praise	kehua
praised	kehui
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	kehuu
praiseworthy	kiitettävä
praising	ylistäen
prance	tepastella
prank	kepponen
prawn	katkarapu
praxis	Praxis
pray	rukoilla
prayer	rukous
prayforme	Rukoile puolestani
praying	rukoileva
praying mantis	rukoilijasirkka
preach	saarnata
preacher	julistaja
preaching	saarnaaminen
preamble	johdanto
precarious	epävarma
precaution	varotoimi
precautionary	varo-
precede	edeltää
precedence	etusija
precedent	ennakkotapaus
preceding	edeltävä
precept	ohjenuora
preceptor	ohjaaja
precession	prekessiota
precinct	kävelykatu
precincts	kävelykatuja
precious	kallisarvoinen
precipice	jyrkänne
precipitate	saostua
precipitation	sademäärä
precipitous	jyrkkä
precise	täsmällinen
precisely	tarkalleen ottaen
precision	tarkkuus
preclude	sulkea pois
precocious	varhaiskypsä
precursor	edeltäjä
predator	saalistaja
predatory	saalistus-
predecessor	edeltäjä
predicament	ahdinko
predicate	predikaatti
predict	ennustaa
predictable	ennustettavissa
predicting	ennustamiseen
prediction	ennustus
predictive	ennustavan
predictor	ennustaja
predilection	erityinen mieltymys jhk
predispose	altistaa
predisposed	altis
predisposition	taipumus
predominance	ylivalta
predominant	vallitseva
predominate	vallita
preeminent	preeminent
preemption	etuosto
preemptive	ennaltaehkäisevä
preface	esipuhe
prefect	prefekti
prefer	mieluummin
preferable	parempi
preference	etusija
preferential	etuoikeutettu
prefix	etuliite
pregnancy	raskaus
pregnant	raskaana
prehistoric	esihistoriallinen
prejudice	ennakkoluulo
prejudiced	ennakkoluuloinen
prejudicial	haitallinen
prelim	Prelim
preliminary	alustava
prelude	alkusoitto
premarital	esiaviollinen
premature	ennenaikainen
prematurely	ennen aikojaan
premed	premed
premeditated	harkittu
premier	johtava
premiere	ensi-ilta
premise	lähtökohta
premises	tilat
premium	palkkio
premonition	aavistus
prenatal	raskaudenaikainen
prenuptial	avioliittoasetuksen
preoccupation	huoli
preoccupied	syventynyt
prep	prep
preparation	valmistautuminen
preparatory	alustava
prepare	valmistella
prepared	valmis
preparedness	valmius
preparer	käsittelijä
preparing	valmistelu
preponderance	voittopuolisuus
preposterous	mieletön
preppy	preppy
prerequisite	edellytys
prerogative	etuoikeus
preschool	esikoulu-
prescient	ennalta tietävä
prescribe	määrätä
prescribed	määrätty
prescription	resepti
prescriptive	ohjaileva
presence	läsnäolo
present	esittää
presentable	mallikas
presentation	esittely
presenter	juontaja
presentment	Presentment
presents	esittelee
preservation	säilytys
preservative	säilöntäaine
preserve	säilyttää
preserved	säilytetty
preserving	säilöntä
preside	toimia puheenjohtajana
presidency	puheenjohtajuus
president	presidentti
presidential	presidentin-
press	Lehdistö
pressing	painamalla
pressure	paine
prestige	arvovalta
prestigious	arvovaltainen
presto	presto
presume	olettaa
presumption	olettamus
presumptive	oletettu
presumptuous	julkea
presuppose	otaksua
pretend	teeskennellä
pretended	petollinen
pretender	teeskentelijä
pretending	teeskennellen
pretense	teeskentely
pretensions	pretensions
pretentious	mahtaileva
pretext	tekosyy
pretty	nätti
pretzel	suolarinkilä
prevail	voittaa
prevailing	vallitseva
prevalence	yleisyys
prevalent	vallitseva
prevent	estää
preventative	ehkäisevä
