Word	is
motorboat	vélbátur
motorcade	mótorhjól
motorcar	bíll
motorcycle	Mótorhjól
motorist	ökumaður
motte	motte
mottled	mottled
motto	einkunnarorð
mould	mold
mound	haug
mount	fjall
mountain	fjall
mountaineer	fjallaklifur
mountainous	fjöllum
mountains	fjöll
mountaintop	fjallstoppur
mourn	syrgja
mournful	mournful
mourning	sorg
mouse	mús
mousetrap	músarvog
mousse	mousse
moustache	yfirvaraskegg
mousy	mousy
mouth	munni
mouthful	mouthful
mouthpiece	munnstykki
mouthwash	munnþvottur
movable	lausafé
move	færa
movement	hreyfing
mover	flutningsmaður
movie	bíómynd
movies	bíó
moving	flytja
movingforward	NO TRANSLATION
movingon	halda áfram
mow	mow
mower	sláttuvél
moxie	moxie
mozzarella	mozzarella
mri	mr
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	mucked
mucous	slímhúð
mucus	slím
mud	drulla
muddle	muddle
muddled	muddled
muddy	muddy
muff	muff
muffin	muffin
muffled	muffled
muffler	muffler
mug	mál
mugger	mugger
mulberry	Mulberry
mulch	mulch
mule	mule
mull	mull
mullet	mullet
multilateral	fjölhliða
multimedia	margmiðlun
multinational	fjölþjóðlegt
multiple	margfeldi
multiple sclerosis	Mænusigg
multiplex	multiplex
multiplication	margföldun
multiplicity	margföldun
multiplied	margfaldað
multiplier	margfaldara
multiply	margfalda
multitude	fjöldi
mum	mamma
mumble	mumble
mumbo	mumbo
mummy	mamma
mumps	hettusótt
munch	munch
munchies	munchies
munchkin	munchkin
mundane	mundane
municipal	sveitarfélaga
municipality	sveitarfélagið
mural	veggmynd
murder	morð
murderer	morðingi
murderess	murderess
murderous	murderous
murky	dimmur
murmur	mögla
muscle	vöðva
muscular	vöðva
muse	muse
muses	muses
museum	safn
mush	NO TRANSLATION
mushroom	sveppir
mushy	gróft
music	tónlist
musical	söngleikur
musician	tónlistarmaður
musing	musing
musk	musk
musket	musket
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	verður
mustang	Mustang
mustard	sinnep
muster	musteri
musty	Mismunandi
mutable	mutable
mutant	stökkbreytt
mutate	mutate
mutation	stökkbreyting
mute	slökkva
muted	þaggað
mutilate	mutilate
mutilated	minnkað
mutilation	niðurbrot
mutiny	mútur
mutt	mutt
mutter	NO TRANSLATION
mutton	mutton
mutual	gagnkvæm
mutually	gagnkvæmt
muzzle	trýni
myfavorite	uppáhaldið mitt
myopia	nærsýni
myopic	vöðvakvilla
myriad	mýgrútur
mysterious	dularfullur
mystery	ráðgáta
mystic	dularfullur
mystical	dularfulla
mysticism	dulspeki
mystified	mystified
mystique	dularfulla
myth	goðsögn
mythic	goðsagnakennda
mythical	goðsagnakennda
mythological	goðsagnakennd
mythology	goðafræði
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	nagli
nail gun	nagli byssu
naive	barnalegt
naked	nakinn
nakedness	nakedness
namaste	NO TRANSLATION
name	nafn
named	heitir
nameless	nafnlaus
namesake	nafngiftir
naming	nafngiftir
nana	nana
nanny	barnabarn
nanometer	nanometer
nap	nap
napalm	napalm
nape	nape
napkin	napkin
napping	napping
nappy	nappy
narcissism	narcissism
narcissist	narcissist
narcissistic	narcissistic
narcotic	fíkniefni
narrate	segja frá
narration	frásögn
narrative	frásögn
narrator	sögumaður
narrow	þröngt
narrowing	þrenging
nasal	nef
nascent	nascent
nasty	viðbjóðslegur
natal	fæðingu
nation	þjóð
national	ríkisborgari
nationality	þjóðerni
nationwide	á landsvísu
native	innfæddur
nativity	nativity
natural	náttúrulegt
natural gas	náttúru gas
naturalist	náttúrufræðingur
naturalization	naturalization
naturalized	naturalized
naturally	náttúrulega
nature	náttúran
naught	ekkert
naughty	óþekkur
nausea	ógleði
nauseate	ógleði
nauseating	ógleði
nauseous	ógleði
nautical	sjómanna
nautilus	nautilus
naval	flotans
nave	Nave
navel	nafla
navigable	vafra
navigate	sigla
navigation	siglingar
navigational	siglingar
navigator	Navigator
navy	Navy
nay	NO TRANSLATION
nearsighted	nærsýni
neat	snyrtilegur
neatly	snyrtilegur
nebula	nebula
nebulae	nebulae
nebulous	nebulous
necessarily	nauðsynlega
necessary	nauðsynlegt
necessitate	nauðsynleg
necessities	nauðsynjar
necessity	nauðsyn
neck	háls
necklace	hálsmen
necktie	necktie
necromancer	necromancer
necrosis	drep
nectar	nektar
need	þörf
needalife	NO TRANSLATION
needed	þörf
needful	nauðsynlegt
needit	NO TRANSLATION
needle	nál
needlepoint	nálin
needles	nálar
needless	óþarfur
needtoknow	þarf að vita
needtorelax	NO TRANSLATION
needy	þurfandi
nefarious	skaðleg
negation	neitun
negative	neikvætt
negativity	neikvæðni
neglect	vanrækslu
neglected	vanrækt
neglecting	vanrækja
negligee	vanrækslu
negligence	vanrækslu
negligent	vanrækslu
negligently	NO TRANSLATION
negligible	hverfandi
negotiable	samningsatriði
negotiate	semja um
negotiation	samningaviðræður
negotiator	samningamaður
negro	negro
neigh	neigh
neighbor	nágranni
neighborhood	hverfinu
neighboring	nærliggjandi
nemesis	nemesis
neon	neon
neonatal	nýbura
neophyte	neophyte
neoprene	neoprene
nephew	frændi
nepotism	nepotism
nerd	nörd
nerdy	nerdy
nerve	tauga
nerves	taugar
nervous	taugaóstyrkur
nervousness	taugaveiklun
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	hreiður
nestle	nestle
nestling	nestling
net	net
nether	nether
netting	netting
nettle	netla
network	net
networking	net
neural	tauga
neuralgia	taugaverkur
neurological	taugafræðilegur
neurologist	taugasérfræðingur
neurology	taugafræði
neurosis	taugakerfi
neurosurgeon	taugaskurðlæknir
neurosurgery	taugaskurðaðgerð
neurotic	taugaveikill
neuter	neuter
neutral	hlutlaus
neutrality	hlutleysi
neutralize	hlutleysa
neutron	nifteind
new	nýtt
new age	nýr aldur
newbeginnings	NO TRANSLATION
newborn	nýfætt
newcomer	nýliði
newday	nýr dagur
newfound	newfound
newjob	NO TRANSLATION
newlife	nýtt líf
newly	nýlega
newlywed	newlywed
newme	newme
newness	newness
news	fréttir
newscast	newscast
newscaster	newscaster
newsflash	newsflash
newsletter	fréttabréf
newsman	newsman
newspaper	dagblað
newspaperman	blaðamaður
newsreel	fréttaritari
newsroom	fréttastofa
newsstand	kiosk
newstart	newstart
newt	newt
newyear	NO TRANSLATION
nexus	nexus
nib	nib
nibble	nibble
nice	gott
niche	sess
nichts	NO TRANSLATION
nick	nick
nickel	nikkel
nickname	gælunafn
nicotine	nikótín
niece	frænka
nifty	nifty
nigger	nigger
nigh	nánast
night	nótt
nightcap	nightcap
nightclub	Næturklúbbur
nightfall	nótt
nightgown	nightgown
nightie	Nightie
nightingale	nightingale
nightlife	næturlíf
nightly	nóttu
nightmare	martröð
nightmares	martraðir
nightstand	næturklúbbi
nightstick	næturljós
nighttime	nighttime
nihilism	nihilism
nil	nil
nimble	fimur
nimrod	nimrod
nincompoop	nincompoop
nine	níu
nineteen	nítján
ninety	níutíu
ninja	Ninja
ninny	ninny
nintendo	nintendo
ninth	níunda
nip	nip
nipper	nipper
nipple	geirvörtur
nippy	nippy
nitrate	nítrat
nitro	nítró
nitrogen	köfnunarefni
nitrous	nítró
nitwit	nitwit
nix	nix
no anticipation	engin vænting
no disgust	engin disgust
no emotion	engin tilfinning
no sentiment	engin viðhorf
no surprise	ekki á óvart
no trust	engin traust
nobility	aðalsmaður
noble	göfugt
nobleman	forráðamaður
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nóttu
nod	nudda
nodding	nodding
node	hnút
nodular	hnútur
nodule	kúpti
noggin	noggin
nohope	NO TRANSLATION
noir	noir
noise	hávaði
noisy	hávær
nomad	nomad
nomadic	nomadic
nomenclature	nomenclature
nominal	nafnvirði
nominate	tilnefna
nomination	tilnefningu
nominee	tilnefndur
nonce	nonce
nonchalant	nonchalant
noncompliance	noncompliance
nondescript	nondescript
nonexistent	ekki til staðar
nonfat	nonfat
nonfiction	nonfiction
nonpayment	nonpayment
nonresident	ekki íbúi
nonsense	bull
nonsensical	ósæmilegt
nonviolent	nonviolent
noob	byrjandi
noodle	núðla
nook	skot
noon	hádegi
noose	nei
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	norm
normal	eðlilegt
normalcy	normalcy
normality	venjulegt
north	norður
northbound	norðanverðu
northeast	norðaustur
northern	Norður
northwest	norðvestur
northwestern	norðvestur
noschool	NO TRANSLATION
nose	nef
nosebleed	nefbólga
nosey	nefnt
nosnow	nosnow
nostalgia	fortíðarþrá
nostalgic	nostalgic
nostress	NO TRANSLATION
nostril	nösir
nosun	NO TRANSLATION
nosy	nefnt
not negative	ekki neikvætt
not positive	ekki jákvætt
notable	eftirtektarvert
notables	merkingar
notably	einkum
notamorningperson	NO TRANSLATION
notary	lögbókanda
notation	merking
notch	hak
notched	hakað
note	athugasemd
notebook	minnisbók
noted	fram
noteworthy	athyglisvert
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	ekkert
notice	taka eftir
noticeable	áberandi
notification	tilkynning
notify	tilkynna
notion	hugmynd
notional	hugmyndafræðilega
notoriety	frægð
notorious	alræmd
notready	ekki tilbúinn
notwithstanding	þrátt fyrir það
nought	ekkert
noun	nafnorð
nourish	næra
nourishment	næring
nouveau	NO TRANSLATION
novel	skáldsaga
novelist	rithöfundur
novelty	nýjung
novice	nýliði
nowadays	nú á dögum
nowork	engin vinna
noworries	engar áhyggjur
noxious	skaðleg
nozzle	stútur
nuance	Litbrigði
nuances	blæbrigði
nuclear	kjarnorku
nucleus	kjarninn
nude	nakinn
nudge	nudge
nudie	nudie
nudist	nudist
nudity	nekt
nugget	nugget
nuisance	óþægindi
nuke	nuke
nul	NO TRANSLATION
null	núll
nullify	ógilda
numb	dofinn
number	númer
numbering	númerun
numbers	tölur
numbness	dofi
numbskull	numbskull
numeral	tölur
numerator	tónskáld
numerical	töluleg
numerically	tölulega
numerous	fjölmargir
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	nunnery
nuptials	nuptials
nurse	hjúkrunarfræðingur
nursemaid	hjúkrunarfræðingur
nursery	leikskóla
nursing	hjúkrun
nurture	nurture
nut	hneta
nutcase	nutcase
nutcracker	nutcracker
nuthouse	nuthouse
nutmeg	múskat
nutrition	næring
nutritional	næringargildi
nutritious	nærandi
nutritive	nærandi
nuts	hnetur
nutshell	hneta
nutty	nutty
nylon	nylon
nylong	NO TRANSLATION
nylons	nylons
nymph	nymph
nymphomaniac	nymphomaniac
oaf	oaf
oak	eik
oar	árstíð
oasis	vín
oat	hafrar
oath	eið
oatmeal	haframjöl
obedience	hlýðni
obedient	hlýðinn
obediently	hlýðni
obelisk	obelisk
obese	offitusjúklingur
obesity	offita
obey	hlýða
obi	obi
obit	obit
obituary	dauðadómur
object	mótmæla
objection	mótmæli
objectionable	ónothæf
objective	hlutlæg
objectivity	hlutlægni
obligation	skylda
obligatory	skylt
oblige	skuldbinda sig
obliged	skylt
obliging	skylda
obligor	skuldara
oblique	skáhallt
obliterate	útrýma
obliterated	útrýmt
obliteration	útrýmingu
oblivion	gleymskunnar dái
oblivious	óvitandi
oblong	ílöng
obnoxious	óþægilegur
oboe	hobo
obscene	ruddalegur
obscenity	hindrun
obscure	hylja
obscured	hylja
obscurity	dimmur
observance	fylgni
observant	fylgjandi
observation	athugun
observatory	stjörnustöð
observe	fylgjast með
observer	áheyrnarfulltrúi
observing	fylgjast með
obsess	þráhyggju
obsessed	þráhyggju
obsessing	þráhyggju
obsession	þráhyggja
obsessive	þráhyggjulegur
obsolescence	úreltur
obsolete	úreltur
obstacle	hindrun
obstetrician	obstetrician
obstetrics	obstetrics
obstinate	þrjóskur
obstruct	hindra
obstruction	hindrun
obstructive	hindrandi
obtain	fá
obtainable	fáanlegt
obtuse	óstöðugt
obverse	framhlið
obvious	augljóst
ocarina	ocarina
occasion	tilefni
occasional	stundum
occasionally	stundum
occipital	occipital
occlusion	lokun
occult	dulspeki
occupancy	umráð
occupant	farþegi
occupation	atvinnu
occupational	atvinnu
occupied	upptekinn
occupier	íbúa
occupy	hernema
occupying	hernema
occur	eiga sér stað
occurrence	viðburður
ocd	ocd
ocean	haf
oceanic	sjávar
octagon	áttahyrningur
octave	oktappa
octopus	kolkrabba
ocular	augu
odd	stakur
oddball	oddball
oddity	oddity
odds	líkurnar
ode	ode
odious	odious
odometer	kílómetramælir
odor	lykt
odyssey	odyssey
oedipal	oedipal
oestrogen	estrógen
oeuvre	NO TRANSLATION
offal	innmatur
offence	móðgun
offend	móðga
offended	svikinn
offender	brotamaður
offense	móðgun
offensive	móðgandi
offer	bjóða
offered	í boði
offering	bjóða
offhand	fyrirfram
office	skrifstofa
officer	liðsforingi
offices	skrifstofur
official	opinber
officiate	starfa
offing	offing
offload	offload
offset	móti
offshoot	offshoot
offshore	undan ströndum
offside	offside
offspring	afkvæmi
oft	oft
oftentimes	oftentimes
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	Ó nei
ohshit	NO TRANSLATION
oil	olía
oils	olíur
oily	feita
oink	oink
ointment	smyrsli
okra	okra
old	gamall
olden	olden
older	eldri
oldie	Oldie
oldies	oldies
olfactory	Lyktarskynfæri
oligarchy	oligarchy
olive	ólífuolía
omega	omega
omelet	eggjakaka
omen	omen
omgomgomg	NO TRANSLATION
ominous	óheiðarlegur
omission	aðgerðaleysi
omit	sleppa
omitted	sleppt
omnibus	omnibus
omnipotence	almáttugur
omnipotent	almáttugur
omnipresent	algengt
omniscient	alvaldur
onboard	um borð
oncologist	oncologist
oncology	krabbamein
oncoming	komandi
one	einn
oneday	NO TRANSLATION
onedge	á brúninni
onelove	ein ást
oneness	einingu
onerous	íþyngjandi
oneself	sig
ongoing	áframhaldandi
onion	laukur
onset	upphaf
onslaught	onslaught
onstage	á sviði
ontology	ontology
onus	onus
onward	áfram
onyx	onyx
oodles	oodles
oomph	oomph
ooze	ooze
oozing	oozing
op	op
opacity	ógagnsæi
opal	ópal
opaque	ógagnsæ
ope	ope
open	opið
opener	opnari
opening	opnun
openly	opinskátt
openness	hreinskilni
opera	ópera
operate	starfa
operatic	operatic
operation	aðgerð
operational	rekstur
operations	aðgerðir
operative	aðgerð
operator	rekstraraðili
ophthalmic	augnlok
ophthalmologist	augnlæknis
opiate	ópíata
opinion	skoðun
opinionated	álitið
opium	ópíum
opponent	andstæðingurinn
opportune	opportune
opportunism	tækifærið
opportunity	tækifæri
oppose	andmæla
opposed	öfugt
opposing	andstæða
opposite	andstæða
opposites	andstæður
opposition	andstöðu
oppress	kúgun
oppressed	kúgaður
oppression	kúgun
oppressive	kúgandi
oppressor	kúgari
ops	ops
opt	valið
optic	sjóntaugum
optical	sjón
optics	ljóseðlisfræði
optimism	bjartsýni
optimist	bjartsýni
optimistic	bjartsýnn
optimum	besta
option	valkostur
optional	valfrjálst
optionally	mögulega
options	valkostir
optometrist	optometrist
opulence	gnægð
opulent	auðmjúkur
opus	opus
oracle	véfrétt
oral	inntöku
orange	appelsínugult
orange juice	appelsínusafi
orangutan	orangútan
oration	oration
orator	orator
oratory	oratory
orb	orb
orbit	Sporbraut
orbital	hringrás
orbiting	bylgja
orbs	orbs
orc	orc
orchard	Orchard
orchestra	hljómsveit
orchid	Orchid
ordained	vígður
ordeal	ordeal
order	röð
orderly	skipulegan
ordinance	reglugerð
ordinary	venjulegt
ordination	fyrirætlun
ordnance	úthlutun
ore	málmgrýti
oregano	oregano
organ	líffæri
organic	lífræn
organism	lífvera
organist	líffræðingur
organization	skipulag
organize	skipuleggja
organized	skipulögð
organizer	skipuleggjandi
orgasm	fullnægingu
orgies	orgies
orgy	orgy
orient	orient
oriental	oriental
orientation	stefnumörkun
orifice	orifice
origami	origami
origin	uppruna
original	upprunalega
originality	frumleika
originate	upprunnið
origination	upphaf
originator	upphafsmaður
ornament	skraut
ornamental	skraut
ornamentation	skraut
ornamented	skreytt
ornate	yfirgnæfandi
ornery	ornery
orphan	munaðarlaus
orphanage	munaðarleysingjahæli
orphaned	munaðarlaus
orthodontist	orthodontist
orthodox	Rétttrúnaðar
orthodoxy	Rétttrúnaðar
orthogonal	orthogonal
orthopedic	hjálpartækjum
oscillate	sveiflast
oscillating	oscillating
oscillation	sveiflur
oscillatory	oscillatory
ostensible	ostensible
ostensibly	augljóslega
ostentatious	ostentatious
ostracized	ostracized
ostrich	ostrich
other	annað
otter	otter
otto	otto
ottoman	ottoman
ought	ætti
ounce	únsa
oust	afgangur
outage	outage
outback	outback
outbid	outbid
outboard	utanborðs
outbreak	braust út
outburst	útbrot
outcast	útrýmt
outcome	útkoma
outcry	útrýmingu
outdated	gamaldags
outdo	outdo
outdoor	úti
outdoors	utandyra
outer	ytri
outfit	útbúnaður
outgoing	útleið
outgrow	outgrow
outgrowth	outgrowth
outhouse	outhouse
outing	skemmtiferðaskip
outlandish	outlandish
outlast	outlast
outlaw	útlendingur
outlet	innstungu
outline	útlínur
outlines	útlínur
outlive	lifa af
outlook	horfur
outlying	outlying
outnumber	outnumber
outpatient	göngudeild
outpost	útpóstur
outpouring	outpouring
output	framleiðsla
outrage	outrage
outraged	outraged
outrageous	svívirðilegur
outrank	outrank
outreach	námið
outright	beinlínis
outrun	brottför
outset	í upphafi
outsider	utanaðkomandi
outskirts	útjaðri
outsmart	outsmart
outspoken	ótal
outstanding	framúrskarandi
outstretched	útbreiddur
outward	út á við
outwards	út á við
outweigh	vega þyngra en
outwit	outwit
oval	sporöskjulaga
ovary	eggjastokkum
ovate	ovate
ovation	ovation
oven	ofn
overactive	ofvirk
overall	almennt
overalls	gallarnir
overbearing	áberandi
overburden	overburden
overcast	skýjað
overcharged	ofhleðsla
overcoat	yfirhúð
overcome	sigrast á
overcoming	sigrast á
overcrowded	yfirfylla
overdo	ofbeldi
overdose	ofskömmtun
overdrive	overdrive
overdue	tímabært
overestimate	ofmeta
overestimated	ofmetin
overflow	flæða
overflowing	barmafullur
overgrown	gróin
overgrowth	overgrowth
overhanging	overhanging
overhaul	yfirferð
overhead	kostnaður
overhear	óheiðarlegur
overheated	ofhitnun
overjoyed	gleðilegt
overkill	overkill
overlaid	yfirlagður
overlap	skarast
overlapping	skarast
overlay	yfirborð
overload	of mikið
overlook	sjást
overlord	yfirlord
overlying	yfirliggjandi
overpaid	ofgreiddur
overpass	framhjá
overplayed	overplayed
overpower	overpower
overpowering	yfirþyrmandi
overpriced	overpriced
overprotective	overprotective
overrated	ofmetið
overreact	overreact
override	override
overriding	yfirburði
overrule	overrule
overrun	umframmagn
oversee	umsjón
overseer	umsjónarmaður
overshadow	skyggða
oversight	eftirlit
oversized	stærri
overslept	overslept
overstate	overstate
overstock	overstock
overt	augljóst
overtake	yfirtaka
overtaken	yfirtekin
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	ofhugsa
overthrow	steypa
overtime	með tímanum
overtired	overtired
overture	overture
overturn	bylgja
overview	yfirlit
overweight	yfirvigt
overwhelm	yfirþyrma
overwhelmed	óvart
overwhelming	yfirþyrmandi
overworked	overworked
overwrought	overwrought
overzealous	overzealous
owe	skulda
owing	vegna
owl	ugla
owner	eigandi
ownership	eignarhald
ox	uxa
oxidation	oxun
oxide	oxíð
oxygen	súrefni
