Word	ne
monopolist	एकाधिकारवादी
monopoly	एकाधिकार
monotonous	बेनामी
monotony	monotony
monoxide	मोनोअक्साइड
monsieur	monsieur
monsoon	मानसून
monster	राक्षस
monstrosity	विवेकता
monstrous	घृणा
montage	montage
monte	monte
month	महिना
monthly	मासिक
monument	स्मारक
monumental	स्मारक
moo	moo
mooch	mooch
mood	मूड
moods	मूड
moody	मुड
moon	चन्द्र
moonbeam	moonbeam
moonlight	moonlight
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	moor
moored	मोटे
mooring	मिरिंग
moorings	भान्सा
moorland	मूरलैंड
moose	चिसो
moot	moot
mooted	मोट गरियो
mop	mop
mope	mope
moped	moped
moral	नैतिक
morale	मनोबल
morality	नैतिकता
morals	नैतिक
morass	morass
moratorium	रोकथाम
moray	moray
morbid	morbid
morbidity	मस्तिष्क
morbidness	morbidness
mores	अंकहरु
morgue	मर्जू
moribund	moribund
morn	मार्न
morning	बिहान
moron	moron
moronic	moronic
morose	morose
morph	morph
morphine	morphine
morphism	morphism
morphology	morphology
morrow	सायद
morsel	मर्सल
mortal	मरणशील
mortality	मृत्यु दर
mortar	मोर्टार
mortgage	बंधक
mortgagee	mortgagee
mortgagor	हकदार
mortician	हजुरआमा
mortification	मृत्यु
mortified	घाइते
mortuary	mortuary
mosaic	मोज़ेक
mosey	mosey
mosque	मस्जिद
mosquito	मच्छर
moss	मास
mossy	mossy
mote	NO TRANSLATION
motel	मोटल
moth	माथ
mother	आमा
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	मातृत्व
motherland	मातृभूमि
motherless	आमा
motherly	आमा
motif	आकृति
motion	गति
motionless	गतिहीन
motivate	उत्प्रेरित गर्नुहोस्
motivating	उत्तेजित
motivation	प्रेरणा
motivational	प्रेरक
motive	उत्प्रेरित
motley	मोटोले
motor	मोटर
motorbike	मोटरसाइकल
motorboat	motorboat
motorcade	मोटरसाइकल
motorcar	मोटर गाडी
motorcycle	मोटरसाइकल
motorist	मोटरसाइकल
motte	motte
mottled	चुरोट
motto	आदर्श वाक्य
mould	mold
mound	घाउ
mount	माउन्ट गर्नुहोस्
mountain	पहाड
mountaineer	पर्वतारोही
mountainous	पहाडी
mountains	पहाडहरू
mountaintop	mountaintop
mourn	शोक
mournful	शोक
mourning	शोक
mouse	माउस
mousetrap	mousetrap
mousse	mousse
moustache	जुङ्गा
mousy	mousy
mouth	मुख
mouthful	मुखिया
mouthpiece	मुखपृष्ठ
mouthwash	मुखवाश
movable	चलिरहेको छ
move	चल्नु
movement	आन्दोलन
mover	मोवर
movie	चलचित्र
movies	चलचित्रहरू
moving	हिँड्नु
movingforward	NO TRANSLATION
movingon	हिमालयन
mow	माउ
mower	घाँस काटेर
moxie	moxie
mozzarella	मोजजारले
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	चकलेट
mucked	मक्खन
mucous	घनत्व
mucus	मकस
mud	मिड
muddle	मिडल
muddled	muddled
muddy	दुखी
muff	मफ
muffin	मफिन
muffled	भंग भयो
muffler	मफलर
mug	मग
mugger	मगर
mulberry	चकलेट
mulch	mulch
mule	गुजारा
mull	मल
mullet	गोली
multilateral	बहुपक्षीय
multimedia	मल्टीमीडिया
multinational	बहुराष्ट्रीय
multiple	बहु
multiple sclerosis	एकाधिक sclerosis
multiplex	बहुसंख्यक
multiplication	गुणन
multiplicity	बहुलता
multiplied	गुणा भयो
multiplier	गुणक
multiply	गुणा गर्नुहोस्
multitude	बहुतायत
mum	माम
mumble	बखत
mumbo	mumbo
mummy	आमा
mumps	mumps
munch	मचाउँछन्
munchies	munchies
munchkin	munchkin
mundane	मुन्डेन
municipal	नगरपालिका
municipality	नगरपालिका
mural	भित्री
murder	हत्या
murderer	हत्यारे
murderess	हत्या
murderous	हत्यारा
murky	गुप्त
murmur	murmur
muscle	मासु
muscular	मांसपेशिहरु
muse	संग्रहालय
muses	muses
museum	संग्रहालय
mush	NO TRANSLATION
mushroom	मशरूम
mushy	मिश्री
music	संगीत
musical	संगीत
musician	संगीतकार
musing	musing
musk	musk
musket	मस्केट
musketeer	musketeer
muskrat	मास्कट्रेट
muslin	muslin
muss	NO TRANSLATION
must	हुनु पर्छ
mustang	कानुन
mustard	तोरी
muster	माटर
musty	लय
mutable	उत्परिवर्ती
mutant	उत्परिवर्ती
mutate	उत्तेजित गर्नुहोस्
mutation	उत्परिवर्तन
mute	म्यूट
muted	म्यूट गरियो
mutilate	घुमाउनुहोस्
mutilated	भंग भयो
mutilation	उत्तेजना
mutiny	विपरित
mutt	मुट
mutter	NO TRANSLATION
mutton	mutton
mutual	पारस्परिक
mutually	परस्पर
muzzle	मस्तिष्क
myfavorite	मेरो मन पर्ने
myopia	Myopia
myopic	myopic
myriad	असंख्य
mysterious	रहस्यमय
mystery	रहस्य
mystic	रहस्यमय
mystical	रहस्यमय
mysticism	रहस्यवाद
mystified	रहस्यमय
mystique	रहस्यमय
myth	मिथक
mythic	मिथक
mythical	पौराणिक कथा
mythological	पौराणिक कथा
mythology	पौराणिक कथा
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	कील
nail gun	कील बन्दूक
naive	भोलि
naked	नग्न
nakedness	नग्नता
namaste	NO TRANSLATION
name	नाम
named	नाम
nameless	nameless
namesake	नामकरण
naming	नामकरण
nana	नाना
nanny	नानी
nanometer	नैनोमीटर
nap	nap
napalm	napalm
nape	nape
napkin	नैपकिन
napping	napping
nappy	चुरोट
narcissism	narcissism
narcissist	narcissist
narcissistic	narcissistic
narcotic	narcotic
narrate	narrate
narration	narration
narrative	कथा
narrator	narrator
narrow	संकीर्ण
narrowing	संकीर्ण
nasal	नाक
nascent	nascent
nasty	फोहर
natal	नाटकीय
nation	राष्ट्र
national	राष्ट्रिय
nationality	राष्ट्रीयता
nationwide	राष्ट्रभर
native	देशी
nativity	राष्ट्रियता
natural	प्राकृतिक
natural gas	प्राकृतिक ग्यास
naturalist	प्रकृतिवादी
naturalization	प्राकृतिककरण
naturalized	प्राकृतिक
naturally	स्वाभाविक रूपमा
nature	प्रकृति
naught	naught
naughty	शरारती
nausea	nausea
nauseate	विवादास्पद
nauseating	nauseating
nauseous	खतरनाक
nautical	Nautical
nautilus	नाउलस
naval	नौसेना
nave	nave
navel	navel
navigable	नेभिगेसन
navigate	नेभिगेट गर्नुहोस्
navigation	नेविगेशन
navigational	नेभिगेसन
navigator	नेभिगेटर
navy	नौसेना
nay	NO TRANSLATION
nearsighted	nearsighted
neat	neat
neatly	neatly
nebula	nebula
nebulae	nebulae
nebulous	nebulous
necessarily	जरूरी
necessary	आवश्यक
necessitate	आवश्यक पर्छ
necessities	आवश्यकताहरू
necessity	आवश्यकता
neck	गर्दन
necklace	हार
necktie	necktie
necromancer	नेदरल्यान्ड्स
necrosis	गर्भ
nectar	nectar
need	चाहिन्छ
needalife	NO TRANSLATION
needed	आवश्यक छ
needful	सार्थक
needit	NO TRANSLATION
needle	सुई
needlepoint	सुईबिन्दु
needles	सुई
needless	अनावश्यक
needtoknow	जान्नु आवश्यक छ
needtorelax	NO TRANSLATION
needy	जरूरी
nefarious	nefarious
negation	नमन
negative	नकारात्मक
negativity	नकारात्मकता
neglect	उपेक्षा
neglected	उपेक्षित
neglecting	उपेक्षित
negligee	नम्रता
negligence	लापरवाही
negligent	लापरवाही
negligently	NO TRANSLATION
negligible	अयोग्य
negotiable	पारदर्शी
negotiate	कुराकानी गर्नुहोस्
negotiation	कुराकानी
negotiator	वार्ताक
negro	negro
neigh	neigh
neighbor	छिमेकी
neighborhood	छिमेकी
neighboring	छिमेकी
nemesis	nemesis
neon	नीयन
neonatal	नवजात
neophyte	neophyte
neoprene	neoprene
nephew	भट्टराई
nepotism	nepotism
nerd	बेवकूफ
nerdy	nerdy
nerve	स्नायु
nerves	तंत्रिका
nervous	तंत्रिका
nervousness	घृणा
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	घोंसला
nestle	nestle
nestling	nestling
net	net
nether	nether
netting	नेटिंग
nettle	nettle
network	नेटवर्क
networking	नेटवर्किंग
neural	तंत्रिका
neuralgia	neuralgia
neurological	तंत्र विज्ञान
neurologist	न्यूरोलोजिस्ट
neurology	तंत्र विज्ञान
neurosis	न्यूरोसिस
neurosurgeon	neurosurgeon
neurosurgery	न्युरोसरीरी
