Word	zh-TW
occult	隱匿性
occupancy	佔用
occupant	佔有者
occupation	佔用
occupational	職業
occupied	佔據
occupier	佔用
occupy	佔據
occupying	佔用
occur	發生
occurrence	發生
ocd	強迫症
ocean	海洋
oceanic	海
octagon	八角形
octave	八度
octopus	章魚
ocular	目鏡
odd	奇
oddball	古怪
oddity	怪人
odds	可能性
ode	頌
odious	可惡
odometer	里程表
odor	氣味
odyssey	奧德賽
oedipal	戀母情結
oestrogen	雌激素
oeuvre	NO TRANSLATION
offal	內臟
offence	罪行
offend	得罪
offended	生氣
offender	犯罪分子
offense	罪行
offensive	進攻
offer	提供
offered	提供
offering	供
offhand	不加思索
office	辦公室
officer	官
offices	辦事處
official	官方
officiate	主持
offing	海面
offload	卸載
offset	抵消
offshoot	支脈
offshore	海上
offside	越位
offspring	子孫
oft	經常
oftentimes	通常情況下
ogre	怪物
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	不好了
ohshit	NO TRANSLATION
oil	油
oils	油
oily	油膩
oink	哼
ointment	軟膏
okra	秋葵
old	舊
olden	古代
older	舊的
oldie	過時的歌曲
oldies	老歌
olfactory	嗅覺
oligarchy	寡頭政治
olive	橄欖
omega	歐米加
omelet	煎蛋卷
omen	預兆
omgomgomg	NO TRANSLATION
ominous	不祥的
omission	省略
omit	忽略
omitted	省略
omnibus	綜合
omnipotence	全能
omnipotent	無所不能
omnipresent	無所不在
omniscient	無所不知
onboard	在船上
oncologist	腫瘤科醫生
oncology	腫瘤科
oncoming	迎面而來的
one	一
oneday	一天
onedge	邊緣
onelove	唯一的愛
oneness	合一
onerous	繁重的
oneself	自己
ongoing	不斷的
onion	洋蔥
onset	發病
onslaught	猛攻
onstage	在舞台上
ontology	本體論
onus	責任
onward	向前
onyx	縞瑪瑙
oodles	不減當年
oomph	性的魅力
ooze	沁
oozing	滲血
op	運
opacity	不透明度
opal	蛋白石
opaque	不透明
ope	OPE
open	打開
opener	揭幕戰
opening	開盤
openly	公然
openness	透明度
opera	歌劇
operate	操作
operatic	歌劇的
operation	手術
operational	操作
operations	操作
operative	手術
operator	操作者
ophthalmic	眼科
ophthalmologist	眼科醫生
opiate	鴉片
opinion	意見
opinionated	自以為是
opium	鴉片
opponent	對手
opportune	適當的
opportunism	機會主義
opportunity	機會
oppose	反對
opposed	反對
opposing	反對
opposite	對面
opposites	對立
opposition	反對
oppress	壓迫
oppressed	壓迫
oppression	壓迫
oppressive	壓抑
oppressor	暴君
ops	OPS
opt	選擇
optic	視神經
optical	光纖
optics	光學
optimism	樂觀
optimist	樂天派
optimistic	樂觀
optimum	最佳
option	選項
optional	可選的
optionally	可選
options	選項
optometrist	驗光師
opulence	豐裕
opulent	富裕的
opus	OPUS
oracle	神諭
oral	口服
orange	橙子
orange juice	橙汁
orangutan	猩猩
oration	致辭
orator	演說者
oratory	演講
orb	ORB
orbit	軌道
orbital	軌道的
orbiting	軌道
orbs	球體
orc	獸人
orchard	果園
orchestra	樂隊
orchid	蘭花
ordained	受戒
ordeal	考驗
order	訂購
orderly	整齊的
ordinance	條例
ordinary	普通
ordination	統籌
ordnance	軍械
ore	礦石
oregano	牛至
organ	器官
organic	有機
organism	生物
organist	風琴
organization	組織
organize	組織
organized	有組織的
organizer	組織者
orgasm	性高潮
orgies	狂歡
orgy	狂歡
orient	東方
oriental	東方的
orientation	方向
orifice	孔
origami	摺紙
origin	起源
original	原版的
originality	獨創性
originate	起源
origination	首創
originator	鼻祖
ornament	裝飾
ornamental	裝飾
ornamentation	裝飾物
ornamented	裝飾
ornate	華麗的
ornery	故意刁難
orphan	孤兒
orphanage	孤兒院
orphaned	孤
orthodontist	牙齒矯正
orthodox	正統
orthodoxy	正統
orthogonal	正交
orthopedic	骨科
oscillate	擺動
oscillating	擺動的
oscillation	振盪
oscillatory	振盪
ostensible	表面的
ostensibly	表面上
ostentatious	擺闊
ostracized	排斥
ostrich	鴕鳥
other	其他
otter	獺
otto	玫瑰油
ottoman	奧斯曼帝國
ought	應該
ounce	盎司
oust	逐出
outage	停運
outback	內陸
outbid	抬高價格
outboard	舷外
outbreak	暴發
outburst	突發
outcast	棄兒
outcome	結果
outcry	喊叫
outdated	過時的
outdo	優於
outdoor	戶外
outdoors	在戶外
outer	外
outfit	配備
outgoing	傳出
outgrow	長出
outgrowth	生長
outhouse	外屋
outing	遊覽
outlandish	異乎尋常
outlast	經久耐用
outlaw	取締
outlet	出口
outline	大綱
outlines	大綱
outlive	活得比
outlook	外表
outlying	邊遠
outnumber	想個辦法
outpatient	門診病人
outpost	前哨
outpouring	流露
output	產量
outrage	暴行
outraged	憤怒
outrageous	蠻橫的
outrank	級別高於
outreach	推廣
outright	公然
outrun	逃脫
outset	開始
outsider	局外人
outskirts	郊區
outsmart	智取
outspoken	直言不諱
outstanding	優秀
outstretched	伸開
outward	向外
outwards	向外
outweigh	超過
outwit	智勝
oval	橢圓
ovary	子房
ovate	卵形
ovation	歡呼
oven	烤箱
overactive	過度活躍
overall	總體
overalls	工作服
overbearing	霸道
overburden	覆土
overcast	灰濛蒙
overcharged	亂收費
overcoat	大衣
overcome	克服
overcoming	克服
overcrowded	擠
overdo	過度
overdose	過量
overdrive	疲勞過度
overdue	過期的
overestimate	估計過高
overestimated	高估
overflow	溢出
overflowing	滿溢
overgrown	發育過度的
overgrowth	過度發育
overhanging	懸垂
overhaul	翻修
overhead	高架
overhear	偷聽
overheated	過熱
overjoyed	喜出望外
overkill	矯枉過正
overlaid	覆蓋
overlap	交疊
overlapping	重疊
overlay	覆蓋
overload	超載
overlook	俯瞰
overlord	霸王
overlying	覆
overpaid	買貴了
overpass	立交橋
overplayed	誇大
overpower	壓倒
overpowering	壓倒性
overpriced	高估
overprotective	過分
overrated	被高估
overreact	反應過度
override	覆蓋
overriding	覆蓋
overrule	否決
overrun	氾濫
oversee	監視
overseer	監工
overshadow	掩蓋
oversight	疏忽
oversized	過大的
overslept	睡過頭
overstate	誇大
overstock	積壓
overt	公開
overtake	超過
overtaken	超越
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	想太多
overthrow	推翻
overtime	隨著時間的推移
overtired	過度疲勞
overture	序曲
overturn	顛覆
overview	概觀
overweight	超重
overwhelm	壓倒
overwhelmed	不堪重負
overwhelming	壓倒
overworked	瘁
overwrought	雕飾
overzealous	過分熱心的
owe	欠
owing	虧欠的
owl	貓頭鷹
owner	所有者
ownership	所有權
ox	牛
oxidation	氧化
oxide	氧化
oxygen	氧
oxymoron	矛盾
oyster	牡蠣
ozone	臭氧
pace	步伐
pacemaker	起搏器
pacific	和平的
pacified	息怒
pacifier	奶嘴
pacifist	和平主義者
pacify	安撫
pacing	起搏
pack	包
package	包
packaging	打包
packer	打包機
packet	包
pact	協議
pad	墊
padded	棉服
padding	填充
paddle	槳
paddle boat	槳船
paddock	牧場
paddy	稻田
padlock	掛鎖
padre	NO TRANSLATION
paean	頌
pagan	異教徒
paganism	異教
page	頁
pageant	盛會
pager	呼叫器
pagination	分頁
paging	分頁
pagoda	寶塔
pail	桶
pain	疼痛
pained	苦澀
painful	痛苦
painfully	痛苦
painkiller	止痛藥
painless	無痛人流
pains	辛勞
painstaking	刻苦
paint	塗料
paintball	彩彈
paintbrush	畫筆
painted	繪
painter	畫家
painting	繪畫
pair	對
paisley	佩斯利
pajama	睡衣
pajamas	睡衣
pal	朋友
palace	宮
palatable	可口
palate	腭
pale	蒼白
paleontology	古生物學
palette	調色板
pall	鮑爾
palladium	鈀
pallet	托盤
palliative	治標不治本
palm	棕櫚
palmer	帕爾默
palomino	帕洛米諾
palpable	明顯的
palpitations	心悸
palsy	麻痺
paltry	微不足道
pamper	寵
pamphlet	小冊子
pan	泛
panacea	萬能藥
panache	鷺
pancake	餅子
pancakes	薄煎餅
pancreas	胰腺
panda	熊貓
pandemic	流感大流行
pandemonium	烏煙瘴氣
pane	窗格
panel	面板
pang	NO TRANSLATION
panhandle	鍋柄
panic	恐慌
panicattack	NO TRANSLATION
panicked	驚慌失措
panicking	恐慌
panicky	恐慌
panier	NO TRANSLATION
panorama	全景
panoramic	全景
pansy	三色堇
pant	喘氣
pantheon	萬神殿
panther	豹
panties	衩
pantomime	啞劇
pantry	儲藏室
pants	褲子
panty	內褲
pantyhose	連褲襪
pap	軟食
papa	爸爸
papacy	教皇
papal	NO TRANSLATION
papaya	番木瓜
paper	紙
paperback	平裝
paperboy	報童
paperweight	鎮紙
paperwork	證件
paprika	辣椒
papyrus	紙莎草
par	NO TRANSLATION
parable	寓言
parabola	拋物線
parabolic	拋物線
parachute	降落傘
parade	遊行
paradigm	範例
paradise	天堂
paradox	悖論
paradoxical	自相矛盾
paraffin	石蠟
paragon	模範
paragraph	段
parakeet	多嘴的人
paralegal	律師助理
parallax	視差
parallel	平行
parallelism	排比
paralysis	麻痺
paralyze	癱瘓
paralyzed	癱
paramedic	護理人員
paramedics	醫護人員
paramilitary	準軍事
paramount	最重要的
paranoia	偏執
paranoid	偏執
paranormal	超自然
parapet	欄杆
paraphernalia	用具
paraphrase	意譯
paraplegic	截癱
parasite	寄生物
parasitic	寄生
parasol	陽傘
parcel	包
parcels	包裹
parched	眢
parchment	羊皮紙
pardon	赦免
pare	NO TRANSLATION
parenchyma	實質
parent	親
parentage	血統
parental	父母
parenthesis	NO TRANSLATION
parenthetical	括號
parenthood	父母
parenting	育兒
pariah	賤民
parietal	頂葉
paring	削皮
parish	教區
parity	平價
park	公園
parka	大衣
parking	停車處
parkinsons	帕金森
parlance	說法
parlay	Parlay的
parliament	議會
parliamentary	議會
parlor	客廳
parmesan	巴馬
parody	滑稽模仿
parole	言語
parquet	實木複合地板
parrot	鸚鵡
parry	招架
parse	解析
parsimonious	儉省的
parsimony	簡約
parsley	香菜
parson	牧師
part	部分
partake	參加
partial	局部
partiality	偏心
partially	部分
participant	參加者
participate	參加
participation	參與
particle	粒子
particular	特定
particularity	特性
particulars	細節
parting	離別
partisan	黨派
partisanship	黨派之爭
partition	劃分
partly	部分地
partner	夥伴
partnership	合夥
partridge	鷓鴣
parts	部分
party	派對
pas	NO TRANSLATION
pass	通過
passable	湊合
passage	通道
passageway	通道
passe	NO TRANSLATION
passenger	乘客
passim	NO TRANSLATION
passing	通過
passion	情
passionate	多情
passive	被動
passivity	被動
passkey	萬能鑰匙
passport	護照
password	密碼
past	過去
pasta	意大利面
paste	糊
pastel	柔和
pastime	消遣
pastor	牧師
pastrami	熏牛肉
pastry	糕點
pasture	牧場
pasty	膏狀
pat	拍
patch	補丁
patchwork	拼湊物
pate	佩特
patella	髕骨
patent	專利
patented	專利
paternal	父親的
paternity	親子鑑定
path	路徑
pathetic	可憐
pathological	病態的
pathologist	病理學家
pathology	病理
pathos	NO TRANSLATION
pathway	路
patience	忍耐
patient	患者
patio	庭院
patriarch	家長
patriarchal	重男輕女
patrimony	遺產
patriot	愛國者
patriotic	愛國
patriotism	愛國主義
patrol	巡邏
patrolman	巡警
patron	顧客
patronage	贊助
patronising	光顧
patronize	寵幸
patronizing	光顧
patter	行話
pattern	模式
paucity	缺乏
pauper	窮光蛋
pause	暫停
pave	鋪平
pavement	路面
pavilion	亭
paving	鋪路
paw	爪子
pawn	典當
pawnshop	當舖
pax	PAX
pay	工資
payable	應付
payback	回報
paycheck	薪水
payday	發薪日
payer	付款人
payload	有效載荷
payment	付款
payoff	付清
payout	支付
payphone	公用電話
payroll	工資表
pea	豌豆
peace	和平
peaceable	和平的
peaceful	平靜的
peacefully	安然
peacekeeper	維和人員
peaceofmind	NO TRANSLATION
peacetime	和平時期
peach	桃子
peachy	桃色的
peacock	孔雀
peak	峰
peaked	見頂
peanut	花生
peanuts	花生
pear	梨
pearl	珍珠
pearly	珍珠的
peas	豌豆
peasant	農
peat	泥炭
pebble	卵石
pecan	胡桃
peck	啄
pecker	啄木鳥
peculiar	奇特
peculiarities	特點
peculiarity	特點
peculiarly	獨有的
pecuniary	金錢的
pedal	踏板
pedantic	迂
peddle	兜售
peddler	小販
pedestal	座
pedestrian	行人
pediatric	小兒科的
pediatrician	兒科醫師
pediatrics	兒科
pedicure	修腳
pedigree	譜系
pedometer	計步器
pedophile	戀童癖
pee	撒尿
peek	窺視
peekaboo	躲貓貓
peel	剝
peep	窺視
peeper	偷窺者
peephole	窺視孔
peer	窺視
peering	窺視
peerless	無比
peeved	忿怒的
peg	衣夾
pegs	釘
peice	NO TRANSLATION
pelagic	遠洋
pelican	鵜
pellet	丸
pelvic	盆腔
pelvis	骨盆
pen	鋼筆
penal	刑事
penalty	罰款
penance	苦修
penchant	嗜好
pencil	鉛筆
pendant	垂飾
pendency	未決
pendent	NO TRANSLATION
pending	有待
pendulum	擺
penetrate	穿透
penetrating	入木三分
penetration	滲透
penguin	企鵝
penicillin	青黴素
penile	陰莖
peninsula	半島
penis	陰莖
penitent	懺悔的人
penitentiary	教養所
penmanship	書法
pennant	幡
penniless	不名一文
penny	一分錢
pension	養老金
pensioner	跟班
pensive	哀思
pentagon	五角大樓
pentagram	五角星
penthouse	耳房
penultimate	倒數第二
people	人
peopled	人居住
pep	PEP
pepper	胡椒
peppermint	薄荷
pepperoni	意大利辣味香腸
peppy	強力的
peptic	消化性潰瘍
peptide	肽
perceive	感知
percent	百分
percentage	百分比
percentile	百分
perceptible	察覺
perception	知覺
perceptive	感知的
perch	棲息
perchance	或許
percolation	滲濾
percussion	打擊樂器
perdition	殞命
peremptory	蠻橫
perennial	多年生
perfect	完善
perfection	完美
perfectionist	完美主義者
perfecto	NO TRANSLATION
perforated	穿孔的
perforation	穿孔
perforce	Perforce公司
perform	演出
performance	性能
performer	演員
perfume	香水
perfumed	香
peri	圍
peridot	貴橄欖石
peril	岌
perilous	殆
perimeter	周長
period	期
periodic	定期
periodical	期刊
periodically	定期
periodicity	週期性
peripheral	外圍設備
periphery	周邊
periscope	潛望鏡
perish	淪
perishable	易腐
perished	遇難
perishing	滅亡
perjury	偽證
perk	額外津貼
perky	自信的
perm	燙髮
permanence	持久性
permanent	常駐
permeable	透水
permeate	滲透
permeation	滲透
permissible	可允許的
permission	允許
permissive	寬容
permit	許可證
permitted	允許
permitting	允許
permutation	排列
pernicious	有害
peroxide	過氧化物
perpendicular	垂直
perpetrate	犯
perpetrator	肇事者
perpetual	永動的
perpetually	永
perpetuate	延續
perpetuation	永存
perpetuity	如履薄冰
perplexed	困惑
perplexing	複雜的
perplexity	困惑
persecute	迫害
persecution	迫害
perseverance	毅力
persevere	持之以恆
persist	堅持
persistence	堅持
persistent	一貫
persisting	堅持
person	人
persona	NO TRANSLATION
personable	倢
personage	人士
personal	個人
personality	個性
personification	擬人
personnel	人員
persons	人
perspective	透視
perspiration	汗
persuade	說服
persuasion	勸說
persuasive	說服力
pert	冒失的
pertinent	相關
perturbation	攝
pertussis	百日咳
perusal	細讀
peruse	細讀
pervading	普及
perverse	悖
perversion	變態
pervert	反常
perverted	變態
pesky	討厭
pessimism	悲觀主義
pessimist	悲觀主義者
pessimistic	悲觀
pest	蟲害
pester	糾纏
pestilence	瘟疫
pestle	杵
pesto	香蒜
pet	寵物
petal	花瓣
petite	嬌小
petition	請願
petitioner	請願
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	石化的
petrify	發呆
petrol	汽油
petroleum	石油
petticoat	襯裙
petting	撫摸
petty	小氣
petulant	易怒的
petunia	矮牽牛
pew	座位
pewter	錫
peyote	NO TRANSLATION
phalanx	方陣
phantom	幻影
pharaoh	法老
pharmaceutical	製藥
pharmacist	藥劑師
pharmacology	藥理
pharmacy	藥店
phase	相
pheasant	野雞
phenomenal	非凡的
phenomenon	現象
pheromone	信息素
phew	表示不快
phi	披
philanthropic	慈善
philanthropist	慈善家
philanthropy	慈善事業
philistine	庸俗
philosopher	哲學家
philosophic	哲學上
philosophical	哲學上
philosophy	哲學
phlegm	痰
pho	PHO
phobia	恐怖症
phoenix	鳳凰
phone	電話
phonetic	拼音
phonetics	語音
phonics	拼音
phonograph	留聲機
phonology	音韻學
phony	假
phooey	阿福
phosphate	磷酸鹽
phosphor	磷
phosphorus	磷
photo	照片
photogenic	上相
photograph	照片
photographer	攝影師
photographic	攝影
photography	攝影
photometry	測光
photon	光子
phrase	短語
phraseology	用語
phylogeny	發展史
physical	物理
physical therapist	物理治療師
physician	醫師
physicist	物理學家
physics	物理
physiological	生理
physiology	生理
physique	體質
pi	PI
pianist	鋼琴家
piano	鋼琴
piazza	廣場
piccolo	NO TRANSLATION
pick	挑
picked	採摘的
picker	選擇器
picket	糾察
picketing	糾察
pickle	泡菜
pickled	醃製
pickpocket	扒手
pickup	撿起
picky	挑剔
picnic	野餐
pictorial	畫報
picture	圖片
pictures	圖片
picturesque	如畫
pie	餡餅
piece	片
piecemeal	零碎
pieceofshit	pieceofshit
pied	斑駁的
pier	碼頭
pierce	刺穿
piety	虔誠
pig	豬
pigeon	鴿子
piggy	小豬
piggyback	捎帶
pigheaded	執拗
piglet	小豬
pigment	顏料
pigskin	豬皮
pigsty	圊
pike	梭子魚
pile	樁
piles	痔
pileup	積累
pilgrim	朝聖
pilgrimage	朝聖
pill	丸
pillage	掠
pillar	支柱
pillbox	地堡
pillow	枕頭
pillowcase	枕套
pilot	飛行員
pimp	拉皮條
pimple	疙瘩
pin	銷
pinball	彈球
pinch	捏
pinching	捏
pine	松樹
pineapple	菠蘿
ping	平
pinhead	針頭
pinhole	針孔
pinion	小齒輪
pink	粉
pinkie	小指
pinnacle	巔峰
pinot	黑比諾
pinpoint	查明
pint	品脫
pinto	斑馬
pinup	訂起來
pioneer	先鋒
pious	虔
pip	果仁
pipe	管
piped	管道
pipeline	管道
piper	吹笛者
pipette	吸管
piping	管道
pipsqueak	矮小的人
pique	憤怒
piracy	海盜行為
piranha	食人魚
pirate	海盜
piscina	NO TRANSLATION
piss	小便
pissed	生氣
pissedoff	惹惱了
pisser	NO TRANSLATION
pissesmeoff	pissesmeoff
pissingmeoff	pissingmeoff
pissoff	生氣
pistachio	開心果
pistol	手槍
piston	活塞
pit	坑
pita	皮塔
pitch	瀝青
pitcher	投手
pitchfork	叉
pitfall	陷阱
pith	髓
pithy	簡練
pitiful	可憐
pitted	進站
pitter	雨聲
pituitary	垂體
pity	可憐
pivot	樞
pivotal	關鍵的
pix	PIX
pixie	小精靈
pizza	比薩
pizzazz	瀟灑
pizzeria	比薩店
placard	標語牌
place	地點
placebo	安慰劑
placement	放置
