Word	sk
meshes	sieťovina
mesmerized	uchvátený
mess	neporiadok
message	správa
messedup	NO TRANSLATION
messenger	posol
messiah	Mesiáš
messy	chaotický
metabolic	metabolický
metabolism	metabolizmus
metal	kov
metallic	kovový
metallurgy	hutníctvo
metamorphosis	metamorfóza
metaphor	metafora
metaphorical	metaforický
metaphysical	metafyzický
metaphysics	metafyzika
metastasis	metastáza
meteor	meteor
meteoric	meteorický
meteorite	meteorit
meteorological	meteorologický
meteorology	meteorológia
meter	meter
meth	meth
methadone	metadón
methane	metán
methanol	metanol
method	metóda
methodical	metodický
methodology	metodológie
meticulous	puntičkársky
metime	meti
metric	metrický
metrical	metrický
metrology	metrológia
metropolis	metropoly
metropolitan	metropolitné
mettle	bojovnosť
mew	preperovanie
mezzanine	medziposchodie
mica	sľuda
mick	Mick
micro	micro
microbe	mikrób
microbiology	mikrobiológie
microchip	mikročip
microcosm	mikrokozmos
microfilm	mikrofilm
microgram	mikrogram
micrometer	mikrometer
micron	mikrón
microphone	mikrofón
microscope	mikroskop
microscopic	mikroskopický
microscopically	mikroskopicky
microscopy	mikroskopia
microwave	mikrovlnná rúra
mid	stredná
midair	MIDAIR
midday	obedňajšiu
middle	prostredný
middleman	prostredník
middleweight	middleweight
midget	trpaslík
midland	Midland
midlife	stredného veku
midline	midline
midnight	polnoc
midshipman	námornej kadet
midst	stred
midsummer	letný slnovrat
midterm	priebežné
midtown	Midtown
midway	na pol cesty
midwife	pôrodná asistentka
midwifery	pôrodníctvo
mien	NO TRANSLATION
miffed	urazený
mighty	mocný
mignon	mignon
migraine	migréna
migrate	migrovať
migration	sťahovanie
migratory	sťahovavý
mike	mikrofón
mil	NO TRANSLATION
mild	mierny
mildew	splesnivieť
mildness	jemnosť
mile	míle
mileage	najazdených kilometrov
milestone	medzník
militant	militantné
militants	militanti
military	vojenský
militia	milície
milk	mlieko
milkman	mliekar
milkshake	koktail
milky	mliečny
mill	mlyn
millennium	tisícročia
milligram	miligram
millimeter	milimeter
million	milión
millionaire	milionár
millionth	miliónty
millstone	mlynský kameň
mime	mim
mimic	napodobniť
mimicking	napodobňovanie
mimicry	mimikry
mince	sekaná
mincemeat	ovocná náplň
mind	myseľ
minded	minded
mindful	vedomý
mindfulness	všímavosť
mindless	únavný
mine	baňa
minefield	mínové pole
miner	baník
mineral	minerálne
mineralogy	mineralógia
mingle	zmiešať
mingled	miesil
mini	mini
miniature	miniatúrne
minibus	minibus
minim	NO TRANSLATION
minimal	minimálna
minimize	minimalizovať
minimized	minimalizovať
minimum	minimum
mining	baníctvo
minion	obľúbenec
minister	minister
ministerial	ministerský
ministry	ministerstvo
minivan	minivan
mink	norok
minnow	střevle
minor	moll
minority	menšina
minstrel	básnik
mint	mäta
minty	mätový
minuscule	nepatrný
minute	minúta
minutiae	drobnosti
minx	rozpustilá dievča
mir	NO TRANSLATION
miracle	zázrak
miracles	zázraky
miraculous	Zázračný
mirage	fatamorgána
mire	NO TRANSLATION
mirror	zrkadlo
mirth	veselí
misappropriation	sprenevera
misbehave	robiť hanbu
misbehavior	zlé správanie
miscalculation	zlá kalkulácia
miscarriage	potrat
miscellaneous	Zmiešaný
miscellany	rozmanitosť
mischief	uličnictví
mischievous	roztopašného
misconception	mylná
misconduct	previnenie
misdemeanor	prečin
misdirection	misdirection
miser	lakomec
miserable	biedny
miserably	biedne
misery	bieda
misfire	zlyhanie
misfit	minúť sa cieľom
misfortune	smola
misguided	NO TRANSLATION
mishap	nepríjemnosť
misinformed	nesprávne informovaná
misinterpretation	chybné vysvetlenie
mislead	uviesť do omylu
misleading	zavádzajúce
misled	omyl
mismanagement	zlé riadenie
mismatch	nesúlad
mismatched	nevhodne
misnomer	zlé označenie
misplace	založiť niekam
misplaced	stratená
misread	chybne čítať
misrepresent	skresliť
misrepresentation	nesprávne opísanie
misrepresented	skreslil
miss	chýbať
missile	strela
missiles	strely
missing	chýbajúce
missingyou	NO TRANSLATION
mission	poslanie
missionary	misionár
misspell	nesprávne napísať
misstatement	mylné konštatovanie
missy	missy
mist	hmla
mistake	chyba
mistaken	mylný
mister	pán
mistletoe	imelo
mistreated	týraný
mistress	milenka
mistrial	mistrial
mistrust	nedôvera
misty	hmlistý
misunderstand	zle pochopiť
misunderstanding	nedorozumenie
misunderstood	nepochopený
misuse	zneužiť
mite	roztoč
miter	Mitra
mitigate	zmierniť
mitigating	zmierňujúci
mitigation	zmiernenie
mitt	mitt
mitten	NO TRANSLATION
mitzvah	micva
mix	zmiešať
mixed	zmiešaný
mixedemotions	zmiešané pocity
mixer	miešačka
mixture	zmes
mnemonic	mnemotechnická
moan	stonanie
moat	hradná priekopa
mob	spodina
mobile	mobilné
mobility	pohyblivosť
mobilization	mobilizácia
mobilize	mobilizovať
mobster	gangster
mocha	moka
mock	falošný
mocked	zosmiešňoval
mockery	výsmech
mocking	uštipačný
mockingbird	Drozd
mod	mod
modal	modálne
modality	metóda
mode	režim
model	Model
modeler	modelár
modeling	modelovanie
modem	modem
moderate	umiernený
moderate anticipation	mierne predvídanie
moderate disgust	mierne znechutenie
moderate negative	stredne negatívny
moderate positive	mierne pozitívne
moderate surprise	mierne prekvapenie
moderate trust	stredná dôvera
moderately	stredne
moderating	moderovanie
moderation	umiernenosť
moderator	moderátor
modern	moderný
modernism	modernizmus
modest	skromný
modesty	skromnosť
modicum	štipka
modifiable	modifikovateľný
modification	modifikácie
modified	modifikovaný
modify	pozmeniť
modulate	modulovať
modulation	modulácia
module	modul
modulus	modul
mogul	Mogul
moiety	polovica
moist	vlhký
moisture	vlhkosť
moisturizer	hydratačný
molar	stolička
molasses	melasa
mold	pleseň
molded	lisované
molding	liatie
moldy	plesnivý
mole	Krtko
molecular	molekulárnej
molecule	molekula
molest	obťažovať
molestation	obťažovanie
molester	obťažovanie
molten	roztavený
mom	mamička
moment	moment
momentary	okamžitý
momentous	závažný
momentum	spád
momma	mama
mommy	mamina
monad	Monad
monarch	monarcha
monarchy	monarchie
monastery	kláštor
monastic	kláštorné
monetary	peňažný
money	peniaze
mongoloid	mongoloid
mongoose	mongoose
mongrel	kríženec
monitor	monitor
monk	mních
monkey	opice
mono	NO TRANSLATION
monochrome	Monochrome
monogamous	monogamný
monogamy	monogamie
monogram	monogram
monogrammed	monogramom
monograph	monografia
monolayer	jednovrstvový
monolith	monolit
monologue	monológ
monopolist	monopolné
monopoly	monopol
monotonous	monotónna
monotony	monotónnosť
monoxide	uhoľnatý
monsieur	monsieur
monsoon	monzún
monster	netvor
monstrosity	obludnosť
monstrous	obludný
montage	montáž
monte	monte
month	mesiac
monthly	mesačník
monument	pamätník
monumental	monumentálne
moo	bučanie
mooch	flákať sa
mood	nálada
moods	náladovosť
moody	náladový
moon	mesiac
moonbeam	mesačný lúč
moonlight	mesačný svit
moonlit	zaliaty mesiacom
moonshine	nezmysly
moonstruck	praštěná
moonwalk	moonwalk
moor	vresoviská
moored	priviazané
mooring	kotvisko
moorings	kotvisko
moorland	rašeliniská
moose	los
moot	debatné
mooted	naznačený
mop	mop
mope	byť skľúčený
moped	moped
moral	morálne
morale	morálka
morality	morálka
morals	mravnosť
morass	bahno
moratorium	moratórium
moray	muréna
morbid	morbídne
morbidity	chorobnosť
morbidness	morbidness
mores	mores
morgue	márnice
moribund	vymierajúci
morn	ráno
morning	dopoludnia
moron	kretén
moronic	debilné
morose	nevrlý
morph	morph
morphine	morfium
morphism	morphism
morphology	morfológia
morrow	zajtrajšok
morsel	sústo
mortal	smrteľný
mortality	smrteľnosť
mortar	malta
mortgage	hypotéka
mortgagee	hypotekárne
mortgagor	hypotekárne
mortician	majiteľ pohrebného ústavu
mortification	umŕtvovaní
mortified	ponížený
mortuary	pohrebné
mosaic	mozaika
mosey	tmoliť
mosque	mešita
mosquito	komár
moss	mach
mossy	machový
mote	NO TRANSLATION
motel	motel
moth	mol
mother	matka
motherfucker	sviňa
motherfucking	zasranú
motherhood	materstvo
motherland	vlasť
motherless	bez matky
motherly	materský
motif	motív
motion	pohyb
motionless	nehybný
motivate	motivovať
motivating	motivujúce
motivation	motivácia
motivational	motivačný
motive	motív
motley	pestrý
motor	motor
motorbike	motorka
motorboat	motorový čln
motorcade	autokolónu
motorcar	motorové auto
motorcycle	motocykel
motorist	motorista
motte	motte
mottled	strakatý
motto	motto
mould	pleseň
mound	kopček
mount	kôň
mountain	vrch
mountaineer	horolezec
mountainous	hornatý
mountains	hory
mountaintop	vrchol hory
mourn	trúchliť
mournful	trúchlivá
mourning	smútok
mouse	myš
mousetrap	pasca na myši
mousse	pena
moustache	fúzy
mousy	hnedý
mouth	ústa
mouthful	sústo
mouthpiece	náustok
mouthwash	ústna voda
movable	pohyblivý
move	sťahovať
movement	pohyb
mover	sťahovák
movie	film
movies	filmy
moving	pohyblivý
movingforward	NO TRANSLATION
movingon	pohybujúce sa na
mow	kosiť
mower	žacie stroj
moxie	Moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	hnoj
mucked	zahodil
mucous	sliznatý
mucus	sliz
mud	bahno
muddle	zmätok
muddled	zmätené
muddy	zablatený
muff	rukávnik
muffin	muffin
muffled	tlmený
muffler	šál
mug	džbánik
mugger	násilník
mulberry	moruše
mulch	mulčovací
mule	mulica
mull	osladiť
mullet	mugil
multilateral	mnohostranný
multimedia	multimediálne
multinational	nadnárodnej
multiple	násobok
multiple sclerosis	roztrúsená skleróza
multiplex	multiplex
multiplication	násobenie
multiplicity	mnohorakosť
multiplied	násobí
multiplier	multiplikátor
multiply	násobiť
multitude	zástup
mum	mamička
mumble	mrmlať
mumbo	Mumbo
mummy	múmie
mumps	mumps
munch	munch
munchies	Munchies
munchkin	Munchkin
mundane	svetský
municipal	obecné
municipality	obec
mural	nástenná maľba
murder	vražda
murderer	vrah
murderess	vrahyňa
murderous	vražedný
murky	kalný
murmur	mumlanie
muscle	sval
muscular	svalnatý
muse	múza
muses	premieta
museum	múzeum
mush	NO TRANSLATION
mushroom	huba
mushy	sentimentálny
music	hudba
musical	hudobné
musician	hudobník
musing	dumání
musk	pižmo
musket	mušketa
musketeer	mušketier
muskrat	muskrat
muslin	mušelín
muss	NO TRANSLATION
must	musieť
mustang	mustang
mustard	horčica
muster	nástup
musty	plesnivý
mutable	premenlivý
mutant	mutant
mutate	mutovať
mutation	mutácie
mute	nemý
muted	stlmený
mutilate	zmrzačiť
mutilated	znetvorený
mutilation	zmrzačenie
mutiny	vzbura
mutt	mutt
mutter	NO TRANSLATION
mutton	baranie mäso
mutual	vzájomný
mutually	vzájomne
muzzle	ňufák
myfavorite	môj obľúbený
myopia	krátkozrakosť
myopic	krátkozraký
myriad	nespočetne
mysterious	tajomný
mystery	tajomstvo
mystic	mystický
mystical	mystický
mysticism	mysticizmus
mystified	zmätene
mystique	mysticizmus
myth	mýtus
mythic	mýtický
mythical	mýtický
mythological	mytologický
mythology	mytológie
nab	zbaliť
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	klinec
nail gun	pištoľ na nechty
naive	naivný
naked	nahý
nakedness	nahota
namaste	NO TRANSLATION
name	názov
named	pomenovaný
nameless	bezmenný
namesake	menovec
naming	pomenovanie
nana	nana
nanny	opatrovateľka
nanometer	nanometer
nap	zdriemnutie
napalm	napalm
nape	šije
napkin	obrúsok
napping	driemanie
nappy	plin
narcissism	narcizmus
narcissist	narcistický človek
narcissistic	narcistický
narcotic	narkotikum
narrate	rozprávať
narration	rozprávanie
narrative	príbeh
narrator	rozprávač
narrow	úzky
narrowing	zúženie
nasal	nosové
nascent	vznikajúce
nasty	protivný
natal	rodný
nation	národ
national	národná
nationality	národnosť
nationwide	celoštátnej
native	rodák
nativity	narodenia
natural	prírodné
natural gas	zemný plyn
naturalist	prírodovedec
naturalization	naturalizácie
naturalized	naturalizovaný
naturally	prirodzene
nature	príroda
naught	nula
naughty	nezbedný
nausea	nevoľnosť
nauseate	dvíhať žalúdok
nauseating	zvracanie
nauseous	nevoľno
nautical	námornej
nautilus	nautilus
naval	námornej
nave	náboj
navel	pupok
navigable	splavný
navigate	navigovať
navigation	navigácia
navigational	navigačné
navigator	navigátor
navy	vojnové loďstvo
nay	NO TRANSLATION
nearsighted	krátkozraký
neat	úhľadný
neatly	úhľadne
nebula	hmlovina
nebulae	hmloviny
nebulous	hmlistý
necessarily	nutne
necessary	potrebný
necessitate	vyžadovať
necessities	potreby
necessity	nevyhnutnosť
neck	krk
necklace	náhrdelník
necktie	viazanka
necromancer	necromancer
necrosis	nekróza
nectar	nektár
need	potrebovať
needalife	NO TRANSLATION
needed	potrebný
needful	potrebný
needit	NO TRANSLATION
needle	ihla
needlepoint	needlepoint
needles	ihly
needless	zbytočný
needtoknow	potreba vedieť
needtorelax	NO TRANSLATION
needy	chatrný
nefarious	zločinný
negation	negácia
negative	negatívny
negativity	negativnost
neglect	zanedbať
neglected	zanedbaný
neglecting	zanedbanie
negligee	negližé
negligence	nedbalosť
negligent	nedbalý
negligently	NO TRANSLATION
negligible	zanedbateľný
negotiable	obchodovateľný
negotiate	vyjednávať
negotiation	vyjednávanie
negotiator	vyjednávač
negro	černoch
neigh	erdžať
neighbor	sused
neighborhood	susedstve
neighboring	susedné
nemesis	nemesis
neon	neon
neonatal	novorodenecká
neophyte	Začínajúci
neoprene	neoprén
nephew	synovec
nepotism	protekcie
nerd	bifľoš
nerdy	Nerdy
nerve	nerv
nerves	nervy
nervous	Nervózny
nervousness	nervozita
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	výbežok
nest	hniezdo
nestle	uhniezdiť sa
nestling	holátko
net	netto
nether	Nether
netting	pletivo
nettle	žihľava
network	sieť
networking	networking
neural	nervový
neuralgia	neuralgia
neurological	neurologický
neurologist	neurológ
neurology	neurológia
neurosis	neuróza
neurosurgeon	neurochirurg
neurosurgery	neurochirurgie
neurotic	neurotický
neuter	bezpohlavní
neutral	neutrálne
neutrality	neutralita
neutralize	neutralizovať
neutron	neutrón
new	Nový
new age	nový vek
newbeginnings	NO TRANSLATION
newborn	novorodený
newcomer	nováčik
newday	nový deň
newfound	novoobjavený
newjob	NO TRANSLATION
newlife	nový život
newly	novo
newlywed	novomanželka
newme	newm
newness	novosť
news	správy
newscast	rozhlasové správy
newscaster	hlásateľ
newsflash	novinka
newsletter	newsletter
newsman	novinár
newspaper	noviny
newspaperman	novinár
newsreel	aktuality
newsroom	redakcie
newsstand	trafika
newstart	nový začiatok
newt	mlok
newyear	NO TRANSLATION
nexus	nexus
nib	špička
nibble	okusovať
nice	pekný
niche	výklenok
nichts	NO TRANSLATION
nick	nick
nickel	nikel
nickname	prezývka
nicotine	nikotín
niece	neter
nifty	šikovný
nigger	neger
nigh	blízko
night	nočné
nightcap	pohárik pred spaním
nightclub	nočný klub
nightfall	zotmení
nightgown	nočná košeľa
nightie	nočná košeľa
nightingale	slávik
nightlife	nočný život
nightly	nočné
nightmare	nočná mora
nightmares	nočné mory
nightstand	nočný stolík
nightstick	pendrek
nighttime	nočný čas
nihilism	nihilizmus
nil	nula
nimble	mrštný
nimrod	Nimrod
nincompoop	trkvas
nine	deväť
nineteen	devätnásť
ninety	deväťdesiat
ninja	ninja
ninny	pitomec
nintendo	nintendo
ninth	deviaty
nip	uštipnutie
nipper	chlapec
nipple	bradavka
nippy	mrazivý
nitrate	dusičnan
nitro	nitro
nitrogen	dusík
nitrous	dusičnanový
nitwit	rúra
nix	nix
no anticipation	žiadne očakávania
no disgust	žiadne znechutenie
no emotion	žiadne emócie
no sentiment	žiadne sentiment
no surprise	žiadne prekvapenie
no trust	žiadna dôvera
nobility	šľachta
noble	ušľachtilý
nobleman	šľachtic
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nočné
nod	kývnutie
nodding	přikyvování
node	uzol
nodular	tvárna
nodule	uzlík
noggin	čln z dreva
nohope	NO TRANSLATION
noir	noir
noise	hluk
noisy	hlučný
nomad	nomád
nomadic	nomádsky
nomenclature	názvoslovie
nominal	nominálnej
nominate	nominovať
nomination	kandidatúra
nominee	kandidát
nonce	nonce
nonchalant	nonšalantnou
noncompliance	nesúlad
nondescript	neopísateľný
nonexistent	neexistujúce
nonfat	nemastný
nonfiction	vecná literatúra
nonpayment	neplatenie
nonresident	nie tunajší, cezpoľný
nonsense	nezmysel
nonsensical	nezmyselný
nonviolent	nenásilná
noob	nováčik
noodle	rezance
nook	kút
noon	poludnie
noose	oprátka
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	norma
normal	normálne
normalcy	normálnosť
normality	normálnosť
north	sever
northbound	vedúcej na sever
northeast	severovýchod
northern	severnej
northwest	severozápad
northwestern	severozápadné
noschool	NO TRANSLATION
nose	nos
nosebleed	krvácanie z nosa
nosey	zvedavý
nosnow	nosnow
nostalgia	nostalgie
nostalgic	nostalgický
nostress	NO TRANSLATION
nostril	nozdra
nosun	NO TRANSLATION
nosy	zvedavý
not negative	nie negatívne
not positive	nie pozitívne
notable	pozoruhodný
notables	honorácie
notably	najmä
notamorningperson	NO TRANSLATION
notary	notár
notation	symboly
notch	zárez
notched	vrúbkované
note	Poznámka
notebook	zápisník
noted	poznamenať,
noteworthy	pozoruhodný
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	ničota
notice	oznámenia
noticeable	povšimnuteľný
notification	oznámenia
notify	oznámiť
notion	predstava
notional	pomyselný
notoriety	notoričnost
notorious	povestný
notready	nie je pripravený
notwithstanding	nehľadiac na
nought	nula
noun	podstatné meno
nourish	živiť
nourishment	výživa
nouveau	NO TRANSLATION
novel	nový
novelist	románopisec
novelty	novinka
novice	nováčik
nowadays	dnes
nowork	žiadna práca
noworries	žiaden strach
noxious	škodlivý
nozzle	tryska
nuance	odtieň
nuances	nuansy
nuclear	jadrový
nucleus	jadro
nude	nahý
nudge	štuchanec
nudie	Nudie
nudist	nudista
nudity	nahota
nugget	valoun
nuisance	obtiaž
nuke	Nuke
nul	NO TRANSLATION
null	nulový
nullify	anulovať
numb	strnulý
number	číslo
numbering	číslovanie
numbers	čísla
numbness	stuhnutosť
numbskull	numbskull
numeral	číslovka
numerator	čitateľ
numerical	číselný
numerically	numericky
numerous	početný
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	ženský kláštor
nuptials	svadobný obrad
nurse	zdravotná sestra
nursemaid	opatrovateľka
nursery	škôlka
nursing	ošetrovateľstvo
