Word	iw
laser	לייזר
lash	לְהַצְלִיף
lass	בַּחוּרָה
lasso	פְּלָצוּר
lastday	NO TRANSLATION
lasting	מתמשך
lastminute	ברגע אחרון
latch	בְּרִיחַ
late	מאוחר
lateness	איחור
latent	חָבוּי
lateral	צְדָדִי
laterally	לרוחב
latex	שְׂרָף גוּמִי
lathe	מַחֲרָטָה
lather	לְהַקְצִיף
latitude	קו רוחב
latrine	מַחֲרָאָה
latrines	בית מרחץ
latte	Latte
lattice	סָרִיג
laud	לְשַׁבֵּחַ
laudable	רָאוּי לְשֶׁבַח
laudation	לשבח
laudatory	מְשַׁבֵּחַ
laugh	לִצְחוֹק
laughable	מַצחִיק
laughing	צוחק
laughingstock	NO TRANSLATION
laughs	צוחק
laughter	צחוק
launch	לְהַשִׁיק
launcher	מַשׁגֵר
launches	משיקה
launder	לְכַבֵּס
laundering	הלבנה
laundry	כְּבִיסָה
laureate	חֲתַן פְּרָס
laurel	דַפנָה
laurels	זֵרֵי דַפנָה
lava	לָבָה
lavage	שטיפה
lavatory	שֵׁירוּתִים
lavender	אֲזוֹבִיוֹן
lavish	מפואר
law	חוֹק
lawful	חוּקִי
lawless	מוּפקָר
lawlessness	הֶפקֵרוּת
lawman	חוקר
lawn	דֶשֶׁא
lawnmower	מכסחת דשא
lawsuit	תביעה משפטית
lawyer	עורך דין
lax	רָפֶה
laxative	חומר משלשל
lay	לְהַנִיחַ
layaway	layaway
layer	שִׁכבָה
layered	מְרוּבָּד
layman	הֶדיוֹט
layout	מַעֲרָך
layover	תחנה
laziness	עַצלוּת
lazy	עָצֵל
lazyday	NO TRANSLATION
lea	לאה
lead	עוֹפֶרֶת
leaded	עופרת
leader	מַנהִיג
leadership	מַנהִיגוּת
leading	מוֹבִיל
leads	מוביל
leaf	עלה
leaflet	עָלוֹן
leafy	מְכוּסֶה עַלִים
league	לִיגָה
leak	דְלִיפָה
leakage	דְלִיפָה
leaky	דולף
lean	רָזֶה
leaned	רכן
leaning	רכון
leap	לִקְפּוֹץ
learn	לִלמוֹד
learned	מְלוּמָד
learner	הלומד
learning	לְמִידָה
lease	חוזה שכירות
leash	רצועה
leather	עוֹר
leathery	עוֹרִי
leave	לעזוב
leavemealone	עזוב אותי לבד
leaving	עֲזִיבָה
lecherous	צרוד
lecture	הַרצָאָה
lecturer	מַרצֶה
ledge	מַדָף
ledger	פִּנקָס
lee	lee
leech	עֲלוּקָה
leeches	עלוקות
leer	NO TRANSLATION
leery	עליז
lees	NO TRANSLATION
leeway	מֶרחַב תִמרוּן
left	שמאלה
leftout	NO TRANSLATION
leftover	שאריות
leftovers	שאריות
lefty	שמאלי
leg	רגל
legacy	מוֹרֶשֶׁת
legal	משפטי
legality	חוּקִיוּת
legalize	לְהַכשִׁיר
legalized	חוקי
legally	מבחינה משפטית
legend	אגדה
legendary	אגדי
legibility	קְרִיאוּת
legible	קָרִיא
legion	לִגִיוֹן
legislate	לְחוֹקֵק
legislation	חֲקִיקָה
legislative	חקיקה
legislator	מְחוֹקֵק
legislature	בֵּית מְחוֹקְקִים
legit	חוּקִי
legitimacy	לֵגִיטִימִיוּת
legitimate	לֵגִיטִימִי
lego	לֶגוֹ
legs	רגליים
legume	קטניות
legwork	הִתרוֹצְצוּת
leisure	פְּנַאִי
leisurely	בנחת
lemma	למה
lemon	לימון
lemonade	לימונדה
lend	לְהַלווֹת
lender	מַשׁאִיל
lending	הַשׁאָלָה
length	אורך
lengthen	לְהַאֲרִיך
lengthened	התארך
lengthening	הִתאָרְכוּת
lengthwise	לְאוֹרֶך
lengthy	אָרוֹך
leniency	יָד רָכָּה
lenient	וַתְרָן
lens	עֲדָשָׁה
leopard	נָמֵר
leotard	בגד גוף
leper	מְצוֹרָע
leprechaun	שֵׁדוֹן
leprosy	צָרַעַת
lesbian	לסבית
lesbianism	לסביות
lesion	נֶגַע
less	פָּחוּת
lessee	שׂוֹכֵר
lessen	לְהַקְטִין
lessening	הִתמַעֲטוּת
lesser	קָטָן יוֹתֵר
lesson	שיעור
lessor	מַחכִּיר
let	לתת
lethal	קָטלָנִי
lethargic	רָדוּם
lethargy	תַרְדֵמָה
letter	מִכְתָב
lettered	מְלוּמָד
letterhead	נייר מכתבים
lettering	אותיות
letters	אותיות
lettuce	חסה
leukemia	לוקמיה
levee	קַבָּלַת פָּנִים רִשׁמִית
level	רָמָה
lever	מָנוֹף
leverage	תְנוּפָה
levitate	לְרַחֵף בָּאֲוִיר
levy	לִגבּוֹת
lewd	זִמָתִי
lexicon	לֵקסִיקוֹן
ley	NO TRANSLATION
liabilities	התחייבויות
liability	אחריות
liable	עָלוּל
liaison	קֶשֶׁר
liar	שַׁקרָן
libel	עֲלִילָה
libelous	מַשׁמִיץ
liberal	לִיבֵּרָלִי
liberalism	לִיבֵּרָלִיוּת
liberate	לְשַׁחְרֵר
liberated	מְשׁוּחרָר
liberating	שחרור
liberation	שִׁחרוּר
liberty	חוֹפֶשׁ
libido	לִיבִּידוֹ
librarian	סַפרָן
library	סִפְרִיָה
libretto	לִיברִית
lice	כִּנִים
license	רישיון
lichen	חֲזָזִית
lick	לְלַקֵק
licorice	שׁוּשׁ
lid	מִכסֶה
lie	שקר
liege	שקר
lien	שִׁעבּוּד
lieu	במקום
lieutenant	סגן
life	חַיִים
lifeblood	דם חיים
lifeboat	סִירַת הַצָלָה
lifeguard	מַצִיל
lifeisgood	החיים טובים
lifeless	חֲסַר חַיִים
lifelike	כְּמוֹ בַּחַיִים
lifeline	עוֹרֵק הַחַיִים
lifelong	מֶשֶׁך כֹּל הָחַיִים
lifer	אֲסִיר עוֹלָם
lifesaver	מציל חיים
lifestyle	סגנון חיים
lifesucks	חיים
lifetime	לכל החיים
lift	מעלית
lifted	הרים
liftoff	moveier
ligament	רְצוּעָה
ligation	קשירה
ligature	לִיגָטוּרָה
light	אוֹר
light year	שנת אור
lightbulb	נורה
lighten	לְהִתְבַּהֵר
lightheaded	מסוחרר
lighthouse	מִגדַלוֹר
lighting	תְאוּרָה
lightness	קְלִילוּת
lightning	בָּרָק
lights	אורות
lightweight	קל
likable	חָבִיב
like	כמו
likelihood	סְבִירוּת
likely	סָבִיר
likeness	דְמוּת
likewise	כְּמוֹ כֵן
liking	טַעַם
lilac	לִילָך
lily	שׁוֹשָׁן
limb	אֵיבָר
limber	גָמִישׁ
limbo	נְשִׁיָה
lime	ליים
limelight	אוֹרוֹת הַבִימָה
limestone	אֶבֶן גִיר
limey	לימי
limit	לְהַגבִּיל
limitation	הַגבָּלָה
limited	מוגבל
limitless	ללא גבולות
limo	לימוזינה
limousine	לִימוּזִינָה
limp	לִצְלוֹעַ
lin	לין
line	קַו
lineage	יוּחֲסִין
lineal	מְקוּוקַו
linear	ליניארי
linebacker	הליינבקר
lined	מרופדת
linen	פִּשׁתָן
liner	אֳנִיָה
lines	קווים
lineup	להתיישר
linger	לְהִשְׁתַהוֹת
lingerie	לִבנֵי נָשִׁים
lingering	הִתמַהמְהוּת
lingo	לָשׁוֹן
lingual	לְשׁוֹנִי
linguini	לִינגוּויִנִי
linguist	בַּלשָׁן
linguistic	לשוני
linguistics	בַּלשָׁנוּת
lining	בִּטנָה
link	קישור
linoleum	לִינוֹלֵאוּם
lint	מוֹך
lion	אַריֵה
lip	שָׂפָה
liposuction	שאיבת שומן
lipstick	שְׂפָתוֹן
liquefaction	עיבוי
liquefied	נוזלי
liqueur	לִיקֵר
liquid	נוזל
liquidate	לְחַסֵל
liquidation	פירוק
liquidator	מְפָרֵק
liquidity	נְזִילוּת
liquor	מַשׁקֶה חָרִיף
lira	NO TRANSLATION
lisp	עִלְגוּת
list	רשימה
listen	להקשיב
listener	מַאֲזִין
listenting	NO TRANSLATION
listing	רישום
listless	אָדִישׁ
listneing	NO TRANSLATION
litany	תְחִנָה
liter	לִיטר
literacy	אוריינות
literal	מילולי
literally	פשוטו כמשמעו
literary	סִפְרוּתִי
literature	סִפְרוּת
lithe	גָמִישׁ
lithium	לִיתִיוּם
lithograph	דְפוּס אֶבֶן
lithography	לִיתוֹגְרָפִיָה
lithology	ליתולוגיה
lithosphere	ליתוספירה
litigant	בַּעַל דִין
litigate	Lit מצ
litigation	ליטיגציה
litigator	ליטיגטור
litigious	דתיים
litter	אַשׁפָּה
little	קטן
littlethings	דברים קטנים
littoral	חוֹף הַיָם
liturgy	פּוּלחָן
live	לחיות
livelife	חיה את החיים
livelihood	פַּרנָסָה
lively	מלא חיים
liven	לְהַחִיוֹת
liver	כָּבֵד
livery	מַדִים
livestock	בעלי חיים
livid	כָּחוֹל אָפוֹר
living	חַי
lizard	לְטָאָה
llama	לָאמָה
lml	lml
load	לִטעוֹן
loader	טוען
loaf	לְהִתְבַּטֵל
loafer	בַּטלָן
loam	טִין
loan	לְהַלווֹת
loath	מְתַעֵב
loathe	לתעב
loathful	תועבה
loathing	תיעוב
loathsome	נִתעָב
lobby	לובי
lobbyist	שְׁתַדְלָן
lobe	אוּנָה
lobotomy	lobotomy
lobster	לובסטר
local	מְקוֹמִי
locale	אזור
locality	מָקוֹם
localization	לוקליזציה
localize	לְמַקֵם
localized	מְמוּקָם
locate	לְאַתֵר
location	מקום
locator	מאתר
loch	לוך
lock	לנעול
locker	תָא
locket	התליון
locksmith	פורץ מנעולים
lockup	נעל
loco	קַטָר
locomotion	תְנוּעָה
locomotive	קַטָר
locust	אַרְבֶּה
lode	NO TRANSLATION
lodge	לִשְׁכָּה
lodger	דייר
lodging	לִינָה
loft	עֲלִיַת גַג
lofty	נַעֲלֶה
log	עֵץ
logarithm	לוֹגָרִיתְם
logarithmic	לוגריתמי
logic	הִגָיוֹן
logical	הגיוני
logistics	לוֹגִיסטִיקָה
logo	סֵמֶל
logotype	לוגו
loin	NO TRANSLATION
lollipop	סוּכָּריָה עַל מַקֵל
lone	בּוֹדֵד
loneliness	בְּדִידוּת
lonely	בּוֹדֵד
loner	מתבודד
lonesome	גַלמוּד
long	ארוך
longboat	סירה ארוכה
longevity	אֲרִיכוּת יָמִים
longing	גַעגוּעִים
longitude	קו אורך
longitudinal	אֹרכִּי
longitudinally	longitudinally
longtime	הרבה זמן
loo	לוּ
look	תראה
looker	מחפש
lookout	תזהר
loom	נוֹל
looming	הַשׁחָלָה
loon	טַבלָן
loony	מְשׁוּגָע
loop	לוּלָאָה
loophole	פִּרְצָה
loopy	מחוספס
loose	מְשׁוּחרָר
loosen	לְשַׁחְרֵר
loosening	הַתָרָה
loot	לִבזוֹז
lop	לִגדוֹעַ
lopsided	עקום
lord	אָדוֹן
lords	אדונים
lordship	אַדְנוּת
lore	תוֹרָה
lorry	מַשָׂאִית
lose	לאבד
loser	מפסידן
losing	לאבד
loss	הֶפסֵד
lost	אָבֵד
lot	מִגרָשׁ
lotion	תַחלִיב
lots	המון
lottery	הגרלה
lotto	לוֹטוֹ
lotus	לוֹטוּס
loud	בְּקוֹל רָם
loudly	בקול רם
loudmouth	צַעֲקָן
loudness	קוֹלָנִיוּת
loudspeaker	רַמקוֹל
lounge	טְרַקלִין
lounging	שרוע
louse	כינה
lousy	מְחוּרבָּן
lovable	חָבִיב
love	אהבה
loved	אהוב
lovee	אהבה
loveee	אהוב
loveless	חסר אהבה
lovelife	NO TRANSLATION
loveliness	יוֹפִי
lovelovelove	NO TRANSLATION
lovely	יָפֶה
lovemaking	אהבה
lovemylife	NO TRANSLATION
lover	מְאַהֵב
lovesick	חוֹלֶה אַהֲבָה
lovethis	אוהב את זה
loving	אוהבת
lovinglife	אוהב את החיים
lovinlife	חיים
low	נָמוּך
lowdown	ומרושע
lower	נמוך יותר
lowering	הוֹרָדָה
lowest	הנמוך ביותר
lowlands	השפלה
lowlife	רמת חיים נמוכה
lowly	צָנוּעַ
lox	לוקס
loyal	נֶאֱמָן
loyalty	נֶאֱמָנוּת
lsd	לסד
luau	לואו
lube	lube
lubricant	חוֹמֶר סִיכָּה
lubricate	לָסוּך
lubrication	סִיכָה
lucid	צָלוּל
luck	מַזָל
luckiest	המזל
lucky	בַּר מַזָל
luckygirl	בחורה בת מזל
lucrative	משתלם
ludicrous	מְגוּחָך
lug	לִסְחוֹב
luggage	מטען
lukewarm	פּוֹשֵׁר
lull	לְהַרְגִיעַ
lullaby	שיר ערש
lumbar	מוֹתָנִי
lumber	עֵץ
lumbering	מתפתל
lumberjack	חוטב עצים
luminescent	זוֹרֵחַ
luminous	זוֹרֵחַ
lump	גוש
lumpy	מְסוּקָס
lunacy	סַהֲרוּרִיוּת
lunar	יְרֵחִי
lunatic	מְטוּרָף
lunch	ארוחת צהריים
lunchbox	קופסת אוכל
luncheon	ארוחת צהריים
lunchtime	זמן ארוחת צהרים
lung	ריאה
lunge	נְגִיחָה
lungs	ריאות
lurch	תְנוּדָה
lure	לִפתוֹת
lurid	מזעזע
lurk	לְהִסְתָתֵר
lurking	אוֹרְבָנִי
luscious	טָעִים מְאוֹד
lush	סומק
lust	תְשׁוּקָה
luster	בְּהִיקוּת
lustful	חֶמדָנִי
lustrous	מַברִיק
lusty	בָּרִיא
lute	לָאוּטָה
luxuriant	שופע
luxurious	מְפוֹאָר
luxury	מוּתָרוּת
lycra	לַייקרָה
lye	בּוֹרִית
lying	שֶׁקֶר
lymph	לִימפָה
lymphatic	לִימפָתִי
lymphoma	לימפומה
lynch	לִינץ'
lynching	לינץ '
lynx	לִינקס
lyre	נֶבֶל
lyric	לִירִיקָה
lyrical	לִירִי
lyrics	מילים
macadamia	מקדמיה
macarena	מקארנה
macaroni	מקרוני
mace	שַׁרבִּיט
mach	mach
machete	מאצ'טה
machine	מְכוֹנָה
machinery	מְכוֹנוֹת
machinist	מְכוֹנַאִי
macho	מאצ'ו
mackerel	מָקָרֶל
macro	מאקרו
mad	מְטוּרָף
madam	גְבֶרֶת
madame	גְבֶרֶת
madden	לְשַׁגֵעַ
madder	מטורף
mademoiselle	NO TRANSLATION
mademyday	עשה לי את היום
madhouse	בֵּית מְשׁוּגַעִים
madman	מְטוּרָף
madness	שִׁגָעוֹן
maestro	מָאֵסטרוֹ
mafia	מַפִיָה
magazine	מגזין
mage	קוסם
magenta	מַגֶנטָה
maggot	תוֹלַעַת
magic	קֶסֶם
magical	קִסמִי
magician	קוֹסֵם
magistrate	שׁוֹפֵט שָׁלוֹם
magma	מִקפָּה
magna	מגנה
magnate	אַיִל
magnesium	מגנזיום
magnet	מַגנֵט
magnetic	מַגנֶטִי
magnetism	מַגנֶטִיוּת
magnetite	מגנטיט
magnification	הַגדָלָה
magnificence	פְּאֵר
magnificent	מְפוֹאָר
magnifier	זכוכית מגדלת
magnify	לְהַגדִיל
magnifying	הגדלה
magnitude	גוֹדֶל
magnolia	מגנוליה
magpie	עוֹרֵב הַנְחָלִים
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	מַהֲגוֹנִי
maid	עוזרת
maiden	עַלמָה
mail	דוֹאַר
mailbox	תיבת דואר
mailing	דיוור
mailman	דוור
maim	NO TRANSLATION
main	רָאשִׁי
mainframe	מַחשֵׁב מֶרכָּזִי
mainland	יַבֶּשֶׁת
mainstay	מַשׁעֵן עִקָרִי
mainstream	המיינסטרים
maintain	לְתַחְזֵק
maintenance	תחזוקה
majestic	מַלכּוּתִי
majesty	גָאוֹן
major	גדול
majority	רוֹב
make	עשה
makeover	מהפך
maker	יַצרָן
makeshift	תַחֲלִיף
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	להשלים
makingdisciples	NO TRANSLATION
malady	מַחֲלָה
malaise	מְבוּכָה
malaria	מָלַרִיָה
malarkey	מלרקי
male	זָכָר
malevolent	מְרוּשָׁע
malfeasance	עבירה
malformation	נִווּל
malfunction	תקלה
malice	NO TRANSLATION
malicious	זְדוֹנִי
malign	לְהַשְׁמִיץ
malignancy	ממאירות
malignant	מַמְאִיר
maligned	מרושעת
mall	קֶנִיוֹן
malleable	חָשִׁיל
mallet	מַקֶבֶת
malnutrition	תת תזונה
malpractice	הַזנָחָה פּוֹשַׁעַת
malt	לֶתֶת
mama	אִמָא
mambo	ממבו
mamma	NO TRANSLATION
mammal	יונק
mammoth	מַמוּתָה
mammy	מאמי
man	איש
manage	לנהל
manageable	ניתן לניהול
management	הַנהָלָה
manager	מנהל
managerial	מִנהָלִי
mandamus	מנדמוס
mandarin	מַנדָרִין
mandate	מַנדָט
mandatory	חובה
mandible	המנדלי
mandolin	מנדולינה
mandrel	mandrel
mane	NO TRANSLATION
maneuver	לְתַמְרֵן
maneuvering	תמרון
mange	NO TRANSLATION
manger	אֵבוּס
mangle	לְהַשְׁחִית
mango	מנגו
mangosteen	המנגוסטין
mangy	מָאוּס
manhole	כַּוִית
manhood	גַברִיוּת
manhunt	מצוד
mania	מַניָה
maniac	מְטוּרָף
maniacal	מניאקאלי
manic	שִׁגָעוֹנִי
manicure	מָנִיקוּר
manicurist	מניקור
manifest	לְהַפְגִין
manifestation	תוֹפָעָה
manifested	מתבטא
manifestly	במפורש
manifesto	מָנִיפֶסט
manifold	סעפת
manipulate	לְתַפְעֵל
manipulation	מָנִיפּוּלָצִיָה
manipulative	מניפולטיבי
mankind	אָדָם
manly	גַברִי
manna	המן
manned	מאויש
mannequin	בובת ראווה
manner	דֶרֶך
mannered	מנומס
manners	נימוסים
manor	אֲחוּזָה
manpower	כּוֹחַ אָדָם
mansion	אחוזה
mansions	ארמונות
manslaughter	הריגה
mantel	מנטל
mantis	גְמָל שְׁלֹמֹה
mantle	מַעֲטֶה
mantra	מנטרה
manual	מדריך ל
manufacture	יִצוּר
manufacturer	יַצרָן
manufacturing	ייצור
manure	זֶבֶל
manuscript	כְּתַב יָד
map	מַפָּה
maple	אֶדֶר
mar	לְקַלְקֵל
marathon	מָרָתוֹן
marble	שַׁיִשׁ
marbled	שיחים
marbles	גוּלוֹת
march	מרץ
mare	NO TRANSLATION
margarine	מרגרינה
margarita	מרגריטה
margin	שולים
marginal	שׁוּלִי
mariachi	מריאצ'י
marijuana	מַרִיחוּאַנָה
marinara	מרינרה
marine	ימי
mariner	סַפָּן
marital	נישואין
maritime	יַמִי
mark	סימן
marked	מסומן
marker	סַמָן
market	שׁוּק
marketable	סחיר
marketing	שיווק
marketplace	שוק
