Word	fa
irregularly	بی نظیر
irrelevant	غیر مرتبط
irreparable	جبران ناپذیر
irreplaceable	غیر قابل تعویض است
irrepressible	قابل تحمل نیست
irresistible	غیر قابل مقاومت
irrespective	قطع نظر از
irresponsible	بی مسئولیت
irreverent	احمقانه
irreversible	برگشت ناپذیر
irrevocable	بی اعتبار
irrigate	آبیاری کنید
irrigation	آبیاری
irritability	تحریک پذیری
irritable	تحریک پذیر
irritate	تحریک
irritated	تحریک شده
irritates	تحریک می کند
irritating	تحریک کننده
irritation	تحریک
island	جزیره
isle	جزیره
islet	جزیره
isolate	منزوی
isolated	جدا شده
isolation	انزوا
isomorphism	ایزومورفیسم
isothermal	ایزوترمال
isotope	ایزوتوپ
issue	موضوع
itch	خارش
itching	خارش
itchy	خارش دار
item	آیتم
itemize	مشخص کردن
items	موارد
iterate	تکرار کنید
iteration	تکرار
iterative	تکراری
itinerant	مسافرتی
itinerary	برنامه سفر
ivory	عاج
jab	جب
jabber	جاذبه
jack	جک
jackal	شغال
jackass	زل زدن
jacket	ژاکت
jackhammer	خرابکار
jackpot	جکپات
jackrabbit	جک تراپی
jacks	جک ها
jade	جید
jaded	جادوگر
jag	NO TRANSLATION
jagged	زنجیر
jaguar	جگوار
jail	زندان
jailbird	زندانبان
jailbreak	فرار از زندان
jailer	زندانی
jailhouse	زندانگاه
jalopy	jalopy
jam	مربا
jamboree	جابجایی
jammed	مسدود شده
jammer	مسدود کننده
janitor	نگهدارنده
janitorial	نگهدارنده
japan	ژاپن
jar	شیشه
jargon	اصطلاحا
jarhead	سرگردان
jarring	jarring
jasmine	یاسمن
jasper	یشم
jaundice	زردی
jaunt	جوانت
java	جاوا
javelin	جادوگر
jaw	فک
jawbone	شکمبه
jaws	فک
jay	شاد
jazz	جاز
jazzy	جاز
jealous	حسادت
jealousy	حسادت
jean	جین
jeans	شلوار جین
jeep	جیپ
jeering	جیغ کشیدن
jelly	ژله
jellybean	jellybean
jellyfish	عروس دریایی
jenny	جنی
jeopardize	به خطر اندازد
jeopardy	خطر
jerk	حرکت کردن
jerks	تند تند
jerky	تند و تیز
jersey	جرس
jest	NO TRANSLATION
jester	جاستر
jesus	عیسی
jet	جت
jetty	جت
jewel	جواهر
jeweler	جواهر فروش
jewelry	جواهر سازی
jib	جیب
jiff	NO TRANSLATION
jiffy	لحظه ای
jig	جیگ
jiggle	جیغ کشیدن
jigsaw	اره منبت کاری اره مویی
jihad	جهاد
jimmy	جیمی
jingle	صدای جیر جیر
jinx	جینکس
jitters	جادوگر
jittery	ترسناک
jive	جیو
job	کار
jobinterview	NO TRANSLATION
jock	جک
jockey	جک
jockstrap	jockstrap
jog	تنه زدن
jogger	یوگاگر
john	جان
join	پیوستن
joined	پیوست
joining	پیوستن
joint	مفصل
jointly	به طور مشترک
joke	جوک
joker	جوکر
joking	شوخی
jolly	جالب است
jolt	تکان خوردن
jornada	NO TRANSLATION
jot	جت
jour	NO TRANSLATION
journal	مجله
journalism	روزنامه نگاری
journalist	روزنامه نگار
journalistic	روزنامه نگاری
journey	سفر
journeyman	سفرنامهنویس
joust	جواد
jovial	جالب
joy	شادی
joyful	شاد
joyous	خوشحال
joyride	هیجان انگیز
joys	شادی
jubilant	جالب
jubilee	جشن سال نو
judge	قاضی
judged	قضاوت شده
judging	قضاوت
judgment	داوری
judgmental	قضاوت
judicial	قضایی
judiciary	قوه قضاییه
judicious	دارای قوه قضاوت سلیم
judo	جودو
jug	کوزه
juggle	پیگیر شدن
juggler	جادوگر
juggling	قاتل
jugular	ژوگولار
juice	آب میوه
juicer	آبمیوه گیری
juicy	آبدار
juju	NO TRANSLATION
juke	جک
jukebox	jukebox
jumble	خجالت کشیدن
jumbled	خراب شد
jumbo	jumbo
jump	پرش
jump rope	طناب بازی
jumper	جهنده
jumpsuit	جک لباس
jumpy	پرشور
junction	اتصال
juncture	مقطع
jungle	جنگل
junior	جوان
juniper	منجمد
junk	جنس اوراق و شکسته
junket	نوشیدنی
junkie	شوخی
junky	خنده دار
junkyard	جادوگر
junta	جنت
juridical	قانونی
jurisdiction	صلاحیت قضایی
jurisprudence	فقه
jurist	حقوقدان
juror	خائن
jury	هیئت داوران
justice	عدالت
justifiable	توجیه پذیر
justification	توجیه
justify	توجیه
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	جوت
juvenile	نوجوان
juxtaposition	همبستگی
kaiser	کایزر
kale	کلم بروکلی
kaleidoscope	كاليو ديسكوپ
kamikaze	kamikaze
kangaroo	کانگورو
kanji	کانجی
kappa	کاپا
kaput	NO TRANSLATION
karaoke	کارائوکه
karate	کاراته
karma	کارما
karmic	کارمایه
kayak	کایاک
kazoo	کازو
kebab	کباب
keel	زبان
keen	تیز
keep	نگاه داشتن
keeper	دروازه بان
keeping	نگه داشتن
keepsake	یادداشت
keg	بشکه
kelp	جلا
ken	کین
kennel	لانه
kerchief	کلاه گیس
kern	کرن
kernel	هسته
kerosene	نفت سفید
ketchup	سس گوجه
kettle	کتری
key	کلیدی
keyboard	صفحه کلید
keyed	کلید
keyhole	keyhole
keynote	کلیدی
keypad	صفحه کلید
keystone	سنگ قیمتی
keyword	کلمه کلیدی
khaki	خاكی
khan	خان
kibble	کیبل
kick	ضربه زدن
kickboxing	کیک بوکسینگ
kicker	کیکر
kicking	لگد زدن
kickoff	kickoff
kid	بچه
kidder	خنده دار
kidding	شوخی کردم
kiddo	عزیزم
kiddos	کیدو
kidnap	آدم ربایی
kidnapped	ربوده شده
kidnapper	آدم ربا
kidnapping	آدم ربایی
kidney	کلیه
kids	بچه ها
kill	کشتن
killer	قاتل
killing	کشتن
killjoy	killjoy
kiln	کوره
kilo	NO TRANSLATION
kilogram	کیلوگرم
kilometer	کیلومتر
kilt	کیلت
kimono	کیمونو
kin	خانواده
kind	نوع
kindergarten	مهد کودک
kindling	چطوری
kindness	مهربانی
kindred	خانواده
kinematics	سینماتیک
kinesiology	زیست شناسی
kinetic	جنبشی
king	پادشاه
king snake	شاه مار
kingdom	پادشاهی
kingpin	پادشاه
kink	کینک
kinky	گره خورده
kinship	خویشاوندی
kiosk	کیوسک
kirk	کیک
kiss	بوسه
kisser	کیسر
kissy	بوسه
kit	کیت
kitchen	آشپزخانه
kite	بادبادک
kitten	بچه گربه
kiwi	کیوی
klutz	کلوتز
knack	چالش
knapsack	کوله پشتی
knead	مخلوط کردن
knee	زانو
kneecap	kneecap
kneel	زانو زدن
kneeling	زانو زدن
knell	آه کشیدن
knick	گره زدن
knickers	لباس شلوار جین
knife	چاقو
knight	شوالیه
knighthood	شوالیه ها
knit	گره خورده
knob	دستگیره
knock	در زدن
knockoff	دست کشیدن
knockout	ناک اوت
knoll	گره
knot	گره
knots	گره ها
knotted	گره خورده
know	می دانم
knowing	دانستن
knowingly	آگاهانه
knowledge	دانش
knowledgeable	آگاهانه
knuckle	همسر
knucklehead	سرگردان
knuckles	دستکش
koala	کوالا
kook	NO TRANSLATION
kooky	کوکوی
kool-aid	کمک آموزشی
kos	کاسه
kosher	کوشر
kraut	NO TRANSLATION
kris	کریس
kryptonite	کریپتون
kudos	کودوس
kumquat	کوم کوات
lab	آزمایشگاه
label	برچسب
labor	نیروی کار
laboratory	آزمایشگاه
labored	کار کرد
laborer	کارگر
laboring	کار کردن
laborious	دشوار است
labyrinth	دخمه پرپیچ و خم
lac	لاک
lace	توری
laceration	انفجار
lack	عدم
lackey	لکه دار
lacking	فاقد
lackluster	بی نظیر
lacquer	لاک
lacrosse	لاکراس
lactose	لاکتوز
lad	پسر
ladder	نردبان
laddie	لدیدی
laden	لندن
lading	بارگیری
ladle	ملاقه
lady	خانم
lady bug	NO TRANSLATION
ladybug	کفشدوزک
ladylike	بانوی
ladyship	خانم
lag	تاخیر
lager	NO TRANSLATION
lagging	عقب ماندگی
lagoon	تالاب
lair	لیر
laity	شریعت
lake	دریاچه
lama	NO TRANSLATION
lamb	گوشت بره
lame	لنگ
lament	گول زدن
lamenting	گول زدن
lamina	لامینا
laminated	روکش
lamp	چراغ
lamppost	چراغ قوه
lance	لنس
lancer	لنسر
land	زمین
landed	فرود آمد
landfall	فرود آمدن
landfill	دفن زباله
landing	فرود آمدن
landlady	خانم صاحبخانه
landlocked	دریای خلیج فارس
landlord	صاحب خانه
landmark	نقطه عطفی
lands	زمین ها
landscape	چشم انداز
landscaping	محوطه سازی
landslide	رانش زمین
lane	مسیر
language	زبان
languid	ملایم
languish	تیره شدن
languishing	تیره شدن
lanky	گره خورده
lantern	فانوس
lap	دامن
lapdog	لپ تاپ
lapel	برگردن
lapse	سپری شدن
lapsed	از بین رفت
laptop	لپ تاپ
larceny	لارسن
lard	گوشت خوک
larder	شفاف
large	بزرگ
larger	بزرگتر
largo	NO TRANSLATION
lark	زشت
larva	لارو
laryngitis	لارنژیت
larynx	حنجره
lasagna	لازانیا
laser	لیزر
lash	لش
lass	لس
lasso	کمند
lastday	NO TRANSLATION
lasting	ماندنی
lastminute	آخرین لحظه
latch	چفت
late	دیر است
lateness	تأخیر
latent	پنهان
lateral	جانبی
laterally	چپ
latex	لاتکس
lathe	ماشین تراش
lather	پودر
latitude	عرض جغرافیایی
latrine	توالت
latrines	توالت
latte	لاتین
lattice	شبکه
laud	لود
laudable	خیرخواهانه
laudation	غرور
laudatory	افتخار
laugh	خنده
laughable	خنده دار
laughing	خندیدن
laughingstock	NO TRANSLATION
laughs	می خندد
laughter	خنده
launch	راه اندازی
launcher	پرتاب کننده
launches	راه اندازی می شود
launder	شستشو
laundering	شستشو
laundry	خشکشویی
laureate	برنده جایزه
laurel	لورل
laurels	لورل ها
lava	گدازه
lavage	لواژ
lavatory	توالت
lavender	اسطوخدوس
lavish	با شکوه
law	قانون
lawful	قانونی
lawless	بی قانونی
lawlessness	بی قانونی
lawman	قانونگذار
lawn	چمن
lawnmower	ماشین چمن زنی
lawsuit	طرح دعوی در دادگاه
lawyer	وکیل
lax	لاکه
laxative	ملین
lay	غیر روحانی
layaway	فضایی
layer	لایه
layered	لایه بندی شده
layman	شخص غیر روحانی
layout	طرح
layover	چیدمان
laziness	تنبلی
lazy	تنبل
lazyday	NO TRANSLATION
lea	لی
lead	رهبری
leaded	سرباز
leader	رهبر
leadership	رهبری
leading	منتهی شدن
leads	منجر می شود
leaf	برگ
leaflet	جزوه
leafy	برگدار
league	لیگ
leak	نشت
leakage	نشت
leaky	نشتی
lean	لاغر
leaned	تکیه داده است
leaning	تکیه دادن
leap	جهش
learn	فرا گرفتن
learned	یاد گرفتم
learner	یادگیرنده
learning	یادگیری
lease	اجاره دادن
leash	چنگال
leather	چرم
leathery	چرمی
leave	ترک کردن
leavemealone	بزار تو حال خودم باشم
leaving	ترک
lecherous	شجاعانه
lecture	سخنرانی
lecturer	استاد
ledge	لبه
ledger	دفتر کل
lee	لی
leech	پیاز
leeches	زالو
leer	NO TRANSLATION
leery	لری
lees	NO TRANSLATION
leeway	روحیه
left	ترک کرد
leftout	NO TRANSLATION
leftover	پس مانده غذا
leftovers	باقی مانده
lefty	چپ
leg	پا
legacy	میراث
legal	قانونی
legality	قانونی بودن
legalize	قانونی کردن
legalized	قانونی
legally	قانونی
legend	افسانه
legendary	افسانهای
legibility	خوانایی
legible	قابل خواندن است
legion	لژیون
legislate	قانونی کردن
legislation	قانون گذاری
legislative	مقننه
legislator	قانون گذار
legislature	مجلس قانونگذاری
legit	قانونی
legitimacy	مشروعیت
legitimate	مشروع
lego	لگو
legs	پاها
legume	حبوبات
legwork	ماشین لباسشویی
leisure	اوقات فراغت
leisurely	به آرامی
lemma	لاما
lemon	لیمو
lemonade	لیموناد
lend	قرض دادن
lender	قرض دهنده
lending	امانت دادن
length	طول
lengthen	طول بکشد
lengthened	طول کشید
lengthening	طولانی شدن
lengthwise	طولی
lengthy	طولانی
leniency	تساهل
lenient	تسلیم
lens	لنز
leopard	پلنگ
leotard	لوتارد
leper	لعن
leprechaun	leprechaun
leprosy	پرخاشگر
lesbian	لزبین
lesbianism	لزبین بودن
lesion	ضایعه
less	کمتر
lessee	مسکن
lessen	کاهش دادن
lessening	کاهش دادن
lesser	کمتر
lesson	درس
lessor	وام مسکن
let	اجازه دهید
lethal	مرگبار
lethargic	آرامش
lethargy	آرامش
letter	نامه
lettered	نامه
letterhead	سربرگ
lettering	نامه
letters	نامه ها
lettuce	کاهو
leukemia	لوسمی
levee	levee
level	سطح
lever	اهرم
leverage	قدرت نفوذ
levitate	هدایت کردن
levy	مالیات
lewd	نابینا
lexicon	واژگانی
ley	NO TRANSLATION
liabilities	بدهی ها
liability	مسئولیت
liable	مسئول
liaison	همکاری
liar	دروغ گو
libel	تقصیر
libelous	دروغگو
liberal	لیبرال
liberalism	آزادی خواه
liberate	آزادی
liberated	آزاد شده است
liberating	آزادسازی
liberation	آزادی
liberty	آزادی
libido	میل جنسی
librarian	کتابدار
library	کتابخانه
libretto	لیبرتوی
lice	شپش
license	مجوز
lichen	لیگن
lick	لیسیدن
licorice	شیرین بیان
lid	درب
lie	دروغ
liege	دروغ گفتن
lien	تعهد
lieu	دروغ گفتن
