Word	lv
participant	dalībnieks
participate	piedalīties
participation	līdzdalība
particle	daļiņu
particular	īpaši
particularity	īpašība
particulars	ziņas
parting	šķiršanās
partisan	partizāns
partisanship	partizānisms
partition	nodalījums
partly	daļēji
partner	partneris
partnership	partnerība
partridge	krāsnīša
parts	daļas
party	ballīte
pas	NO TRANSLATION
pass	iet
passable	apmierinošs
passage	pāreja
passageway	pāreja
passe	NO TRANSLATION
passenger	pasažieris
passim	NO TRANSLATION
passing	iet cauri
passion	kaislība
passionate	kaislīgs
passive	pasīva
passivity	pasivitāte
passkey	atslēga
passport	pase
password	parole
past	pagātne
pasta	makaroni
paste	ielīmēt
pastel	pastelis
pastime	izklaide
pastor	mācītājs
pastrami	pastrami
pastry	mīklas izstrādājumi
pasture	ganības
pasty	pastas
pat	pat
patch	plāksteris
patchwork	plosīties
pate	pate
patella	kauliņš
patent	patents
patented	patentēta
paternal	tēvs
paternity	paternitāte
path	ceļš
pathetic	nožēlojams
pathological	patoloģisks
pathologist	patologs
pathology	patoloģija
pathos	NO TRANSLATION
pathway	ceļš
patience	pacietība
patient	pacients
patio	terase
patriarch	patriarhs
patriarchal	patriarhāls
patrimony	mantojums
patriot	patriots
patriotic	patriotisks
patriotism	patriotisms
patrol	patruļas
patrolman	patruļas nams
patron	patrons
patronage	patronāža
patronising	aizbildnība
patronize	patronize
patronizing	aizbildnība
patter	patter
pattern	modelis
paucity	nepietiekamība
pauper	pauper
pause	pauze
pave	bruģēt
pavement	bruģis
pavilion	paviljons
paving	bruģēšana
paw	ķepa
pawn	pietura
pawnshop	lombards
pax	pax
pay	maksāt
payable	jāmaksā
payback	atmaksāšanās
paycheck	paycheck
payday	algas diena
payer	maksātājs
payload	lietderīgā slodze
payment	maksājums
payoff	atmaksāt
payout	izmaksa
payphone	maksas telefons
payroll	algas
pea	zirņus
peace	miers
peaceable	miermīlīgs
peaceful	miermīlīgs
peacefully	mierīgi
peacekeeper	miera uzturētājs
peaceofmind	NO TRANSLATION
peacetime	miera laikā
peach	persiks
peachy	pīrāgs
peacock	pāvs
peak	virsotne
peaked	sasniedzis maksimumu
peanut	zemesrieksti
peanuts	zemesrieksti
pear	bumbieris
pearl	pērle
pearly	pērļains
peas	zirņi
peasant	zemnieks
peat	kūdra
pebble	olis
pecan	pekanrieksts
peck	keck
pecker	pecker
peculiar	savdabīgs
peculiarities	īpatnības
peculiarity	īpatnība
peculiarly	īpatnēji
pecuniary	finansiāls
pedal	pedālis
pedantic	pedantisks
peddle	rotaļlieta
peddler	mednieks
pedestal	pjedestāls
pedestrian	gājējs
pediatric	pediatrija
pediatrician	pediatrs
pediatrics	pediatrija
pedicure	pedikīrs
pedigree	šķirnes
pedometer	pedometrs
pedophile	pedofilists
pee	urinēt
peek	palūrēt
peekaboo	ku kū
peel	mizu
peep	palūrēt
peeper	peeper
peephole	putekļsūcējs
peer	vienaudze
peering	peering
peerless	bezpeļņas
peeved	peeved
peg	piesaistīt
pegs	mietiņi
peice	NO TRANSLATION
pelagic	pelaģiskās
pelican	pelikāns
pellet	granulu
pelvic	iegurņa
pelvis	iegurnis
pen	pildspalva
penal	sods
penalty	sods
penance	apžēlošana
penchant	iecienītība
pencil	zīmulis
pendant	kulons
pendency	tendence
pendent	NO TRANSLATION
pending	gaida
pendulum	svārsts
penetrate	iekļūt
penetrating	iekļūstot
penetration	iespiešanās
penguin	pingvīns
penicillin	penicilīns
penile	dzimumloceklis
peninsula	pussala
penis	dzimumloceklis
penitent	nāvessods
penitentiary	cietumsods
penmanship	femanship
pennant	vimpelis
penniless	bezkrāsains
penny	penss
pension	pensija
pensioner	pensionārs
pensive	pensive
pentagon	pentagons
pentagram	pentagrams
penthouse	penthouse
penultimate	priekšpēdējā
people	cilvēki
peopled	tautas
pep	peps
pepper	pipari
peppermint	piparmētru
pepperoni	peperoni
peppy	peppy
peptic	peptiska
peptide	peptīds
perceive	uztvert
percent	procenti
percentage	procenti
percentile	procentile
perceptible	uztverams
perception	uztvere
perceptive	uztverošs
perch	asaris
perchance	pēkšņi
percolation	perkolācija
percussion	perkusija
perdition	bojāeja
peremptory	imperatīvs
perennial	daudzgadīgs
perfect	ideāls
perfection	pilnība
perfectionist	perfekcionists
perfecto	NO TRANSLATION
perforated	perforēts
perforation	perforācija
perforce	izturēt
perform	izpildīt
performance	sniegums
performer	izpildītājs
perfume	smaržas
perfumed	aromatizēts
peri	peri
peridot	peridots
peril	briesmas
perilous	bīstams
perimeter	perimetrs
period	periods
periodic	periodiski
periodical	periodiski
periodically	periodiski
periodicity	periodiskums
peripheral	perifēra
periphery	perifērija
periscope	periskoks
perish	pazudīs
perishable	ātri bojājoša
perished	bojā
perishing	bojā
perjury	nepatiesa liecība
perk	pērc
perky	perky
perm	perm
permanence	pastāvība
permanent	pastāvīgs
permeable	caurlaidīgs
permeate	caurlaidināt
permeation	caurlaidība
permissible	pieļaujama
permission	atļauja
permissive	atļaujams
permit	atļauju
permitted	atļauts
permitting	atļaujot
permutation	permutācija
pernicious	kaitīga
peroxide	peroksīds
perpendicular	perpendikulāri
perpetrate	izdarīt
perpetrator	vainīgais
perpetual	pastāvīgs
perpetually	pastāvīgi
perpetuate	saglabāt
perpetuation	saglabāšana
perpetuity	nepārtrauktība
perplexed	sajukums
perplexing	apjukums
perplexity	apjukums
persecute	vajāt
persecution	vajāšana
perseverance	neatlaidība
persevere	neatlaidīgi
persist	pastāvēt
persistence	neatlaidība
persistent	noturīgs
persisting	pastāvīgs
person	persona
persona	NO TRANSLATION
personable	personīgi
personage	personība
personal	personīgi
personality	personība
personification	personifikācija
personnel	personāls
persons	personas
perspective	perspektīva
perspiration	svīšana
persuade	pārliecināt
persuasion	pārliecināšana
persuasive	pārliecinošs
pert	pert
pertinent	atbilstošs
perturbation	perturbācija
pertussis	garā klepus
perusal	izlasīšana
peruse	lasīt
pervading	pervading
perverse	perverss
perversion	perversija
pervert	izgriezt
perverted	izgaismots
pesky	nepatīkams
pessimism	pesimisms
pessimist	pesimistu
pessimistic	pesimistiski
pest	kaitēklis
pester	pesteris
pestilence	trakumsērga
pestle	pestle
pesto	Pesto
pet	mājdzīvnieks
petal	ziedlapiņa
petite	petite
petition	lūgumraksts
petitioner	lūgumraksta iesniedzējs
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	pārakmeņojies
petrify	pāries
petrol	benzīns
petroleum	nafta
petticoat	apakšveļa
petting	petting
petty	mazs
petulant	vilinošs līdzeklis
petunia	petūnija
pew	pīle
pewter	alvas
peyote	NO TRANSLATION
phalanx	phalanx
phantom	fantoma
pharaoh	faraons
pharmaceutical	farmaceitiskā
pharmacist	farmaceits
pharmacology	farmakoloģija
pharmacy	aptieka
phase	fāze
pheasant	fazāns
phenomenal	fenomenāls
phenomenon	parādība
pheromone	feromons
phew	phew
phi	phi
philanthropic	filantropisks
philanthropist	filantrops
philanthropy	filantrops
philistine	saimnieks
philosopher	filozofs
philosophic	filozofiska
philosophical	filozofisks
philosophy	filozofija
phlegm	šķidrums
pho	pho
phobia	fobija
phoenix	phoenix
phone	tālrunis
phonetic	fonētiska
phonetics	fonētika
phonics	skanējums
phonograph	fonogramma
phonology	fonoloģija
phony	neīsto
phooey	phooey
phosphate	fosfāts
phosphor	fosfors
phosphorus	fosfors
photo	foto
photogenic	fotogēns
photograph	fotogrāfija
photographer	fotogrāfs
photographic	fotogrāfijas
photography	fotogrāfija
photometry	fotometrija
photon	fotons
phrase	frāze
phraseology	frāze
phylogeny	phylogeny
physical	fiziska
physical therapist	fizioterapeits
physician	ārsts
physicist	fiziķis
physics	fizika
physiological	fizioloģisks
physiology	fizioloģija
physique	ķermenis
pi	pi
pianist	pianists
piano	klavieres
piazza	piazza
piccolo	NO TRANSLATION
pick	izvēlēties
picked	pacēla
picker	savācējs
picket	pikets
picketing	piketēšana
pickle	marinādē
pickled	marinēta
pickpocket	klēpjdators
pickup	pacelt
picky	smalks
picnic	pikniks
pictorial	gleznains
picture	bilde
pictures	bildes
picturesque	gleznaini
pie	pie
piece	gabals
piecemeal	daļēji
pieceofshit	gabofshit
pied	pied
pier	piestātne
pierce	caurdurt
piety	dievbijība
pig	cūka
pigeon	baložu
piggy	cūciņa
piggyback	mugursoma
pigheaded	cūku galva
piglet	sivēns
pigment	pigments
pigskin	cūku āda
pigsty	cūciņa
pike	lice
pile	kaudze
piles	pāļi
pileup	sakraut
pilgrim	svētceļnieks
pilgrimage	svētceļojums
pill	pill
pillage	izlaupīšana
pillar	pīlārs
pillbox	pillbox
pillow	spilvens
pillowcase	spilvendrāna
pilot	pilots
pimp	putekļsūcējs
pimple	pūtītes
pin	pin
pinball	pinball
pinch	šķipsnu
pinching	saspiežot
pine	priedes
pineapple	ananāss
ping	ping
pinhead	pinhead
pinhole	pinhole
pinion	zobrata
pink	sārts
pinkie	pinkie
pinnacle	pinnacle
pinot	pinot
pinpoint	precīzi noteikt
pint	pinti
pinto	pinto
pinup	pinup
pioneer	pionieris
pious	dievbijīgs
pip	pip
pipe	caurule
piped	cauruļvads
pipeline	cauruļvads
piper	piper
pipette	pipete
piping	cauruļvadi
pipsqueak	piparmētru
pique	pique
piracy	pirātisms
piranha	piranha
pirate	pirāts
piscina	NO TRANSLATION
piss	mīzt
pissed	pissed
pissedoff	nokaitināts
pisser	NO TRANSLATION
pissesmeoff	pissesmeoff
pissingmeoff	pissingmeoff
pissoff	atšujies
pistachio	pistāciju
pistol	pistole
piston	virzulis
pit	bedre
pita	pita
pitch	piķis
pitcher	krūka
pitchfork	kalniņš
pitfall	pitfall
pith	sētas
pithy	putekļains
pitiful	žēl
pitted	kārta
pitter	pitter
pituitary	hipofīzes
pity	žēl
pivot	šarnīrs
pivotal	galvenais
pix	piks
pixie	pixie
pizza	pica
pizzazz	picazza
pizzeria	picērija
placard	plakāts
place	vietu
placebo	placebo
placement	izvietošana
placenta	placenta
placid	mierīgs
placket	makets
plagiarism	plaģiāts
plague	plague
plaid	pleds
plain	vienkāršs
plainclothes	plainclothes
plaintiff	prasītājs
plaintive	žēlīgs
plan	plānu
plane	lidmašīna
planes	lidmašīnas
planet	planēta
planetarium	planetārijs
planetary	planētu
planets	planētas
plank	dēlis
plankton	planktons
planned	plānots
planner	plānotājs
planning	plānošana
plant	augu
plantation	plantācija
planter	stādītājs
planting	stādīšana
plaque	plāksne
plasma	plazma
plaster	apmetums
plastic	plastmasa
plasticity	plastika
plat	plat
plate	plāksne
plateau	plato
plated	pārklāts
platform	platforma
plating	pārklājums
platinum	platīns
platonic	platonisks
platoon	vadonis
platter	plate
plaudit	NO TRANSLATION
plausibility	ticamība
plausible	ticams
play	spēlēt
playa	playa
playback	atskaņošana
playbook	playbook
playboy	playboy
player	spēlētājs
playful	rotaļīgs
playground	rotaļlaukums
playhouse	spēļu nams
playmate	playmate
playoff	playoffs
playpen	rotaļlaukums
playroom	rotaļu istaba
plaything	rotaļlieta
playtime	atskaņošanas laiks
playwright	dramaturgs
plaza	plaza
plea	pamats
plead	apgalvo
pleasant	patīkams
pleased	apmierināts
pleasing	patīkami
pleasurable	patīkams
pleasure	prieks
pleasures	baudas
pleat	pleat
pleated	plīts
pledge	ķīla
pledged	ieķīlāts
plenary	plenārsēde
plentiful	bagātīgs
plenty	daudz
plenum	plenērs
plethora	pārpilnība
plexus	plexus
pliable	elastīgs
plication	plication
pliers	knaibles
plight	nelaimes gadījums
plinth	cokols
plodding	plodding
plop	plops
plot	gabals
plough	arkls
ploughed	arar
plover	plover
plow	arkls
plowed	arar
plowing	aršana
ploy	ploj
pluck	noplēlēties
plucky	pliku
plug	spraudnis
plum	plūmju
plumage	apvainojums
plumb	plumb
plumber	santehniķis
plumbing	santehniķis
plume	plūmes
plummet	krita
plump	plīvs
plumper	plūcējs
plunder	izlaupīt
plunge	ienirt
plunger	virzuli
plural	daudzskaitlis
plurality	plurālisms
plush	plīša
plutonium	plutonijs
ply	slānis
plywood	saplāksnis
pneumatic	pneimatiskais
pneumonia	pneimonija
poacher	bruņinieks
poachers	boikeri
poaching	laupīšana
pocket	kabatā
pocketbook	kabatas grāmata
pocketful	pocketful
pod	NO TRANSLATION
podium	pjedestāla
poem	dzejolis
poems	dzejoļi
poet	dzejnieks
poetic	poētisks
poetical	poētisks
poetics	poētika
poetry	dzeja
pogo	pogo
poignant	sāpīgs
point	punkts
pointedly	uzmanīgi
pointer	rādītājs
pointless	bezjēdzīgi
pointy	norādīts
poise	uzņemt
poison	indes
poisoned	saindēta
poisoning	saindēšanās
poisonous	indīgs
poke	mocīt
poker	poker
pokes	pokes
polar	polārs
polarity	polaritāte
pole	pole
polemic	polemiska
police	policija
police officer	policists
policeman	policists
policewoman	policijas sieviete
policy	politika
polio	poliomielīts
polish	poļu valoda
polished	pulēta
polite	pieklājīgs
politeness	pieklājība
politic	politika
political	politiska
politician	politiķis
politics	politika
polity	valsts pārvalde
polka	Polka
poll	aptauja
pollen	ziedputekšņi
polling	aptaujas
pollute	piesārņo
pollution	piesārņojums
polo	polo
poltergeist	poltergeist
polyester	poliesteris
polygamy	poligāmija
polygon	daudzstūris
polygonal	daudzstūrains
polygraph	poligrāfs
polymer	polimērs
polymorphism	polimorfisms
pomp	pomp
pompous	pompošs
poncho	pončo
pond	dīķis
ponder	apdomājiet
ponderous	pārdomāts
pong	teniss
pontiff	bruņinieks
pontificate	pontifikāts
pontoon	pontona
pony	ponijs
ponytail	zirgaste
pooch	pūķis
poodle	pūdelis
poof	poof
pool	baseins
poop	pakavs
poor	nabadzīgs
poorly	slikti
pop	pop
popcorn	popkorns
pope	pāvests
popper	popperis
poppy	magoņu
poppycock	poppikoks
popsicle	popsicle
popular	populārs
popularity	popularitāte
popularized	popularizēts
population	populācija
populous	populārs
porcelain	porcelāns
porch	veranda
porcupine	gurķis
pore	poru
pork	cūkgaļa
porker	porker
porky	cūkgaļa
porn	porno
porno	porno
pornographic	pornogrāfisks
pornography	pornogrāfija
porosity	porainība
porous	porains
porridge	putra
port	osta
portable	pārnēsājams
portage	portage
portal	portāls
porter	porteris
porterhouse	porterhouse
portfolio	portfelis
porthole	aleja
portico	portikas
portion	porcija
portrait	portrets
portraiture	portretieri
portray	attēlot
pose	rada
poser	NO TRANSLATION
posh	posh
posited	izvietots
position	pozīcija
positioning	pozicionēšana
positive	pozitīvs
positiveenergy	NO TRANSLATION
positively	pozitīvi
positivity	pozitīvs
posse	posse
possess	piemīt
possessed	piederēja
possessing	kam pieder
possession	valdījumā
possessive	piederošs
possessor	valdītājs
possibility	iespēja
possible	iespējams
possibly	iespējams
possum	oposum
post	pasts
postage	pasta sūtījums
postal	pasts
postcard	pastkarte
poster	plakāts
posterior	pakaļēja
posterity	nākamās paaudzes
posthumous	pēcnāves
postman	pastnieks
postmortem	postmortem
postpone	atlikt
postponed	atlikts
postponement	atlikšana
postscript	postscript
postulate	postulāts
posture	stāja
pot	pods
potable	dzerams
potassium	kālijs
potato	kartupeļu
potatoes	kartupeļi
potency	spēja
potent	spēcīgs
potential	potenciāls
pothead	pothead
pothole	bedrītes
potion	mikstūra
potluck	potluck
potpourri	popurijs
potted	potted
potter	podnieks
pottery	keramika
potty	panīcis
pouch	maisiņš
poultry	mājputni
pounce	uzbrukt
pound	mārciņa
pounding	pounding
pour	NO TRANSLATION
pout	mencas
pouting	pūta
pouty	pūta
poverty	nabadzība
pow	pow
powder	pulveris
powdered	pulvera veidā
powdery	pulverveida
power	jauda
powerful	spēcīgs
powerfully	spēcīgi
powerhouse	spēkstacija
powerless	bezspēcīgs
powwow	powwow
pox	bakas
practicable	praktiski iespējams
practical	praktiska
practically	praktiski
practice	prakse
practiced	praktizē
practise	prakse
practitioner	praktiķis
pragmatic	pragmatisks
prairie	prērija
praise	slavēt
praised	slavēja
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	slavē
praiseworthy	slavējams
praising	slavē
prance	prance
prank	palaidnība
prawn	garneles
praxis	prakse
pray	lūdzieties
prayer	lūgšana
prayforme	lūdzies par mani
praying	lūgšanas
praying mantis	Dievlūdzējs
preach	sludināt
preacher	sludinātājs
preaching	sludināšana
preamble	preambula
precarious	nedrošs
precaution	piesardzība
precautionary	piesardzības pasākumi
precede	iepriekš
precedence	prioritāte
precedent	precedents
preceding	Iepriekšējais
precept	priekšraksts
preceptor	mācībspēks
precession	precesija
precinct	iecirknī
precincts	iecirkņi
precious	dārgakmeņi
precipice	kraušana
precipitate	nogulsnes
precipitation	nokrišņi
precipitous	strauji
precise	precīzs
precisely	precīzi
precision	precizitāte
preclude	izslēgt
precocious	pirmsmācīgs
precursor	prekursors
predator	plēsējs
predatory	plēsīgs
predecessor	priekštecis
predicament	grūtības
predicate	predikāts
predict	prognozēt
predictable	paredzams
predicting	prognozēt
prediction	prognozēšana
predictive	prognozējams
predictor	prognozētājs
predilection	iecienītība
predispose	predisponēt
predisposed	predisponēts
predisposition	predispozīcija
predominance	pārsvars
predominant	pārsvarā
predominate	dominē
preeminent	pārspīlēts
preemption	priekšpiegāde
preemptive	preemptive
preface	priekšvārds
prefect	prefekts
prefer	dod priekšroku
preferable	vēlams
preference	priekšroka
preferential	preferenciāls
prefix	priedēklis
pregnancy	grūtniecība
pregnant	grūtniece
prehistoric	aizvēsturisks
prejudice	aizspriedumi
prejudiced	ievainots
prejudicial	nelabvēlīgs
prelim	prelim
preliminary	pagaidu
prelude	prelūdija
premarital	pirms laulības
premature	priekšlaicīga
prematurely	priekšlaicīgi
premed	premed
premeditated	iecerēts
premier	premier
premiere	pirmizrāde
premise	priekšnoteikums
premises	telpas
premium	prēmija
premonition	priekšmets
prenatal	pirmsdzemdību periodā
prenuptial	prenuptial
preoccupation	rūpes
preoccupied	aizņemts
prep	sagatavošana
preparation	sagatavošana
preparatory	sagatavošana
prepare	sagatavoties
prepared	sagatavots
preparedness	gatavība
preparer	sagatavotājs
preparing	sagatavošana
preponderance	dominance
preposterous	nevainīgs
preppy	preppy
prerequisite	priekšnosacījums
prerogative	prerogatīva
preschool	pirmsskolas izglītība
prescient	prātīgs
prescribe	izrakstīt
prescribed	noteikts
prescription	recepte
prescriptive	preskriptīvs
presence	klātbūtne
present	klāt
presentable	prezentējams
presentation	prezentācija
presenter	vadītājs
presentment	prezentācija
presents	dāvanas
preservation	saglabāšana
preservative	konservants
preserve	saglabāt
preserved	konservēts
preserving	saglabāšana
preside	vadīt
presidency	prezidentūra
president	prezidents
presidential	prezidenta amatu
press	nospiediet
pressing	spiešana
pressure	spiediens
prestige	prestižs
prestigious	prestižs
presto	presto
presume	pieņemsim
presumption	pieņēmums
presumptive	sagaidāms
presumptuous	pārliecinošs
presuppose	priekšstatu
pretend	izlikties
