Word	cy
mire	NO TRANSLATION
mirror	drych
mirth	mirth
misappropriation	camddefnyddio
misbehave	camymddwyn
misbehavior	camymddwyn
miscalculation	cyfrifiad cywir
miscarriage	abortiad
miscellaneous	amrywiol
miscellany	cylchgrawn
mischief	camymddwyn
mischievous	anghyflawn
misconception	camsyniad
misconduct	camymddwyn
misdemeanor	camdriniaeth
misdirection	camarweiniad
miser	camarwain
miserable	yn ddrwg
miserably	yn ddrwg
misery	tristwch
misfire	camymddwyn
misfit	camgymeriad
misfortune	anffodus
misguided	NO TRANSLATION
mishap	camarwain
misinformed	camarweiniol
misinterpretation	camddehongli
mislead	camarwain
misleading	yn gamarweiniol
misled	camarwain
mismanagement	camreoli
mismatch	anghytuno
mismatched	anghywir
misnomer	camdriniaeth
misplace	camddefnyddio
misplaced	camgymeriad
misread	camddehongli
misrepresent	camliwio
misrepresentation	camliwio
misrepresented	cam-gynrychioli
miss	colli
missile	taflegryn
missiles	taflegrau
missing	ar goll
missingyou	NO TRANSLATION
mission	cenhadaeth
missionary	cenhadwr
misspell	misspell
misstatement	camddatganiad
missy	missy
mist	niwl
mistake	camgymeriad
mistaken	camgymeriad
mister	mister
mistletoe	mistletoe
mistreated	wedi'i gam-drin
mistress	meistres
mistrial	mistrial
mistrust	diffyg ymddiriedaeth
misty	chwith
misunderstand	camddeall
misunderstanding	camddealltwriaeth
misunderstood	camddeall
misuse	camddefnyddio
mite	gwenith
miter	miter
mitigate	lliniaru
mitigating	lliniaru
mitigation	lliniaru
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	cymysgedd
mixed	cymysg
mixedemotions	cymysgedd
mixer	cymysgwr
mixture	cymysgedd
mnemonic	mnemonig
moan	geg
moat	ffos
mob	mob
mobile	symudol
mobility	symudedd
mobilization	symudiad
mobilize	symud
mobster	mobster
mocha	mocha
mock	ffug
mocked	wedi ei flino
mockery	ffug
mocking	magu
mockingbird	mockingbird
mod	mod
modal	moddol
modality	addasrwydd
mode	modd
model	model
modeler	modeler
modeling	modelu
modem	modem
moderate	cymedrol
moderate anticipation	rhagweld cymedrol
moderate disgust	cymedrol gwarthus
moderate negative	cymedrol negyddol
moderate positive	cymedrol cymedrol
moderate surprise	syndod cymedrol
moderate trust	ymddiried cymedrol
moderately	yn gymedrol
moderating	cymedroli
moderation	cymedroli
moderator	safonwr
modern	modern
modernism	moderniaeth
modest	cymedrol
modesty	gonestrwydd
modicum	modicum
modifiable	addasadwy
modification	addasiad
modified	wedi'i addasu
modify	addasu
modulate	modiwleiddio
modulation	modiwleiddio
module	modiwl
modulus	modwl
mogul	mogul
moiety	lladd
moist	llaith
moisture	lleithder
moisturizer	lleithydd
molar	molar
molasses	molasses
mold	llwydni
molded	mowldio
molding	mowldio
moldy	llwydni
mole	mole
molecular	moleciwlaidd
molecule	moleciwl
molest	molesti
molestation	molestation
molester	molester
molten	wedi'i doddi
mom	mom
moment	momentyn
momentary	momentary
momentous	yn brydlon
momentum	momentwm
momma	momma
mommy	mommy
monad	monad
monarch	monarch
monarchy	frenhiniaeth
monastery	mynachlog
monastic	mynachaidd
monetary	ariannol
money	arian
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	monitro
monk	mynach
monkey	mwnci
mono	NO TRANSLATION
monochrome	monocrom
monogamous	monogamig
monogamy	monogami
monogram	monogram
monogrammed	monogrameg
monograph	monograff
monolayer	monolayer
monolith	monolith
monologue	monolog
monopolist	monopolydd
monopoly	monopoli
monotonous	yn gyfunog
monotony	monotoni
monoxide	monocsid
monsieur	monsieur
monsoon	monsoon
monster	anghenfil
monstrosity	rhyfeddod
monstrous	monstrous
montage	montage
monte	mynydd
month	mis
monthly	bob mis
monument	heneb
monumental	cofiadwy
moo	moo
mooch	mooch
mood	hwyliau
moods	hwyliau
moody	moody
moon	lleuad
moonbeam	moonbeam
moonlight	golau lleuad
moonlit	lleuadu
moonshine	moonshine
moonstruck	llethu lleuad
moonwalk	moonwalk
moor	rhos
moored	ymgorffori
mooring	angori
moorings	angorfeydd
moorland	rhostir
moose	moose
moot	moot
mooted	wedi'i ddynodi
mop	mop
mope	mope
moped	moped
moral	moesol
morale	morâl
morality	moesoldeb
morals	moesau
morass	afonydd
moratorium	moratoriwm
moray	moray
morbid	morbid
morbidity	morbidrwydd
morbidness	morbidrwydd
mores	mores
morgue	morgue
moribund	moribund
morn	bore
morning	bore
moron	twpsyn
moronic	moronic
morose	morose
morph	morff
morphine	morffin
morphism	morffistiaeth
morphology	morffoleg
morrow	yfory
morsel	morsel
mortal	mortal
mortality	marwolaeth
mortar	morter
mortgage	morgais
mortgagee	morgaisai
mortgagor	morgaiswr
mortician	myfyriwr
mortification	marwolaeth
mortified	wedi'i marw
mortuary	mortwr
mosaic	mosaig
mosey	mosey
mosque	mosg
mosquito	mosgito
moss	mwsogl
mossy	mwsogl
mote	NO TRANSLATION
motel	motel
moth	gwyfynod
mother	mam
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	mamolaeth
motherland	mamland
motherless	ddi-fam
motherly	mamol
motif	motiff
motion	cynnig
motionless	ddi-rym
motivate	cymell
motivating	ysgogi
motivation	cymhelliant
motivational	cymhelliant
motive	cymhelliad
motley	motley
motor	modur
motorbike	beic modur
motorboat	cwch modur
motorcade	cicio modur
motorcar	car modur
motorcycle	beic modur
motorist	modurwr
motte	motte
mottled	mân
motto	arwyddair
mould	llwydni
mound	twmpath
mount	mynydd
mountain	mynydd
mountaineer	mynyddwr
mountainous	mynyddig
mountains	mynyddoedd
mountaintop	mynydd
mourn	galar
mournful	galar
mourning	galar
mouse	llygoden
mousetrap	mousetrap
mousse	mousse
moustache	mwstas
mousy	mousy
mouth	ceg
mouthful	llonydd
mouthpiece	llethr
mouthwash	gwennol y geg
movable	symudol
move	symud
movement	symudiad
mover	symudwr
movie	ffilm
movies	ffilmiau
moving	symud
movingforward	NO TRANSLATION
movingon	symud ymlaen
mow	mow
mower	chwistrellwr
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	mucked
mucous	mwcws
mucus	mwcws
mud	mwd
muddle	muddle
muddled	muddled
muddy	mwdlyd
muff	muff
muffin	muffin
muffled	yn syfrdanol
muffler	muffler
mug	mwg
mugger	mugger
mulberry	morwyn
mulch	mulch
mule	mule
mull	mull
mullet	mullet
multilateral	amlochrog
multimedia	amlgyfrwng
multinational	amlwladol
multiple	lluosog
multiple sclerosis	sglerosis ymledol
multiplex	amlblecs
multiplication	lluosi
multiplicity	lluosi
multiplied	lluosi
multiplier	lluosydd
multiply	lluosi
multitude	lluosog
mum	mam
mumble	mumble
mumbo	mumbo
mummy	mam
mumps	clwy'r pennau
munch	munch
munchies	munchies
munchkin	munchkin
mundane	bob amser
municipal	trefol
municipality	bwrdeistref
mural	murlun
murder	llofruddiaeth
murderer	llofrudd
murderess	llofruddiaeth
murderous	llofrudd
murky	llofrudd
murmur	murmur
muscle	cyhyrau
muscular	cyhyrol
muse	glws
muses	cyhyrau
museum	amgueddfa
mush	NO TRANSLATION
mushroom	madarch
mushy	mushy
music	cerddoriaeth
musical	cerddorol
musician	cerddor
musing	cerdded
musk	cyhyrau
musket	musced
musketeer	muscedeer
muskrat	muskrat
muslin	mwslin
muss	NO TRANSLATION
must	rhaid
mustang	mustang
mustard	mwstard
muster	cerddwr
musty	mwsti
mutable	mutable
mutant	mutant
mutate	treiddio
mutation	treiglad
mute	yn ddiflas
muted	llygredig
mutilate	cuddio
mutilated	wedi eu mabwysiadu
mutilation	tyllau
mutiny	treigl
mutt	dafl
mutter	NO TRANSLATION
mutton	maid
mutual	ar y cyd
mutually	gyda'i gilydd
muzzle	gob
myfavorite	fy ffefryn
myopia	myopia
myopic	myopig
myriad	myriad
mysterious	yn ddirgel
mystery	dirgelwch
mystic	mystic
mystical	mystical
mysticism	chwistrelliaeth
mystified	wedi fy myfarchu
mystique	bystig
myth	myth
mythic	mythig
mythical	chwedlonol
mythological	mytholegol
mythology	mytholeg
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	ewinedd
nail gun	gwn ewinedd
naive	naïf
naked	yn noeth
nakedness	noeth
namaste	NO TRANSLATION
name	enw
named	a enwyd
nameless	heb enw
namesake	enwog
naming	enwi
nana	nana
nanny	nanni
nanometer	nanomedr
nap	nap
napalm	napalm
nape	nape
napkin	napcyn
napping	napping
nappy	cewyn
narcissism	narcissism
narcissist	narcissist
narcissistic	narcissist
narcotic	narcotig
narrate	adroddwch
narration	narration
narrative	naratif
narrator	narrator
narrow	cul
narrowing	culhau
nasal	nasal
nascent	dyfodiad
nasty	cas
natal	geni
nation	genedl
national	cenedlaethol
nationality	cenedligrwydd
nationwide	ledled y wlad
native	brodorol
nativity	geni
natural	naturiol
natural gas	nwy naturiol
naturalist	naturiolydd
naturalization	naturioliad
naturalized	naturiol
naturally	yn naturiol
nature	natur
naught	naught
naughty	yn ddrwg
nausea	cyfog
nauseate	nauseate
nauseating	nauseating
nauseous	aflonyddus
nautical	morwrol
nautilus	nautilus
naval	llongau
nave	corff
navel	navel
navigable	llywio
navigate	llywio
navigation	llywio
navigational	mordwyo
navigator	navigator
navy	llynges
nay	NO TRANSLATION
nearsighted	heb ei weld
neat	taclus
neatly	yn daclus
nebula	nebwl
nebulae	nebulae
nebulous	nefolus
necessarily	o reidrwydd
necessary	angenrheidiol
necessitate	angen
necessities	angen
necessity	angen
neck	gwddf
necklace	mwclis
necktie	necktie
necromancer	necromancwr
necrosis	necrosis
nectar	neithdar
need	angen
needalife	NO TRANSLATION
needed	angen
needful	angen
needit	NO TRANSLATION
needle	nodwydd
needlepoint	nodwydd
needles	nodwyddau
needless	yn ddiangen
needtoknow	angen gwybod
needtorelax	NO TRANSLATION
needy	anghenus
nefarious	niweidiol
negation	negation
negative	negyddol
negativity	negyddol
neglect	esgeuluso
neglected	wedi'i esgeuluso
neglecting	esgeuluso
negligee	negligee
negligence	esgeulustod
negligent	yn esgeulus
negligently	NO TRANSLATION
negligible	yn ddibwys
negotiable	negodi
negotiate	trafodwch
negotiation	trafodaethau
negotiator	trafodydd
negro	negro
neigh	cymdogion
neighbor	cymydog
neighborhood	cymdogaeth
neighboring	cyfagos
nemesis	nemesis
neon	neon
neonatal	newyddenedigol
neophyte	neophyte
neoprene	neoprene
nephew	nai
nepotism	nepotiaeth
nerd	nerd
nerdy	nerdy
nerve	nerf
nerves	nerfau
nervous	nerfus
nervousness	nerfusrwydd
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	nythu
nestle	nythu
nestling	nythu
net	net
nether	yn well
netting	rhwydo
nettle	gwartheg
network	rhwydwaith
networking	rhwydweithio
neural	neural
neuralgia	neuralgia
neurological	niwrolegol
neurologist	niwrolegydd
neurology	niwroleg
neurosis	neurosis
neurosurgeon	niwrolawfeddyg
neurosurgery	niwrolawdriniaeth
neurotic	neurotig
neuter	neuter
neutral	niwtral
neutrality	niwtraliaeth
neutralize	niwtraleiddio
neutron	niwtron
new	newydd
new age	oed newydd
newbeginnings	NO TRANSLATION
newborn	newydd-anedig
newcomer	newydd-ddyfod
newday	newday
newfound	newydd i ffwrdd
newjob	NO TRANSLATION
newlife	Bywyd newydd
newly	newydd
newlywed	newydd
newme	newme
newness	newyddion
news	newyddion
newscast	newyddlen
newscaster	cylchgrawn newyddion
newsflash	ffenest newydd
newsletter	cylchlythyr
newsman	newyddiadur
newspaper	papur newydd
newspaperman	papur newyddion
newsreel	newyddion newydd
newsroom	ystafell newyddion
newsstand	storiau newyddion
newstart	newstart
newt	newt
newyear	NO TRANSLATION
nexus	cysylltu
nib	nib
nibble	nibble
nice	neis
niche	niche
nichts	NO TRANSLATION
nick	nick
nickel	nicel
nickname	llysenw
nicotine	nicotin
niece	nith
nifty	nifty
nigger	nigger
nigh	agos
night	noson
nightcap	cewyll nos
nightclub	Clwb nos
nightfall	nosweithiau
nightgown	noson nos
nightie	noson
nightingale	nosweithiau
nightlife	bywyd nos
nightly	bob nos
nightmare	hunllef
nightmares	nosweithiau
nightstand	noson nos
nightstick	cwis nos
nighttime	yn ystod y nos
nihilism	nihilism
nil	dim
nimble	nimble
nimrod	nimrod
nincompoop	nincompoop
nine	naw
nineteen	pedwar ar bymtheg
ninety	naw deg
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	nawfed
nip	nip
nipper	nipper
nipple	bachgen
nippy	nippy
nitrate	nitrad
nitro	nitro
nitrogen	nitrogen
nitrous	nitrus
nitwit	nitwit
nix	nix
no anticipation	dim disgwyliad
no disgust	dim disgust
no emotion	dim emosiwn
no sentiment	dim teimlad
no surprise	dim syndod
no trust	dim ymddiriedolaeth
nobility	nobeldeb
noble	nobel
nobleman	dyn brenhinol
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nos
nod	nod
nodding	nodio
node	nod
nodular	nodell
nodule	nodule
noggin	noggin
nohope	NO TRANSLATION
noir	noir
noise	swn
noisy	swnllyd
nomad	nomad
nomadic	nomadig
nomenclature	enwau
nominal	nominal
nominate	enwebu
nomination	enwebiad
nominee	enwebai
nonce	nonce
nonchalant	nonchalant
noncompliance	anghyflawniad
nondescript	nondescript
nonexistent	heb fod yn bresennol
nonfat	nonfat
nonfiction	nonfiction
nonpayment	nonpayment
nonresident	nonresident
nonsense	nonsens
nonsensical	nonsensical
nonviolent	anfriodol
noob	noob
noodle	nwdls
nook	nook
noon	hanner dydd
noose	noose
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	norm
normal	normal
normalcy	normalcy
normality	normaledd
north	i'r gogledd
northbound	tua'r gogledd
northeast	gogledd-ddwyrain
northern	gogleddol
northwest	Gogledd Orllewin
northwestern	orllewinol
noschool	NO TRANSLATION
nose	trwyn
nosebleed	nwybleed
nosey	nosy
nosnow	nosnow
nostalgia	hwyl
nostalgic	fwynus
nostress	NO TRANSLATION
nostril	crib
nosun	NO TRANSLATION
nosy	nosy
not negative	nid negyddol
not positive	ddim yn gadarnhaol
notable	nodedig
notables	nodedigion
notably	yn arbennig
notamorningperson	NO TRANSLATION
notary	notari
notation	nodiant
notch	nodyn
notched	beichiogi
note	Nodyn
notebook	llyfr nodiadau
noted	nodir
noteworthy	nodedig
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	dim byd
notice	rhybudd
noticeable	yn amlwg
notification	hysbysiad
notify	hysbysu
notion	syniad
notional	tybiannol
notoriety	enwogrwydd
notorious	yn enwog
notready	ddim yn barod
notwithstanding	er gwaethaf
nought	naught
noun	Enw
nourish	yn bwydo
nourishment	maeth
nouveau	NO TRANSLATION
novel	nofel
novelist	nofelydd
novelty	nofel
novice	newyddiadur
nowadays	heddiw
nowork	Dim gwaith
noworries	noworries
noxious	yn bryderus
nozzle	chwistrell
nuance	nuance
nuances	naws
nuclear	niwclear
nucleus	cnewyllyn
nude	nude
nudge	nudge
nudie	nudie
nudist	nudydd
nudity	nudedd
nugget	nugget
nuisance	niwsans
nuke	nuke
nul	NO TRANSLATION
null	null
nullify	nulloli
numb	numb
number	rhif
numbering	rhifo
numbers	niferoedd
numbness	numbness
numbskull	numbskull
numeral	rhifol
numerator	rhifiadurwr
numerical	rhifiadol
numerically	yn rhifol
numerous	niferus
nun	NO TRANSLATION
nunchucks	criwiau
nunnery	crefftau
nuptials	nuptials
nurse	nyrs
nursemaid	nyrsys
nursery	meithrinfa
nursing	nyrsio
nurture	meithrin
nut	cnau
nutcase	cnau cnau
nutcracker	cnau nwy
nuthouse	nuthouse
nutmeg	nytmeg
nutrition	maeth
nutritional	maeth
nutritious	maethlon
nutritive	maethlon
nuts	cnau
nutshell	yn fyr
nutty	cnau bach
nylon	neilon
nylong	NO TRANSLATION
nylons	nylons
nymph	nymff
nymphomaniac	nymffomaniaidd
oaf	oaf
oak	derw
oar	oar
oasis	oasis
oat	ceirch
oath	llw
oatmeal	blawd ceirch
obedience	ufudd-dod
obedient	ufudd
obediently	yn ufudd
obelisk	obelisg
obese	yn ordew
obesity	gordewdra
obey	ufuddhau
obi	obi
obit	obit
obituary	ysgrifau
object	gwrthrych
objection	gwrthwynebiad
objectionable	annymunol
objective	amcan
objectivity	gwrthrychedd
obligation	rhwymedigaeth
obligatory	rhwymol
oblige	rhwymedigaeth
obliged	rhwymedig
obliging	rhwymedigaeth
obligor	rhwymedigaeth
oblique	oblique
obliterate	dileu
obliterated	wedi'i dileu
obliteration	dileu
oblivion	anghofio
oblivious	yn anghofio
oblong	oblong
obnoxious	yn frawychus
oboe	oboe
obscene	aneglur
obscenity	anlladrwydd
obscure	yn aneglur
obscured	cuddio
obscurity	aneglur
observance	arsylwi
observant	arsylwr
observation	arsylwi
observatory	arsyllfa
observe	arsylwi
observer	sylwedydd
observing	arsylwi
obsess	obsesiwn
obsessed	obsesiwn
obsessing	obsesiynol
obsession	obsesiwn
obsessive	obsesiynol
obsolescence	gorfuwch
obsolete	yn ddarfodedig
obstacle	rhwystr
obstetrician	obstetregydd
obstetrics	obstetreg
obstinate	rhwystredig
obstruct	rhwystro
obstruction	rhwystr
obstructive	rhwystr
obtain	cael
obtainable	i'w gael
obtuse	aeddfed
obverse	chwith
obvious	amlwg
ocarina	ocarina
occasion	achlysur
occasional	achlysurol
occasionally	weithiau
occipital	occipital
occlusion	occlusion
occult	ocwlt
occupancy	meddiannaeth
occupant	meddiannydd
occupation	galwedigaeth
occupational	galwedigaethol
occupied	meddiannu
occupier	meddiannydd
occupy	meddiannu
occupying	meddiannu
occur	yn digwydd
occurrence	digwydd
ocd	ocd
ocean	cefnfor
oceanic	cefnforol
octagon	octagon
octave	wythfed
octopus	octopws
ocular	ocwlar
odd	rhyfedd
oddball	oddball
oddity	oddity
odds	odds
ode	ode
odious	odious
odometer	odomedr
odor	arogl
odyssey	odyssey
oedipal	oedipal
oestrogen	estrogen
oeuvre	NO TRANSLATION
offal	offal
offence	trosedd
offend	troseddu
offended	troseddu
offender	troseddwr
offense	trosedd
offensive	yn dramgwyddus
offer	cynnig
offered	Cynigir
offering	cynnig
offhand	offhand
office	swyddfa
officer	swyddog
offices	swyddfeydd
official	swyddogol
officiate	hyfforddi
offing	troseddu
offload	dadlwytho
offset	gwrthbwyso
offshoot	offshoot
offshore	ar y môr
offside	offside
offspring	geni
oft	hen
oftentimes	yn aml
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	o na
ohshit	NO TRANSLATION
oil	olew
oils	olewau
oily	olewog
oink	oink
ointment	ointment
okra	okra
old	hen
olden	henen
older	Henach
oldie	oldie
oldies	heniaid
olfactory	olfactory
oligarchy	oligarchy
olive	olive
omega	omega
omelet	omelet
omen	omen
omgomgomg	NO TRANSLATION
ominous	ominous
omission	hepgoriad
omit	hepgorer
omitted	hepgorwyd
omnibus	omnibus
omnipotence	omnipotence
omnipotent	omnipotent
omnipresent	omnipresennol
omniscient	omniscient
onboard	ar fwrdd
oncologist	oncolegydd
oncology	oncoleg
oncoming	ar ddod
one	un
oneday	NO TRANSLATION
onedge	môr
onelove	un cariad
oneness	undeb
onerous	boenus
oneself	eich hun
ongoing	yn barhaus
onion	winwnsyn
onset	cychwyn
onslaught	argyhoeddiad
onstage	ar lwyfan
ontology	ontoleg
onus	onus
onward	ymlaen
onyx	onyx
oodles	oodles
oomph	oomph
ooze	ooze
oozing	oozing
op	op
opacity	cymhlethdod
opal	opal
opaque	yn annigonol
ope	ope
open	yn agored
opener	agorwr
opening	agor
openly	yn agored
openness	agoredrwydd
opera	opera
operate	gweithredu
operatic	operatic
operation	gweithredu
operational	gweithredol
operations	gweithrediadau
operative	weithredol
operator	gweithredwr
ophthalmic	offthalmig
ophthalmologist	offthalmolegydd
opiate	opiad
opinion	barn
opinionated	barnedig
opium	opiwm
opponent	gwrthwynebydd
opportune	cyfleus
opportunism	oportuniaeth
opportunity	cyfle
oppose	yn gwrthwynebu
opposed	yn gwrthwynebu
opposing	yn gwrthwynebu
opposite	gyferbyn
opposites	gwrthwynebiadau
opposition	gwrthwynebiad
oppress	gorthrym
oppressed	gorthrymedig
oppression	gormes
oppressive	gormesol
oppressor	gorthrymwr
ops	ops
opt	dewis
optic	opteg
optical	optegol
optics	opteg
optimism	optimistiaeth
optimist	optimistaidd
optimistic	optimistaidd
optimum	gorau posibl
option	opsiwn
optional	dewisol
optionally	yn ddewisol
options	opsiynau
optometrist	optometrydd
opulence	opulence
opulent	yn rhyfedd
opus	opus
oracle	oracl
oral	llafar
orange	oren
orange juice	sudd oren
orangutan	orangutan
oration	llawdriniaeth
orator	orator
oratory	orator
orb	orb
orbit	orbit
orbital	orbital
orbiting	orbiting
orbs	orbs
orc	orc
orchard	berllan
orchestra	cerddorfa
orchid	tegeirian
ordained	ordeiniwyd
ordeal	ordeal
order	archeb
orderly	yn drefnus
ordinance	ordinedd
ordinary	cyffredin
ordination	ordeinio
ordnance	ordnans
ore	mwyn
oregano	oregano
organ	organ
organic	organig
organism	organeb
organist	organydd
organization	sefydliad
organize	trefnu
organized	trefnus
organizer	trefnydd
orgasm	orgasm
orgies	organau
orgy	orgy
orient	orient
oriental	oriental
orientation	cyfeiriadedd
orifice	orifice
origami	origami
origin	tarddiad
original	gwreiddiol
originality	gwreiddioldeb
originate	tarddu
origination	cychwyn
originator	dechreuwr
ornament	addurn
ornamental	addurniadol
ornamentation	addurniad
ornamented	wedi'i addurno
ornate	addurnedig
ornery	ornery
orphan	amddifad
orphanage	amddifad
orphaned	amddifad
orthodontist	orthodontydd
orthodox	Uniongred
orthodoxy	orthodoxy
orthogonal	orthogonal
orthopedic	orthopedig
oscillate	oscillate
oscillating	oscillating
oscillation	oscillation
oscillatory	oscillatory
ostensible	ostensible
ostensibly	yn amlwg
ostentatious	trawiadol
ostracized	wedi'i ostracized
ostrich	ostrich
other	arall
otter	dyfrgi
otto	otto
ottoman	otoman
ought	ddylai
ounce	unsyn
oust	oust
outage	allan
outback	allan
outbid	hepgor
outboard	allan
outbreak	achos
outburst	allan
outcast	allan allan
outcome	canlyniad
outcry	crynhoi
outdated	yn hen
outdo	allan
outdoor	awyr agored
outdoors	yn yr awyr agored
outer	allanol
outfit	gwisg
