Word	sw
nutshell	kifupi
nutty	nutty
nylon	nylon
nylong	NO TRANSLATION
nylons	nylons
nymph	nymph
nymphomaniac	nymphomaniac
oaf	oaf
oak	mwaloni
oar	oar
oasis	oasis
oat	oat
oath	kiapo
oatmeal	oatmeal
obedience	Utiifu
obedient	watii
obediently	kwa utii
obelisk	obeliski
obese	zaidi
obesity	fetma
obey	titii
obi	obi
obit	obit
obituary	obituary
object	kitu
objection	kupinga
objectionable	haikubaliki
objective	lengo
objectivity	taratibu
obligation	wajibu
obligatory	lazima
oblige	kulazimisha
obliged	inavyotakiwa
obliging	inavyotakiwa
obligor	wajibu
oblique	oblique
obliterate	kuharibu
obliterated	imetolewa
obliteration	uharibifu
oblivion	shida
oblivious	haijulikani
oblong	mviringo
obnoxious	kuogopa
oboe	oboe
obscene	kinyume
obscenity	uchafu
obscure	wazi
obscured	imefungwa
obscurity	uharibifu
observance	maadhimisho
observant	mwangalifu
observation	uchunguzi
observatory	uchunguzi
observe	tazama
observer	mwangalizi
observing	kuangalia
obsess	obsess
obsessed	wamejitokeza
obsessing	kutazama
obsession	ugomvi
obsessive	obsessive
obsolescence	obsolescence
obsolete	kizito
obstacle	kikwazo
obstetrician	Daktari wa uzazi
obstetrics	vikwazo
obstinate	mkaidi
obstruct	Kuzuia
obstruction	kizuizi
obstructive	kizuizi
obtain	kupata
obtainable	inapatikana
obtuse	tamaa
obverse	kinyume
obvious	dhahiri
ocarina	ocarina
occasion	tukio
occasional	Mara kwa mara
occasionally	mara kwa mara
occipital	occipital
occlusion	kutengwa
occult	uchawi
occupancy	ustawi
occupant	wanaoishi
occupation	kazi
occupational	kazi
occupied	imechukua
occupier	urithi
occupy	kuchukua
occupying	kufanya kazi
occur	kutokea
occurrence	tukio
ocd	ocd
ocean	Bahari
oceanic	bahari
octagon	octagon
octave	octave
octopus	pweza
ocular	ocular
odd	isiyo ya kawaida
oddball	isiyo ya kawaida
oddity	isiyo ya kawaida
odds	tabia mbaya
ode	ode
odious	odhi
odometer	odometer
odor	harufu
odyssey	odyssey
oedipal	oedipal
oestrogen	estrogen
oeuvre	NO TRANSLATION
offal	offal
offence	kosa
offend	hukosa
offended	hasira
offender	mkosaji
offense	kosa
offensive	hasira
offer	kutoa
offered	inayotolewa
offering	sadaka
offhand	offhand
office	ofisi
officer	afisa
offices	ofisi
official	rasmi
officiate	utafanya kazi
offing	kutoa
offload	ondoa
offset	kukomesha
offshoot	offshoot
offshore	offshore
offside	kinyume
offspring	watoto
oft	mara nyingi
oftentimes	mara nyingi
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ohno
ohshit	NO TRANSLATION
oil	mafuta
oils	mafuta
oily	mafuta
oink	oink
ointment	mafuta
okra	okra
old	zamani
olden	tamaa
older	wakubwa
oldie	oldie
oldies	oldies
olfactory	vibaya
oligarchy	oligarchy
olive	mzeituni
omega	omega
omelet	omelet
omen	omen
omgomgomg	NO TRANSLATION
ominous	uovu
omission	kuacha
omit	Futa
omitted	imetolewa
omnibus	omnibus
omnipotence	nguvu zote
omnipotent	wenye nguvu
omnipresent	haipatikani
omniscient	wanajua
onboard	onboard
oncologist	oncologist
oncology	oncology
oncoming	inakuja
one	moja
oneday	NO TRANSLATION
onedge	onedge
onelove	onelove
oneness	umoja
onerous	mbaya
oneself	mwenyewe
ongoing	inayoendelea
onion	vitunguu
onset	kuanza
onslaught	mshtuko
onstage	onstage
ontology	ontolojia
onus	onus
onward	kuendelea
onyx	onyx
oodles	oodles
oomph	oomph
ooze	oza
oozing	hupanda
op	op
opacity	opacity
opal	opal
opaque	opaque
ope	ope
open	kufungua
opener	kopo
opening	kufungua
openly	waziwazi
openness	uwazi
opera	opera
operate	kazi
operatic	kazi
operation	operesheni
operational	kazi
operations	shughuli
operative	kazi
operator	operator
ophthalmic	ophthalmic
ophthalmologist	ophthalmologist
opiate	opiate
opinion	maoni
opinionated	maoni
opium	opiamu
opponent	mpinzani
opportune	nzuri
opportunism	uwezekano
opportunity	nafasi
oppose	kupinga
opposed	kinyume
opposing	kupinga
opposite	kinyume
opposites	kinyume
opposition	upinzani
oppress	kudhalilisha
oppressed	walilazimishwa
oppression	ukandamizaji
oppressive	kupandamiza
oppressor	mnyanyasaji
ops	ops
opt	opt
optic	optic
optical	macho
optics	optics
optimism	matumaini
optimist	optimist
optimistic	matumaini
optimum	optimum
option	chaguo
optional	hiari
optionally	hiari
options	chaguo
optometrist	optometrist
opulence	upuuzi
opulent	opulent
opus	opus
oracle	kinywa
oral	mdomo
orange	machungwa
orange juice	maji ya machungwa
orangutan	orangutan
oration	mchoro
orator	mwandishi
oratory	maelekezo
orb	orb
orbit	orbit
orbital	orbital
orbiting	utaratibu
orbs	orbs
orc	orc
orchard	bustani
orchestra	orchestra
orchid	orchid
ordained	amewekwa
ordeal	matatizo
order	amri
orderly	utaratibu
ordinance	kanuni
ordinary	kawaida
ordination	upatanisho
ordnance	utaratibu
ore	ore
oregano	oregano
organ	chombo
organic	kikaboni
organism	viumbe
organist	kiumbe
organization	shirika
organize	kupanga
organized	iliyoandaliwa
organizer	mratibu
orgasm	orgasm
orgies	orgies
orgy	orgy
orient	mwelekeo
oriental	mashariki
orientation	mwelekeo
orifice	orifice
origami	origami
origin	asili
original	awali
originality	asili
originate	inatoka
origination	asili
originator	mwanzilishi
ornament	mapambo
ornamental	mapambo
ornamentation	mapambo
ornamented	iliyopambwa
ornate	mzuri
ornery	urafiki
orphan	yatima
orphanage	yatima
orphaned	yatima
orthodontist	orthodontist
orthodox	Orthodox
orthodoxy	orthodoxy
orthogonal	orthogonal
orthopedic	mifupa
oscillate	oscillate
oscillating	kusitisha
oscillation	oscillation
oscillatory	oscillatory
ostensible	ostensible
ostensibly	dhahiri
ostentatious	ostentatious
ostracized	kufutwa
ostrich	mbuni
other	nyingine
otter	otter
otto	otto
ottoman	ottoman
ought	lazima
ounce	Ounce
oust	oust
outage	kupigwa
outback	nje ya nje
outbid	ondoa
outboard	outboard
outbreak	kuzuka
outburst	kupasuka
outcast	wazi
outcome	matokeo
outcry	kilio
outdated	imekwisha muda
outdo	nje
outdoor	nje
outdoors	nje
outer	nje
outfit	mavazi
outgoing	anayemaliza muda wake
outgrow	nje
outgrowth	nje
outhouse	nje ya nyumba
outing	kusafiri
outlandish	nje ya nchi
outlast	outlast
outlaw	kinyume cha sheria
outlet	kipuri
outline	muhtasari
outlines	inasema
outlive	kupoteza
outlook	mtazamo
outlying	nje
outnumber	zaidi
outpatient	outpatient
outpost	outpost
outpouring	kuchomwa
output	pato
outrage	hasira
outraged	hasira
outrageous	hasira
outrank	nje
outreach	ufikiaji
outright	wazi kabisa
outrun	nje
outset	mwanzo
outsider	nje
outskirts	nje kidogo
outsmart	outsmart
outspoken	kusema
outstanding	bora
outstretched	imetumwa
outward	nje
outwards	nje
outweigh	zaidi
outwit	tamaa
oval	mviringo
ovary	ovari
ovate	ovate
ovation	ovation
oven	tanuri
overactive	inashindwa
overall	kwa ujumla
overalls	maofisa
overbearing	kuhimili
overburden	kulipwa
overcast	overcast
overcharged	overcharged
overcoat	overcoat
overcome	kushinda
overcoming	kushinda
overcrowded	wingi
overdo	overdo
overdose	overdose
overdrive	overdrive
overdue	zimeongezeka
overestimate	inakabiliwa
overestimated	overestimated
overflow	overflow
overflowing	imeongezeka
overgrown	zaidi
overgrowth	overgrowth
overhanging	overhanging
overhaul	upya
overhead	overhead
overhear	overhear
overheated	yamepinduliwa
overjoyed	walifurahi sana
overkill	overkill
overlaid	zimefungwa
overlap	huingiliana
overlapping	kuingiliana
overlay	overlay
overload	overload
overlook	overlook
overlord	overlord
overlying	overlying
overpaid	kulipwa zaidi
overpass	overpass
overplayed	zimependekezwa
overpower	nguvu zaidi
overpowering	nguvu zaidi
overpriced	imeongezeka
overprotective	overprotective
overrated	imesimama
overreact	upungufu
override	override
overriding	inakuja
overrule	overrule
overrun	overrun
oversee	kusimamia
overseer	mwangalizi
overshadow	overdow
oversight	usimamizi
oversized	oversized
overslept	overslept
overstate	overstate
overstock	overstock
overt	overt
overtake	pata
overtaken	imechukuliwa
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	kutafakari
overthrow	kupindua
overtime	muda wa ziada
overtired	kustaafu
overture	overture
overturn	kupindua
overview	maelezo ya jumla
overweight	overweight
overwhelm	overwhelm
overwhelmed	kuharibiwa
overwhelming	mno
overworked	imefanya kazi zaidi
overwrought	inakabiliwa
overzealous	overzealous
owe	deni
owing	kulipa
owl	jicho
owner	mmiliki
ownership	umiliki
ox	ng'ombe
oxidation	oxidation
oxide	oksidi
oxygen	oksijeni
oxymoron	oxymoron
oyster	oyster
ozone	ozoni
pace	kasi
pacemaker	pacemaker
pacific	pacific
pacified	imefungwa
pacifier	pacifier
pacifist	pacifist
pacify	pumzika
pacing	kusonga
pack	pakiti
package	mfuko
packaging	ufungaji
packer	pakiti
packet	pakiti
pact	mkataba
pad	pedi
padded	ilipigwa
padding	padding
paddle	paddle
paddle boat	paddle mashua
paddock	panda
paddy	punda
padlock	kizuizi
padre	NO TRANSLATION
paean	paean
pagan	kipagani
paganism	kipagani
page	ukurasa
pageant	mchezaji
pager	pager
pagination	pagination
paging	kupiga kura
pagoda	pagoda
pail	pazia
pain	maumivu
pained	aliumiza
painful	chungu
painfully	kwa maumivu
painkiller	painkiller
painless	hauna maumivu
pains	maumivu
painstaking	maumivu
paint	rangi
paintball	rangi ya rangi
paintbrush	rangi ya rangi
painted	ilipakwa rangi
painter	mchoraji
painting	uchoraji
pair	jozi
paisley	paisley
pajama	pajama
pajamas	pajamas
pal	pal
palace	jumba
palatable	nzuri
palate	palate
pale	rangi
paleontology	paleontology
palette	palette
pall	pall
palladium	palladium
pallet	kipande
palliative	kupendeza
palm	mitende
palmer	mitende
palomino	palomino
palpable	halali
palpitations	palpitations
palsy	Upoovu
paltry	pindo
pamper	pamper
pamphlet	kijitabu
pan	sufuria
panacea	panaaaa
panache	panache
pancake	pamba
pancakes	pancakes
pancreas	kongosho
panda	panda
pandemic	janga
pandemonium	pandemonium
pane	pane
panel	jopo
pang	NO TRANSLATION
panhandle	panhandle
panic	hofu
panicattack	NO TRANSLATION
panicked	waliogopa
panicking	kutisha
panicky	hofu
panier	NO TRANSLATION
panorama	panorama
panoramic	panoramic
pansy	pansy
pant	pant
pantheon	pantheon
panther	panther
panties	vitambaa
pantomime	pantomime
pantry	pantry
pants	suruali
panty	panty
pantyhose	pantyhose
pap	pap
papa	papa
papacy	upapa
papal	NO TRANSLATION
papaya	papaya
paper	karatasi
paperback	karatasi
paperboy	karatasi ya karatasi
paperweight	karatasi
paperwork	makaratasi
paprika	paprika
papyrus	papyrus
par	NO TRANSLATION
parable	mfano
parabola	kielelezo
parabolic	kimapenzi
parachute	parachute
parade	kupigana
paradigm	dhana
paradise	paradiso
paradox	kitendawili
paradoxical	kisaikolojia
paraffin	kijani
paragon	paragon
paragraph	aya
parakeet	parakeet
paralegal	msaidizi
parallax	parallax
parallel	sambamba
parallelism	kufanana
paralysis	kupooza
paralyze	kupooza
paralyzed	walipooza
paramedic	paramedic
paramedics	wasaidizi
paramilitary	wanajeshi
paramount	muhimu
paranoia	paranoia
paranoid	paranoid
paranormal	paranormal
parapet	parapet
paraphernalia	vifurushi
paraphrase	paraphrase
paraplegic	paraplegic
parasite	vimelea
parasitic	vimelea
parasol	parasol
parcel	kipande
parcels	vifurushi
parched	kilichokaa
parchment	ngozi
pardon	msamaha
pare	NO TRANSLATION
parenchyma	parenchyma
parent	mzazi
parentage	uzazi
parental	wazazi
parenthesis	NO TRANSLATION
parenthetical	kizazi
parenthood	uzazi
parenting	uzazi
pariah	pariah
parietal	parietal
paring	kuongea
parish	parokia
parity	usawa
park	Hifadhi
parka	parka
parking	maegesho
parkinsons	bustani
parlance	parlance
parlay	parlay
parliament	bunge
parliamentary	bunge
parlor	parlor
parmesan	parmesan
parody	ubunifu
parole	msamaha
parquet	parquet
parrot	parrot
parry	parry
parse	soma
parsimonious	kibaya
parsimony	parisoni
parsley	parsley
parson	parson
part	sehemu
partake	kula
partial	sehemu
partiality	upendeleo
partially	sehemu
participant	mshiriki
participate	kushiriki
participation	ushiriki
particle	chembe
particular	hasa
particularity	sifa
particulars	maelezo
parting	kugawanyika
partisan	msaidizi
partisanship	ushirikiano
partition	ugawaji
partly	sehemu
partner	mpenzi
partnership	ushirikiano
partridge	kijiko
parts	sehemu
party	chama
pas	NO TRANSLATION
pass	kupitisha
passable	hupitishwa
passage	kifungu
passageway	njia
passe	NO TRANSLATION
passenger	abiria
passim	NO TRANSLATION
passing	kupita
passion	shauku
passionate	shauku
passive	passive
passivity	passivity
passkey	passkey
passport	pasipoti
password	nenosiri
past	zilizopita
pasta	pasta
paste	Weka
pastel	pastel
pastime	wakati wa mchana
pastor	mchungaji
pastrami	pastrami
pastry	mchuzi
pasture	malisho
pasty	pasty
pat	pat
patch	kiraka
patchwork	patchwork
pate	pate
patella	patella
patent	patent
patented	halali
paternal	baba
paternity	uzazi
path	njia
pathetic	pathetic
pathological	pathological
pathologist	daktari wa magonjwa
pathology	patholojia
pathos	NO TRANSLATION
pathway	njia
patience	uvumilivu
patient	subira
patio	patio
patriarch	dada
patriarchal	patriarchal
patrimony	dhamana
patriot	patriot
patriotic	patriotic
patriotism	uzalendo
patrol	doria
patrolman	doria
patron	msimamizi
patronage	utawala
patronising	kutunza
patronize	tetea
patronizing	kutunza
patter	patter
pattern	mfano
paucity	uovu
pauper	maskini
pause	pumzika
pave	piga
pavement	lami
pavilion	kiwanja
paving	kupiga rangi
paw	paw
pawn	pawn
pawnshop	pawnshop
pax	pax
pay	kulipa
payable	kulipwa
payback	kulipa
paycheck	kulipa
payday	siku ya kulipa
payer	kulipa
payload	malipo
payment	malipo
payoff	faida
payout	kulipa
payphone	payphone
payroll	mishahara
pea	pea
peace	amani
peaceable	amani
peaceful	amani
peacefully	kwa amani
peacekeeper	mlinzi wa amani
peaceofmind	NO TRANSLATION
peacetime	wakati wa amani
peach	peach
peachy	peachy
peacock	peacock
peak	kilele
peaked	ilipigwa
peanut	karanga
peanuts	karanga
pear	pea
pearl	lulu
pearly	pearly
peas	mbaazi
peasant	wakulima
peat	peat
pebble	jiwe
pecan	pecan
peck	peck
pecker	pecker
peculiar	pekee
peculiarities	maalum
peculiarity	upekee
peculiarly	pekee
pecuniary	pecuniary
pedal	pedal
pedantic	pedantic
peddle	peddle
peddler	peddler
pedestal	kitambaa
pedestrian	msafiri
pediatric	watoto
pediatrician	Daktari wa watoto
pediatrics	pediatrics
pedicure	pedicure
pedigree	asili
pedometer	pedometer
pedophile	pedophile
pee	shairi
peek	peek
peekaboo	peekaboo
peel	piga
peep	peep
peeper	peeper
peephole	peephole
peer	rika
peering	kutazama
peerless	bila kujali
peeved	kupigwa
peg	Kigingi
pegs	mizigo
peice	NO TRANSLATION
pelagic	pelagic
pelican	pelican
pellet	pellet
pelvic	pelvic
pelvis	pelvis
pen	kalamu
penal	adhabu
penalty	adhabu
penance	kupoteza
penchant	kupendeza
pencil	penseli
pendant	pendant
pendency	pendency
pendent	NO TRANSLATION
pending	inasubiri
pendulum	pendulum
penetrate	penya
penetrating	inapoingia
penetration	kupenya
penguin	Penguin
penicillin	penicillin
penile	penile
peninsula	peninsula
penis	uume
penitent	uongo
penitentiary	uhamisho
penmanship	urembo
pennant	pennant
penniless	haipatikani
penny	senti
pension	pensheni
pensioner	mstaafu
pensive	kupendeza
pentagon	pentagon
pentagram	pentagram
penthouse	nyumba ya nyumba
penultimate	kuzingatia
people	watu
peopled	watu
pep	piga
pepper	pilipili
peppermint	peppermint
pepperoni	pepperoni
peppy	peppy
peptic	peptic
peptide	peptide
perceive	tazama
percent	asilimia
percentage	asilimia
percentile	percentile
perceptible	inayoonekana
perception	mtazamo
perceptive	ufahamu
perch	perch
perchance	uwezekano
percolation	percolation
percussion	percussion
perdition	uharibifu
peremptory	peremptory
perennial	kudumu
perfect	kamilifu
perfection	ukamilifu
perfectionist	mkamilifu
perfecto	NO TRANSLATION
perforated	perforated
perforation	kupoteza
perforce	kutekeleza
perform	fanya
performance	utendaji
performer	mwimbaji
perfume	ubani
perfumed	kununuliwa
peri	mara
peridot	peridot
peril	hatari
perilous	hatari
perimeter	mzunguko
period	kipindi
periodic	mara kwa mara
periodical	mara kwa mara
periodically	mara kwa mara
periodicity	mara kwa mara
peripheral	pembeni
periphery	pembeni
periscope	periscope
perish	kupotea
perishable	inayoharibika
perished	waliangamia
perishing	kuharibika
perjury	uwongo
perk	perk
perky	perky
perm	vibali
permanence	kudumu
permanent	ya kudumu
permeable	inawezekana
permeate	upungufu
permeation	upungufu
permissible	inaruhusiwa
permission	ruhusa
permissive	kuruhusiwa
permit	kibali
permitted	kuruhusiwa
permitting	kuruhusu
permutation	vibali
pernicious	mbaya
peroxide	peroxide
perpendicular	perpendicular
perpetrate	kufanya kazi
perpetrator	mhalifu
perpetual	daima
perpetually	daima
perpetuate	kuendeleza
perpetuation	uendelezaji
perpetuity	kudumu
perplexed	walishangaa
perplexing	kuchanganyikiwa
perplexity	kuchanganyikiwa
persecute	kutesa
persecution	mateso
perseverance	uvumilivu
persevere	Vumilia
persist	kuendelea
persistence	kuendelea
persistent	kuendelea
persisting	inaendelea
person	mtu
persona	NO TRANSLATION
personable	anayefaa
personage	mtu
personal	binafsi
personality	utu
personification	kibinadamu
personnel	wafanyakazi
persons	watu
perspective	mtazamo
perspiration	jasho
persuade	kushawishi
persuasion	ushawishi
persuasive	ushawishi
pert	kupoteza
pertinent	yanafaa
perturbation	upotovu
pertussis	pertussis
perusal	kupoteza
peruse	tumia
pervading	kuongezeka
perverse	kupotoa
perversion	kupotosha
pervert	kupotoa
perverted	kupotoshwa
pesky	pesky
pessimism	tamaa
pessimist	pessimist
pessimistic	tamaa
pest	wadudu
pester	pester
pestilence	tauni
pestle	pestle
pesto	pesto
pet	pet
petal	petal
petite	ndogo
petition	maombi
petitioner	mwombaji
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	kufutwa
petrify	fanya
petrol	petroli
petroleum	mafuta ya petroli
petticoat	kuponda
petting	kupiga
petty	ndogo
petulant	kupendeza
petunia	petunia
pew	pew
pewter	pewter
peyote	NO TRANSLATION
phalanx	phalanx
phantom	phantom
pharaoh	fharao
pharmaceutical	dawa
pharmacist	mfamasia
pharmacology	pharmacology
pharmacy	Duka la dawa
phase	awamu
pheasant	pheasant
phenomenal	jambo la ajabu
phenomenon	uzushi
pheromone	pheromone
phew	phew
phi	phi
philanthropic	upendeleo
philanthropist	mpenzi
philanthropy	Ushauri
philistine	kiphilishi
philosopher	mwanafalsafa
philosophic	falsafa
philosophical	filosofi
philosophy	falsafa
phlegm	phlegm
pho	pho
phobia	phobia
phoenix	phoenix
phone	simu
phonetic	simu
phonetics	simutiki
phonics	phonics
phonograph	phonografia
phonology	phonology
phony	phony
phooey	phooey
phosphate	phosphate
phosphor	fosforasi
phosphorus	fosforasi
photo	picha
photogenic	photogenic
photograph	picha
photographer	mpiga picha
photographic	picha
photography	kupiga picha
photometry	photometri
photon	photon
phrase	maneno
phraseology	phraseology
phylogeny	phylogeny
physical	kimwili
physical therapist	mtaalamu wa kimwili
physician	daktari
physicist	fizikia
physics	fizikia
physiological	kisaikolojia
physiology	physiolojia
physique	physique
pi	pi
pianist	pianist
piano	piano
piazza	piazza
piccolo	NO TRANSLATION
pick	pick
picked	ilichukua
picker	picker
picket	picket
picketing	kupiga
pickle	pickle
pickled	kitambaa
pickpocket	pickpocket
pickup	Inua
picky	picky
picnic	picnic
pictorial	picha
picture	picha
pictures	picha
picturesque	nzuri
pie	pie
piece	kipande
piecemeal	piecemeal
pieceofshit	kipande
pied	pied
pier	upanga
pierce	piga
piety	uungu
pig	nguruwe
pigeon	njiwa
piggy	nguruwe
piggyback	piggyback
pigheaded	nguruwe
piglet	nguruwe
pigment	rangi
pigskin	nguruwe
pigsty	nguruwe
pike	pike
pile	piga
piles	piles
pileup	pileup
pilgrim	msafiri
pilgrimage	Hija
pill	kidonge
pillage	kuibiwa
pillar	nguzo
pillbox	pillbox
pillow	mto
pillowcase	pillowcase
pilot	majaribio
pimp	pimp
pimple	pimple
pin	pini
pinball	pinball
pinch	Bana
pinching	kuunganisha
pine	pine
pineapple	mananasi
ping	ping
pinhead	pinhead
pinhole	pinhole
pinion	pinion
pink	pink
pinkie	pinkie
pinnacle	kikwazo
pinot	pinot
