Word	sl
mangosteen	mangosteen
mangy	Mangy
manhole	jahanje
manhood	moškost
manhunt	Manhunt
mania	manija
maniac	manijak
maniacal	maniakal
manic	manično
manicure	manikura
manicurist	manikir
manifest	manifest
manifestation	manifestacija
manifested	se kaže
manifestly	očitno
manifesto	manifest
manifold	kolektor
manipulate	manipulirati
manipulation	manipulacija
manipulative	manipulativno
mankind	človeštvo
manly	moški
manna	manna
manned	osebje
mannequin	manekenka
manner	način
mannered	navdušeni
manners	načini
manor	dvorec
manpower	delovna sila
mansion	dvorec
mansions	dvorci
manslaughter	uboj
mantel	mantel
mantis	mantis
mantle	plašč
mantra	mantra
manual	priročnik
manufacture	proizvodnjo
manufacturer	proizvajalca
manufacturing	proizvodnja
manure	gnoj
manuscript	rokopis
map	zemljevid
maple	javor
mar	mar
marathon	maraton
marble	marmorja
marbled	marmoriran
marbles	frnikole
march	marš
mare	NO TRANSLATION
margarine	margarin
margarita	margarita
margin	marža
marginal	obrobno
mariachi	mariachi
marijuana	marihuana
marinara	marinara
marine	morje
mariner	mariner
marital	zakonska zveza
maritime	pomorski
mark	označite
marked	označeno
marker	označevalec
market	trg
marketable	tržno
marketing	trženje
marketplace	trg
marks	oznake
marksman	strelca
marksmanship	rokomet
marl	marl
marmalade	marmelada
maroon	bordo
marooned	marooned
marquee	marquee
marquis	marquis
marred	Married
marriage	zakon
married	poročen
marrow	srce
marry	poroči se
marsh	močvirje
marshal	maršal
marshmallow	marshmallow
mart	mart
martial	borilno
martingale	martingale
martini	martini
martyr	mučenik
martyrdom	mučeništvo
marvel	čudite
marvellous	čudovito
marvelous	čudovito
marvelously	čudovito
marzipan	NO TRANSLATION
mascara	maskara
mascot	maskota
masculine	moški
masculinity	moškost
mash	kaša
mashed	pire
mask	maska
masked	prikriti
masks	maske
masochism	mazohizem
masochist	mazohist
mason	mason
masquerade	maskara
mass	masa
massacre	pokol
massage	sporočilo
masses	mase
masseur	maser
masseuse	maserka
massive	ogromno
mast	jambor
master	mojster
masterful	mojstrsko
mastermind	Načrtovalec
masterpiece	mojstrovina
mastery	mojstrstvo
masturbate	masturbirati
masturbation	masturbacija
mat	mat
matador	matador
match	tekmo
matchbook	tekmovalec
matching	ujemanje
matchmaker	tekmovalec
mate	mate
material	material
materialism	materializem
materialist	materialist
materialistic	materialistično
materiality	materialnost
materialize	materializirati
materially	materialno
materials	materialov
materiel	material
maternal	materni
maternity	materinstvo
math	matematika
mathematical	matematično
mathematician	matematik
mathematics	matematika
matinee	Matinee
mating	parjenje
matriculation	matriko
matrimony	zakon
matrix	matrika
matron	matron
matted	ročno
matter	zadevo
matting	roza
mattress	žimnico
maturation	zorenje
mature	zrel
maturity	Zrelost
maudlin	maudlin
mausoleum	mavzolej
mauve	blato
maverick	Maverick
maxim	maxim
maximize	povečati
maximum	največja
may	lahko
mayday	mayday
mayflower	mayflower
mayhem	Zločin
mayonnaise	majoneza
mayor	župan
maze	labirint
mead	medveda
meadow	travnik
meager	skromno
meal	obrok
mean	pomeni
meander	meander
meandering	meandering
meanie	Meanie
meaning	pomen
meaningful	smiselno
meaningless	Brez pomena
meanness	pomanjkanje
means	sredstva
meantime	Medtem
measles	ošpice
measurable	merljivi
measure	ukrep
measured	merjeno
measurement	merjenje
measuring	meriti
measuring cup	posoda za merjenje
measuring tape	merilni trak
meat	meso
meatball	meso
meathead	meso
meatloaf	mesno meso
mechanic	mehanik
mechanical	mehansko
mechanics	mehanike
mechanism	mehanizem
med	NO TRANSLATION
medal	medalja
medallion	medaljon
medallist	medaljo
meddle	Meddle
meddling	mešanje
media	mediji
medial	srednji
median	mediana
mediate	posredovati
mediation	mediacija
mediator	mediator
medic	medic
medical	medicinski
medicate	zdraviti
medication	zdravila
medicinal	zdravilni
medicine	zdravila
medieval	srednjeveški
mediocre	povprečen
mediocrity	povprečnost
meditate	Meditirajte
meditating	meditiranje
meditation	meditacija
meditative	meditativno
mediterranean	mediteransko
medium	srednje
medley	medley
meek	krotko
meet	srečati
meeting	srečanje
mega	mega
meh	meh
melancholic	melanholični
melancholy	melanholija
melee	g
mellow	mellow
melodious	melodično
melodrama	melodrama
melodramatic	melodramatično
melody	melodijo
melon	melona
melt	talini
meltdown	stopiti
melting	taljenje
member	član
membership	članstvo
membrane	membrana
memento	memento
memo	obvestilo
memoir	memoir
memorabilia	spominke
memorable	nepozabno
memorandum	memorandum
memorial	spomenik
memorials	spomeniki
memories	spomini
memoriesiwontforget	NO TRANSLATION
memorize	Zapomni si
memory	spomin
menace	nevarnost
menacing	grozljiv
menagerie	menagerie
mend	popravi
mending	popravljanje
menial	menial
meningitis	meningitis
meniscus	meniskus
menopause	menopavza
menses	menstruacije
menstrual	menstrualni
mental	duševno
mentalhealth	NO TRANSLATION
mentality	mentaliteta
menthol	mentol
mention	omeniti
mentor	mentor
menu	meni
meow	mijav
mercantile	merkantilni
mercenary	plačancev
merchandise	trgovsko blago
merchant	trgovec
merciful	milostiv
merciless	nemilost
mercurial	mercurial
mercury	živo srebro
mercy	milost
mere	Samo
merengue	merengue
merge	združiti
merger	združitev
meridian	poldnevnik
meridional	meridian
meringue	Meringue
merit	zasluga
meritorious	zaslužna
mermaid	sirena
merriment	Veselost
merry	vesel
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	meskalin
mesh	mreža
meshes	očesa
mesmerized	mesmeriziran
mess	nered
message	sporočilo
messedup	NO TRANSLATION
messenger	messenger
messiah	Mesija
messy	grdo
metabolic	metabolični
metabolism	metabolizem
metal	kovinski
metallic	kovinski
metallurgy	metalurgija
metamorphosis	metamorfoza
metaphor	metafora
metaphorical	metaforično
metaphysical	metafizično
metaphysics	metafizika
metastasis	metastaze
meteor	meteor
meteoric	meteorično
meteorite	meteorit
meteorological	meteorološki
meteorology	meteorologija
meter	meter
meth	meth
methadone	metadon
methane	metana
methanol	metanol
method	metoda
methodical	metodično
methodology	metodologija
meticulous	natančno
metime	metime
metric	meritev
metrical	metrično
metrology	meroslovje
metropolis	metropola
metropolitan	metropolitan
mettle	mettle
mew	mew
mezzanine	mezzanin
mica	sljuda
mick	Mick
micro	mikro
microbe	mikroba
microbiology	mikrobiologija
microchip	mikročip
microcosm	mikrokosmos
microfilm	mikrofilm
microgram	mikrogram
micrometer	mikrometer
micron	mikron
microphone	mikrofon
microscope	mikroskop
microscopic	mikroskopsko
microscopically	mikroskopsko
microscopy	mikroskopija
microwave	mikrovalovna pečica
mid	sredi
midair	midair
midday	sreda
middle	sredi
middleman	posrednik
middleweight	srednja teža
midget	mali
midland	Midland
midlife	srednje življenje
midline	sredinska linija
midnight	polnoči
midshipman	midi
midst	sredi
midsummer	poletje
midterm	sredi
midtown	Midtown
midway	na sredini
midwife	babica
midwifery	babica
mien	NO TRANSLATION
miffed	miffed
mighty	mogočna
mignon	mignon
migraine	migrena
migrate	migrirajo
migration	migracije
migratory	migrator
mike	mike
mil	NO TRANSLATION
mild	blagi
mildew	plesni
mildness	blagost
mile	milje
mileage	kilometrine
milestone	mejnik
militant	militantno
militants	militantov
military	vojska
militia	milicija
milk	mleko
milkman	mlečnik
milkshake	milkshake
milky	mlečno mleko
mill	mlin
millennium	tisočletje
milligram	miligram
millimeter	milimeter
million	milijonov
millionaire	milijonar
millionth	milionitega
millstone	mlinski kamen
mime	mime
mimic	posnema
mimicking	posnemanje
mimicry	mimikrija
mince	sesalec
mincemeat	mincemeat
mind	um
minded	mislim
mindful	pozoren
mindfulness	pozornost
mindless	brezumno
mine	moj
minefield	minsko polje
miner	rudar
mineral	mineral
mineralogy	mineralogija
mingle	mešati
mingled	mešan
mini	mini
miniature	miniaturno
minibus	minibus
minim	NO TRANSLATION
minimal	minimalno
minimize	zmanjšati
minimized	zmanjšana
minimum	najmanj
mining	rudarstvo
minion	minion
minister	minister
ministerial	ministerial
ministry	ministrstvo
minivan	minivan
mink	mink
minnow	minnow
minor	manjša
minority	manjšina
minstrel	minstrel
mint	meta
minty	Minty
minuscule	minuscule
minute	minuto
minutiae	minioe
minx	minx
mir	NO TRANSLATION
miracle	čudež
miracles	čudeže
miraculous	čudežno
mirage	Mirige
mire	NO TRANSLATION
mirror	ogledalo
mirth	veselje
misappropriation	zlorabe
misbehave	neusmiljeno
misbehavior	nepravilno vedenje
miscalculation	napačno izračunavanje
miscarriage	spontani splav
miscellaneous	razno
miscellany	Različica
mischief	nagajivost
mischievous	hudobno
misconception	napačno razumevanje
misconduct	nepravilnost
misdemeanor	prekršek
misdirection	napačna usmeritev
miser	bedak
miserable	nesrečen
miserably	žalostno
misery	beda
misfire	neusmiljenje
misfit	neuspeli
misfortune	nesreča
misguided	NO TRANSLATION
mishap	nesreča
misinformed	napačno informiran
misinterpretation	napačna razlaga
mislead	zavajajo
misleading	zavajajoče
misled	zavedeni
mismanagement	slabo upravljanje
mismatch	neusklajenost
mismatched	neusklajeno
misnomer	napačno
misplace	napačno
misplaced	napačno
misread	napačno
misrepresent	napačna predstavitev
misrepresentation	napačna predstavitev
misrepresented	napačno predstavljen
miss	zgrešiti
missile	projektil
missiles	rakete
missing	pogrešam
missingyou	NO TRANSLATION
mission	poslanstvo
missionary	misijonar
misspell	misspell
misstatement	napačna navedba
missy	missy
mist	megla
mistake	napaka
mistaken	napačno
mister	gospod
mistletoe	Oma
mistreated	zlorabljen
mistress	ljubica
mistrial	mistrial
mistrust	nezaupanje
misty	megleno
misunderstand	napačno razumeti
misunderstanding	nesporazum
misunderstood	napačno razumljen
misuse	zloraba
mite	pršice
miter	miter
mitigate	ublažiti
mitigating	ublažitev
mitigation	ublažitev
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	mešamo
mixed	mešano
mixedemotions	mešani občutki
mixer	mešalnik
mixture	mešanica
mnemonic	Mnemonik
moan	moan
moat	Ruta
mob	mob
mobile	mobilni
mobility	mobilnost
mobilization	mobilizacija
mobilize	mobilizirati
mobster	mobster
mocha	moka
mock	lažni
mocked	Razmetal se je
mockery	posmehovanje
mocking	zmešan
mockingbird	mockingbird
mod	mod
modal	modal
modality	modaliteta
mode	način
model	model
modeler	modeler
modeling	modeliranje
modem	modem
moderate	zmerno
moderate anticipation	zmerno pričakovanje
moderate disgust	zmerno gnusobo
moderate negative	zmerno negativno
moderate positive	zmerno pozitivno
moderate surprise	zmerno presenečenje
moderate trust	zmerno zaupanje
moderately	zmerno
moderating	moderiranje
moderation	zmernost
moderator	moderator
modern	moderno
modernism	modernizem
modest	skromno
modesty	skromnost
modicum	modikum
modifiable	spremenljiv
modification	sprememba
modified	spremenjeno
modify	spremenite
modulate	modulirati
modulation	modulacija
module	modul
modulus	modul
mogul	mogul
moiety	del
moist	vlažno
moisture	vlaga
moisturizer	vlažilec
molar	molar
molasses	melase
mold	plesen
molded	oblikovan
molding	oblikovanje
moldy	plesen
mole	mol
molecular	molekularno
molecule	molekula
molest	molest
molestation	zloraba
molester	molester
molten	staljeni
mom	mama
moment	trenutek
momentary	trenutno
momentous	Pomembno
momentum	zagon
momma	Momma
mommy	mami
monad	monad
monarch	monarh
monarchy	monarhija
monastery	samostan
monastic	samostan
monetary	denarno
money	denar
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	monitor
monk	menih
monkey	opica
mono	NO TRANSLATION
monochrome	enobarvno
monogamous	monogamna
monogamy	monogamija
monogram	monogram
monogrammed	monogramirano
monograph	monografija
monolayer	enoslojni
monolith	monolit
monologue	monolog
monopolist	monopolist
monopoly	monopol
monotonous	monotono
monotony	monotonija
monoxide	monoksida
monsieur	Monsieur
monsoon	monsun
monster	pošast
monstrosity	pošast
monstrous	pošastno
montage	montažo
monte	monte
month	mesec
monthly	mesečno
monument	spomenik
monumental	monumentalno
moo	moo
mooch	Mooch
mood	razpoloženje
moods	razpoloženja
moody	Moody
moon	luna
moonbeam	moonbeam
moonlight	mesečno svetlobo
moonlit	moonlit
moonshine	luna
moonstruck	moonstruck
moonwalk	moonwalk
moor	moor
moored	Privezan
mooring	privez
moorings	privezi
moorland	moorland
moose	losa
moot	moot
mooted	Ustrezno
mop	krpa
mope	Mope
moped	moped
moral	moralno
morale	morala
morality	moralo
morals	morale
morass	Morass
moratorium	moratorij
moray	moray
morbid	morbiden
morbidity	obolevnost
morbidness	morbidnost
mores	več
morgue	mrtvašnica
moribund	moribund
morn	Morn
morning	jutro
moron	moron
moronic	moronic
morose	mrzlo
morph	morf
morphine	morfij
morphism	morfizem
morphology	morfologija
morrow	jutri
morsel	zalijevati
mortal	smrtno
mortality	smrtnost
mortar	malta
mortgage	hipoteka
mortgagee	hipotekar
mortgagor	mortgagor
mortician	mrtvač
mortification	grozenje
mortified	Umrli
mortuary	mrtvašnica
mosaic	mozaik
mosey	mosey
mosque	mošeja
mosquito	komar
moss	mah
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	moljček
mother	mama
motherfucker	Jebemti
motherfucking	Jebemti
motherhood	materinstvo
motherland	domovina
motherless	brez mater
motherly	materni
motif	motiv
motion	gibanje
motionless	nepremostljiva
motivate	motivirati
motivating	motiviranje
motivation	motivacija
motivational	motivacijski
motive	motiv
motley	motley
motor	motor
motorbike	motorna kolesa
motorboat	motorni čoln
motorcade	motorna kolesa
motorcar	motorni avto
motorcycle	motorno kolo
motorist	avtomobilist
motte	motte
mottled	lisasta
motto	geslo
mould	plesen
mound	Mound
mount	Mount
mountain	gore
mountaineer	planinec
mountainous	gorsko
mountains	gore
mountaintop	vrh gore
mourn	žaluj
mournful	žalostno
mourning	žalovanje
mouse	miš
mousetrap	Mousetrap
mousse	Mousse
moustache	brki
mousy	Mousy
mouth	usta
mouthful	usta
mouthpiece	ustnik
mouthwash	ustna voda
movable	premično
move	Premakni se
movement	premikanje
mover	mover
movie	film
movies	filmov
moving	premikanje
movingforward	NO TRANSLATION
movingon	iti naprej
mow	Mow
mower	kosilnica
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	Muck
mucked	mucked
mucous	sluz
mucus	sluz
mud	blato
muddle	Mucanje
muddled	muddled
muddy	blatno
muff	Muf
muffin	muffin
muffled	prigušen
muffler	glušnik
mug	vrč
mugger	mugger
mulberry	murva
mulch	mulč
mule	mula
mull	Mull
mullet	Mullet
multilateral	večstranski
multimedia	multimedija
multinational	večnacionalni
multiple	večkraten
multiple sclerosis	multipla skleroza
multiplex	multipleks
multiplication	množenje
multiplicity	množljivost
multiplied	pomnožili
multiplier	množitelj
multiply	pomnoži
multitude	množico
mum	mama
mumble	mumble
mumbo	mumbo
mummy	mumija
mumps	mumps
munch	Munch
munchies	munchies
munchkin	Munchkin
mundane	vsakdanjega
municipal	občinski
municipality	občina
mural	mural
murder	umor
murderer	morilec
murderess	umor
murderous	morilec
murky	Mračen
murmur	šumenje
muscle	mišice
muscular	mišični
muse	muz
muses	muse
museum	muzej
mush	NO TRANSLATION
mushroom	gob
mushy	kašasto
music	glasba
musical	glasbeni
musician	glasbenik
musing	mišljenje
musk	mošus
musket	musket
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	moraš
mustang	mustang
mustard	gorčica
muster	zbiranje
musty	bedak
mutable	spremenljiv
mutant	mutant
mutate	mutiraj
mutation	mutacija
mute	nem
muted	izklopljen
mutilate	pohabljen
mutilated	pohabljen
mutilation	pohabljanje
mutiny	upor
mutt	mutt
mutter	NO TRANSLATION
mutton	ovčetina
mutual	medsebojno
mutually	medsebojno
muzzle	gobec
myfavorite	moj najljubši
myopia	miopija
myopic	kratkovidnost
myriad	nešteto
mysterious	skrivnostno
mystery	skrivnost
mystic	mistik
mystical	mistično
mysticism	mistika
mystified	mistiziran
mystique	mistika
myth	mit
mythic	mitično
mythical	mitično
mythological	mitološki
mythology	mitologija
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	nohtov
nail gun	pištolo za nohte
naive	naiven
naked	gola
nakedness	golota
namaste	NO TRANSLATION
name	ime
named	imenovan
nameless	brez imena
namesake	imena
naming	poimenovanje
nana	nana
nanny	varuška
nanometer	nanometer
nap	dremež
napalm	napalm
nape	nape
napkin	prtiček
napping	dremanje
nappy	plenice
narcissism	narcizem
narcissist	narcisista
narcissistic	narcisoidi
narcotic	narkotik
narrate	narrat
narration	naracija
narrative	pripoved
narrator	pripovedovalec
narrow	ozek
narrowing	zožitev
nasal	nos
nascent	nastajajoč
nasty	grdo
natal	natal
nation	narod
national	nacionalno
nationality	državljanstvo
nationwide	na nacionalni ravni
native	domači
nativity	rojstvo
natural	naravno
natural gas	zemeljski plin
naturalist	naturalist
naturalization	naturalizacija
naturalized	naturaliziran
naturally	naravno
nature	narava
naught	nič
naughty	poredna
nausea	slabost
nauseate	pomirjati
nauseating	slabost
nauseous	slabost
nautical	navtični
nautilus	nautilus
naval	naval
nave	ladja
navel	popka
navigable	plovni
navigate	krmarite
navigation	navigacija
navigational	navigacijski
navigator	navigator
navy	mornarica
nay	NO TRANSLATION
nearsighted	bližnjice
neat	lepo
neatly	lepo
nebula	meglica
nebulae	meglice
nebulous	nebulozna
necessarily	nujno
necessary	potrebno
necessitate	zahtevati
necessities	potrebščine
necessity	nujnost
neck	vratu
necklace	ogrlica
necktie	kravato
necromancer	nekromancer
necrosis	nekroza
nectar	nektar
need	potreba
needalife	NO TRANSLATION
needed	potrebno
needful	potreben
needit	NO TRANSLATION
needle	igla
needlepoint	iglepoint
needles	igle
needless	nepotrebno
needtoknow	morati vedeti
needtorelax	NO TRANSLATION
needy	potrebujejo
nefarious	neumni
negation	negacija
negative	negativno
negativity	negativnost
neglect	zanemarjanje
neglected	zanemarjena
neglecting	zanemarjanje
negligee	negligee
negligence	malomarnost
negligent	malomaren
negligently	NO TRANSLATION
negligible	zanemarljiv
negotiable	pogajati
negotiate	pogajati se
negotiation	pogajanja
negotiator	pogajalca
negro	negro
neigh	sosed
neighbor	sosed
neighborhood	soseska
neighboring	sosednje
nemesis	nemesis
neon	neon
neonatal	novorojenček
neophyte	Neophyte
neoprene	neopren
nephew	nečak
nepotism	nepotizem
nerd	nerd
nerdy	nerdy
nerve	živec
nerves	živci
nervous	živčni
nervousness	živčnost
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
