Word	st
mercantile	mercantile
mercenary	mercenary
merchandise	thepa
merchant	mohoebi
merciful	ea mohau
merciless	e se nang mohau
mercurial	mercurial
mercury	mercury
mercy	mohau
mere	mere
merengue	merengue
merge	kopanya
merger	ho kopana
meridian	meridian
meridional	meridional
meringue	meringue
merit	ho tšoanela
meritorious	ka tsela e hlollang
mermaid	mohau
merriment	thabo
merry	thaba
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	mesh
meshes	meshes
mesmerized	ho fokotseha
mess	ho senya
message	molaetsa
messedup	NO TRANSLATION
messenger	moemeli
messiah	mesia
messy	e makatsang
metabolic	metabolic
metabolism	metabolism
metal	tšepe
metallic	tšepe
metallurgy	metallurgy
metamorphosis	metamorphosis
metaphor	setšoantšo sa setšoantšo
metaphorical	litšoantšo
metaphysical	metaphysical
metaphysics	metaphysics
metastasis	metastasis
meteor	meteor
meteoric	meteoric
meteorite	meteorite
meteorological	meteorological
meteorology	meteorology
meter	meter
meth	meth
methadone	methadone
methane	methane
methanol	methanol
method	mokhoa
methodical	methodical
methodology	mekhoa ea litsela
meticulous	hlokolosi
metime	nakoana
metric	metric
metrical	metrical
metrology	metrology
metropolis	metropolis
metropolitan	metropolitan
mettle	mettle
mew	mew
mezzanine	mezzanine
mica	mica
mick	tšoha
micro	micro
microbe	likokoana-hloko
microbiology	microbiology
microchip	microchip
microcosm	microcosm
microfilm	microfilm
microgram	microgram
micrometer	micrometer
micron	micron
microphone	microphone
microscope	microscope
microscopic	e nyenyane haholo
microscopically	microroscopically
microscopy	microscopy
microwave	microwave
mid	bohareng ba
midair	e kholo
midday	motšehare
middle	bohareng
middleman	motho ea bohareng
middleweight	bohareng ba boima
midget	midget
midland	bohareng ba naha
midlife	midlife
midline	midline
midnight	bosiu
midshipman	mohlokomeli
midst	har'a
midsummer	bohareng ba nako
midterm	bohareng ba bobeli
midtown	midthown
midway	bohareng ba midway
midwife	moroetsana
midwifery	li-midwifery
mien	NO TRANSLATION
miffed	ho lla
mighty	matla
mignon	mignon
migraine	migraine
migrate	fallela
migration	ho falla
migratory	ho falla
mike	mike
mil	NO TRANSLATION
mild	e bonolo
mildew	hlobo
mildness	bonolo
mile	mile
mileage	mileage
milestone	ketsahalo ea bohlokoahali
militant	e leng sesole
militants	bahlabani
military	sesole
militia	masole
milk	lebese
milkman	lebese
milkshake	milkshake
milky	milky
mill	sejoe
millennium	millennium
milligram	milligram
millimeter	millimeter
million	limilione
millionaire	millioneire
millionth	milione
millstone	lejoe la majoe
mime	mime
mimic	etsisa
mimicking	etsisa
mimicry	mimicry
mince	nyenyane
mincemeat	mincemeat
mind	kelello
minded	kelello
mindful	kelello
mindfulness	ho ba le kelello
mindless	ho hloka kelello
mine	ea ka
minefield	minefield
miner	motho ea sebetsang morao
mineral	diminerale
mineralogy	mineralogy
mingle	ho kopana
mingled	e tsoakane
mini	metsotsoana
miniature	e nyenyane
minibus	minibus
minim	NO TRANSLATION
minimal	e fokolang
minimize	fokotsa
minimized	e fokotsoe
minimum	bonyane
mining	merafo
minion	minion
minister	mosebeletsi
ministerial	tšebeletso
ministry	tšebeletso
minivan	minivan
mink	mink
minnow	hanyane
minor	e nyenyane
minority	tse nyenyane
minstrel	'mino oa liletsa
mint	menta
minty	minty
minuscule	e nyenyane
minute	motsotso
minutiae	metsotsoana
minx	minx
mir	NO TRANSLATION
miracle	mohlolo
miracles	mehlolo
miraculous	mohlolo
mirage	mirage
mire	NO TRANSLATION
mirror	seipone
mirth	thaba
misappropriation	ho se sebelisoe hampe
misbehave	ho fosahetse
misbehavior	boitšoaro bo hlephileng
miscalculation	ho senya
miscarriage	ho senyeheloa ke mpa
miscellaneous	tse fapaneng
miscellany	ho fosahetse
mischief	bosoasoi
mischievous	e mpe
misconception	maikutlo a fosahetseng
misconduct	boitšoaro bo bobe
misdemeanor	hampe
misdirection	ho sotha
miser	ho senya
miserable	e utloisang bohloko
miserably	ka masoabi
misery	mahlomola
misfire	ho senya
misfit	ho fosahetse
misfortune	tlokotsi
misguided	NO TRANSLATION
mishap	molaetsa
misinformed	e sa tsejoe hantle
misinterpretation	ho fetoleloa hampe
mislead	khelosa
misleading	ho khelosa
misled	ba khelohile
mismanagement	ho se sebetse hampe
mismatch	ho fosahetse
mismatched	e sa tsamaiseng hantle
misnomer	ho bua hampe
misplace	beha sebakeng se fosahetseng
misplaced	ho fosahetse
misread	e fosahetse
misrepresent	e bua hampe
misrepresentation	tlhaloso e fosahetseng
misrepresented	ho buuoa hampe
miss	ke hlolohetsoe
missile	missile
missiles	liqhomane
missing	ha ho joalo
missingyou	NO TRANSLATION
mission	mosebetsi
missionary	moromuoa
misspell	ha ho joalo
misstatement	ho fosahetse
missy	e fosahetse
mist	moholi
mistake	phoso
mistaken	phoso
mister	ntate
mistletoe	mistletoe
mistreated	ba tšoaroa hampe
mistress	mofumahali
mistrial	ho fosahetse
mistrust	ho se tšepane
misty	phoso
misunderstand	ho se utloisise
misunderstanding	ho se utloisisane
misunderstood	e sa utloisisoe hantle
misuse	ho sebelisa hampe
mite	mite
miter	miter
mitigate	fokotsa
mitigating	ho fokotsa
mitigation	ho fokotsa
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	kopanya
mixed	tsoakane
mixedemotions	mefuta e fapaneng
mixer	motsoako
mixture	motsoako
mnemonic	moemone
moan	moan
moat	moat
mob	mokhopi
mobile	mobile
mobility	ho tsamaea
mobilization	ho hlophisa
mobilize	bokella
mobster	mobster
mocha	mocha
mock	soma
mocked	e songoa
mockery	ho songoa
mocking	ho soma
mockingbird	mockingbird
mod	mod
modal	modal
modality	mekhoa e metle
mode	mebala
model	mohlala
modeler	modeler
modeling	mohlala
modem	modem
moderate	e itekanetse
moderate anticipation	tebello e itekanetseng
moderate disgust	ho nyenyefatsa ka mokhoa o itekanetseng
moderate negative	bobe bo lekaneng
moderate positive	e ntle
moderate surprise	ho makala ka mokhoa o itekanetseng
moderate trust	ho tšepahala ka tsela e itekanetseng
moderately	ka mokhoa o itekanetseng
moderating	ho itekanya
moderation	ho lekanyetsa
moderator	mookameli
modern	ea kajeno
modernism	ea kajeno
modest	boitlhompho
modesty	boitlhompho
modicum	modicum
modifiable	e fetoloang
modification	ho fetoloa
modified	e fetotsoe
modify	fetola
modulate	itekanetse
modulation	ho feto-fetoha ha lentsoe
module	module
modulus	modulus
mogul	mogul
moiety	meety
moist	e mongobo
moisture	mongobo
moisturizer	moisturizer
molar	molar
molasses	molasses
mold	hlobo
molded	e bōpiloe
molding	ho bōpa
moldy	sebōpeho
mole	mole
molecular	limolek'hule
molecule	molek'hule
molest	ho hlekefetsa
molestation	ho hlekefetsoa
molester	molester
molten	e qhibilihisoa
mom	'mè
moment	motsotsoana
momentary	nakoana
momentous	e bohlokoa haholo
momentum	tsoelo-pele
momma	momma
mommy	'mè
monad	monad
monarch	monarch
monarchy	monarchy
monastery	ntlo ea baitlami
monastic	monastic
monetary	chelete
money	chelete
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	hlahloba
monk	monk
monkey	monkey
mono	NO TRANSLATION
monochrome	monochrome
monogamous	e mong le e mong
monogamy	monogamy
monogram	monogram
monogrammed	monogrammed
monograph	monograph
monolayer	mokelikeli
monolith	monolith
monologue	monologue
monopolist	motho ea ikemetseng
monopoly	monopoly
monotonous	e le monotonous
monotony	monotony
monoxide	monoxide
monsieur	monsieur
monsoon	monsoon
monster	monster
monstrosity	monstrosity
monstrous	e tsotehang
montage	montage
monte	monte
month	khoeli
monthly	khoeli le khoeli
monument	seemahale
monumental	monumental
moo	moo
mooch	mooch
mood	maikutlo
moods	maikutlo
moody	moody
moon	khoeli
moonbeam	moonbeam
moonlight	khanya ea khoeli
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	moor
moored	moored
mooring	mooring
moorings	moorings
moorland	moorland
moose	moose
moot	moot
mooted	e fokolitsoe
mop	mop
mope	mope
moped	moped
moral	boitšoaro
morale	boitšoaro
morality	boitšoaro
morals	boitšoaro
morass	morass
moratorium	ho tsuba
moray	moray
morbid	ho senya
morbidity	ho kula
morbidness	ho kula
mores	mores
morgue	morgue
moribund	moribund
morn	hoseng
morning	hoseng
moron	sephoqo
moronic	moronic
morose	morose
morph	morph
morphine	morphine
morphism	morphism
morphology	morphology
morrow	hoseng
morsel	morsel
mortal	ea shoang
mortality	ho shoa
mortar	seretse
mortgage	ho reka
mortgagee	ho reka
mortgagor	mortgagor
mortician	morticiana
mortification	ho senyeha
mortified	mortified
mortuary	mortuary
mosaic	mosaic
mosey	mosey
mosque	mosque
mosquito	monoang
moss	moss
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	moth
mother	'mè
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	ho ba 'mè
motherland	motherland
motherless	e se nang 'mè
motherly	'mè
motif	motif
motion	tsamaiso
motionless	e sa sisinyehe
motivate	susumetsa
motivating	e susumetsang
motivation	tšusumetso
motivational	ho susumetsa
motive	sepheo
motley	motley
motor	motlakase
motorbike	lithuthuthu
motorboat	sekepe sa likoloi
motorcade	motlakase
motorcar	motorcar
motorcycle	sethuthuthu
motorist	motlakase
motte	motte
mottled	mottled
motto	motto
mould	hlobo
mound	seretse
mount	thaba
mountain	thaba
mountaineer	lithaba
mountainous	lithaba
mountains	lithaba
mountaintop	thabeng ea lithaba
mourn	lla
mournful	ho siama
mourning	ho siama
mouse	mouse
mousetrap	letlapa la li-mouse
mousse	mousse
moustache	litelu
mousy	mousy
mouth	molomo
mouthful	e bua ka molomo
mouthpiece	molomo
mouthwash	mouthwash
movable	e tsamaisoang
move	tsamaea
movement	ho tsamaea
mover	mover
movie	filimi
movies	lifilimi
moving	ho tsamaea
movingforward	NO TRANSLATION
movingon	movingon
mow	tsuba
mower	mower
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	kena
mucked	e kene
mucous	mucous
mucus	mucus
mud	seretse
muddle	ho senya
muddled	ho fetoloa
muddy	seretse
muff	muff
muffin	muffin
muffled	e feletsoe ke maikutlo
muffler	muffler
mug	makhasi
mugger	lieha
mulberry	amora
mulch	mulch
mule	mule
mull	mull
mullet	mullet
multilateral	tse ngata
multimedia	multimedia
multinational	lichaba tse ngata
multiple	tse ngata
multiple sclerosis	multiple sclerosis
multiplex	multiplex
multiplication	ho ata
multiplicity	bongata
multiplied	e ngata
multiplier	hlahisa
multiply	atisa
multitude	bongata
mum	'mè
mumble	e hlakile
mumbo	mumbo
mummy	mummy
mumps	mahlaseli
munch	ho etsa joalo
munchies	li-munchies
munchkin	munchkin
mundane	ho feta
municipal	kamasine
municipality	masipala
mural	mural
murder	ho bolaea
murderer	'molai
murderess	ho bolaea
murderous	ea bolaeang
murky	ho sa tsotellehe
murmur	ho korotla
muscle	mesifa
muscular	mesifa
muse	muse
muses	muses
museum	museum
mush	NO TRANSLATION
mushroom	mushroom
mushy	mushy
music	'mino
musical	'mino
musician	sebini
musing	ho etsa joalo
musk	musk
musket	musket
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	e tlameha
mustang	mustang
mustard	mosetareta
muster	hanyenyane
musty	musty
mutable	e khoneha
mutant	ho fetoha
mutate	fetola
mutation	phetoho
mute	khutsa
muted	e khutsitse
mutilate	ka hare
mutilated	e koetsoe
mutilation	ho koaloa
mutiny	e hlakileng
mutt	mutt
mutter	NO TRANSLATION
mutton	mutton
mutual	ka bobeli
mutually	ka bobeli
muzzle	phunyeletsa
myfavorite	thatohatsi ea ka
myopia	myopia
myopic	myopic
myriad	tse likete
mysterious	se makatsang
mystery	sephiri
mystic	ea tšōmong
mystical	e iqapetsoeng
mysticism	tse iqapetsoeng
mystified	ho fanoa ka mohlolo
mystique	mystique
myth	tšōmo
mythic	taba e iqapetsoeng
mythical	tšōmo
mythological	mythological
mythology	litšōmo
nab	nab
nacho	nacho nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	nail
nail gun	nail gun
naive	naive
naked	e hlobotse
nakedness	bofeela
namaste	NO TRANSLATION
name	lebitso
named	ea bitsoang
nameless	ho se na lebitso
namesake	nameake
naming	ho reha lebitso
nana	nana
nanny	nanny
nanometer	nanometer
nap	ho theoha
napalm	napalm
nape	nape
napkin	sekoahelo
napping	ho robala
nappy	ke se na thuso
narcissism	ho hanyetsa
narcissist	narcisissist
narcissistic	narcissistic
narcotic	lithethefatsi
narrate	hlahisa maikutlo
narration	tlaleho
narrative	tlaleho
narrator	narrator
narrow	moqotetsane
narrowing	ho fokotseha
nasal	lehlakoreng
nascent	nascent
nasty	e mpe
natal	ho tsoaloa
nation	sechaba
national	naha
nationality	naha
nationwide	naheng ka bophara
native	letsoalo
nativity	tsoalo ea hae
natural	tlhaho
natural gas	khase ea tlhaho
naturalist	setsebi sa tlhaho
naturalization	tlhahiso ea tlhaho
naturalized	ka tlhaho
naturally	ka tlhaho
nature	tlhaho
naught	lefeela
naughty	ea se nang thuso
nausea	ho nyekeloa ke pelo
nauseate	nauseate
nauseating	ho nyefolisa
nauseous	leqeba
nautical	nautical
nautilus	nautilus
naval	maoatle
nave	nave
navel	navel
navigable	ea tsamaeang le sekepe
navigate	tsamaea
navigation	ho tsamaea
navigational	tsela ea ho tsamaea
navigator	sekepe sa sekepe
navy	sekepe sa metsing
nay	NO TRANSLATION
nearsighted	haufisighted
neat	e ntle
neatly	ka nepo
nebula	nebula
nebulae	nebulae
nebulous	nebulous
necessarily	ha ho joalo
necessary	ho hlokahala
necessitate	hloka
necessities	lintho tse hlokahalang
necessity	ho hlokahala
neck	molala
necklace	sefaha sa sefaha
necktie	mokokotlo
necromancer	mokokotlo
necrosis	necrosis
nectar	mongobo
need	litlhoko
needalife	NO TRANSLATION
needed	e hlokahalang
needful	e hlokehang
needit	NO TRANSLATION
needle	nale ea nale
needlepoint	ntlha ea ho hloka thuso
needles	liseile
needless	ha ho hlokahale
needtoknow	ho hlokahalang
needtorelax	NO TRANSLATION
needy	ba hlokang
nefarious	ho se tsotelle
negation	ho hlola
negative	e mpe
negativity	ho se natse
neglect	ho hlokomoloha
neglected	ho hlokomolohuoa
neglecting	ho hlokomoloha
negligee	khalefo
negligence	ho se tsotelle
negligent	ho hlokomoloha
negligently	NO TRANSLATION
negligible	ho se tsotellehe
negotiable	ho buisana
negotiate	buisana
negotiation	puisano
negotiator	puisano
negro	ntho
neigh	moahelani
neighbor	moahelani
neighborhood	Tikoloho
neighboring	moahelani
nemesis	nemesis
neon	neon
neonatal	le lesea la pelehi
neophyte	neophyte
neoprene	neoprene
nephew	mochana oa hae
nepotism	ho ba le boipheliso
nerd	nerd
nerdy	nerdy
nerve	meriana
nerves	methapo
nervous	ho tšoha
nervousness	ho tšoha
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	sehlaha
nestle	nestle
nestling	sehlaha
net	net
nether	ka tlaase
netting	netting
nettle	nettle
network	marang-rang
networking	marang-rang
neural	neural
neuralgia	neuralgia
neurological	neurological
neurologist	ngaka ea methapo ea mafu
neurology	neurology
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	neurosurgery
neurotic	neurotic
neuter	neuter
neutral	ho se jele paate
neutrality	ho se jele paate
neutralize	fokolisa
neutron	neutron
new	e ncha
new age	lilemo tse ncha
newbeginnings	NO TRANSLATION
newborn	lesea le sa tsoa hlaha
newcomer	e ncha
newday	letsatsi le lecha
newfound	e ncha
newjob	NO TRANSLATION
newlife	newlife
newly	e ncha
newlywed	o nyala
newme	newme
newness	bocha
news	litaba
newscast	ho phatlalatsoa litaba
newscaster	litaba tsa litaba
newsflash	ho phatloha ha litaba
newsletter	tlhahiso ea litaba
newsman	moqolotsi oa litaba
newspaper	koranta
newspaperman	tse ling tsa litaba
newsreel	litaba tsa litaba
newsroom	ntlo ea litaba
newsstand	koranta ea litaba
newstart	sebaka se secha
newt	newt
newyear	NO TRANSLATION
nexus	nexus
nib	nib
nibble	nibble
nice	e ntle
niche	niche
nichts	NO TRANSLATION
nick	nick
nickel	nickel
nickname	lebitso la bosoalo
nicotine	nicotine
niece	moshanyana
nifty	nifty
nigger	nigger
nigh	haufi
night	bosiu
nightcap	bosiu bosiu
nightclub	khalase ea bosiu
nightfall	bosiu
nightgown	bosiu bosiu
nightie	habeli
nightingale	nightingale
nightlife	bophelo bosiu
nightly	bosiu
nightmare	bohloko bo bohloko
nightmares	litlokotsi
nightstand	bosiu bosiu
nightstick	nighttick
nighttime	bosiu
nihilism	nihilism
nil	nil
nimble	nimble
nimrod	nimrod
nincompoop	ninkoop
nine	tse robong
nineteen	leshome le metso e robong
ninety	mashome a robong
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	la borobong
nip	ho senya
nipper	motho ea fokolang
nipple	mono
nippy	keppy
nitrate	nitrate
nitro	nitro
nitrogen	naetrojene
nitrous	nitrous
nitwit	nitwit
nix	nix
no anticipation	ha ho na tebello
no disgust	ha ho ntho e nyonyehang
no emotion	ha ho na maikutlo
no sentiment	ha ho na maikutlo
no surprise	ha ho makatse
no trust	ha ho tšepo
nobility	bokhabane
noble	ea hlomphehang
nobleman	mohlomphehi
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	bosiu
nod	nod
nodding	ho hula
node	node
nodular	nodular
nodule	moriana
noggin	noggin
nohope	NO TRANSLATION
noir	mongoli
noise	lerata
noisy	lerata
nomad	nomad
nomadic	ho hloma-hlomola
nomenclature	nomenclature
nominal	lebitso
nominate	khetha
nomination	ho khethoa
nominee	ea khethiloeng
nonce	e seng ntle
nonchalant	nonchalant
noncompliance	ho se mamele
nondescript	nondescript
nonexistent	ha e teng
nonfat	nonfat
nonfiction	ho se tsotelle
nonpayment	ho se lefelloe
nonresident	e seng moahi
nonsense	lefeela
nonsensical	e sa reng letho
nonviolent	e se nang thuso
noob	noob
noodle	noodle
nook	nook
noon	motšehare
noose	li-noose
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	tloaelehileng
normal	e tloaelehileng
normalcy	tloaelehileng
normality	tloaelo
north	leboea
northbound	northbound
northeast	karolong e ka leboea-bochabela
northern	leboea
northwest	ka leboea-bophirimela
northwestern	leboea-bophirimela
noschool	NO TRANSLATION
nose	nko
nosebleed	nosebleed
nosey	nosy
nosnow	nosnow
nostalgia	ho se tsotelle
nostalgic	ha ho joalo
nostress	NO TRANSLATION
nostril	nko
nosun	NO TRANSLATION
nosy	nosy
not negative	eseng mpe
not positive	ha e ntle
notable	e ikhethang
notables	tse tsebahalang
notably	ka ho khetheha
notamorningperson	NO TRANSLATION
notary	notary
notation	tlhaloso
notch	tokelo
notched	e sa hlokomeloe
note	Hlokomela
notebook	buka ea libuka
noted	e boletse
noteworthy	e hlokomelehang
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	ho se letho
notice	hlokomela
noticeable	e bonahalang
notification	tsebiso
notify	tsebisa
notion	maikutlo
notional	ha ho joalo
notoriety	ho tsebahala
notorious	e tummeng haholo
notready	notready
notwithstanding	ho sa tsotellehe seo
nought	lefeela
noun	lebitso
nourish	ho fepa
nourishment	lijo
nouveau	NO TRANSLATION
novel	koranta
novelist	sengoli sa libuka
novelty	e ncha
novice	moahi
nowadays	matsatsing ana
nowork	mosebetsing
noworries	ha ho bothata
noxious	ho sa tsotellehe
nozzle	sebubu
nuance	shaance
nuances	mebala
nuclear	nyutlelie
nucleus	nucleus
nude	nude
nudge	nudge
nudie	nudie
nudist	nudist
nudity	bohloa
nugget	u nate
nuisance	kotsi
nuke	nuke
nul	NO TRANSLATION
null	Ntle
nullify	u se ke ua etsa joalo
numb	ho hloka letho
number	nomoro
numbering	ho bala
numbers	linomoro
numbness	ho felloa ke matla
numbskull	ho fokotseha
numeral	nomoro
numerator	nomoro
numerical	linomoro
numerically	palo
numerous	tse ngata
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	nunnery
nuptials	bonyane
nurse	mooki
nursemaid	mooki
nursery	ho hlokomela bana
nursing	booki
nurture	hōlisa
nut	nate
nutcase	nutcase
nutcracker	nutcracker
nuthouse	ho kheloha
nutmeg	nutmeg
nutrition	phepo e nepahetseng
nutritional	phepo e nepahetseng
nutritious	e nang le phepo e nepahetseng
nutritive	phepo e nepahetseng
nuts	linate
nutshell	nutshell
nutty	linate
nylon	nylon
nylong	NO TRANSLATION
nylons	nylone
nymph	nymph
nymphomaniac	nymphomaniac
oaf	oaf
oak	oak
oar	khaola
oasis	oasis
oat	oat
oath	kano
oatmeal	oatmeal
obedience	ho mamela
obedient	mamelang
obediently	ka boikokobetso
obelisk	sebelisk
obese	ho feta
obesity	botenya
obey	mamela
obi	obi
obit	khafu
obituary	obituary
object	ntho
objection	khanyetso
objectionable	e sa lokelang
objective	sepheo
