Word	haw
perceive	ʻike
percent	ka hapa
percentage	ka pakeneka
percentile	ka nui loa
perceptible	ʻike
perception	ʻike
perceptive	ʻike
perch	perch
perchance	paha
percolation	ka popo
percussion	popo
perdition	hala
peremptory	ka peremptory
perennial	hiʻona
perfect	maikaʻi
perfection	maikaʻi
perfectionist	maikaʻi
perfecto	NO TRANSLATION
perforated	pona
perforation	ka popo
perforce	hana
perform	hana
performance	hana
performer	ka mea hoʻokani
perfume	ka meaʻala
perfumed	nā meaʻono
peri	peri
peridot	ka peridot
peril	ka pōʻino
perilous	paila
perimeter	ka palena
period	manawa
periodic	ka lōʻihi
periodical	ka lōʻihi
periodically	i kēlā me kēia manawa
periodicity	ka lōʻihi
peripheral	ke alaʻaoʻao
periphery	pili
periscope	Pōkino
perish	e make
perishable	e palaho
perished	ua make
perishing	e make ana
perjury	ka wahahee
perk	perk
perky	popo
perm	ka perm
permanence	noho paʻa
permanent	mau loa
permeable	popo
permeate	pauma
permeation	ke kū hoʻokahi
permissible	ʻaeʻia
permission	kaʻae
permissive	e pili ana
permit	ʻae
permitted	ʻaeʻia
permitting	eʻae ana
permutation	ia
pernicious	hala
peroxide	ka hua'ōlelo
perpendicular	e pili pono ana
perpetrate	hoʻomau
perpetrator	ka mea hana
perpetual	mau loa
perpetually	mau loa
perpetuate	hoʻomau
perpetuation	ka hoʻomau
perpetuity	mau loa
perplexed	kānalua
perplexing	ke kanalua
perplexity	pilikia
persecute	e hoʻomaʻau
persecution	hoʻomaʻamaʻa
perseverance	hoʻomanawanui
persevere	ke hoʻomau
persist	hoʻomau
persistence	hoʻomau
persistent	hoʻomau
persisting	hoʻomau
person	ke kanaka
persona	NO TRANSLATION
personable	he mea maʻalahi
personage	kanaka
personal	ke kanaka pilikino
personality	kūlana
personification	hoʻoponopono
personnel	nā limahana
persons	nā kānaka
perspective	ʻike
perspiration	ka wehe
persuade	e hoohuli
persuasion	hoʻoikaika
persuasive	e aʻo ana
pert	ia
pertinent	kūpono
perturbation	pilikia
pertussis	ka pakuhi
perusal	popo
peruse	ke kuhi
pervading	pervading
perverse	kekee
perversion	ke kuhihewa
pervert	hoʻopunipuni
perverted	ua hoʻohuliʻia
pesky	nui
pessimism	pessimism
pessimist	pessimist
pessimistic	pessimistic
pest	pest
pester	nui
pestilence	maʻi
pestle	pestle
pesto	pesto
pet	pipi
petal	petal
petite	ka liʻiliʻi
petition	palapala hoopii
petitioner	ka mea hoopii
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	e hoʻoweliweliʻia
petrify	e pīhoihoi
petrol	paila
petroleum	ka paila
petticoat	ʻokoʻa
petting	ka pipi
petty	nui
petulant	pupule
petunia	petunia
pew	pew
pewter	ka pewter
peyote	NO TRANSLATION
phalanx	phalanx
phantom	nui
pharaoh	hāhā
pharmaceutical	nā lāʻauʻona
pharmacist	ka mea hoʻomaʻamaʻa
pharmacology	ke kākoʻo
pharmacy	hale kūʻai
phase	manawa
pheasant	pheasants
phenomenal	nui
phenomenon	keʻano
pheromone	pheromone
phew	phew
phi	phi
philanthropic	koa nui
philanthropist	kanaka punahele
philanthropy	aloha
philistine	philistine
philosopher	kahuʻike
philosophic	ʻikeʻike
philosophical	ʻikeʻike
philosophy	ʻike
phlegm	phlegm
pho	pho
phobia	phobia
phoenix	Phoenix
phone	kelepona
phonetic	phonetic
phonetics	Phonetics
phonics	nā phonics
phonograph	phonograph
phonology	Phonology
phony	phony
phooey	phooey
phosphate	phosphate
phosphor	phosphor
phosphorus	phosphorus
photo	kiʻi
photogenic	kiʻi kiʻi
photograph	kiʻi
photographer	kiʻi kiʻi
photographic	kiʻi kiʻi
photography	kiʻi kiʻi
photometry	photometry
photon	photon
phrase	'ōlelo
phraseology	'ōlelo hoʻomau
phylogeny	phylogeny
physical	kino
physical therapist	nā mea ola kino
physician	kauka
physicist	physik
physics	ke kauka
physiological	ke kaulike
physiology	ke kino
physique	ke kino
pi	pi
pianist	pianist
piano	piano
piazza	piazza
piccolo	NO TRANSLATION
pick	e koho
picked	koho
picker	mea huki
picket	ke kiʻi
picketing	ke kākeke
pickle	ka piko
pickled	kiʻiʻia
pickpocket	ke koho
pickup	ʻohi aʻe
picky	ʻoki
picnic	ka pikinika
pictorial	pictorial
picture	kiʻi
pictures	nā kiʻi
picturesque	nā kiʻi
pie	pie
piece	wahi
piecemeal	wahi'āpana
pieceofshit	wahi
pied	ka wāwae
pier	ʻo ka pōhaku
pierce	kauʻia
piety	aloha
pig	puaʻa
pigeon	kukupa
piggy	puaʻa
piggyback	pua puaʻa
pigheaded	puahele
piglet	puaʻa
pigment	puaʻa
pigskin	pigskin
pigsty	pua puaʻa
pike	pike
pile	pile
piles	piula
pileup	pileup
pilgrim	pilgrim
pilgrimage	pilikino
pill	pila
pillage	pau
pillar	pou
pillbox	pillbox
pillow	piluna
pillowcase	piliko
pilot	pilote
pimp	pimp
pimple	pimple
pin	pin
pinball	pinball
pinch	pin
pinching	pinepine
pine	pine
pineapple	pineapple
ping	ping
pinhead	pinhead
pinhole	pinhole
pinion	pinion
pink	ākala
pinkie	pinkie
pinnacle	pinepine
pinot	pinot
pinpoint	pinpoint
pint	pint
pinto	pinto
pinup	pinup
pioneer	Paionia
pious	kaulike
pip	pip
pipe	pipe
piped	ka piped
pipeline	ka paepae
piper	ka piper
pipette	pipette
piping	ke kani
pipsqueak	pipsqueak
pique	pique
piracy	'ōpiopio
piranha	piranha
pirate	'ōpiopio
piscina	NO TRANSLATION
piss	piss
pissed	pissed
pissedoff	inaina
pisser	NO TRANSLATION
pissesmeoff	pissesmeoff
pissingmeoff	pissingmeoff
pissoff	hoʻohuhū
pistachio	pistachio
pistol	pistol
piston	piston
pit	lua
pita	pita
pitch	kūpono
pitcher	ka pitcher
pitchfork	pila
pitfall	ka lua
pith	pith
pithy	pithy
pitiful	aloha
pitted	kūmau
pitter	pute
pituitary	pituitary
pity	aloha
pivot	pivot
pivotal	pivotal
pix	pix
pixie	pixie
pizza	pizza
pizzazz	pizzazz
pizzeria	pizzeria
placard	kapena
place	kahi
placebo	placebo
placement	kahi hoʻokomo
placenta	placenta
placid	placid
placket	pāpale
plagiarism	ka pākani
plague	maʻi
plaid	plaid
plain	laula
plainclothes	nā meaʻaʻahu
plaintiff	ka mea hoopii
plaintive	ʻike maopopo
plan	papa
plane	mokulele
planes	nā mokulele
planet	honua
planetarium	planetarium
planetary	Papa honua
planets	planet
plank	plank
plankton	papa honua
planned	i manaʻoʻia
planner	hoʻolālā
planning	ka hoʻolālā
plant	meakanu
plantation	kanu
planter	mea kanu
planting	kanu
plaque	pāpale
plasma	plasma
plaster	pāpale
plastic	ka mea ula
plasticity	keʻano liʻiliʻi
plat	pā
plate	pākaukau
plateau	paepae
plated	ua uhiʻia
platform	pāʻani
plating	pāpale
platinum	platinum
platonic	platinic
platoon	ke kau
platter	pāpale
plaudit	NO TRANSLATION
plausibility	hiki ke palekana
plausible	plausible
play	pāʻani
playa	playa
playback	pāʻani
playbook	polokalamu pāʻani
playboy	ke keiki
player	pāʻani
playful	pāʻani
playground	kahua pāʻani
playhouse	hale pāʻani
playmate	pāʻani
playoff	hāhā
playpen	pāʻani
playroom	hale pāʻani
plaything	pāʻani
playtime	kaʻa pāʻani
playwright	ka mea pāʻani
plaza	plaza
plea	nonoi
plead	nonoi
pleasant	maikaʻi
pleased	uaʻoluʻolu
pleasing	maikaʻi
pleasurable	ʻoluʻolu
pleasure	ʻoluʻolu
pleasures	nā meaʻoliʻoli
pleat	ʻoiai
pleated	ua hoʻomaha
pledge	hoʻohiki
pledged	hoʻohiki
plenary	Pale
plentiful	nui
plenty	nui
plenum	popo
plethora	plethora
plexus	plexus
pliable	hiki ke loli
plication	plication
pliers	pupuhi
plight	ke kūlana
plinth	hoʻopiʻi
plodding	plodding
plop	plop
plot	papa
plough	e palau
ploughed	popo
plover	plover
plow	e palau
plowed	popo
plowing	e mahi ana
ploy	hana
pluck	e huki
plucky	ʻOi
plug	hoʻopau
plum	plum
plumage	plumage
plumb	plumb
plumber	pulu
plumbing	plumbing
plume	plume
plummet	kaupona
plump	plump
plumper	plumper
plunder	hao
plunge	hoʻopau
plunger	hoʻonui
plural	nui
plurality	nui
plush	nui
plutonium	plutonium
ply	ply
plywood	Pākē
pneumatic	pneumatic
pneumonia	poniumona
poacher	poacher
poachers	nā mea kāpena
poaching	poaching
pocket	pocket
pocketbook	pocketbook
pocketful	Pocketful
pod	NO TRANSLATION
podium	kelepili
poem	poem
poems	nā poem
poet	poet
poetic	poetic
poetical	poetical
poetics	nā poetics
poetry	poem
pogo	pogo
poignant	me ke kaumaha
point	maka
pointedly	pololei
pointer	ke kuhikuhi
pointless	ʻaʻohe kumu
pointy	ke pointy
poise	poise
poison	kaona
poisoned	kaona
poisoning	ka lāʻau make
poisonous	nā mea make
poke	haumia
poker	poker
pokes	pokes
polar	pola
polarity	polarity
pole	pole
polemic	polemic
police	Mākaʻi
police officer	mākaʻi
policeman	ka mākaʻi
policewoman	ka mākaʻi
policy	ke kulekele
polio	polio
polish	Pōlani
polished	poliʻia
polite	mahalo
politeness	maikaʻi
politic	kūkala
political	ke kālai'āina
politician	pili i ka politika
politics	ʻoihana politika
polity	poli
polka	polka
poll	piʻi
pollen	pollen
polling	ka polling
pollute	haumia
pollution	ka popilikia
polo	polo
poltergeist	poltergeist
polyester	polyester
polygamy	nui wahine
polygon	polygon
polygonal	polygonal
polygraph	ka polygraph
polymer	polymer
polymorphism	ka polymorphism
pomp	ka pomp
pompous	pompous
poncho	poncho
pond	loko
ponder	e noʻonoʻo
ponderous	PALAPALA
pong	pong
pontiff	pontiff
pontificate	pontificate
pontoon	pontoon
pony	pony
ponytail	ka hopena
pooch	pooch
poodle	poodle
poof	pooo
pool	wai
poop	poop
poor	nele
poorly	nāwaliwali
pop	pop
popcorn	popcorn
pope	pope
popper	nui
poppy	hua'ōlelo
poppycock	poppycock
popsicle	hua'ōlelo
popular	kaulana
popularity	kaulana
popularized	nui
population	ka heluna kanaka
populous	nui
porcelain	porinelain
porch	pork
porcupine	ka puaʻa
pore	pore
pork	puaʻa
porker	alaki
porky	Pau
porn	porn
porno	pila
pornographic	ponokala
pornography	pila kiʻi
porosity	ka porosity
porous	porous
porridge	porridge
port	awa
portable	ka loea
portage	lawe
portal	portal
porter	ka mea lawe
porterhouse	hale hale
portfolio	kikowaena
porthole	porthole
portico	puaʻa
portion	hapa
portrait	kiʻi
portraiture	kiʻi
portray	hōʻike
pose	ke kau
poser	NO TRANSLATION
posh	Pane
posited	kauʻia
position	kahi kūlana
positioning	hoʻonohonoho
positive	maikaʻi
positiveenergy	NO TRANSLATION
positively	maikaʻi
positivity	kūpono
posse	kū
possess	loaʻa
possessed	ua loaʻa
possessing	e loaʻa ana
possession	paʻa
possessive	loaʻa iā ia
possessor	nona
possibility	hiki
possible	hiki
possibly	hiki paha
possum	possum
post	ka pou
postage	ka hoʻounaʻana
postal	ka leka uila
postcard	ka leka uila
poster	pākuʻi
posterior	ka hope
posterity	nā mamo
posthumous	kūlana
postman	postman
postmortem	ka hope
postpone	hoʻomaha
postponed	ua hoʻopaneʻeʻia
postponement	hoʻopaneʻe
postscript	hanana
postulate	e hoʻouna
posture	kūlana
pot	ipu
potable	hiki ke loaʻa
potassium	pāpaʻa
potato	ka uala
potatoes	potatoes
potency	ka mana
potent	ka mana
potential	hiki ke loaʻa
pothead	'ohua
pothole	ka paila
potion	ʻo ka potion
potluck	kaheiki
potpourri	kāpili
potted	ʻaila
potter	potera
pottery	ka ipu lepo
potty	'ohua
pouch	Pākiʻi
poultry	ka mea hānai
pounce	pounce
pound	paona
pounding	ke pā
pour	NO TRANSLATION
pout	pout
pouting	ke kumuhana
pouty	pouty
poverty	nele
pow	mana
powder	ka lehu
powdered	Pākū
powdery	paukū
power	ka mana
powerful	ikaika
powerfully	me ka mana
powerhouse	ka hale
powerless	nāwaliwali
powwow	powwow
pox	pox
practicable	hiki ke hana
practical	ʻike
practically	ma keʻano
practice	hana
practiced	hana
practise	hana
practitioner	loio
pragmatic	pragmatic
prairie	'ōhea
praise	mahalo
praised	mahaloʻia
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	nā hoʻomaikaʻi
praiseworthy	mahaloʻia
praising	e hoʻomaikaʻi ana
prance	kūlana
prank	prank
prawn	hele
praxis	praxis
pray	pule
prayer	pule
prayforme	aloha
praying	e pule ana
praying mantis	pule pule
preach	e haʻi aku
preacher	haʻi
preaching	e aʻo ana
preamble	mua
precarious	nui
precaution	e mālama
precautionary	ke kūkala
precede	mua
precedence	mua
precedent	mua
preceding	mamua
precept	kauoha
preceptor	kumu kuhikuhi
precession	hoʻopono
precinct	mahele
precincts	nā palena
precious	maikaʻi
precipice	pīkī
precipitate	ka pīpī
precipitation	ka pīpī
precipitous	pīkī
precise	pololei
precisely	pololei
precision	pololei
preclude	wehe
precocious	ka mua
precursor	ka mua
predator	ka wānana
predatory	hoʻolaha
predecessor	mua
predicament	keʻano
predicate	kūlana
predict	wānana
predictable	ʻikeʻia
predicting	ke kūlana
prediction	wanana
predictive	kūkala
predictor	haʻi mua
predilection	ke kūlana mua
predispose	ke kaumua
predisposed	Kaumua
predisposition	ke kūlana
predominance	pula
predominant	nui
predominate	nui
preeminent	ma mua
preemption	ma mua
preemptive	ke kākoʻo
preface	mua
prefect	ke poʻokela
prefer	makemake
preferable	maikaʻi
preference	makemake
preferential	ke koho
prefix	prefix
pregnancy	'ōpū
pregnant	hāpai
prehistoric	prehistoric
prejudice	ke aloha
prejudiced	ke kū'ē
prejudicial	ka hoʻonāukiuki
prelim	mua
preliminary	mua
prelude	mamua
premarital	mua mua
premature	'ōmua
prematurely	kūʻokoʻa
premed	i pākuʻiʻia
premeditated	i kohoʻia
premier	ka mua
premiere	ma mua
premise	ka mua
premises	wahi
premium	ke kālā
premonition	ke kūlana
prenatal	prnatal
prenuptial	lilo
preoccupation	ka pilikia
preoccupied	noho paʻa
prep	mamua
preparation	hoʻomākaukau
preparatory	nā hoʻomākaukau
prepare	e hoʻomākaukau
prepared	i hoʻomākaukauʻia
preparedness	hoʻomākaukau
preparer	hoʻomākaukau
preparing	hoʻomākaukau
preponderance	ke kūmua
preposterous	Pāpālua
preppy	i mua
prerequisite	ka mea mua
prerogative	ke kumu
preschool	ke kula kula
prescient	kūpono
prescribe	e kau
prescribed	i kauʻia
prescription	nā kauā
prescriptive	palapala kuhikuhi
presence	ke alo
present	i kēia manawa
presentable	maikaʻi
presentation	hōʻike
presenter	hōʻike
presentment	hōʻike
presents	nā makana
preservation	mālama
preservative	hale hoʻomalu
preserve	mālama
preserved	mālamaʻia
preserving	mālama mālama
preside	pule luna
presidency	ka pelekikena
president	ka pelekikena
presidential	ka pelekikena
press	kaomi
pressing	kaomi
pressure	kaomi
prestige	hanohano
prestigious	hanohano
presto	mua
presume	manaʻo
presumption	ke kuhi
presumptive	ka mana
presumptuous	ke kūlana kiʻekiʻe
presuppose	ia
pretend	e hoʻohālike
pretended	e hoʻohālike
pretender	hoʻopono
pretending	e hoʻohālike ana
pretense	ke kuhi
pretensions	hoʻopiʻi
pretentious	hoʻopunipuni
pretext	pretext
pretty	nani
pretzel	pretzel
prevail	lanakila
prevailing	lanakila
prevalence	ka hoʻomau
prevalent	nui
prevent	e pale
preventative	kaohi
prevention	ka palekana
preventive	ka pale
preview	ʻike mua
previous	mamua
previously	mamua
prey	pio
price	uku
priceless	nuiʻole
pricey	uku
prick	prick
prickly	prickly
pride	haʻaheo
priest	ke kahuna
priestess	kahuna
priesthood	oihana kahuna
priestly	kahuna
prig	prig
prim	ke kumu
prima	NO TRANSLATION
primacy	ke kumu
primal	hoʻomaka
primary	mua
primate	primate
primates	nā huamua
prime	mea mua
primed	Kaumua
primer	ke poʻo
primeval	mua
priming	Hoʻomaka
primitive	ʻike mua
primordial	lālā
primrose	ke kumuhana
prince	ke aliʻi
princely	ke aliʻi
princess	ke aliʻi wahine
principal	ke poʻo
principally	ma mua
principle	ke kumuhana
principles	nā māʻula
print	papa
printer	mea paʻi
printing	kope
printout	huapalapala
prior	mamua
prioritize	e kau mua
priority	ka mea nui
priory	ka mua
prism	prism
prismatic	Pōʻokoʻa
prison	hale paʻahao
prisoner	paʻahao
prissy	prissy
pristine	Pristine
privacy	hūnā pilikino
private	hiʻokoʻa
privately	ma kahi kaʻawale
privilege	kuleana
privileged	ka pōmaikaʻi
privy	hilahila
prize	ka makana
prized	prized
pro	pā
proactive	maikaʻi
probability	kūpono
probable	ʻikeʻia
probate	hoʻopōmaikaʻi
probation	hoʻolimalima
probationary	noho hoʻokolokolo
probative	ʻike
probe	ʻike
probing	hoʻopiʻi
probity	ʻike
problem	pilikia
problematic	pilikia
procedural	ke kaʻina hana
procedure	ke kaʻina hana
proceed	hele
proceeding	ke holo nei
proceeds	hualoaʻa
process	hana
processing	hoʻoponopono
procession	māhele
processor	polokalamu pūnaewele
proclaim	hoʻolaha
proclamation	hoʻolaha
procrastinate	ke kali
procrastination	ke kaliʻana
procreate	ke procreate
procreation	ke kūʻaiʻana
proctologist	ke kākoʻo
proctor	kūkā
procure	loaʻa
procurement	kūʻai
prod	hoʻopō
prodigal	prodigal
prodigious	haʻakeʻa
prodigy	hanana
produce	hua
produced	huaʻia
producer	ka mea hana
producing	hana
product	huahana
production	hana
productive	huahua
productivity	huahana
profane	hewa
profanity	'ōlelo haʻalulu
profess	haʻihaʻi
profession	ʻike
professional	kumuhana
professionalism	kūkala
professor	polofesa
professorship	ke kūkā'ōlelo
proficiency	kūpono
proficient	makaukau
profile	pūnaewele
profiler	ka mea hoʻopuka
profit	ka uku
profitable	maikaʻi
profound	hohonu
profuse	maikaʻi
profusion	nui
prog	pākuʻi
progenitor	kūkā
progeny	lālā
prognosis	ʻike hōʻoia
prognostic	ʻikeʻia
program	polokalamu
programme	polokalamu
programmer	polokalamu polokalamu
programming	hoʻoponopono
progress	holomua
progression	ka holomua
progressive	holomua
prohibit	pāpāʻia
prohibited	pāpāʻia
prohibition	pāpā
prohibitive	pāpā
project	papahana
projectile	kelepona
projectiles	nā kiʻi
projecting	e hōʻike ana
projection	kūkā
projector	pākuhi
proletarian	kūkā
proletariat	ka pāʻoihana
prolific	hoʻopōmaikaʻi
prologue	hua'ōlelo hou
prolong	lōʻihi
prolongation	ka lōʻihi
prolonged	lōʻihi
prom	ala
promenade	ka huakaʻi
prominence	hanohano
prominent	nui
prominently	kūlana kiʻekiʻe
promiscuity	manawaʻole
promiscuous	haunaele
promise	'ōlelo
promising	e hoʻohiki ana
promissory	hoʻolaha
promo	promo
promontory	ka promonory
promote	hoʻolaha
promoter	mea hoʻolaha
promotion	hoʻolaha
promotional	hoʻolaha
prompt	wikiwiki
prompting	ka wikiwiki
promulgate	hoʻolaha
promulgation	hoʻolaha
prone	maikaʻi
prong	kū
pronounce	haʻi
pronounced	haʻi
pronouncement	'ōlelo hoʻolaha
pronto	NO TRANSLATION
pronunciation	'ōlelo hoʻolaha
proof	ʻike
prop	'ō
propaganda	hoʻoponopono
propagate	hoʻopili
propagation	hoʻoponopono
propane	propane
propel	propel
propelled	hoʻolālāʻia
propeller	ka propeller
propelling	kūkala
propensity	kūpono
proper	kūpono
property	waiwai
prophecy	ka wānana
prophesy	e wānana
prophet	ke kāula
prophetic	kaula
prophylactic	nā pāʻoihana
prophylaxis	ka prophylaxis
proportion	nui
proportional	kūlike
proportionate	like
proportions	nā kūlana
proposal	manaʻo noi
propose	makemake
proposition	manaʻo manaʻo
proprietary	ka waiwai
proprietor	ka mea nona ka waiwai
proprietorship	ke kākoʻo
propriety	pono
propulsion	ka hoʻokele
prose	hua'ōlelo
prosecute	hoopii
prosecution	hoopii
prosecutor	ka hoʻokolokolo
prospect	nānā
prospection	nānā
prospective	nā mea e hiki mai ana
prospectively	me ka wikiwiki
prospector	ka mea nānā
prospectus	prospectus
prosper	maikaʻi
prosperity	maikaʻi
prosperous	maikaʻi
prostate	prostate
prosthetic	kūlohelohe
prostitute	wahine hoʻokamakama
prostitution	hoʻokamakama
prostrate	kūlou
protagonist	ke kuʻuna
protect	mālama
protected	mālamaʻia
protecting	mālama
protection	mālama
protective	mālama
protector	palekana
protein	pūmua
protest	kū'ē
protestant	mea kū'ē
protocol	hana maʻamau
proton	hoʻopō'ā
prototype	ka pahuhopu
protozoa	protozoa
protracted	hoʻopiʻi
protrude	hoʻopiʻi
protrusion	ke kahe
proud	haʻaheo
prove	e ho'āʻo
proven	ʻike
proverb	'ōlelo'ōlelo
proverbial	'ōlelo'ōlelo
provide	hāʻawi
provided	akā
providence	ke kōkua
provider	mea hoʻolako
providing	hoʻolako
province	kalana
provincial	pelika
provision	hāʻawi
provisional	nā manawa kūpono
provisionally	kūpono
provisions	nā meaʻai
proviso	hoʻolālā
provocation	ka hoʻonāukiuki
provocative	nā mea hoʻonāukiuki
provoke	hoʻonāukiuki
provoked	hoʻonāukiukiʻia
provoking	hoʻonāukiuki
provost	nā mea hoʻonāukiuki
prowess	ʻike
prowl	'ōwili
prowler	hoʻopōkā
proximal	kokoke
proximate	kokoke
proximity	kokoke
proxy	pōʻai
prude	prude
prudence	ka noʻonoʻo
prudent	ʻo ke akamai
prune	pula
pruning	ke oki
pry	pry
prying	prying
psalm	oli
psalms	psalms
pseudo	pseudo
pseudonym	pseudonym
psi	psi
psoriasis	psoriasis
psych	aloha
psyche	psyche
psychedelic	hauʻoli
psychiatric	psychiatric
psychiatrist	psychiatrist
psychiatry	keaniani
psychic	ʻuhane
psychical	ke aloha
psychics	nā mākia
psycho	'ikepona
psychoanalysis	ke kelepona
psychoanalyst	nā mea'ikepona
psychobabble	'opiho maʻawaho
psychological	nāʻike
psychologist	ke kanaka hulihonua
psychology	'ikepona
psychopath	ke aloha
psychopathic	ke olakala
psychosis	ia
psychosomatic	ʻikepili
psychotherapy	nā kālaihana
psychotic	'ikepona
pterodactyl	pterodactyl
ptsd	ptsd
pub	pala
puberty	palaha
pubes	palaha
pubescent	ka pānui
pubic	hoʻolaha
public	ka lehulehu
publication	hoʻopukaʻia
publicist	luna hoʻolaha
publicity	hoʻolaha
publicly	ma ka lehulehu
publicspeaking	NO TRANSLATION
publish	e hoʻolaha
published	i paʻiʻia
publisher	mea hoʻopuka
publishing	ka hoʻopuka
puck	puck
pucker	pucker
pudding	pudding
puddle	puddle
pudgy	pudgy
puff	puff
puffing	pupuhi
puffy	pīhoihoi
pug	pug
puke	puke
pull	huki
pulley	ʻo pulley
pullover	huki i luna
pulmonary	pīpī
pulp	pulp
pulpit	pulpit
pulsar	pulsar
pulsation	ka pulsation
pulse	ka pulse
puma	puma
pump	i ka paku
pumped	pāpona
pumpkin	paukena
pun	NO TRANSLATION
punch	punch
punched	kauʻia
punching	punching
