Word	af
mournful	droewige
mourning	rou
mouse	muis
mousetrap	muizeval
mousse	mousse
moustache	snor
mousy	vaal
mouth	mond
mouthful	mondvol
mouthpiece	mondstuk
mouthwash	mondspoelmiddel
movable	roerende
move	skuif
movement	beweging
mover	voorsteller
movie	Fliek
movies	flieks
moving	beweeg
movingforward	NO TRANSLATION
movingon	aanbeweeg
mow	sny
mower	grassnyer
moxie	Moxie
mozzarella	mozzarella
mri	MRI
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	mucked
mucous	slym
mucus	slym
mud	modder
muddle	warboel
muddled	vaag
muddy	modderige
muff	suffer
muffin	muffin
muffled	gedempte
muffler	sluier
mug	beker
mugger	luik
mulberry	moerbei
mulch	deklaag
mule	muil
mull	redeneer
mullet	mullet
multilateral	multilaterale
multimedia	multimedia
multinational	multinasionale
multiple	veelvuldige
multiple sclerosis	veelvoudige sklerose
multiplex	multiplex
multiplication	vermenigvuldiging
multiplicity	veelheid
multiplied	vermenigvuldig
multiplier	vermenigvuldiger
multiply	vermeerder
multitude	menigte
mum	mamma
mumble	gemompel
mumbo	Mumbo
mummy	mummie
mumps	pampoentjies
munch	Munch
munchies	Munchies
munchkin	Munchkin
mundane	aards
municipal	munisipale
municipality	munisipaliteit
mural	muurskildery
murder	moord
murderer	moordenaar
murderess	moordenares
murderous	moordende
murky	donker
murmur	murmureer
muscle	spiere
muscular	gespierde
muse	muse
muses	muses
museum	museum
mush	NO TRANSLATION
mushroom	sampioen
mushy	pap
music	musiek
musical	musikale
musician	musikant
musing	gesug
musk	muskus
musket	geweer
musketeer	Musketeer
muskrat	muskusrat
muslin	moeselien
muss	NO TRANSLATION
must	moet
mustang	mustang
mustard	mosterd
muster	monster
musty	muwwe
mutable	wispelturig
mutant	mutant
mutate	muteer
mutation	mutasie
mute	stom
muted	gedempte
mutilate	vermink
mutilated	vermink
mutilation	verminking
mutiny	muitery
mutt	mutt
mutter	NO TRANSLATION
mutton	skaapvleis
mutual	wedersydse
mutually	wedersyds
muzzle	snoet
myfavorite	my gunsteling
myopia	miopie
myopic	bysiende
myriad	magdom
mysterious	geheimsinnige
mystery	raaisel
mystic	mistieke
mystical	mistieke
mysticism	mistiek
mystified	mystified
mystique	mistiek
myth	mite
mythic	mitiese
mythical	mitiese
mythological	mitologiese
mythology	mitologie
nab	vang
nacho	Nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	spyker
nail gun	spyker geweer
naive	naïef
naked	naak
nakedness	naaktheid
namaste	NO TRANSLATION
name	naam
named	vernoem
nameless	naamlose
namesake	naamgenoot
naming	benaming
nana	nana
nanny	nanny
nanometer	nanometer
nap	middagslapie
napalm	napalm
nape	agterkop
napkin	doek
napping	Slaap
nappy	doek
narcissism	narcisme
narcissist	narcissus
narcissistic	narcis
narcotic	narkotiese
narrate	verhaal
narration	vertelling
narrative	verhaal
narrator	verteller
narrow	smal
narrowing	vernouing
nasal	nasale
nascent	ontluikende
nasty	nare
natal	Natal
nation	nasie
national	nasionale
nationality	nasionaliteit
nationwide	landwye
native	moedertaal
nativity	nativity
natural	natuurlike
natural gas	natuurlike gas
naturalist	natuurkundige
naturalization	naturalisasie
naturalized	genaturaliseerde
naturally	natuurlik
nature	aard
naught	niks
naughty	stout
nausea	naarheid
nauseate	walgen
nauseating	walglike
nauseous	naar
nautical	nautische
nautilus	Nautilus
naval	vloot
nave	skip
navel	naeltjie
navigable	bevaarbare
navigate	navigeer
navigation	navigasie
navigational	navigasie
navigator	navigator
navy	vloot
nay	NO TRANSLATION
nearsighted	bysiende
neat	netjies
neatly	netjies
nebula	nebula
nebulae	nebulae
nebulous	newelagtige
necessarily	noodwendig
necessary	nodig
necessitate	noodsaak
necessities	noodsaaklikhede
necessity	noodsaaklikheid
neck	nek
necklace	halssnoer
necktie	strop
necromancer	nekromanser
necrosis	nekrose
nectar	nektar
need	nodig
needalife	NO TRANSLATION
needed	nodig
needful	benodigdhede
needit	NO TRANSLATION
needle	naald
needlepoint	naald
needles	naalde
needless	nodeloos
needtoknow	moet weet
needtorelax	NO TRANSLATION
needy	behoeftige
nefarious	afstootlike
negation	ontkenning
negative	negatiewe
negativity	negatiwiteit
neglect	verwaarlosing
neglected	verwaarloos
neglecting	gestrengheid
negligee	dameshuisjas
negligence	nalatigheid
negligent	nalatige
negligently	NO TRANSLATION
negligible	weglaatbaar
negotiable	onderhandelbaar nie
negotiate	onderhandel
negotiation	onderhandeling
negotiator	onderhandelaar
negro	negro
neigh	runnik julle
neighbor	buurman
neighborhood	buurt
neighboring	naburige
nemesis	nemesis
neon	neon
neonatal	neonatale
neophyte	lidmaat van die gemeente
neoprene	neoprene
nephew	neef
nepotism	nepotisme
nerd	nerd
nerdy	nerdy
nerve	senuwee
nerves	senuwees
nervous	senuweeagtig
nervousness	senuweeagtigheid
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	heid
nest	nes
nestle	Nestlé
nestling	nes
net	netto
nether	laer
netting	netting
nettle	brandnetel
network	netwerk
networking	netwerk
neural	neurale
neuralgia	neuralgie
neurological	neurologiese
neurologist	neuroloog
neurology	neurologie
neurosis	neurose
neurosurgeon	neurochirurg
neurosurgery	neurochirurgie
neurotic	neurotiese
neuter	onsydig
neutral	neutrale
neutrality	neutraliteit
neutralize	neutraliseer
neutron	neutron
new	nuwe
new age	Nuwe Era
newbeginnings	NO TRANSLATION
newborn	pasgebore
newcomer	nuweling
newday	nuwe dag
newfound	nuutgevonde
newjob	NO TRANSLATION
newlife	nuwe lewe
newly	nuut
newlywed	bruidspaar
newme	newme
newness	nuwigheid
news	nuus
newscast	Journaal
newscaster	nuusleser
newsflash	nuusflits
newsletter	nuusbrief
newsman	newsman
newspaper	koerant
newspaperman	koerantman
newsreel	in beeld
newsroom	nuuskantoor
newsstand	kiosk
newstart	nuwe begin
newt	Newt
newyear	nuwe jaar
nexus	Nexus
nib	penpunt
nibble	peusel
nice	lekker
niche	nis
nichts	NO TRANSLATION
nick	Nick
nickel	nikkel
nickname	bynaam
nicotine	nikotien
niece	niggie
nifty	nifty
nigger	nigger
nigh	naby
night	nag
nightcap	nightcap
nightclub	nagklub
nightfall	aand
nightgown	nagrok
nightie	nagrok
nightingale	nagtegaal
nightlife	naglewe
nightly	nagtelike
nightmare	nagmerrie
nightmares	nagmerries
nightstand	bedkassie
nightstick	gummistok
nighttime	aand
nihilism	nihilisme
nil	nil
nimble	ratse
nimrod	Nimrod
nincompoop	domoor
nine	nege
nineteen	negentien
ninety	negentig
ninja	ninja
ninny	uilskuiken
nintendo	Nintendo
ninth	negende
nip	nip
nipper	Nipper
nipple	tepel
nippy	ratse
nitrate	nitraat
nitro	nitro
nitrogen	stikstof
nitrous	nitrous
nitwit	sot
nix	nix
no anticipation	geen afwagting nie
no disgust	geen afkeer nie
no emotion	geen emosie nie
no sentiment	geen sentiment nie
no surprise	geen verrassing nie
no trust	geen vertroue nie
nobility	adel
noble	edele
nobleman	edelman
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nagtelike
nod	knik
nodding	knik
node	knoop
nodular	knopperige
nodule	nodule
noggin	kroesje
nohope	NO TRANSLATION
noir	noir
noise	geraas
noisy	lawaaierige
nomad	nomade
nomadic	nomadiese
nomenclature	nomenklatuur
nominal	nominale
nominate	nomineer
nomination	nominasie
nominee	genomineerde
nonce	nonce
nonchalant	nonchalant
noncompliance	nie-nakoming
nondescript	onopvallende
nonexistent	bestaande
nonfat	nonfat
nonfiction	fiksie
nonpayment	nonpayment
nonresident	nie-inwoner
nonsense	nonsens
nonsensical	nonsens
nonviolent	geweldadige
noob	nuweling
noodle	noodle
nook	uithoek
noon	middag
noose	strop
nopoint	geen punt
noregrets	NO TRANSLATION
norm	norm
normal	normaal
normalcy	normaliteit
normality	normaliteit
north	noord
northbound	noordwaartse
northeast	noordoos
northern	noordelike
northwest	Noordwes
northwestern	noordwestelike
noschool	NO TRANSLATION
nose	neus
nosebleed	duizendblad
nosey	nuuskierige
nosnow	nosnow
nostalgia	nostalgie
nostalgic	nostalgiese
nostress	NO TRANSLATION
nostril	neusgat
nosun	NO TRANSLATION
nosy	nuuskierige
not negative	nie negatief nie
not positive	nie positief nie
notable	noemenswaardige
notables	nood
notably	veral
notamorningperson	NO TRANSLATION
notary	notaris
notation	notasie
notch	notch
notched	gekerfde
note	noot
notebook	notebook
noted	opgemerk
noteworthy	opmerklik
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	nietigheid
notice	kennisgewing
noticeable	merkbaar
notification	kennisgewing
notify	in kennis stel
notion	idee
notional	veronderstelde
notoriety	bekendheid
notorious	berug
notready	nie gereed nie
notwithstanding	nieteenstaande
nought	niks
noun	naamwoord
nourish	voed
nourishment	voeding
nouveau	NO TRANSLATION
novel	boek
novelist	romanskrywer
novelty	nuwigheid
novice	beginner
nowadays	deesdae
nowork	geen werk
noworries	geen probleem
noxious	skadelike
nozzle	mondstuk
nuance	nuanse
nuances	nuanses
nuclear	kern
nucleus	kern
nude	naak
nudge	struikel
nudie	nudie
nudist	nudiste
nudity	naaktheid
nugget	klont
nuisance	oorlas
nuke	nuke
nul	NO TRANSLATION
null	nul
nullify	tot niet
numb	gevoelloos
number	aantal
numbering	nommeringstelsel
numbers	nommers
numbness	gevoelloosheid
numbskull	numbskull
numeral	Syfer
numerator	teller
numerical	numeriese
numerically	numeries
numerous	talle
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	klooster
nuptials	huwelik
nurse	verpleegster
nursemaid	kindermeid
nursery	kwekery
nursing	verpleging
nurture	koester
nut	neut
nutcase	nutcase
nutcracker	Neutkraker
nuthouse	Nuthouse
nutmeg	neutmuskaat
nutrition	voeding
nutritional	voedingswaarde
nutritious	voedsame
nutritive	voedingswaarde
nuts	neute
nutshell	neutedop
nutty	neutagtige
nylon	nylon
nylong	NO TRANSLATION
nylons	nylons
nymph	nimf
nymphomaniac	nimfomaan
oaf	plomp
oak	eikehout
oar	roeispaan
oasis	oase
oat	haver
oath	eed
oatmeal	hawermeel
obedience	gehoorsaamheid
obedient	gehoorsaam
obediently	gehoorsaam
obelisk	obelisk
obese	vetsugtig
obesity	vetsug
obey	gehoorsaam
obi	Obi
obit	dood boodskap
obituary	rou
object	voorwerp
objection	beswaar
objectionable	aanstootlike
objective	doel
objectivity	objektiwiteit
obligation	verpligting
obligatory	verpligte
oblige	verplig
obliged	verplig
obliging	hulpvaardig
obligor	skuldenaar
oblique	skuins
obliterate	uitwis
obliterated	uitgewis
obliteration	uitwissing
oblivion	vergetelheid
oblivious	onbewus
oblong	langwerpige
obnoxious	onaangenaam
oboe	hobo
obscene	onwelvoeglike
obscenity	obsceniteiten
obscure	duister
obscured	verduister
obscurity	onbekendheid
observance	nakoming
observant	oplettend
observation	waarneming
observatory	sterrewag
observe	neem
observer	waarnemer
observing	die waarneming van
obsess	obsessief
obsessed	obsessie
obsessing	tob
obsession	obsessie
obsessive	obsessiewe
obsolescence	veroudering
obsolete	uitgediende
obstacle	hindernis
obstetrician	verloskundige
obstetrics	verloskunde
obstinate	hard koppig
obstruct	belemmer
obstruction	obstruksie
obstructive	obstruktiewe
obtain	verkry
obtainable	verkrygbaar
obtuse	stomp
obverse	teenoorgestelde
obvious	voor die hand liggend
ocarina	Ocarina
occasion	geleentheid
occasional	Sosiale
occasionally	soms
occipital	oksipitale
occlusion	afsluiting
occult	okkulte
occupancy	besetting
occupant	bewoner
occupation	beroep
occupational	beroeps-
occupied	beset
occupier	bewoner
occupy	beset
occupying	beset
occur	gebeur
occurrence	voorkoms
ocd	OCD
ocean	oseaan
oceanic	oseaniese
octagon	agthoek
octave	oktaaf
octopus	seekat
ocular	okulêre
odd	vreemd
oddball	oddball
oddity	vreemd
odds	kans
ode	ode
odious	gehaat
odometer	odometer
odor	reuk
odyssey	odyssee
oedipal	Oedipale
oestrogen	estrogeen
oeuvre	NO TRANSLATION
offal	afval
offence	oortreding
offend	aanstoot
offended	aanstoot
offender	oortreder
offense	oortreding
offensive	offensief
offer	aanbod
offered	aangebied
offering	offer
offhand	onvoorbereid
office	kantoor
officer	beampte
offices	kantore
official	amptelik
officiate	optree
offing	vooruitsig
offload	af te laai
offset	verreken
offshoot	vertakking
offshore	buitelandse
offside	onkant
offspring	nageslag
oft	dikwels
oftentimes	dikwels
ogre	monster
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	Ohno
ohshit	NO TRANSLATION
oil	olie
oils	olies
oily	olierige
oink	og
ointment	salf
okra	okra
old	ou
olden	ou
older	ouer
oldie	ouwe
oldies	oldies
olfactory	olfaktoriese
oligarchy	oligargie
olive	olyf
omega	omega
omelet	omelet
omen	teken
omgomgomg	NO TRANSLATION
ominous	onheilspellende
omission	weglating
omit	laat
omitted	weggelaat
omnibus	omnibus
omnipotence	almag
omnipotent	alomteenwoordige
omnipresent	alomteenwoordige
omniscient	alwetend
onboard	aan boord
oncologist	onkoloog
oncology	onkologie
oncoming	aankomende
one	een
oneday	eendag
onedge	onedge
onelove	een liefde
oneness	eenheid
onerous	drukkende
oneself	jouself
ongoing	deurlopende
onion	ui
onset	aanvang
onslaught	aanslag
onstage	op die verhoog
ontology	ontologie
onus	onus
onward	Voorwaarts
onyx	oniks
oodles	stapels
oomph	oemf
ooze	modder
oozing	druipende
op	op
opacity	ondeursigtigheid
opal	opaal
opaque	ondeursigtig
ope	ope
open	oop
opener	opener
opening	opening
openly	openlik
openness	openheid
opera	opera
operate	werk
operatic	opera
operation	operasie
operational	operasionele
operations	bedrywighede
operative	operatiewe
operator	operateur
ophthalmic	oftalmiese
ophthalmologist	oftalmoloog
opiate	opiaat
opinion	opinie
opinionated	uitgesproke
opium	opium
opponent	opponent
opportune	gunstige
opportunism	opportunisme
opportunity	geleentheid
oppose	teenstaan
opposed	teenstelling
opposing	opponerende
opposite	teenoorgestelde
opposites	teenoorgesteldes
opposition	opposisie
oppress	onderdruk
oppressed	verdruktes
oppression	onderdrukking
oppressive	onderdrukkende
oppressor	onderdrukker
ops	ops
opt	opt
optic	optiese
optical	optiese
optics	optika
optimism	optimisme
optimist	optimis
optimistic	optimisties
optimum	optimum
option	opsie
optional	opsioneel
optionally	opsioneel
options	opsies
optometrist	oogkundige
opulence	weelde
opulent	weelderige
opus	opus
oracle	orakel
oral	mondelinge
orange	oranje
orange juice	lemoensap
orangutan	oerangoetang
oration	toegespreek
orator	redenaar
oratory	oratorium
orb	orb
orbit	wentel
orbital	orbitaal
orbiting	wentel
orbs	bolle
orc	Ork
orchard	boord
orchestra	orkes
orchid	orgidee
ordained	geordende
ordeal	beproewing
order	orde
orderly	ordelike
ordinance	Ordonnansie
ordinary	gewone
ordination	koördinering
ordnance	gedropte
ore	erts
oregano	oregano
organ	orrel
organic	organiese
organism	organisme
organist	orrelis
organization	organisasie
organize	organiseer
organized	georganiseer
organizer	organiseerder
orgasm	orgasme
orgies	orgies
orgy	orgie
orient	oriënteer
oriental	Oosterse
orientation	geaardheid
orifice	opening
origami	origami
origin	oorsprong
original	oorspronklike
originality	oorspronklikheid
originate	ontstaan
origination	ontstaan
originator	skepper
ornament	ornament
ornamental	ornamentele
ornamentation	versiering
ornamented	versier
ornate	versierde
ornery	overgevoelig
orphan	weeskind
orphanage	weeshuis
orphaned	gelaat
orthodontist	ortodontis
orthodox	ortodokse
orthodoxy	ortodoksie
orthogonal	ortogonale
orthopedic	ortopediese
oscillate	ossilleer
oscillating	ossillerende
oscillation	ossillasie
oscillatory	ossillasie
ostensible	oënskynlike
ostensibly	oënskynlik
ostentatious	blufferig
ostracized	verstoot
ostrich	volstruis
other	ander
otter	otter
otto	Otto
ottoman	ottoman
ought	behoort
ounce	greintjie
oust	verdryf
outage	onderbreking
outback	Outback
outbid	bied as
outboard	buiteboord
outbreak	uitbreek
outburst	uitbarsting
outcast	uitgeworpene
outcome	uitkoms
outcry	verontwaardiging
outdated	verouderde
outdo	oortref
outdoor	buite
outdoors	in die buitelug
outer	buitenste
outfit	uitrusting
outgoing	uitgaande
outgrow	ontgroei
outgrowth	uitvloeisel
outhouse	kleinhuisie
outing	uitstappie
outlandish	vreemd
outlast	langer duur
outlaw	verbied
outlet	uitlaat
outline	buitelyn
outlines	buitelyne
outlive	oorleef
outlook	vooruitsigte
outlying	afgeleë
outnumber	tref
outpatient	buitepasiënt
outpost	buitepos
outpouring	uitstorting
output	uitset
outrage	verontwaardiging
outraged	woedend
outrageous	verregaande
outrank	tref
outreach	uitreik
outright	blatante
outrun	vooruit gehardloop, vinniger
outset	staanspoor
outsider	buitestaander
outskirts	buitewyke
outsmart	uitoorlê
outspoken	uitgesproke
outstanding	uitstaande
outstretched	uitgestrekte
outward	uiterlike
outwards	na buite
outweigh	swaarder
outwit	uitoorlê
oval	ovaal
ovary	eierstok
ovate	ovaalvormige
ovation	ovasie
oven	oond
overactive	ooraktiewe
overall	algehele
overalls	oorpakke
overbearing	baasspelerig
overburden	oorlaai
overcast	bewolkte
overcharged	beswaar
overcoat	jas
overcome	oorkom
overcoming	oorkom
overcrowded	oorvol
overdo	oordoen
overdose	oordosis
overdrive	ooreis
overdue	agterstallige
overestimate	oorskat
overestimated	oorskat
overflow	oorloop
overflowing	golwende
overgrown	toegegroei
overgrowth	oorgroei
overhanging	oorhangende
overhaul	opknapping
overhead	oorhoofse
overhear	hoor
overheated	oorverhit
overjoyed	oorstelp
overkill	overkill
overlaid	oorgetrek
overlap	oorvleuel
overlapping	oorvleuelende
overlay	oortrek
overload	oorlading
overlook	miskyk
overlord	Overlord
overlying	oorliggende
overpaid	te veel betaal
overpass	bowe
overplayed	oorspeel
overpower	oorweldig
overpowering	oorweldigend
overpriced	overpriced
overprotective	oorbeskermend
overrated	oorskat
overreact	oorreageer
override	ignoreer
overriding	oorheersende
overrule	oorstem
overrun	oorrompel
oversee	toesig te hou oor
overseer	opsigter
overshadow	oorskadu
oversight	toesig
oversized	oorgrootte
overslept	verslaap
overstate	dryf
overstock	rest
overt	openlike
overtake	inhaal
overtaken	verbygesteek
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	oordink
overthrow	omverwerping
overtime	oortyd
overtired	oormoeg
overture	ouverture
overturn	ongedaan te maak
overview	oorsig
overweight	oorgewig
overwhelm	oorweldig
overwhelmed	oorweldig
overwhelming	oorweldigende
overworked	oorwerkte
overwrought	oorstuur
overzealous	overzealous
owe	skuld
owing	verskuldig
owl	uil
owner	Eienaar
ownership	eienaarskap
ox	os
oxidation	oksidasie
oxide	oksied
oxygen	suurstof
oxymoron	oksimoron
oyster	oester
ozone	osoon
pace	tempo
pacemaker	pasaangeër
pacific	Stille Oseaan
pacified	bedaar
pacifier	fopspeen
pacifist	pasifis
pacify	paai
pacing	pacing
pack	pak
package	pakket
packaging	verpakking
packer	verpakker
packet	pakket
pact	pact
pad	pad
padded	opgestopte
padding	padding
paddle	paddle
paddle boat	roei boot
paddock	kamp
paddy	Paddy
padlock	hangslot
padre	NO TRANSLATION
paean	lofsang
pagan	heidense
paganism	heidendom
page	bladsy
pageant	skoonheidskompetisie
pager	pager
pagination	pagination
paging	blaai
