Word	mg
matted	matted
matter	resaka
matting	matting
mattress	kidoro
maturation	maturation
mature	matotra
maturity	fahamatorana
maudlin	maudlin
mausoleum	fasan'i
mauve	mauve
maverick	maverick
maxim	Maxim
maximize	faran'izay betsaka
maximum	faratampony
may	mety
mayday	May Day
mayflower	mayflower
mayhem	fifamonoana
mayonnaise	mayonnaise
mayor	ben'ny tanàna
maze	pahalehibenao
mead	Mead
meadow	tanin'ahitra
meager	kely
meal	sakafo
mean	midika
meander	meander
meandering	Meandering
meanie	meanie
meaning	izay midika hoe
meaningful	manan-danja
meaningless	dikany
meanness	meanness
means	dia midika hoe
meantime	Mandritra izany fotoana izany
measles	kitrotro
measurable	azo refesina
measure	refesina
measured	norefesiny
measurement	fandrefesana
measuring	famarana
measuring cup	kapoaka
measuring tape	kasety fandrefesana
meat	hena
meatball	meatball
meathead	meathead
meatloaf	meatloaf
mechanic	mpanamboatra
mechanical	mekanika
mechanics	haihetsika
mechanism	rafitra
med	NO TRANSLATION
medal	medaly
medallion	medaliny
medallist	nahazo medaly
meddle	mila ady
meddling	Manohana
media	haino aman-jery
medial	medial
median	Median
mediate	mikatroka
mediation	fanelanelanana
mediator	mpanelanelana
medic	medic
medical	fitsaboana
medicate	medicate
medication	fanafody
medicinal	fanafody
medicine	fanafody
medieval	tamin'ny Moyen Âge
mediocre	mediocre
mediocrity	asa tsizarizary
meditate	misaintsaina
meditating	misaintsaina
meditation	misaintsaina
meditative	misaintsaina
mediterranean	Mediterane
medium	antonony
medley	hira natambatra
meek	malemy fanahy
meet	mivory
meeting	fihaonana
mega	Mega
meh	meh
melancholic	melancholic
melancholy	alahelo
melee	melee
mellow	mahafinaritra fanaon'ilay vorona
melodious	melodious
melodrama	melodrama
melodramatic	melodramatic
melody	fiderana
melon	voatavo
melt	kivy
meltdown	meltdown
melting	mpandrendrika
member	member
membership	mpikambana
membrane	manify
memento	fahatsiarovana
memo	fanamarihana
memoir	memoir
memorabilia	fahatsiarovana
memorable	tsy hay hadinoina
memorandum	ny taratasy
memorial	Fahatsiarovana
memorials	fahatsiarovana
memories	fahatsiarovana
memoriesiwontforget	NO TRANSLATION
memorize	tsianjery
memory	fahatsiarovana
menace	hampidi-doza
menacing	menacing
menagerie	menagerie
mend	amboary izay rava
mending	namboatra
menial	ambany
meningitis	meningite
meniscus	meniscus
menopause	mitsahatra amin'ny fananahana
menses	tonga fadim-bolana
menstrual	tonga fotoana
mental	ara-tsaina
mentalhealth	NO TRANSLATION
mentality	toe-tsaina
menthol	menthol
mention	manonona
mentor	mpanoro hevitra
menu	sakafo
meow	meo
mercantile	varotra,
mercenary	mpikarama an'ady
merchandise	entam-barotra
merchant	mpivarotra
merciful	feno famindram-po
merciless	tsy misy indrafo
mercurial	mercurial
mercury	volavelona
mercy	famindram-po
mere	fotsiny
merengue	merengey
merge	mampiray
merger	fiombonana
meridian	mitataovovonan
meridional	meridional
meringue	meringue
merit	fahamendrehana
meritorious	mendrika hampihatra izay mampihatra
mermaid	mermaid
merriment	merriment
merry	ravoravo
merrychristmas	NO TRANSLATION
mesa	Mesa
mescaline	mescaline
mesh	volovolo
meshes	meshes
mesmerized	Tena nambabo ireo mpijery
mess	mikorontana
message	hafatra
messedup	NO TRANSLATION
messenger	mpitondra hafatra
messiah	Mesia
messy	mahafantatra ny korontana
metabolic	metabolic
metabolism	metabolism
metal	metaly
metallic	metaly
metallurgy	mpampatsiro hanina
metamorphosis	fiofony
metaphor	fanoharana
metaphorical	miainga
metaphysical	ny metafizika
metaphysics	metafizikan
metastasis	metastasis
meteor	meteor
meteoric	meteoric
meteorite	tainkintana
meteorological	toetr'andro
meteorology	Haitoetrandro
meter	metatra
meth	meth
methadone	methadone
methane	metanina
methanol	methanol
method	fomba
methodical	fomba voarindra
methodology	fomba fiasa
meticulous	tena nitandrina
metime	metime
metric	mimetatra
metrical	metrical
metrology	drefy
metropolis	tanàn-dehibe
metropolitan	Metropolitana
mettle	mettle
mew	mew
mezzanine	mezzanine
mica	Mika
mick	Mick
micro	madinika
microbe	mikraoba
microbiology	ny zavamiaina bitika
microchip	microchip
microcosm	microcosm
microfilm	horonan-tsary bitika
microgram	microgram
micrometer	micrometer
micron	micron
microphone	mikrô
microscope	mikraoskaopy
microscopic	bitika
microscopically	microscopically
microscopy	microscopy
microwave	microwave
mid	tapaky ny volana
midair	midair
midday	atoandro
middle	afovoany
middleman	middleman
middleweight	middleweight
midget	midget
midland	Midland
midlife	midlife
midline	midline
midnight	misasakalina
midshipman	midshipman
midst	afovoany
midsummer	midsummer
midterm	midterm
midtown	midtown
midway	Midway
midwife	mpampivelona
midwifery	midwifery
mien	NO TRANSLATION
miffed	miffed
mighty	mahery
mignon	mignon
migraine	Marary Andoha Lava
migrate	hifindra monina
migration	fifindra-monina
migratory	mpifindrafindra monina
mike	Mike
mil	NO TRANSLATION
mild	malemy fanahy
mildew	maty fotsy
mildness	fahalemem-panahy
mile	kilaometatra
mileage	mileage
milestone	niavaka
militant	mpikatroka
militants	mpikatroka
military	miaramila
militia	milisy
milk	ronono
milkman	milkman
milkshake	Milkshake
milky	milky
mill	bary
millennium	arivo taona
milligram	milligram
millimeter	milimetatra
million	tapitrisa
millionaire	mpanapitrisa
millionth	tapitrisa
millstone	fikosoham-bary,
mime	MIME
mimic	manahaka
mimicking	nanahaka
mimicry	mimicry
mince	nitsitsy
mincemeat	mincemeat
mind	-tsaina
minded	tsaina
mindful	hahatsiaro
mindfulness	mindfulness
mindless	tsy hifankahitana
mine	mine
minefield	minefield
miner	mpitrandraka
mineral	mineraly
mineralogy	mineralogy
mingle	niharoharo
mingled	samy hafa
mini	Mini
miniature	kely
minibus	minibus
minim	NO TRANSLATION
minimal	kely dia kely
minimize	manamaivana
minimized	ahena
minimum	kely indrindra
mining	fitrandrahana
minion	minion
minister	fanompoam-pivavahana
ministerial	fanompoana
ministry	asa fanompoana
minivan	minivan
mink	mink
minnow	minnow
minor	tsy ampy taona
minority	vitsy an'isa
minstrel	mpitendry lokanga
mint	mint
minty	minty
minuscule	kiritika kely
minute	minitra
minutiae	tsipiriany
minx	minx
mir	NO TRANSLATION
miracle	fahagagana
miracles	fahagagana
miraculous	mahagaga
mirage	mirage
mire	NO TRANSLATION
mirror	fitaratra
mirth	fifaliana
misappropriation	fanodikodinana
misbehave	maditra
misbehavior	namela
miscalculation	miscalculation
miscarriage	afa-jaza
miscellaneous	Miscellaneous
miscellany	miscellany
mischief	sompatra
mischievous	-doza
misconception	hevi-diso
misconduct	fitondran-tena
misdemeanor	misdemeanor
misdirection	misdirection
miser	miser
miserable	fadiranovana
miserably	loza tokoa ny
misery	fahoriana
misfire	misfire
misfit	misfit
misfortune	fahavoazana
misguided	NO TRANSLATION
mishap	mishap
misinformed	diso hevitra momba antsika
misinterpretation	amim-pahadisoana
mislead	hamitaka
misleading	mamitaka
misled	voafitaka
mismanagement	tsy fahaiza-mitantana
mismatch	mismatch
mismatched	mismatched
misnomer	misnomer
misplace	hanary
misplaced	diso toerana
misread	misread
misrepresent	lainga momba
misrepresentation	diso
misrepresented	vilana ny fomba fisainan'Andriamanitra
miss	Miss
missile	balafomanga
missiles	zana-tsipìka
missing	tsy hita
missingyou	NO TRANSLATION
mission	asa fitoriana
missionary	misionera
misspell	misspell
misstatement	misstatement
missy	Missy
mist	zavon
mistake	fahadisoana
mistaken	diso
mister	Mister
mistletoe	mistletoe
mistreated	nampahory
mistress	tompovavy
mistrial	mistrial
mistrust	tsy fifampitokisana
misty	zavona
misunderstand	diso fandray
misunderstanding	fahazoan-kevitra
misunderstood	diso fandray
misuse	fampiasana
mite	farantsakelin'ilay
miter	hamama
mitigate	hanalefahana
mitigating	fanalefahana
mitigation	fanalefahana
mitt	Mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	mifangaro
mixed	mifangaro
mixedemotions	mixedemotions
mixer	Mixer
mixture	mifangaro
mnemonic	Manao izany
moan	Mitaraina
moat	hady
mob	vahoaka
mobile	finday
mobility	mivezivezy
mobilization	fanentanana
mobilize	hihetsika
mobster	mobster
mocha	Mocha
mock	sarintsarinà
mocked	naneso
mockery	fanesoana
mocking	fanesoana
mockingbird	Mockingbird
mod	Mod
modal	Modal
modality	modality
mode	fomba
model	modely
modeler	modeler
modeling	modeling
modem	Modem
moderate	antonony
moderate anticipation	anticipation moderé
moderate disgust	malahelo
moderate negative	ratsy
moderate positive	Misaotra
moderate surprise	tsy mahagaga
moderate trust	fitokisana
moderately	somary
moderating	Fandaminana
moderation	fandaminana
moderator	mpandamina
modern	maoderina
modernism	modernism
modest	tsotra
modesty	tena araka ny antonony
modicum	modicum
modifiable	modifiable
modification	fanovana
modified	farany
modify	manova
modulate	modulate
modulation	Fanovaovam-peo
module	Module
modulus	modulus
mogul	mogul
moiety	moiety
moist	mando
moisture	hamandoana
moisturizer	moisturizer
molar	molar
molasses	Tena nampiaiky volana
mold	bobongolo
molded	novolavolaina
molding	koronosy
moldy	bobongolo
mole	tana
molecular	molekiolan'ny
molecule	molekiola
molest	handratra
molestation	fametavetana
molester	molester
molten	anidina
mom	Neny
moment	fotoana
momentary	vetivety
momentous	fotoan
momentum	vahana
momma	Neny
mommy	Neny a
monad	monad
monarch	mpanjaka
monarchy	fitondram-panjaka
monastery	monasitera
monastic	monastic
monetary	vola
money	vola
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	Monitor
monk	moanina
monkey	gidro
mono	NO TRANSLATION
monochrome	doko
monogamous	monogamous
monogamy	hoe tokony hanambady tokana
monogram	monogram
monogrammed	monogrammed
monograph	monograph
monolayer	monolayer
monolith	monolith
monologue	monologue
monopolist	monopolist
monopoly	ampihimamba
monotonous	ataotao
monotony	monotony
monoxide	monoxide
monsieur	Monsieur
monsoon	orana
monster	biby goavam-be
monstrosity	monstrosity
monstrous	monstrous
montage	Montage
monte	Monte
month	volana
monthly	isam-bolana
monument	tsangambato
monumental	goavana
moo	Moo
mooch	mooch
mood	toe-po
moods	amam-panahin'ireo
moody	Moody
moon	volana
moonbeam	moonbeam
moonlight	Moonlight
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	Maoro
moored	miantsona
mooring	mooring
moorings	moorings
moorland	moorland
moose	moose
moot	moot
mooted	mooted
mop	MOP
mope	mope
moped	moped
moral	fitondran-tena
morale	moraly
morality	fitondran-tena
morals	fitondran-tena
morass	morass
moratorium	moratorium
moray	moray
morbid	mampihorohoro
morbidity	morbidity
morbidness	morbidness
mores	mores
morgue	morgue
moribund	miala aina
morn	morn
morning	maraina
moron	dondrona
moronic	Hadalana
morose	morose
morph	morph
morphine	morphine
morphism	morphism
morphology	Morphologie
morrow	ampitso
morsel	sombiny kely
mortal	eto an-tany
mortality	fiainana an-tany
mortar	rihitra
mortgage	antoka
mortgagee	mortgagee
mortgagor	mortgagor
mortician	mortician
mortification	hampijalian-tena
mortified	Menatra
mortuary	tranom-paty
mosaic	Mosaic
mosey	mosey
mosque	moskea
mosquito	moka
moss	moss
mossy	mossy
mote	NO TRANSLATION
motel	Motel
moth	misy kalalao
mother	reny
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	reny
motherland	tanindrazana
motherless	reny
motherly	reny
motif	motif
motion	mihetsika
motionless	mihetsika
motivate	handrisika
motivating	mandrisika
motivation	motivation
motivational	ny antony manosika
motive	antony
motley	motley
motor	maotera
motorbike	môtô
motorboat	botry
motorcade	fandalovan'ny fiara mitondra ny
motorcar	motorcar
motorcycle	môtô
motorist	motorist
motte	motte
mottled	pentimpentina ny
motto	filamatra
mould	bobongolo
mound	dongon-tany
mount	tendrombohitra
mountain	tendrombohitra
mountaineer	mountaineer
mountainous	tendrombohitra
mountains	tendrombohitra
mountaintop	mountaintop
mourn	hiara-malahelo
mournful	fisaonana
mourning	fisaonana
mouse	voalavo
mousetrap	mousetrap
mousse	mousse
moustache	volom-bava
mousy	mousy
mouth	vava
mouthful	mouthful
mouthpiece	mpitondra
mouthwash	miborosy nify
movable	mitsingevana
move	hetsika
movement	hetsika
mover	mover
movie	sarimihetsika
movies	sarimihetsika
moving	mifindra
movingforward	NO TRANSLATION
movingon	movingon
mow	mow
mower	Mower
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	mucked
mucous	mucous
mucus	mucus
mud	fotaka
muddle	muddle
muddled	mifangaroharo
muddy	feno fotaka
muff	muff
muffin	muffin
muffled	muffled
muffler	muffler
mug	mug
mugger	voain-keniheny
mulberry	balsama
mulch	mulch
mule	mule
mull	mull
mullet	mullet
multilateral	multilateral
multimedia	Multimedia
multinational	iraisam-pirenena
multiple	maro
multiple sclerosis	sclérose plus
multiplex	multiplex
multiplication	fampitomboana
multiplicity	hamaroan
multiplied	maro
multiplier	hetsiky
multiply	maro
multitude	vahoaka
mum	Neny
mumble	mumble
mumbo	mumbo
mummy	Neny a
mumps	mumps
munch	munch
munchies	munchies
munchkin	munchkin
mundane	mahazatra
municipal	monisipaly
municipality	kaominina
mural	sary an-drindrina
murder	vonoan-olona
murderer	mpamono olona
murderess	murderess
murderous	mpamono olona
murky	Nanjombona ny
murmur	nimonomonona
muscle	hozatra
muscular	hozatra
muse	hihevitra
muses	muses
museum	tranom-bakoka
mush	NO TRANSLATION
mushroom	olatra
mushy	mushy
music	mozika
musical	mozika
musician	mozika
musing	nieritreritra
musk	musk
musket	musket
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	dia tsy maintsy
mustang	Mustang
mustard	voan-tsinapy
muster	herim
musty	musty
mutable	mutable
mutant	mutant
mutate	mutate
mutation	mutation
mute	moana
muted	muted
mutilate	mutilate
mutilated	azo ampiasaina
mutilation	fanapahana rantsambatana
mutiny	fikomiana
mutt	mutt
mutter	NO TRANSLATION
mutton	ny ondry
mutual	fiaraha-mientana ifampizarana
mutually	mifanohitra izy
muzzle	fehim
myfavorite	ny tiako indrindra
myopia	myopia
myopic	myopic
myriad	alinalina
mysterious	zava-miafina
mystery	zava-miafina
mystic	mifono mistery
mystical	mifono zava-miafina
mysticism	miafina
mystified	mystified
mystique	mystique
myth	angano
mythic	mythic
mythical	angano
mythological	angano
mythology	angano
nab	Kat
nacho	nacho
nada	NO TRANSLATION
nadir	Nadir
nag	NO TRANSLATION
nail	fantsika
nail gun	nail gun
naive	nandia
naked	tsy nanan-kitafy
nakedness	fitanjahanao
namaste	NO TRANSLATION
name	Anarana
named	atao hoe
nameless	Tsy Manana Anarana
namesake	namesake
naming	fanomezana anarana
nana	Nana
nanny	nanny
nanometer	nanometer
nap	torimaso kely,
napalm	napalm
nape	nape
napkin	napkin
napping	napping
nappy	nappy
narcissism	narcissism
narcissist	narcissist
narcissistic	narcissistic
narcotic	mahadomelina
narrate	hitantara
narration	fitantarana
narrative	tantara
narrator	mpitantara
narrow	tery
narrowing	narrowing
nasal	nasal
nascent	nascent
nasty	ratsy
natal	Natal
nation	firenena
national	-pirenena
nationality	zom-pirenena
nationwide	manerana ny firenena
native	teratany
nativity	nahabe
natural	voajanahary
natural gas	gazy voajanahary
naturalist	zavaboary
naturalization	zom
naturalized	naturalized
naturally	mazava ho
nature	toetra
naught	ahoan-tsy ahoana
naughty	maditra
nausea	maloiloy
nauseate	nauseate
nauseating	nauseating
nauseous	nauseous
nautical	dranomasina
nautilus	Nautilus
naval	tafika an-dranomasina
nave	nave
navel	foitrany
navigable	navigable
navigate	fitetezana
navigation	Fikarohana
navigational	azy teny an
navigator	tantsambo
navy	tafika an-dranomasina
nay	NO TRANSLATION
nearsighted	nearsighted
neat	milamina
neatly	Kendreo
nebula	nebula
nebulae	nebulae
nebulous	nebulous
necessarily	voatery
necessary	ilaina
necessitate	FEPETRA
necessities	ilaina
necessity	tsy maintsy
neck	vozony
necklace	rojo
necktie	necktie
necromancer	mpanontany amin'ny maty
necrosis	necrosis
nectar	mamimbony
need	mila
needalife	NO TRANSLATION
needed	ilaina
needful	ilaina
needit	NO TRANSLATION
needle	fanjaitra
needlepoint	needlepoint
needles	fanjaitra
needless	Tsy ilaina
needtoknow	needtoknow
needtorelax	NO TRANSLATION
needy	mahantra
nefarious	nefarious
negation	negation
negative	ratsy
negativity	negativity
neglect	tsirambina
neglected	tsirambina
neglecting	tsy miraharaha
negligee	negligee
negligence	tsirambina
negligent	tsirambina
negligently	NO TRANSLATION
negligible	azo tsinontsiniavina
negotiable	negotiable
negotiate	hifampiraharaha
negotiation	fifampiraharahana
negotiator	ny fifampiraharahana
negro	Negro
neigh	neigh
neighbor	mpiara-belona
neighborhood	fiarahamonina
neighboring	manodidina
nemesis	rafiny
neon	néon
neonatal	pahafatesan'n'y zaza
neophyte	neophyte
neoprene	neoprene
nephew	zanaky ny iray tampo
nepotism	nepotism
nerd	nerd
nerdy	nerdy
nerve	kozatra
nerves	hozatra
nervous	natahotra
nervousness	tebiteby,
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	hetra
nest	akaniny
nestle	Nestle
nestling	nestling
net	harato
nether	ambany
netting	netting
nettle	tsilo no
network	Network
networking	tambajotra
neural	neural
neuralgia	neuralgia
neurological	atidoha
neurologist	manam-pahaizana
neurology	neurology
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	hoza-pitatitra
neurotic	neurotic
neuter	iombonana
neutral	tsy miandany
neutrality	tsy nety nanao miaramila
neutralize	neutralize
neutron	neutron
new	vaovao
new age	taona vaovao
newbeginnings	NO TRANSLATION
newborn	, zaza vao teraka
newcomer	vao tonga
newday	newday
newfound	vaovao
newjob	NO TRANSLATION
newlife	fiainam-baovao
newly	vao
newlywed	vao avy nanambady
newme	newme
newness	baovao
news	vaovao
newscast	newscast
newscaster	newscaster
newsflash	Newsflash
newsletter	Newsletter
newsman	manjaka
newspaper	gazety
newspaperman	newspaperman
newsreel	newsreel
newsroom	VAOVAO
newsstand	newsstand
newstart	newstart
newt	Newt
newyear	NO TRANSLATION
nexus	Rohy
nib	nib
nibble	manandranandrana
nice	tsara
niche	akany
nichts	NO TRANSLATION
nick	Nick
nickel	nikela
nickname	anaram-bositra
nicotine	nikôtinina
niece	zanakavavin'ny anabaviko
nifty	nifty
nigger	nigger
nigh	akaiky
night	alina
nightcap	nightcap
nightclub	trano fandihizana
nightfall	naha alina ny andro
nightgown	nightgown
nightie	nightie
nightingale	Nightingale
nightlife	Nightlife
nightly	alina
nightmare	nofy ratsy
nightmares	nofy ratsy
nightstand	nightstand
nightstick	nightstick
nighttime	alina
nihilism	nihilism
nil	Nil
nimble	Nimble
nimrod	Nimroda
nincompoop	nincompoop
nine	sivy
nineteen	sivy ambin'ny folo
ninety	sivi-folo amby
ninja	Ninja
ninny	ninny
nintendo	Nintendo
ninth	fahasivy
nip	nip
nipper	mpioty
nipple	nonon'ny
nippy	nippy
nitrate	nitrate
nitro	Nitro
nitrogen	azota
nitrous	nitrous
nitwit	nitwit
nix	nix
no anticipation	tsy misy anticipation
no disgust	tsy maharikoriko
no emotion	tsy misy fihetseham-po
no sentiment	tsy misy fihetseham-po
no surprise	tsy mahagaga
no trust	tsy azo itokisana
nobility	ambony
noble	mendri-kaja
nobleman	tandapa
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	alina,
nod	mihatohatoka
nodding	nodding
node	node
nodular	nodular
nodule	nodule
noggin	noggin
nohope	NO TRANSLATION
