Word	ca
mode	mode
model	model
modeler	modelador
modeling	modelització
modem	mòdem
moderate	moderat
moderate anticipation	expectativa moderada
moderate disgust	moderada disgust
moderate negative	moderat negatiu
moderate positive	moderat positiu
moderate surprise	Sorpresa moderada
moderate trust	confiança moderada
moderately	moderadament
moderating	moderant
moderation	moderació
moderator	moderador
modern	modern
modernism	modernisme
modest	Modest
modesty	modèstia
modicum	modicum
modifiable	modificable
modification	modificació
modified	modificat
modify	modificar
modulate	modular
modulation	modulació
module	mòdul
modulus	mòdul
mogul	magnat
moiety	fracció
moist	humit
moisture	humitat
moisturizer	crema hidratant
molar	Molar
molasses	melassa
mold	motlle
molded	modelat
molding	modelat
moldy	florit
mole	mol
molecular	molecular
molecule	molècula
molest	molest
molestation	molestation
molester	molest
molten	fosa
mom	mare
moment	moment
momentary	momentània
momentous	momentós
momentum	momentum
momma	mamà
mommy	mare
monad	monad
monarch	monarca
monarchy	monarquia
monastery	monestir
monastic	monàstica
monetary	monetari
money	diners
mongoloid	mongoloide
mongoose	mongoose
mongrel	mongrel
monitor	monitor
monk	monjo
monkey	mico
mono	NO TRANSLATION
monochrome	monocrom
monogamous	monògames
monogamy	monogàmia
monogram	monograma
monogrammed	monograma
monograph	monografia
monolayer	monocapa
monolith	monòlit
monologue	monòleg
monopolist	monopolista
monopoly	monopoli
monotonous	monòton
monotony	monotonia
monoxide	monòxid
monsieur	senyor
monsoon	monsó
monster	monstre
monstrosity	monstruositat
monstrous	monstruós
montage	Muntatge
monte	monte
month	mes
monthly	mensual
monument	monument
monumental	monumental
moo	moo
mooch	mooch
mood	estat d'ànim
moods	humor
moody	canviant d'humor
moon	lluna
moonbeam	raig de la lluna
moonlight	llum de lluna
moonlit	lluminós per la lluna
moonshine	lluna de sol
moonstruck	amuntegat
moonwalk	moonwalk
moor	amarratge
moored	amarrat
mooring	amarratge
moorings	amarratges
moorland	prat
moose	alces
moot	discutible
mooted	dictat
mop	trampa
mope	Mope
moped	ciclomotor
moral	moral
morale	moral
morality	moralitat
morals	moral
morass	morass
moratorium	moratòria
moray	Moray
morbid	morbid
morbidity	morbiditat
morbidness	morbiditat
mores	mores
morgue	morgue
moribund	moribund
morn	matí
morning	matí
moron	Moron
moronic	Moronic
morose	Moros
morph	Morph
morphine	morfina
morphism	morfisme
morphology	morfologia
morrow	demà
morsel	morsel
mortal	mortal
mortality	mortalitat
mortar	morter
mortgage	hipoteca
mortgagee	creditor hipotecari
mortgagor	mortgagor
mortician	morticiero
mortification	mortificació
mortified	Mortificat
mortuary	mortuari
mosaic	mosaic
mosey	mosey
mosque	mesquita
mosquito	mosquit
moss	molsa
mossy	molsa
mote	NO TRANSLATION
motel	motel
moth	arna
mother	mare
motherfucker	fill de puta
motherfucking	puta mare
motherhood	maternitat
motherland	pàtria
motherless	sense mare
motherly	maternal
motif	motiu
motion	moviment
motionless	immòbil
motivate	motivar
motivating	motivant
motivation	motivació
motivational	motivacional
motive	motiu
motley	motley
motor	motor
motorbike	moto
motorboat	motora
motorcade	caravana
motorcar	cotxe de motor
motorcycle	moto
motorist	motorista
motte	Motte
mottled	moteado
motto	lema
mould	motlle
mound	monticle
mount	muntar
mountain	muntanya
mountaineer	alpinista
mountainous	muntanyós
mountains	muntanyes
mountaintop	cim de la muntanya
mourn	plorar
mournful	lamentable
mourning	dol
mouse	ratolí
mousetrap	ratolí
mousse	mousse
moustache	bigoti
mousy	mous
mouth	boca
mouthful	boig
mouthpiece	boquilla
mouthwash	enjuagues bucals
movable	mòbil
move	moure's
movement	moviment
mover	moure
movie	pel·lícula
movies	pel·lícules
moving	en moviment
movingforward	NO TRANSLATION
movingon	movingon
mow	mow
mower	segadora
moxie	Moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	mucked
mucous	mucoses
mucus	moc
mud	fang
muddle	muddle
muddled	muddled
muddy	fangós
muff	muff
muffin	muffin
muffled	amortiment
muffler	silenciador
mug	tassa
mugger	mugger
mulberry	morera
mulch	mulch
mule	mula
mull	mullar
mullet	mullet
multilateral	multilateral
multimedia	multimèdia
multinational	multinacional
multiple	múltiple
multiple sclerosis	esclerosi múltiple
multiplex	multiplex
multiplication	multiplicació
multiplicity	multiplicitat
multiplied	multiplicat
multiplier	multiplicador
multiply	es multipliquen
multitude	multitud
mum	mare
mumble	mumble
mumbo	mumbo
mummy	mòmia
mumps	paparres
munch	munch
munchies	munchies
munchkin	munchkin
mundane	mundà
municipal	municipal
municipality	municipi
mural	mural
murder	assassinat
murderer	assassí
murderess	assassí
murderous	assassí
murky	tèrbol
murmur	murmurar
muscle	múscul
muscular	muscular
muse	muse
muses	muses
museum	museu
mush	NO TRANSLATION
mushroom	bolet
mushy	mushy
music	música
musical	musical
musician	músic
musing	mirant
musk	almizcle
musket	mosquetó
musketeer	mosqueter
muskrat	muskrat
muslin	muselina
muss	NO TRANSLATION
must	haver de
mustang	Mustang
mustard	mostassa
muster	reunir
musty	mossegat
mutable	mutable
mutant	mutant
mutate	mutar
mutation	mutació
mute	mut
muted	silenciat
mutilate	mutilar
mutilated	mutilat
mutilation	mutilació
mutiny	mutiny
mutt	mutt
mutter	NO TRANSLATION
mutton	carn de boví
mutual	mútua
mutually	mútuament
muzzle	musell
myfavorite	el meu preferit
myopia	miopia
myopic	miopia
myriad	miríada
mysterious	misteriós
mystery	misteri
mystic	místic
mystical	místic
mysticism	misticisme
mystified	mistificat
mystique	mística
myth	mite
mythic	mític
mythical	mític
mythological	mitològic
mythology	mitologia
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	clau
nail gun	pistola d'ungles
naive	ingenu
naked	nu
nakedness	nuesa
namaste	NO TRANSLATION
name	nom
named	nomenat
nameless	sense nom
namesake	homombre
naming	nomenant
nana	nana
nanny	mainadera
nanometer	nanòmetre
nap	migdiada
napalm	napalm
nape	nu
napkin	tovalló
napping	napping
nappy	bolquers
narcissism	narcisisme
narcissist	narcissista
narcissistic	narcisista
narcotic	estupefaents
narrate	narrar
narration	narració
narrative	narrativa
narrator	narrador
narrow	estreta
narrowing	estrenyiment
nasal	nasal
nascent	principiant
nasty	desagradable
natal	natal
nation	nació
national	nacional
nationality	nacionalitat
nationwide	a nivell nacional
native	natiu
nativity	pessebre
natural	natural
natural gas	gas Natural
naturalist	naturalista
naturalization	naturalització
naturalized	naturalitzat
naturally	naturalment
nature	naturalesa
naught	res
naughty	travieso
nausea	nàusees
nauseate	nauseat
nauseating	nàusees
nauseous	nàusees
nautical	nàutica
nautilus	Nautilus
naval	naval
nave	nave
navel	melic
navigable	navegable
navigate	navegar
navigation	navegació
navigational	navegació
navigator	navegador
navy	marina
nay	NO TRANSLATION
nearsighted	miopista
neat	net
neatly	perfectament
nebula	nebulosa
nebulae	nebuloses
nebulous	nebulós
necessarily	necessàriament
necessary	necessari
necessitate	necessiteu
necessities	necessitats
necessity	necessitat
neck	coll
necklace	collaret
necktie	corbata
necromancer	Nigromante
necrosis	necrosis
nectar	nèctar
need	necessitat
needalife	NO TRANSLATION
needed	necessari
needful	necessari
needit	NO TRANSLATION
needle	agulla
needlepoint	punta d'agulla
needles	agulles
needless	innecessari
needtoknow	necessito
needtorelax	NO TRANSLATION
needy	necessitats
nefarious	nefarious
negation	negació
negative	negatiu
negativity	negativitat
neglect	negligència
neglected	descuidat
neglecting	descuidant
negligee	negligeix
negligence	negligència
negligent	negligent
negligently	NO TRANSLATION
negligible	insignificant
negotiable	negociable
negotiate	negociar
negotiation	negociació
negotiator	negociador
negro	negre
neigh	neigh
neighbor	veí
neighborhood	barri
neighboring	veí
nemesis	némesis
neon	neó
neonatal	neonatal
neophyte	neòfits
neoprene	neoprè
nephew	nebot
nepotism	nepotisme
nerd	estudiós
nerdy	nerdy
nerve	nervi
nerves	nervis
nervous	nerviós
nervousness	nerviosisme
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	niu
nestle	nestle
nestling	nestling
net	net
nether	no més
netting	netejar
nettle	ortiga
network	xarxa
networking	xarxa
neural	neural
neuralgia	neuràlgia
neurological	neurològic
neurologist	neuròleg
neurology	neurologia
neurosis	neurosi
neurosurgeon	neurocirurgià
neurosurgery	neurocirurgia
neurotic	neuròtic
neuter	neutre
neutral	neutral
neutrality	neutralitat
neutralize	neutralitzar
neutron	neutrons
new	nou
new age	nova era
newbeginnings	NO TRANSLATION
newborn	nounat
newcomer	nouvingut
newday	nou dia
newfound	newfound
newjob	NO TRANSLATION
newlife	newlife
newly	de nou
newlywed	nouvingut
newme	newme
newness	novetat
news	Notícies
newscast	noticiero
newscaster	noticiero
newsflash	flaix de notícies
newsletter	butlletí informatiu
newsman	noticiero
newspaper	diari
newspaperman	newspaperman
newsreel	noticiero
newsroom	sala de premsa
newsstand	quiosc
newstart	Nou començament
newt	nou
newyear	any nou
nexus	nexe
nib	nib
nibble	mossegada
nice	agradable
niche	nínxol
nichts	NO TRANSLATION
nick	efecte
nickel	níquel
nickname	àlies
nicotine	nicotina
niece	neboda
nifty	increïble
nigger	nigger
nigh	a prop
night	nit
nightcap	nightcap
nightclub	discoteca
nightfall	caiguda de nit
nightgown	camisón
nightie	nightie
nightingale	rossinyol
nightlife	vida nocturna
nightly	cada nit
nightmare	malson
nightmares	malsons
nightstand	taula de nit
nightstick	nightstick
nighttime	nit
nihilism	nihilisme
nil	nil
nimble	àgil
nimrod	nimrod
nincompoop	nincompoop
nine	nou
nineteen	dinou
ninety	noranta
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	novè
nip	nip
nipper	pinça
nipple	mugró
nippy	nippy
nitrate	nitrat
nitro	nitro
nitrogen	nitrogen
nitrous	nitroso
nitwit	nitwit
nix	nix
no anticipation	sense anticipació
no disgust	no molesteu
no emotion	no hi ha emoció
no sentiment	cap sentiment
no surprise	no sorprèn
no trust	no hi ha confiança
nobility	noblesa
noble	noble
nobleman	noble
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nocturn
nod	assentir-se
nodding	assentint amb la mà
node	node
nodular	nodular
nodule	nòdul
noggin	noggin
nohope	NO TRANSLATION
noir	noir
noise	soroll
noisy	sorollós
nomad	nòmada
nomadic	nòmada
nomenclature	nomenclatura
nominal	nominal
nominate	nominar
nomination	nominació
nominee	nominat
nonce	noce
nonchalant	indiferent
noncompliance	incompliment
nondescript	no descript
nonexistent	inexistent
nonfat	no gras
nonfiction	no ficció
nonpayment	sense pagament
nonresident	no resident
nonsense	sense sentit
nonsensical	sense sentit
nonviolent	no violent
noob	Novell
noodle	fideus
nook	racó
noon	migdia
noose	corda
nopoint	cap punt
noregrets	NO TRANSLATION
norm	norma
normal	normal
normalcy	normalitat
normality	normalitat
north	nord
northbound	cap al nord
northeast	noreste
northern	nord
northwest	nord-oest
northwestern	nord-oest
noschool	NO TRANSLATION
nose	nas
nosebleed	naséleure
nosey	boig
nosnow	nosnow
nostalgia	nostàlgia
nostalgic	nostàlgic
nostress	NO TRANSLATION
nostril	femella
nosun	NO TRANSLATION
nosy	boig
not negative	no negatiu
not positive	no positiva
notable	notable
notables	notables
notably	notablement
notamorningperson	NO TRANSLATION
notary	notari
notation	notació
notch	entallada
notched	picat
note	nota
notebook	quadern
noted	va assenyalar
noteworthy	cal destacar
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	la resurrecció
notice	avís
noticeable	notable
notification	notificació
notify	notificar
notion	noció
notional	nocional
notoriety	notorietat
notorious	notori
notready	no està llest
notwithstanding	no obstant això
nought	res
noun	substantiu
nourish	nodrir
nourishment	aliment
nouveau	NO TRANSLATION
novel	novel·la
novelist	novel·lista
novelty	novetat
novice	principiant
nowadays	avui dia
nowork	no hi ha feina
noworries	no et preocupis
noxious	nocius
nozzle	broquet
nuance	matisos
nuances	matisos
nuclear	nuclear
nucleus	nucli
nude	nua
nudge	empenyér
nudie	nudie
nudist	nudista
nudity	nuesa
nugget	pebre vermell
nuisance	molèstia
nuke	nuke
nul	NO TRANSLATION
null	nul
nullify	anul·lar
numb	entumit
number	número
numbering	numeració
numbers	números
numbness	entumiment
numbskull	numbskull
numeral	numeral
numerator	numerador
numerical	numèric
numerically	numèricament
numerous	nombrosos
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	convent de nuvis
nuptials	núpies
nurse	infermera
nursemaid	mainadera
nursery	viver
nursing	infermeria
nurture	nodrir
nut	femella
nutcase	nutcase
nutcracker	trencanous
nuthouse	nuthouse
nutmeg	nou moscada
nutrition	nutrició
nutritional	nutricional
nutritious	nutritiu
nutritive	nutritiu
nuts	nous
nutshell	closca de nou
nutty	nou
nylon	niló
nylong	NO TRANSLATION
nylons	nylons
nymph	ninfa
nymphomaniac	nymphomaniac
oaf	oaf
oak	roure
oar	rem
oasis	oasi
oat	avena
oath	jurament
oatmeal	farina de civada
obedience	obediència
obedient	obedient
obediently	obedientment
obelisk	obelisc
obese	obesitat
obesity	obesitat
obey	obeir
obi	obi
obit	obit
obituary	obituari
object	objecte
objection	objecció
objectionable	objetable
objective	objectiu
objectivity	objectivitat
obligation	obligació
obligatory	obligatori
oblige	obligar
obliged	obligat
obliging	obligant
obligor	obligant
oblique	oblic
obliterate	esborrar
obliterated	esborrat
obliteration	obliteració
oblivion	oblit
oblivious	oblidat
oblong	oblonga
obnoxious	desagradable
oboe	oboè
obscene	obscè
obscenity	obscenitat
obscure	fosca
obscured	enfosquit
obscurity	obscuritat
observance	observança
observant	observant
observation	observació
observatory	observatori
observe	observar
observer	observador
observing	observant
obsess	obsess
obsessed	obsessionat
obsessing	obsessiu
obsession	obsessió
obsessive	obsessiu
obsolescence	obsolescència
obsolete	obsolet
obstacle	obstacle
obstetrician	obstetra
obstetrics	obstetrícia
obstinate	obstinat
obstruct	obstruir
obstruction	obstrucció
obstructive	obstructiva
obtain	obtenir
obtainable	obtinguda
obtuse	obtús
obverse	anvers
obvious	obvi
ocarina	ocarina
occasion	ocasió
occasional	ocasional
occasionally	de tant en tant
occipital	occipital
occlusion	oclusió
occult	ocult
occupancy	ocupació
occupant	ocupant
occupation	ocupació
occupational	ocupacional
occupied	ocupada
occupier	ocupant
occupy	ocupar
occupying	ocupant
occur	es produeixen
occurrence	ocurrència
ocd	ocd
ocean	oceà
oceanic	oceànic
octagon	octàgon
octave	octave
octopus	pop
ocular	ocular
odd	estrany
oddball	estrany
oddity	estranyesa
odds	possibilitats
ode	ode
odious	odiós
odometer	odòmetre
odor	olor
odyssey	odissea
oedipal	edípic
oestrogen	estrogen
oeuvre	NO TRANSLATION
offal	desballestament
offence	delicte
offend	ofendre
offended	ofès
offender	delinqüent
offense	delicte
offensive	ofensiu
offer	oferta
offered	oferts
offering	oferint
offhand	fora de casa
office	oficina
officer	oficial
offices	oficines
official	oficial
officiate	oficiar
offing	offing
offload	descàrrega
offset	compensació
offshoot	allunyament
offshore	offshore
offside	fora de joc
offspring	fills
oft	oft
oftentimes	moltes vegades
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	Ohno
ohshit	NO TRANSLATION
oil	oli
oils	olis
oily	oliosa
oink	oink
ointment	pomada
okra	Okra
old	vell
olden	olden
older	més vell
oldie	oldie
oldies	oldies
olfactory	olfactiu
oligarchy	oligarquia
olive	Oliva
omega	omega
omelet	truita
omen	presagi
omgomgomg	NO TRANSLATION
ominous	ominós
omission	omissió
omit	ometre
omitted	omès
omnibus	omnibus
omnipotence	omnipotència
omnipotent	omnipotent
omnipresent	omnipresent
omniscient	omnisciente
onboard	a bord
oncologist	oncòleg
oncology	oncologia
oncoming	proper
one	un
oneday	oneday
onedge	onedge
onelove	Onelove
oneness	Unitat
onerous	onerós
oneself	un mateix
ongoing	en marxa
onion	ceba
onset	inici
onslaught	emboscada
onstage	A l'escenari
ontology	ontologia
onus	onus
onward	endavant
onyx	Onix
oodles	oodles
oomph	oomph
ooze	ooze
oozing	exuberant
op	op
opacity	opacitat
opal	opal
opaque	opac
ope	ope
open	obert
opener	obridor
opening	obertura
openly	de manera oberta
openness	obertura
opera	òpera
operate	funcionar
operatic	operatic
operation	operació
operational	operacional
operations	operacions
operative	operatiu
operator	operador
ophthalmic	oftàlmic
ophthalmologist	oftalmòleg
opiate	opiaci
opinion	opinió
opinionated	opinionated
opium	opi
opponent	oponent
opportune	oportú
opportunism	oportunisme
opportunity	oportunitat
oppose	oposar-se a
opposed	oposat
opposing	oposat
opposite	davant
opposites	oposats
opposition	oposició
oppress	opressió
oppressed	oprimits
oppression	opressió
oppressive	opressiu
oppressor	opressor
ops	ops
opt	optar
optic	òptica
optical	òptic
optics	òptica
optimism	optimisme
optimist	optimista
optimistic	optimista
optimum	òptim
option	opció
optional	opcional
optionally	opcionalment
options	opcions
optometrist	optometrista
opulence	opulència
opulent	opulent
opus	opus
oracle	oracle
oral	oral
orange	taronja
orange juice	suc de taronja
orangutan	orangutan
oration	oració
orator	orador
oratory	oratori
orb	orbe
orbit	òrbita
orbital	orbital
orbiting	orbitant
orbs	orbes
orc	Orc
orchard	hort
orchestra	orquestra
orchid	orquídia
ordained	ordenat
ordeal	calvície
order	ordre
orderly	ordenat
ordinance	ordenança
ordinary	ordinari
ordination	ordenació
ordnance	artilleria
ore	mineral
oregano	Orenga
