Word	ht
locator	Lokalizatè
loch	jwèt
lock	fèmen
locker	kazye
locket	locket
locksmith	Locksmith
lockup	blokaj
loco	loco
locomotion	lokomosyon
locomotive	Locomotive
locust	krikèt
lode	NO TRANSLATION
lodge	lòj
lodger	lokatè
lodging	lojman
loft	galata
lofty	segondè
log	ale
logarithm	logaritm
logarithmic	logaritmik
logic	lojik
logical	lojik
logistics	lojistik
logo	logo
logotype	lojotip
loin	NO TRANSLATION
lollipop	lolipop
lone	Lone
loneliness	solitid
lonely	lonely
loner	lonè
lonesome	lonesome
long	lontan
longboat	longboat
longevity	lonjevite
longing	anvi wè
longitude	Lonjitid
longitudinal	longitudinal
longitudinally	longitudinal
longtime	depi lontan
loo	loo
look	gade
looker	gade
lookout	gade
loom	tise
looming	parèt
loon	Loon
loony	kouto
loop	riban
loophole	brèch
loopy	loopy
loose	ki lach
loosen	dekole
loosening	detachman
loot	vòlè
lop	lop
lopsided	lopere
lord	mèt
lords	chèf
lordship	dominasyon
lore	Fòlklorik lan
lorry	kamyon
lose	pèdi
loser	defisi
losing	pèdi
loss	pèt
lost	pèdi
lot	anpil
lotion	losyon
lots	anpil
lottery	lotri
lotto	Loto
lotus	lotus
loud	byen fò
loudly	byen fò
loudmouth	loudmouth
loudness	loudness
loudspeaker	loudspeaker
lounge	sal
lounging	lounging
louse	louse
lousy	degoutan
lovable	adorable
love	renmen
loved	renmen
lovee	renmen
loveee	renmenee
loveless	renmen
lovelife	NO TRANSLATION
loveliness	lanmou
lovelovelove	NO TRANSLATION
lovely	bèl
lovemaking	fe lanmou
lovemylife	NO TRANSLATION
lover	lover
lovesick	renmenick
lovethis	renmen sa
loving	renmen
lovinglife	renmen
lovinlife	lovinlife
low	ba
lowdown	abondance
lower	pi ba
lowering	bese
lowest	ki pi ba
lowlands	plenn
lowlife	Lowlife
lowly	lowly
lox	lox
loyal	rete fidèl
loyalty	lwayote
lsd	lsd
luau	luau
lube	lubrifyan
lubricant	librifyan
lubricate	lubrifi
lubrication	lubrification
lucid	lisid
luck	chans
luckiest	Luckiest
lucky	chans
luckygirl	Luckygirl
lucrative	likratif
ludicrous	ludikrous
lug	kale
luggage	bagaj
lukewarm	tyèd
lull	kalme
lullaby	lulaby
lumbar	lonbèr
lumber	bwa
lumbering	lumbering
lumberjack	brouyeur
luminescent	luminesant
luminous	lumineux
lump	fèt yon sèl kou
lumpy	defonse
lunacy	lunacy
lunar	linè
lunatic	lunatik
lunch	manje midi
lunchbox	bwat manje
luncheon	luncheon
lunchtime	ansanm ak tout moun
lung	poumon
lunge	kòlè
lungs	poumon
lurch	vas
lure	fè lasisiy
lurid	lurid
lurk	pèsiste
lurking	kachèt
luscious	Apetisan
lush	Fertile
lust	lanvi
luster	ekla
lustful	lustful
lustrous	briyan
lusty	lusty
lute	lute
luxuriant	adorasyon
luxurious	abondan
luxury	liksye
lycra	lycra
lye	lye
lying	kouche
lymph	lenfatik
lymphatic	lenfatik
lymphoma	lenfom
lynch	lynch
lynching	lynching
lynx	lynx
lyre	manti
lyric	lyric
lyrical	lirik
lyrics	lyrics
macadamia	macadamia
macarena	macarena
macaroni	makawoni
mace	mas
mach	Mach
machete	machete
machine	machin
machinery	machin
machinist	machinist
macho	macho
mackerel	makroel
macro	macro
mad	fou
madam	madam
madame	madame
madden	madden
madder	Mèt
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	madhouse
madman	fou
madness	Foli
maestro	maestro
mafia	mafya
magazine	magazin
mage	maj
magenta	magenta
maggot	maggot
magic	majik
magical	majik
magician	majisyen
magistrate	majistra
magma	magma
magna	gwo
magnate	gwo negosyan
magnesium	Manyezyòm
magnet	leman
magnetic	mayetik
magnetism	mayetis
magnetite	mayetit
magnification	mikwòb
magnificence	mayifisans
magnificent	bèl
magnifier	loup
magnify	magnify
magnifying	agrandisman
magnitude	mayitid
magnolia	Magnolia
magpie	maji
mahi mahi	NO TRANSLATION
mahjong	majong
mahogany	akajou
maid	sèvant
maiden	jenn fi
mail	lapòs
mailbox	bwat lèt
mailing	poste
mailman	mailman
maim	NO TRANSLATION
main	prensipal la
mainframe	mainframe
mainland	tè pwensipal
mainstay	Mainstay
mainstream	endikap
maintain	kenbe
maintenance	antretyen
majestic	Majestic
majesty	majesté
major	pi gwo
majority	majorite
make	fè
makeover	VPN
maker	Maker
makeshift	efò
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	Makiyaj
makingdisciples	NO TRANSLATION
malady	malad
malaise	malèz
malaria	malarya
malarkey	malarkey
male	gason
malevolent	malfezan
malfeasance	malfezan
malformation	malformation
malfunction	malfonksyon
malice	NO TRANSLATION
malicious	move
malign	mali
malignancy	malignans
malignant	malfezan
maligned	maligned
mall	sant komèsyal
malleable	pèrmeabl
mallet	mallet
malnutrition	malnitrisyon
malpractice	malpractice
malt	malte
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	mamifè
mammoth	mamout
mammy	manman
man	nonm
manage	jere
manageable	jere
management	jesyon
manager	manadjè
managerial	manadjè
mandamus	mandamus
mandarin	mandarin
mandate	manda
mandatory	obligatwa
mandible	mandib
mandolin	Mandolin
mandrel	mawon
mane	NO TRANSLATION
maneuver	manevwe
maneuvering	maneuver
mange	NO TRANSLATION
manger	manger
mangle	mangle
mango	mango
mangosteen	mangosteen
mangy	mangy
manhole	twou egou
manhood	manhood
manhunt	manhunt
mania	mani
maniac	Maniac
maniacal	maniacal
manic	manyak
manicure	manukur
manicurist	manukur
manifest	manifeste
manifestation	manifestasyon
manifested	manifeste
manifestly	evidamman
manifesto	Manifès
manifold	manifoul
manipulate	manipile
manipulation	manipilasyon
manipulative	manipilatif
mankind	limanite
manly	manly
manna	laman
manned	lòm
mannequin	mannequin
manner	fason
mannered	abitye
manners	konpòtman
manor	manwa
manpower	manpower
mansion	chato
mansions	vila
manslaughter	asasina
mantel	manto
mantis	mantis
mantle	manto
mantra	maître
manual	manyèl
manufacture	fabrike
manufacturer	manifakti
manufacturing	fabrikasyon
manure	fimye
manuscript	maniskri
map	kat
maple	erab
mar	mar
marathon	maraton
marble	mab
marbled	marble
marbles	mab
march	mache
mare	NO TRANSLATION
margarine	magarin
margarita	margarita
margin	Marge
marginal	majinal
mariachi	mariachi
marijuana	marigwana
marinara	marinara
marine	maren
mariner	maren
marital	marital
maritime	maritim
mark	make
marked	make
marker	makè
market	mache
marketable	mache
marketing	maketing
marketplace	mache
marks	mak
marksman	makè
marksmanship	tirè
marl	marl
marmalade	Marmalad
maroon	maron
marooned	marooned
marquee	makèt
marquis	marquis
marred	blese
marriage	maryaj
married	marye
marrow	mwèl
marry	marye
marsh	marekaj
marshal	marshal
marshmallow	gimov
mart	Mart
martial	masyal
martingale	martengal
martini	martini
martyr	mati
martyrdom	martyrdom
marvel	sezi
marvellous	bèl bagay
marvelous	bèl bagay
marvelously	mèveye
marzipan	NO TRANSLATION
mascara	maskara
mascot	maskot
masculine	maskilen
masculinity	masculinity
mash	Mach
mashed	kraze
mask	mask
masked	maske
masks	mask
masochism	masochism
masochist	masochist
mason	mason
masquerade	Masquerade
mass	mas
massacre	Masak
massage	masaj
masses	mas
masseur	maseur
masseuse	maseuz
massive	masiv
mast	Mast
master	mèt
masterful	metriz
mastermind	mèt
masterpiece	chèf
mastery	metriz
masturbate	masturbate
masturbation	Masturbation
mat	Mat
matador	Matador
match	matche ak
matchbook	matchbook
matching	matche
matchmaker	matchmaker
mate	mate
material	materyèl
materialism	materyalis
materialist	materyalism
materialistic	materyalism
materiality	materyalite
materialize	konkretize
materially	materyèl
materials	materyèl
materiel	materyèl
maternal	matènèl
maternity	matènite
math	matematik
mathematical	matematik
mathematician	Matematik
mathematics	matematik
matinee	Matinee
mating	matin
matriculation	matrikulasyon
matrimony	maryaj
matrix	matris
matron	matron
matted	matla
matter	pwoblèm
matting	matla
mattress	matla
maturation	matirite
mature	matirite
maturity	matirite
maudlin	maudlin
mausoleum	mozole
mauve	mawon
maverick	Maverick
maxim	maksimòm
maximize	maksimize
maximum	maksimòm
may	pouvwa
mayday	Mayday
mayflower	mayflower
mayhem	destriksyon
mayonnaise	mayonèz
mayor	majistra
maze	labirent
mead	Mead
meadow	Meadow
meager	mèg
meal	manje
mean	vle di
meander	koule
meandering	koule
meanie	vle di
meaning	sa vle di
meaningful	sans
meaningless	san sans
meanness	bon
means	vle di
meantime	Antretan
measles	lawoujòl
measurable	mezirab
measure	mezi
measured	mezire
measurement	mezi
measuring	mezire
measuring cup	mezire tas
measuring tape	mezire kasèt
meat	vyann
meatball	boulèt
meathead	vyann
meatloaf	vyann
mechanic	mekanisyen
mechanical	mekanik
mechanics	mekanik
mechanism	mekanis
med	NO TRANSLATION
medal	meday
medallion	medayon
medallist	medayis
meddle	mele
meddling	mele
media	medya
medial	medya
median	medyàn
mediate	medyatè
mediation	medyasyon
mediator	medyatè
medic	medikaman
medical	medikal
medicate	medikaman
medication	medikaman
medicinal	medsin
medicine	medikaman
medieval	medyeval
mediocre	mediocre
mediocrity	medyòk
meditate	medite
meditating	medite
meditation	meditasyon
meditative	meditativ
mediterranean	Mediterane
medium	mwayen
medley	medley
meek	dou
meet	rankontre
meeting	reyinyon
mega	mega
meh	meh
melancholic	melancholik
melancholy	tristès
melee	mele
mellow	matyè
melodious	melodi
melodrama	melodrama
melodramatic	melodramatik
melody	melodi
melon	melon
melt	fonn
meltdown	meltdown
melting	k ap fonn
member	manm
membership	manm
membrane	manbràn
memento	souvni
memo	memo
memoir	Byografi
memorabilia	souvni
memorable	memorab
memorandum	memorandòm
memorial	memorial
memorials	memorials
memories	memwa
memoriesiwontforget	NO TRANSLATION
memorize	memorize
memory	memwa
menace	menas
menacing	menasan
menagerie	menagerie
mend	rapyese
mending	prete
menial	meni
meningitis	menenjit
meniscus	menisk
menopause	menopoz
menses	mans
menstrual	règ
mental	mantal
mentalhealth	NO TRANSLATION
mentality	mantalite
menthol	mentol
mention	mansyone
mentor	konseye
menu	meni
meow	Meow
mercantile	mercantil
mercenary	mèsenè
merchandise	machandiz
merchant	komèsan
merciful	mizèrikòd
merciless	inplakabl
mercurial	mèki
mercury	mèki
mercy	mizèrikòd
mere	sèlman
merengue	Merengue
merge	rantre
merger	fizyon
meridian	Meridian
meridional	meridyonèl
meringue	Mereng
merit	merit
meritorious	meriteuz
mermaid	sirèn
merriment	merriment
merry	kontan
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	Mescaline
mesh	may
meshes	may
mesmerized	fasinan
mess	dezòd
message	mesaj
messedup	NO TRANSLATION
messenger	mesaje
messiah	Mesi
messy	dezòdone
metabolic	metabolik
metabolism	metabolis
metal	metal
metallic	metallik
metallurgy	metaliji
metamorphosis	metamòfoz
metaphor	metafò
metaphorical	metafò
metaphysical	metafizik
metaphysics	metafizik
metastasis	metastaz
meteor	meteor
meteoric	meteyorik
meteorite	meteyorit
meteorological	meteyorolojik
meteorology	meteyoloji
meter	mèt
meth	met
methadone	metadòn
methane	metàn
methanol	metanol
method	metòd
methodical	metodik
methodology	metodoloji
meticulous	metikuleu
metime	metimize
metric	metrik
metrical	metrik
metrology	metroloji
metropolis	Metropolis
metropolitan	metwopoliten
mettle	Mèt
mew	mew
mezzanine	mezzanine
mica	mika
mick	mick
micro	mikwo
microbe	mikwòb
microbiology	mikrobyoloji
microchip	microchip
microcosm	mikrokosm
microfilm	mikrofilm
microgram	mikrogram
micrometer	mikromèt
micron	mikron
microphone	mikwofòn
microscope	mikwoskòp
microscopic	mikwoskopik
microscopically	mikwoskopik
microscopy	mikwoskopi
microwave	mikwo ond lan
mid	mitan
midair	midair
midday	midi
middle	mwayen
middleman	entèmedyè
middleweight	mwayenn
midget	midget
midland	Midland
midlife	midlife
midline	Midliyè
midnight	minwi
midshipman	midshipman
midst	mitan
midsummer	midsummer
midterm	midterm
midtown	Midtown
midway	Midway
midwife	fanm ansent
midwifery	Mwatye
mien	NO TRANSLATION
miffed	miffed
mighty	vanyan
mignon	mignon
migraine	migrèn
migrate	imigre
migration	migrasyon
migratory	migratè
mike	mike
mil	NO TRANSLATION
mild	modere
mildew	kanni
mildness	dousman
mile	mil
mileage	Kilometraj
milestone	etap enpòtan
militant	militan
militants	militan yo
military	militè
militia	milis
milk	lèt
milkman	lètman
milkshake	milkshake
milky	lakte
mill	moulen
millennium	milenè
milligram	miligram
millimeter	milimèt
million	milyon dola
millionaire	milyonèr
millionth	milyonè
millstone	moulen
mime	mime
mimic	imite
mimicking	mimicking
mimicry	mimikri
mince	filange
mincemeat	mincemeat
mind	lide
minded	èspri
mindful	lide
mindfulness	atansyon
mindless	lide
mine	m '
minefield	pyèj
miner	minè
mineral	mineral
mineralogy	mineralogie
mingle	melanje
mingled	melanje
mini	mini
miniature	miniature
minibus	Minibuss
minim	NO TRANSLATION
minimal	minimòm
minimize	minimize
minimized	minimize
minimum	minimòm
mining	min
minion	minion
minister	minis
ministerial	ministeryèl
ministry	ministè
minivan	minivan
mink	mink
minnow	minnow
minor	minè
minority	minorite
minstrel	minstrel
mint	mant
minty	minty
minuscule	minuscule
minute	minit
minutiae	minit
minx	minx
mir	NO TRANSLATION
miracle	mirak
miracles	mirak
miraculous	mirak
mirage	mirak
mire	NO TRANSLATION
mirror	glas
mirth	kontan
misappropriation	divèrtisman
misbehave	malèz
misbehavior	move konpòtman
miscalculation	miscalculation
miscarriage	foskouch
miscellaneous	divès
miscellany	miscellany
mischief	malè
mischievous	fè mal
misconception	miskonsepsyon
misconduct	movèz kondwit
misdemeanor	deli
misdirection	misdirection
miser	mizè
miserable	mizerab
miserably	mizerab
misery	mizè
misfire	misfire
misfit	misfit
misfortune	malè
misguided	NO TRANSLATION
mishap	move
misinformed	misinformed
misinterpretation	misinterpretasyon
mislead	twonpe
misleading	ki bay manti
misled	misle
mismanagement	movèz jesyon
mismatch	dezekilib
mismatched	mismatched
misnomer	misnomer
misplace	misplace
misplaced	deplase
misread	misread
misrepresent	misrepresent
misrepresentation	misrepresentation
misrepresented	misrepresented
miss	manke
missile	misil
missiles	misil yo
missing	manke
missingyou	NO TRANSLATION
mission	misyon
missionary	misyonè
misspell	mispèl
misstatement	reflechi
missy	missy
mist	vapè
mistake	erè
mistaken	fè erè
mister	Mèt
mistletoe	jete
mistreated	maltrete
mistress	metrès
mistrial	mistrial
mistrust	mefyans
misty	misty
misunderstand	mal konprann
misunderstanding	enkonpreyansyon
misunderstood	konpwann
misuse	move itilizasyon
mite	Mite
miter	miter
mitigate	bese
mitigating	modere
mitigation	Kontwol Dega
mitt	Mèt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	melanje
mixed	melanje
mixedemotions	mixemotions
mixer	mixer
mixture	melanj
mnemonic	mnemonic
moan	Moan
moat	twou
mob	foul
mobile	mobil
mobility	mobilite
mobilization	mobilizasyon
mobilize	mobilize
mobster	mobster
mocha	mocha
mock	mock
mocked	moke
mockery	Imitation
mocking	moke
mockingbird	mockingbird
mod	mod
modal	modal
modality	modalite
mode	mòd
model	modèl
modeler	modeler
modeling	modèl
modem	modèm
moderate	modere
moderate anticipation	modere antisipasyon
moderate disgust	modere degou
moderate negative	modere negatif
moderate positive	modere pozitif
moderate surprise	modere sipriz
moderate trust	modere konfyans
moderately	modera
moderating	modération
moderation	modération
moderator	moderatè
modern	modèn
modernism	modènism
modest	modès
modesty	modesti
modicum	mòd
modifiable	modifiable
modification	modifikasyon
modified	modifye
modify	modifye
modulate	modulation
modulation	modulation
module	modil
modulus	modil
mogul	mogul
moiety	moyete
moist	imid
moisture	imidite
moisturizer	idratan
molar	molè
molasses	melas
mold	mwazi
molded	modle
molding	bòdi
moldy	mwazi
mole	mol
molecular	molekilè
molecule	molekil
molest	manti
molestation	molèstasyon
molester	Mèt
molten	fonn
mom	manman
moment	moman
momentary	momantane
momentous	siyifikatif
momentum	momantòm
momma	manman
mommy	manman
monad	monad
monarch	monak
monarchy	monachi
monastery	monastè
monastic	monastic
monetary	monetè
money	lajan
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	pou kontwole
monk	mwàn
monkey	makak
mono	NO TRANSLATION
monochrome	monochrome
monogamous	monogam
monogamy	monogami
monogram	monogram
monogrammed	monogrammed
monograph	monograf
monolayer	monolayer
monolith	monolitik
monologue	monològ
monopolist	monopolist
monopoly	monopoli
monotonous	monotone
monotony	monotony
monoxide	monoksid
monsieur	monsieur
monsoon	mouason
monster	mons
monstrosity	monstrozite
monstrous	kolosal
montage	montaj
monte	monte
month	mwa
monthly	chak mwa
monument	moniman
monumental	moniman
moo	moo
mooch	Mooch
mood	atitid
moods	imè
moody	Moody
moon	lalin
moonbeam	moonbeam
moonlight	moonlight
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	Moor
moored	mouye
mooring	poul
moorings	Moorings
moorland	Moorland
moose	Moose
moot	moot
mooted	mooted
mop	mop
mope	mope
moped	mopèd
moral	moral
morale	moral
morality	moralite
morals	moral
morass	malèz
moratorium	moratoryom
moray	moray
morbid	morbid
morbidity	morbidite
morbidness	morbidness
mores	mò
morgue	mòg
moribund	moribund
morn	morn
morning	maten
moron	moron
moronic	Moron
morose	morose
morph	mòf
morphine	morfin
morphism	morfism
morphology	mòfoloji
morrow	Denmen
morsel	moso
mortal	mòtèl
mortality	mòtalite
mortar	mòtye
mortgage	ipotèk
mortgagee	dèt ipotekè
mortgagor	anprenteur
mortician	mòtye
mortification	mortification
mortified	mortifye
mortuary	mòtyè
mosaic	mozayik
mosey	mosey
mosque	moske
mosquito	Moustik
moss	Moss
mossy	mossy
mote	NO TRANSLATION
motel	motèl
moth	vè
mother	manman
motherfucker	manman
motherfucking	manman
motherhood	matènite
motherland	manman
motherless	manman
motherly	manman
motif	motif
motion	mouvman
motionless	imobilité
motivate	motive
motivating	motivasyon
motivation	motivasyon
motivational	motivasyonèl
motive	motif
motley	motley
motor	motè
motorbike	motosiklèt
motorboat	motosiklèt
motorcade	Motorcade
motorcar	Motorcar
motorcycle	motosiklèt
motorist	otomobilis
motte	motte
mottled	mottled
motto	deviz
mould	mwazi
mound	mound
mount	mòn
mountain	montay
mountaineer	alpinism
mountainous	montay
mountains	mòn
mountaintop	mountaintop
mourn	lapenn
mournful	lapenn
mourning	lapenn
mouse	sourit
mousetrap	mousetrap
mousse	mousse
moustache	moustach
mousy	mousy
mouth	bouch
mouthful	gòj
mouthpiece	mikrofòn
mouthwash	mouthwash
movable	mobil
move	deplase
movement	mouvman
mover	Mover
movie	fim
movies	sinema
moving	k ap deplase
movingforward	NO TRANSLATION
movingon	deplase
mow	mow
mower	mower
