Word	sm
maintenance	tausiga
majestic	mamalu
majesty	mamalu
major	tele
majority	tele
make	faia
makeover	toe faʻaleleia
maker	faia
makeshift	toso
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	toe faalelei
makingdisciples	NO TRANSLATION
malady	maʻi
malaise	malaise
malaria	malaria
malarkey	malarkey
male	tane
malevolent	le faʻaleagaina
malfeasance	malfeasance
malformation	malformation
malfunction	le lelei
malice	NO TRANSLATION
malicious	leaga
malign	malilie
malignancy	leaga
malignant	leaga
maligned	faʻamaonia
mall	mall
malleable	maʻagofie
mallet	mallet
malnutrition	le lelei
malpractice	leaga
malt	malt
mama	Mama
mambo	mambo
mamma	NO TRANSLATION
mammal	mamame
mammoth	mammoth
mammy	mammy
man	tagata
manage	puleaina
manageable	pulea lelei
management	pulega
manager	pule
managerial	pule
mandamus	tulafono
mandarin	mandarin
mandate	tulafono
mandatory	faʻatagaina
mandible	faʻamalosi
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	togafiti
maneuvering	gaoioi
mange	NO TRANSLATION
manger	faleʻai
mangle	mangle
mango	mango
mangosteen	mangosteen
mangy	mangy
manhole	togi
manhood	tamaʻitaʻi
manhunt	manhunt
mania	mania
maniac	maniac
maniacal	maniacal
manic	manic
manicure	faʻamalosi
manicurist	manicurist
manifest	faaali
manifestation	faaaliga
manifested	faʻaalia
manifestly	manino
manifesto	faʻaaliga
manifold	tele
manipulate	togafitia
manipulation	togafitia
manipulative	mafaufauga
mankind	tagata
manly	tagata
manna	manai
manned	faʻamaonia
mannequin	mannequin
manner	auala
mannered	faʻapipiʻi
manners	uiga
manor	manoa
manpower	tagata faigaluega
mansion	maota
mansions	maota
manslaughter	fasioti tagata
mantel	mantel
mantis	mantis
mantle	ofu talaloa
mantra	mantra
manual	tusi lesona
manufacture	gaosia
manufacturer	tagata gaosi oloa
manufacturing	gaosiga
manure	manu
manuscript	tusitusiga
map	faʻafanua
maple	maple
mar	Mati
marathon	marathon
marble	marble
marbled	marbled
marbles	mapu
march	Mati
mare	NO TRANSLATION
margarine	margarine
margarita	margarita
margin	tuaoi
marginal	faʻalautele
mariachi	mariachi
marijuana	mariuana
marinara	marinara
marine	gataifale
mariner	tautai
marital	faaipoipoga
maritime	vaʻa
mark	faailoga
marked	makaina
marker	faailoga
market	maketi
marketable	matagofie
marketing	maketi
marketplace	maketi maketi
marks	faailoga
marksman	faailoga
marksmanship	faailogaina
marl	marl
marmalade	marmalade
maroon	paʻu
marooned	faʻailoa
marquee	faailoga
marquis	Marquis
marred	leaga
marriage	faaipoipoga
married	faaipoipo
marrow	gaʻo
marry	faaipoipo
marsh	masima
marshal	taʻutaʻua
marshmallow	marshmallow
mart	martia
martial	martial
martingale	martingale
martini	martini
martyr	maliu maturo
martyrdom	maliu faamaturo
marvel	maofa
marvellous	ofoofogia
marvelous	ofoofogia
marvelously	ofoofogia
marzipan	NO TRANSLATION
mascara	Mascara
mascot	mascot
masculine	alii
masculinity	tamaʻitaʻi
mash	maso
mashed	lafoaʻi
mask	masini
masked	maso
masks	masini
masochism	masochism
masochist	masochist
mason	maso
masquerade	faʻamaʻi
mass	masini
massacre	fasioti tagata
massage	massage
masses	tele
masseur	masseur
masseuse	masini
massive	malosi tele
mast	mast
master	matai
masterful	matai
mastermind	matai
masterpiece	ata sili ona matagofie
mastery	pule
masturbate	masturbate
masturbation	masturbation
mat	mat
matador	matador
match	fetaui
matchbook	tala faʻatusa
matching	fetaui
matchmaker	tagata faʻatusatusa
mate	paaga
material	meafaitino
materialism	mea faitino
materialist	mea faitino
materialistic	mea faitino
materiality	meafaitino
materialize	faʻamalosi
materially	ogaoga
materials	meafaitino
materiel	materia
maternal	tina
maternity	tina
math	numera
mathematical	numera
mathematician	mathematician
mathematics	numera
matinee	matinee
mating	matamea
matriculation	matriculation
matrimony	faaipoipoga
matrix	numera
matron	matron
matted	matai
matter	mataupu
matting	matai
mattress	matai
maturation	matua
mature	matua
maturity	matua
maudlin	Maudlin
mausoleum	mausoleum
mauve	maumau
maverick	maverick
maxim	taʻutinoga
maximize	maualuga
maximum	maualuga
may	Mae
mayday	aso aso
mayflower	sulu
mayhem	ita
mayonnaise	mayonnaise
mayor	pulenuu
maze	paso
mead	Mead
meadow	laufanua
meager	itiiti
meal	taumafataga
mean	uiga
meander	solo
meandering	faʻatau
meanie	meanie
meaning	uiga
meaningful	taua
meaningless	leai se uiga
meanness	uiga leaga
means	lona uiga
meantime	taimi nei
measles	gaʻo
measurable	measina
measure	fua
measured	fuaina
measurement	fua
measuring	fuataga
measuring cup	fua fua
measuring tape	fua fua
meat	aano o manu
meatball	meatball
meathead	meathead
meatloaf	manufasi
mechanic	masini
mechanical	masini
mechanics	masini
mechanism	masini
med	NO TRANSLATION
medal	pine
medallion	pine
medallist	tagata suʻesuʻe
meddle	mafaufau loloto
meddling	mafaufau loloto
media	ala o faasalalauga
medial	mafaufauga
median	vaeluagalemu
mediate	faʻatalanoa
mediation	mediation
mediator	faufautua
medic	vailaʻau
medical	fomaʻi
medicate	mafaufau loloto
medication	fualaau
medicinal	vailaau
medicine	vailaau
medieval	aso anamua
mediocre	mediocre
mediocrity	mafaufauga
meditate	mafaufau loloto
meditating	mafaufau loloto
meditation	mafaufau loloto
meditative	mafaufauga
mediterranean	vaomalo
medium	ala
medley	mafaufau loloto
meek	agamalu
meet	fono
meeting	fonotaga
mega	mega
meh	au
melancholic	Melancholic
melancholy	mimiti
melee	melee
mellow	mellow
melodious	fiafia
melodrama	faʻataʻitaʻiga
melodramatic	telefoni
melody	fati
melon	meloni
melt	liusua
meltdown	faʻaleleia
melting	liusua
member	sui auai
membership	sui
membrane	membrane
memento	au
memo	manatua
memoir	manatua
memorabilia	manatua
memorable	manatua pea
memorandum	faʻamaumauga
memorial	faamanatu
memorials	faamanatu
memories	manatua
memoriesiwontforget	NO TRANSLATION
memorize	tauloto
memory	manatua
menace	matautia
menacing	taufaamatau
menagerie	faatauva
mend	sui
mending	teuteu
menial	mataʻutia
meningitis	maniteitis
meniscus	meniscus
menopause	misa
menses	mea leaga
menstrual	manstrual
mental	mafaufau
mentalhealth	NO TRANSLATION
mentality	mafaufau
menthol	menthol
mention	taua
mentor	faufautua
menu	lisi
meow	Meow
mercantile	fefaatauaiga
mercenary	fealofani
merchandise	oloa
merchant	tagata faʻatau
merciful	alofa mutimutivale
merciless	leai se alofa
mercurial	mercurial
mercury	mercury
mercy	alofa mutimutivale
mere	leai
merengue	merengue
merge	fusia
merger	fusia
meridian	meridian
meridional	taʻitasi
meringue	meringue
merit	taua
meritorious	faʻamaoni
mermaid	teine ​​faʻailoa
merriment	fiafiaga
merry	fiafia
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	feʻau
meshes	talo
mesmerized	faʻailoa
mess	gaogao
message	feʻau
messedup	NO TRANSLATION
messenger	avefeau
messiah	Mesia
messy	mea leaga
metabolic	gasegase
metabolism	metabolism
metal	uʻamea
metallic	metallic
metallurgy	metallurgy
metamorphosis	metamorphosis
metaphor	faʻataʻitaʻiga
metaphorical	faʻataʻitaʻiga
metaphysical	tala faʻatusa
metaphysics	tala faʻatusa
metastasis	metastasis
meteor	meteor
meteoric	meteoric
meteorite	meteorite
meteorological	meteorological
meteorology	meteorology
meter	mita
meth	meth
methadone	methadone
methane	methane
methanol	methanol
method	metotia
methodical	auala faʻapitoa
methodology	auala
meticulous	aulelei
metime	metime
metric	metric
metrical	meteli
metrology	metotia
metropolis	aai tetele
metropolitan	fale tele
mettle	maʻa
mew	au
mezzanine	Mezzanine
mica	mica
mick	mick
micro	micro
microbe	microbe
microbiology	microbiology
microchip	microchip
microcosm	microcosm
microfilm	microfilm
microgram	microgram
micrometer	micrometer
micron	micron
microphone	masini faaleotele leo
microscope	microscope
microscopic	microscopic
microscopically	microscopically
microscopy	microscopy
microwave	microwave
mid	ogatotonu
midair	midair
midday	aoauli
middle	ogatotonu
middleman	tagata ogatotonu
middleweight	vaeluaga
midget	midget
midland	totonugalemu
midlife	midlife
midline	ogatotonu
midnight	vaeluapo
midshipman	midshipman
midst	lotolotoi
midsummer	totonugalemu
midterm	midterm
midtown	totonugalemu
midway	i le ogatotonu
midwife	faatosaga
midwifery	faatosaga
mien	NO TRANSLATION
miffed	faʻailoa
mighty	malosi
mignon	kiona
migraine	migraine
migrate	faimalaga
migration	femalagaiga
migratory	migratory
mike	mike
mil	NO TRANSLATION
mild	agamalu
mildew	manogi
mildness	agamalu
mile	maila
mileage	maila
milestone	mea taua
militant	taua
militants	fitafita
military	fitafita
militia	fitafita
milk	susu
milkman	susuman
milkshake	milkshake
milky	le manava
mill	mea gaosi
millennium	Meleniuma
milligram	milligram
millimeter	millimeta
million	miliona
millionaire	miliona
millionth	miliona
millstone	maaolo
mime	mime
mimic	mafaufau
mimicking	mimicking
mimicry	mimicry
mince	toso
mincemeat	mincemeat
mind	mafaufau
minded	mafaufau
mindful	mafaufau
mindfulness	mafaufau
mindless	le mafaufau
mine	laʻu
minefield	minefield
miner	tagata faigaluega
mineral	minerale
mineralogy	suʻesuʻega faʻapitoa
mingle	fefiloi
mingled	fefiloi
mini	feololo
miniature	itiiti
minibus	telefoni
minim	NO TRANSLATION
minimal	itiiti
minimize	faaitiitia
minimized	faaitiitia
minimum	aupito maualalo
mining	mina
minion	togi
minister	faifeʻau
ministerial	faiva
ministry	faiva
minivan	minivan
mink	mink
minnow	mimiti
minor	itiiti
minority	toaitiiti
minstrel	faila
mint	Mint
minty	minty
minuscule	itiiti
minute	minute
minutiae	faʻapitoa
minx	minx
mir	NO TRANSLATION
miracle	vavega
miracles	vavega
miraculous	vavega
mirage	faʻailoga
mire	NO TRANSLATION
mirror	faʻata
mirth	faʻata
misappropriation	misappropriation
misbehave	amio leaga
misbehavior	amio le pulea
miscalculation	sese sese
miscarriage	faʻanoanoa
miscellaneous	eseese
miscellany	telefoni
mischief	leaga
mischievous	leaga
misconception	sese sese
misconduct	amio le pulea
misdemeanor	misdemeanor
misdirection	sese
miser	faanoanoa
miserable	faanoanoa
miserably	leaga
misery	faanoanoa
misfire	sese
misfit	sese
misfortune	mala
misguided	NO TRANSLATION
mishap	faʻanoanoa
misinformed	le malamalama
misinterpretation	faʻamatalaga sese
mislead	taufaasese
misleading	taufaasese
misled	faʻasese
mismanagement	faʻaleagaina
mismatch	toso
mismatched	le faʻafefe
misnomer	valea
misplace	le malamalama
misplaced	sese
misread	sese le faitauina
misrepresent	sese
misrepresentation	faʻamatalaga sese
misrepresented	faaseseina
miss	misi
missile	fanafana
missiles	fana
missing	misi
missingyou	NO TRANSLATION
mission	misiona
missionary	faifeautalai
misspell	Misspell
misstatement	sese
missy	faʻanoanoa
mist	pua
mistake	sese
mistaken	sese
mister	sui
mistletoe	faʻafeiloaʻi
mistreated	agaleagaina
mistress	tamaʻitaʻi
mistrial	faila pepelo
mistrust	le talitonu
misty	sese
misunderstand	le malamalama
misunderstanding	le malamalama
misunderstood	le malamalama sese
misuse	faʻaaoga sese
mite	mite
miter	pusi
mitigate	faʻafefe
mitigating	mitiga
mitigation	mitiga
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitamita
mix	fefiloi
mixed	fefiloi
mixedemotions	tuufaatasiga
mixer	paluga
mixture	paluga
mnemonic	faʻamaonia
moan	moan
moat	tama
mob	tagata leaga
mobile	telefoni
mobility	uiga
mobilization	faʻapotopotoina
mobilize	faʻatautaia
mobster	faʻasalaga
mocha	Mocha
mock	ulagia
mocked	ulagia
mockery	ulagia
mocking	ulagia
mockingbird	mockingbird
mod	Mod
modal	faʻapitoa
modality	faʻalelei
mode	mode
model	faataitaiga
modeler	tagata faʻalelei
modeling	faʻataʻitaʻiga
modem	modem
moderate	talafeagai
moderate anticipation	mafaufau lelei
moderate disgust	amioga le lelei
moderate negative	leaga le lelei
moderate positive	amio lelei
moderate surprise	foliga le mautonu
moderate trust	faʻatuatuaina lelei
moderately	talafeagai
moderating	faʻatulagaga
moderation	amio lelei
moderator	faila
modern	aso nei
modernism	modernism
modest	tauagafau
modesty	tauagafau
modicum	faʻavae
modifiable	fesuiaiga
modification	fesuiaiga
modified	fetuunai
modify	sui
modulate	teuteu
modulation	fetuunaiga
module	module
modulus	tala faʻatusa
mogul	mogul
moiety	lagona
moist	susu
moisture	susu
moisturizer	fufulu suavai
molar	Molar
molasses	Molasses
mold	siaki
molded	mamanu
molding	fausaga
moldy	mamanu
mole	mole
molecular	molécula
molecule	molimula
molest	leaga
molestation	faʻalavelave
molester	mole
molten	gaosia
mom	tina
moment	taimi
momentary	taimi le tumau
momentous	taua
momentum	malosi
momma	momma
mommy	tina
monad	monada
monarch	tupu
monarchy	pule tupu
monastery	monastery
monastic	monastic
monetary	tupe
money	tupe
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongle
monitor	mataitu
monk	monike
monkey	manuki
mono	NO TRANSLATION
monochrome	monochrome
monogamous	monogame
monogamy	toʻalua
monogram	monogram
monogrammed	faʻasologa
monograph	monograph
monolayer	monolayer
monolith	monolith
monologue	monologue
monopolist	monopolist
monopoly	monopoly
monotonous	monotonous
monotony	monotony
monoxide	monoxide
monsieur	monsieur
monsoon	minu
monster	monster
monstrosity	mataʻutia
monstrous	mataʻutia
montage	faʻatulagaina
monte	alu
month	masina
monthly	masina taʻitasi
monument	maafaamanatu
monumental	mataʻutia
moo	Moo
mooch	mooch
mood	lagona
moods	lagona
moody	itavale
moon	masina
moonbeam	moonbeam
moonlight	masina masina
moonlit	masinalit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	masinawalk
moor	au
moored	faʻanoanoa
mooring	faʻailoga
moorings	taʻaloga
moorland	moorland
moose	lefo
moot	tau
mooted	faʻanoanoa
mop	mop
mope	mope
moped	solo
moral	amio mama
morale	agaga
morality	ola mama
morals	amio lelei
morass	morass
moratorium	moratorium
moray	moray
morbid	leaga
morbidity	maʻi
morbidness	maʻi
mores	mea leaga
morgue	morgue
moribund	moribund
morn	taeao
morning	taeao
moron	talo
moronic	mimilo
morose	Morose
morph	morph
morphine	morphine
morphism	morphism
morphology	faʻataʻitaʻiga
morrow	taeao
morsel	meaai
mortal	faaletino
mortality	olaga faitino
mortar	moli
mortgage	mokesi
mortgagee	tagata mokesi
mortgagor	mokesi
mortician	fomaʻi
mortification	maliu
mortified	faʻamaʻi
mortuary	fale maliu
mosaic	mosaic
mosey	mosey
mosque	mosque
mosquito	namu
moss	moa
mossy	mossy
mote	NO TRANSLATION
motel	faletalimalo
moth	moa
mother	tina
motherfucker	tinapacker
motherfucking	tinapaina
motherhood	tulaga faatina
motherland	tinaland
motherless	tina leai
motherly	tina
motif	mafuaaga
motion	lafo
motionless	leai se mea
motivate	faaosofia
motivating	faaosofia
motivation	uunaʻiga
motivational	faaosofia
motive	motuga
motley	motusite
motor	uila
motorbike	uila
motorboat	uila afi
motorcade	uila afi
motorcar	uila
motorcycle	uila afi
motorist	uila
motte	motuga
mottled	motusia
motto	motuga
mould	siaki
mound	faaputuga
mount	mauga
mountain	mauga
mountaineer	mauga
mountainous	mauga
mountains	mauga
mountaintop	mauga
mourn	faanoanoa
mournful	faanoanoa
mourning	faanoanoaga
mouse	kiota
mousetrap	mumu
mousse	foamu
moustache	musika
mousy	moa
mouth	gutu
mouthful	gutu
mouthpiece	gutu
mouthwash	gutu
movable	feaveaʻi
move	siitia
movement	gaioiga
mover	faʻafefe
movie	tifaga
movies	tifaga
moving	siitia
movingforward	NO TRANSLATION
movingon	feoai
mow	moa
mower	moa
moxie	Moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	ulavale
mucous	mucous
mucus	kulupu
mud	palapala
muddle	palapala
muddled	lapisi
muddy	pala
muff	muff
muffin	mumu
muffled	muffled
muffler	muffler
mug	muʻu
mugger	mugger
mulberry	mulberry
mulch	mulch
mule	mule
mull	mull
mullet	mulilulu
multilateral	telefoni
multimedia	multimedia
multinational	telefoni
multiple	tele
multiple sclerosis	tele sikula
multiplex	teleplex
multiplication	faʻateleina
multiplicity	tele
multiplied	faateleina
multiplier	faʻateleina
multiply	faʻatele
multitude	toatele
mum	tina
mumble	mumu
mumbo	mumbo
mummy	mummy
mumps	mamanu
munch	munch
munchies	munchies
munchkin	munchkin
mundane	mundane
municipal	faletalimalo
municipality	malo
mural	murale
murder	fasioti tagata
murderer	fasioti tagata
murderess	fasioti tagata
murderous	fasioti tagata
murky	le mautonu
murmur	muimui
muscle	muso
muscular	musika
muse	muse
muses	muses
museum	falemataaga
mush	NO TRANSLATION
mushroom	mushroom
mushy	mushy
music	musika
musical	musika
musician	musika
musing	musing
musk	Musk
musket	musika
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	tatau
mustang	mustang
mustard	sinapi
muster	faʻailoa
musty	tatau
mutable	mafai ona faʻaaogaina
mutant	mutant
mutate	mutate
mutation	suiga
mute	mute
muted	muted
mutilate	faʻafefe
mutilated	mutilated
mutilation	faʻamaʻi
mutiny	faalumaina
mutt	mutt
mutter	NO TRANSLATION
mutton	mutton
mutual	fegalegaleaiga
mutually	tasi
muzzle	paʻu
myfavorite	loʻu fiafia
myopia	myopia
myopic	myopic
myriad	le faitau sefulu
mysterious	mea lilo
mystery	mea lilo
mystic	malosi
mystical	mystical
mysticism	fomaʻi
mystified	faʻamalosi
mystique	mystique
myth	tala fatu
mythic	tala fatu
mythical	tala faʻasolopito
mythological	tala faasolopito
mythology	tala faasolopito
nab	au
nacho	toso
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	fao
nail gun	fao pulu
naive	naiva
naked	le lavalava
nakedness	le lavalavā
namaste	NO TRANSLATION
name	igoa
named	igoa
nameless	leai se igoa
namesake	igoa igoa
naming	faaigoaina
nana	nana
nanny	nanny
nanometer	nanometer
nap	toso
napalm	solo
nape	nape
napkin	solo
napping	taofiga
nappy	fiafia
narcissism	faʻasoesa
narcissist	failautusi
narcissistic	tala faʻatau
narcotic	nakoti
narrate	faʻamatala
narration	tala
narrative	tala
narrator	faʻamatala
narrow	vaapiapi
narrowing	vavalalata
nasal	fofo
nascent	agavaʻa
nasty	leaga
natal	natal
nation	malo
national	malo
nationality	tagatanuu
nationwide	i le lalolagi atoa
native	tagatanuu
nativity	fanau mai
natural	natura
natural gas	kesi masani
naturalist	tagata masani
naturalization	naturalization
naturalized	naturalized
naturally	natura
nature	natura
naught	leai se mea
naughty	valea
nausea	taʻavale
nauseate	faʻafiafia
nauseating	faʻaaogaina
nauseous	tausaafia
nautical	taotoga
nautilus	nautilus
naval	vaʻa
nave	nave
navel	pulu
navigable	faʻataʻavalevale
navigate	folau
navigation	folauga
navigational	folauga
navigator	tagata folau
navy	naval
nay	NO TRANSLATION
nearsighted	leai se vaaiga
neat	mataʻutia
neatly	mataʻutia
nebula	nebula
nebulae	talafou
nebulous	le ofoofogia
necessarily	talafeagai
necessary	talafeagai
necessitate	tatau ai
necessities	mea e manaʻomia
necessity	tatau ai
neck	ua
necklace	filifili
necktie	ū
necromancer	le mautonu
necrosis	necrosis
nectar	nectar
need	manaʻomia
needalife	NO TRANSLATION
needed	manaʻomia
needful	manaʻomia
needit	NO TRANSLATION
needle	nila
needlepoint	togi
needles	nila
needless	leai se aoga
needtoknow	manaʻomia
needtorelax	NO TRANSLATION
needy	lē tagolima
nefarious	leaga
negation	fouvale
negative	leaga
negativity	agavaʻa
neglect	faʻatamala
neglected	le amanaiaina
neglecting	le amanaiaina
negligee	faatalale
negligence	faatamala
negligent	faatamala
negligently	NO TRANSLATION
negligible	leai se totogi
negotiable	faʻamaonia
negotiate	talanoa
negotiation	feutagaiga
negotiator	tagata faufautua
negro	agavaʻa
neigh	tuaoi
neighbor	tuaoi
neighborhood	tuaoi
neighboring	tuaoi
nemesis	nemesis
neon	neon
neonatal	aʻafia
neophyte	neophyte
neoprene	neoprene
nephew	tuagane
nepotism	Nepotism
nerd	nerd
nerdy	nerdy
nerve	namu
nerves	neura
nervous	popole
nervousness	popole
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	nusi
nestle	fale
nestling	faʻailoga
net	upega
nether	pito i lalo
netting	upega
nettle	manogi
network	fesoʻotaiga
networking	upega tafailagi
neural	neural
neuralgia	nunuʻu
neurological	neurological
neurologist	neurologist
neurology	neurology
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	neurosurgery
neurotic	neurotic
neuter	neuter
neutral	le faʻaituau
neutrality	solitū
neutralize	faʻamavae
neutron	neutron
new	fou
new age	tausaga fou
newbeginnings	NO TRANSLATION
newborn	pepe fou
newcomer	tagata fou
newday	aso fou
newfound	fou
