Word	uz
pencil	qalam
pendant	marjonlarni
pendency	qarzdorlik
pendent	NO TRANSLATION
pending	kutishmoqda
pendulum	sarkaç
penetrate	kirib boring
penetrating	kirib boradi
penetration	penetrasyon
penguin	penguen
penicillin	penitsillin
penile	jarima
peninsula	yarımada
penis	penis
penitent	jabrdiydalar
penitentiary	jazoni ijro etish muassasasi
penmanship	jasorat
pennant	Flamingo
penniless	penniless
penny	Penny
pension	pensiya
pensioner	nafaqaxo'r
pensive	zaif
pentagon	beshikli
pentagram	pentagram
penthouse	pentxaus
penultimate	oldingi
people	odamlar
peopled	yashagan
pep	pep
pepper	murch
peppermint	yong'oq
pepperoni	pepperoni
peppy	jonivor
peptic	peptik
peptide	peptid
perceive	tushunish
percent	foizni tashkil etadi
percentage	foiz
percentile	foizga teng
perceptible	sezilarli
perception	hislar
perceptive	his qilish
perch	perch
perchance	perchance
percolation	perkolatsiya
percussion	perkussiya
perdition	halokat
peremptory	o'zgaruvchan
perennial	ko'p yillik
perfect	mukammal
perfection	mukammallik
perfectionist	mukammallik
perfecto	NO TRANSLATION
perforated	teshilgan
perforation	teshilish
perforce	harakat qilish
perform	amalga oshirish
performance	ishlash
performer	ijrochi
perfume	parfyum
perfumed	hidi
peri	peri
peridot	peridot
peril	xavf
perilous	xavfli
perimeter	atrof-muhit
period	davr
periodic	davriy
periodical	davriy
periodically	vaqti-vaqti bilan
periodicity	davriylik
peripheral	atrof-muhit
periphery	atrof-muhit
periscope	periskop
perish	yo'qotish
perishable	tez bozulabilir
perished	yo'qoldi
perishing	halokatga uchradi
perjury	yolg'on
perk	perk
perky	chirigan
perm	perm
permanence	doimiylik
permanent	doimiy
permeable	o'tkazuvchan
permeate	namlik
permeation	namlik
permissible	joizdir
permission	ruxsat
permissive	ruxsat beruvchi
permit	ruxsat berish
permitted	ruxsat berildi
permitting	ruxsat berish
permutation	joylashtirish
pernicious	zararli
peroxide	periks
perpendicular	perpendikulyar
perpetrate	amalga oshirish
perpetrator	tajovuzkor
perpetual	doimiy
perpetually	doimiy ravishda
perpetuate	davom eting
perpetuation	doimiylik
perpetuity	abadiylik
perplexed	shubhalangan
perplexing	shubhalanish
perplexity	tushunmovchilik
persecute	ta'qib qilish
persecution	ta'qiblar
perseverance	qat'iylik
persevere	sabr qiling
persist	davom eting
persistence	qat'iylik
persistent	qat'iy
persisting	davom etmoqda
person	shaxs
persona	NO TRANSLATION
personable	yoqimli
personage	shaxs
personal	shaxsiy
personality	shaxsiyat
personification	shaxsiylashtirish
personnel	xodimlar
persons	shaxslar
perspective	kuzatasiz
perspiration	terlash
persuade	ishonch hosil qiling
persuasion	ishontirish
persuasive	ishonchli
pert	pert
pertinent	tegishli
perturbation	nosozlik
pertussis	ko'k yo'tal
perusal	tadqiq qilish
peruse	o'rganish
pervading	pervading
perverse	buzuq
perversion	buzuqlik
pervert	buzish
perverted	buzilgan
pesky	sinchkovlik bilan
pessimism	noumidlik
pessimist	noumidlik
pessimistic	umidsizlik
pest	zararkunanda
pester	pester
pestilence	o'lat
pestle	pestle
pesto	pesto
pet	Uy hayvoni
petal	petal
petite	ozgina
petition	petitsiya
petitioner	petitioner
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	g'azablangan
petrify	petrifiya
petrol	benzin
petroleum	neft
petticoat	po'stin
petting	otish
petty	kichik
petulant	petrulant
petunia	petunya
pew	pew
pewter	qizarib ketgan
peyote	NO TRANSLATION
phalanx	falanx
phantom	hayol
pharaoh	Fir'avn
pharmaceutical	farmatsevtika
pharmacist	farmatsevtik
pharmacology	Farmakologiya
pharmacy	eczane
phase	faza
pheasant	tustovuq
phenomenal	ajoyib
phenomenon	hodisa
pheromone	Feromon
phew	qotillik
phi	phi
philanthropic	xayriya
philanthropist	xayriyachi
philanthropy	xayriya faoliyati
philistine	filistin
philosopher	faylasuf
philosophic	falsafiy
philosophical	falsafiy
philosophy	falsafa
phlegm	balg'am
pho	pho
phobia	fobiya
phoenix	Feniks
phone	telefon
phonetic	fonetik
phonetics	fonetika
phonics	phonics
phonograph	fonograf
phonology	fonologiya
phony	yolg'on
phooey	fooey
phosphate	fosfat
phosphor	fosfor
phosphorus	fosfor
photo	rasm
photogenic	fotogenik
photograph	fotosurat
photographer	fotosuratchi
photographic	fotosurat
photography	fotografiya
photometry	fotometriya
photon	foton
phrase	iborasi
phraseology	iboralar
phylogeny	filogeniya
physical	jismoniy
physical therapist	jismoniy terapevt
physician	shifokor
physicist	fizik
physics	fizika
physiological	fiziologik
physiology	fiziologiya
physique	jismoniy
pi	pi
pianist	pianinochi
piano	pianino
piazza	piazza
piccolo	NO TRANSLATION
pick	tanlash
picked	oldi
picker	tanlash
picket	piket
picketing	piket
pickle	tuzlangan
pickled	tuzlangan
pickpocket	tortish moslamasi
pickup	termoq
picky	tanlangan
picnic	yanada mustahkamlanadi
pictorial	rasmli
picture	rasm
pictures	rasmlar
picturesque	chiroyli
pie	pirog
piece	parcha
piecemeal	intervalgacha
pieceofshit	parcha
pied	pied
pier	iskala
pierce	teshik
piety	taqvodorlik
pig	cho'chqa
pigeon	kaptar
piggy	cho'chqalar
piggyback	piggyback
pigheaded	pighed edi
piglet	cho'chqa go'shti
pigment	pigment
pigskin	cho'chqaga aylantiriladi
pigsty	cho'chqa go'shti
pike	pike
pile	qoziq
piles	qoziqlar
pileup	pileup
pilgrim	hoji
pilgrimage	ziyorat
pill	hap
pillage	qasd qilish
pillar	ustun
pillbox	pillbox
pillow	yostiq
pillowcase	yostiq kiyimi
pilot	uchuvchi
pimp	sichqon
pimple	pimple
pin	PIN
pinball	pinball
pinch	qisqartirish
pinching	siqib chiqadi
pine	qarag'ay
pineapple	ananas
ping	ping
pinhead	pinhead
pinhole	pinhole
pinion	pinion
pink	pushti
pinkie	pinkie
pinnacle	tepalik
pinot	pinot
pinpoint	aniqlang
pint	pint
pinto	pinto
pinup	go'zal qiz
pioneer	kashshof
pious	taqvodor
pip	quvur
pipe	quvur
piped	quvurlar
pipeline	quvur liniyasi
piper	quvur
pipette	pipetka
piping	quvur
pipsqueak	pipsqueak
pique	pik
piracy	qaroqchilik
piranha	piranha
pirate	holida ko'rsa
piscina	NO TRANSLATION
piss	piss
pissed	ishdan haydaldi
pissedoff	jahl chiqishi; joniga tegib ketishi
pisser	NO TRANSLATION
pissesmeoff	pissesmeoff
pissingmeoff	ishlamayapti
pissoff	yomonsoff
pistachio	xandon
pistol	avtomat
piston	piston
pit	chuqur
pita	pide
pitch	pitch
pitcher	idish
pitchfork	pitchfork
pitfall	pitfall
pith	pit
pithy	pityi
pitiful	achinarli
pitted	pitted
pitter	pitter
pituitary	gipofiz
pity	achinish
pivot	pivot
pivotal	Asosiy
pix	pix
pixie	pixie
pizza	pizza
pizzazz	pizzazz
pizzeria	pizzeria
placard	plakat
place	joy
placebo	platsebo
placement	joylashtirish
placenta	platsenta
placid	tinchlanmoqda
placket	plaket
plagiarism	plagiat
plague	vabo
plaid	plaid
plain	tekis
plainclothes	plainclothes
plaintiff	da'vogar
plaintive	shafqatsiz
plan	rejasi
plane	samolyot
planes	samolyotlar
planet	sayyora
planetarium	planetaryum
planetary	sayyora
planets	sayyoralar
plank	taxta
plankton	plankton
planned	rejalashtirilgan
planner	rejalashtiruvchi
planning	rejalashtirish
plant	o'simlik
plantation	ekish
planter	ko'chatchi
planting	ekish
plaque	blyashka
plasma	plazma
plaster	gips
plastic	plastik
plasticity	plastiklik
plat	plat
plate	plitalar
plateau	plato
plated	qoplangan
platform	platforma
plating	qoplama
platinum	platina
platonic	platonik
platoon	vrach
platter	plitalar
plaudit	NO TRANSLATION
plausibility	maqbullik
plausible	mantiqiy
play	o'ynash
playa	playa
playback	ijro etish
playbook	o'ynash daftarchasi
playboy	playboy
player	o'yinchi
playful	qiziqarli
playground	o'yin maydoni
playhouse	pansionat
playmate	o'yinchoq
playoff	musobaqa final o'yini
playpen	playpen
playroom	o'yin xonasi
plaything	o'yinchoq
playtime	o'yin vaqti
playwright	dramaturg
plaza	plazma
plea	so'rash
plead	so'rang
pleasant	yoqimli
pleased	mamnun
pleasing	yoqimli
pleasurable	yoqimli
pleasure	quvonch
pleasures	lazzatlar
pleat	plash
pleated	plyonkali
pledge	garov
pledged	garovga qo'yildi
plenary	plenar
plentiful	mo'l-ko'l
plenty	mo'l-ko'l
plenum	plenum
plethora	farovonlik
plexus	pleksus
pliable	yumshoq
plication	plikatsiya
pliers	penseler
plight	halokat
plinth	plitalar
plodding	plodding
plop	plop
plot	qurulish
plough	pulluk
ploughed	haydaldi
plover	plover
plow	pulluk
plowed	haydaldi
plowing	shudgorlash
ploy	haydovchi
pluck	yig'ish
plucky	jirkanch
plug	vilkasi
plum	olxo'ri
plumage	shilliq qavat
plumb	siqilish
plumber	plumber
plumbing	sanitariya-tesisat
plume	plyonka
plummet	shilliq
plump	plomba
plumper	plomba
plunder	talon
plunge	siqish
plunger	plunger
plural	ko'plik
plurality	ko'plik
plush	peluş
plutonium	plutonyum
ply	qatlam
plywood	kontrplak
pneumatic	pnevmatik
pneumonia	pnevmoniya
poacher	brakoner
poachers	brakonerlar
poaching	brakonerlik
pocket	cho'ntak
pocketbook	cho'ntak kitobi
pocketful	cho'ntak
pod	NO TRANSLATION
podium	podium
poem	she'r
poems	she'rlar
poet	shoir
poetic	she'riy
poetical	she'riy
poetics	she'riyat
poetry	she'riyat
pogo	pogo
poignant	shafqatsiz
point	nuqta
pointedly	ishora qiladi
pointer	ko'rsatgich
pointless	ma'nosiz
pointy	nuqsonli
poise	zo'ravonlik
poison	zahar
poisoned	zaharlangan
poisoning	zaharlanish
poisonous	zaharli
poke	poke
poker	poker
pokes	poker
polar	qutbli
polarity	polarlik
pole	qutb
polemic	polemika
police	politsiya
police officer	militsiya hodimi
policeman	politsiyachi
policewoman	politsiyachi
policy	siyosat
polio	poliomielit
polish	polishing
polished	jilolangan
polite	muloyim
politeness	muloyimlik
politic	siyosat
political	siyosiy
politician	siyosatchi
politics	siyosat
polity	siyosat
polka	polka
poll	so'rovnoma
pollen	polen
polling	so'roq qilish
pollute	ifloslanish
pollution	ifloslanish
polo	polo
poltergeist	poltergeist
polyester	polyester
polygamy	ko'pburchak
polygon	poligon
polygonal	poligonal
polygraph	poligraf
polymer	polimer
polymorphism	polimorfizm
pomp	pompa
pompous	shirin
poncho	poncho
pond	hovuz
ponder	o'ylab ko'ring
ponderous	jiddiy
pong	pong
pontiff	papa
pontificate	pontificate
pontoon	ponton
pony	pony
ponytail	ponytail
pooch	pooch
poodle	pudel
poof	poof
pool	hovuz
poop	poop
poor	kambag'al
poorly	yomon
pop	pop
popcorn	Popkorn
pope	Papa
popper	popper
poppy	haşhaş
poppycock	poppycock
popsicle	popsicle
popular	mashhur
popularity	mashhurlik
popularized	mashhur
population	aholi soni
populous	aholisi ko'p
porcelain	chinni
porch	sundurma
porcupine	porçupin
pore	teshik
pork	cho'chqa go'shti
porker	cho'chqa go'shti
porky	cho'chqa go'shti
porn	porno
porno	porno
pornographic	pornografik
pornography	pornografiya
porosity	porozite
porous	gözenekli
porridge	pyuresi
port	port
portable	Portativ
portage	portage
portal	portal
porter	porter
porterhouse	porterxona
portfolio	Portfolio
porthole	porthole
portico	portik
portion	qismi
portrait	portret
portraiture	portret
portray	tasavvur qiling
pose	pozitsiya
poser	NO TRANSLATION
posh	shafqatsiz
posited	joylashtirildi
position	holati
positioning	joylashishni aniqlash
positive	ijobiy
positiveenergy	NO TRANSLATION
positively	ijobiy
positivity	pozitivlik
posse	posse
possess	ega
possessed	ega edi
possessing	ega bo'lish
possession	egalik qilish
possessive	boylik
possessor	egasi
possibility	imkoniyat
possible	mumkin
possibly	ehtimol
possum	possum
post	post
postage	pochta orqali
postal	pochta
postcard	pochta varaqasi
poster	afishada
posterior	orqadan
posterity	avlodlar
posthumous	o'limidan so'ng
postman	pochtachi
postmortem	postmortem
postpone	qoldiring
postponed	qoldirildi
postponement	kechiktirish
postscript	postScript
postulate	postulate
posture	turtki
pot	qozon
potable	ichish mumkin
potassium	kaliyni hosil qiladi
potato	kartoshka
potatoes	kartoshka
potency	kuch
potent	kuchli
potential	mumkin
pothead	pothead
pothole	pothole
potion	iksir
potluck	potluck
potpourri	potpourri
potted	go'sht
potter	kulol
pottery	kulolchilik
potty	potty
pouch	to'rva
poultry	parranda go'shti
pounce	pounce
pound	funt
pounding	pounding
pour	NO TRANSLATION
pout	pout
pouting	pouting
pouty	pouty
poverty	qashshoqlik
pow	pow
powder	chang
powdered	changlangan
powdery	chang
power	quvvat
powerful	kuchli
powerfully	kuch bilan
powerhouse	quvvat
powerless	kuchsiz
powwow	Powwow
pox	pox
practicable	mumkin
practical	amaliy
practically	amalda
practice	amaliyot
practiced	amalda
practise	amaliyot
practitioner	amaliyotchi
pragmatic	pragmatik
prairie	poraxo'rlik
praise	Maqtov
praised	maqtagan
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	maqtovlar
praiseworthy	maqtovga sazovor
praising	maqtash
prance	prance
prank	prank
prawn	qisqichbaqasimon
praxis	praxis
pray	ibodat qiling
prayer	ibodat qilish
prayforme	namoz o'qing
praying	namoz o'qiydi
praying mantis	Mantisga ibodat qilish
preach	voizlik qiling
preacher	voiz
preaching	voizlik qilish
preamble	preamble
precarious	xavfli
precaution	ehtiyot choralarini ko'ring
precautionary	ehtiyotkorlik bilan
precede	oldin
precedence	ustunlik
precedent	precedent
preceding	Oldingi
precept	farmon
preceptor	preceptor
precession	prekesyon
precinct	uchastka
precincts	uchastkalari
precious	qimmatli
precipice	qaqragan
precipitate	cho'kma hosil qiladi
precipitation	yog'ingarchilik
precipitous	cho'kindi
precise	aniq
precisely	aniq
precision	aniqligi
preclude	oldini olish
precocious	oldindan
precursor	kashshof
predator	yirtqich
predatory	yirtqich
predecessor	oldingi
predicament	tartibsizlik
predicate	oldindan belgilash
predict	taxmin qilish
predictable	kiritish mumkin
predicting	taxmin qilish
prediction	bashorat qilish
predictive	bashorat qilish
predictor	predictor
predilection	predilektsiya
predispose	oldindan belgilash
predisposed	moyil bo'lgan
predisposition	moyillik
predominance	ustunlik
predominant	dominant
predominate	ustunlikka ega
preeminent	ustunlikka ega
preemption	afzallik
preemptive	preemptive
preface	oldingi so'z
prefect	prefekt
prefer	afzal
preferable	afzal
preference	afzallik
preferential	imtiyozli
prefix	prefiks
pregnancy	homiladorlik
pregnant	homilador
prehistoric	prehistorik
prejudice	xurofot
prejudiced	noto'g'ri
prejudicial	zararli
prelim	oldindan
preliminary	oldingi
prelude	prelude
premarital	nikohdan oldin
premature	erta
prematurely	vaqtdan oldin
premed	oldindan tayyorlangan
premeditated	oldindan belgilab qo'yilgan
premier	Bosh vazir
premiere	premyerasi
premise	premise
premises	binolar
premium	ga oshdi
premonition	oldindan aytish
prenatal	prenatal
prenuptial	prenuptial
preoccupation	mashq qilish
preoccupied	tig'iz
prep	tayyorgarlik
preparation	tayyorlash
preparatory	tayyorgarlik
prepare	tayyorlash
prepared	tayyorlangan
preparedness	tayyorgarlik
preparer	tayyorlovchi
preparing	tayyorlash
preponderance	ustunlik
preposterous	bema'nilik
preppy	preppy
prerequisite	old shart
prerogative	imtiyozli
preschool	Maktabgacha tarbiya
prescient	oldingi
prescribe	buyruq bering
prescribed	tavsiya etilgan
prescription	retsept
prescriptive	ko'rsatma
presence	mavjudligi
present	mavjud
presentable	taqdim etilishi mumkin
presentation	taqdimot
presenter	taqdimotchi
presentment	taqdimot
presents	taqdim etadi
preservation	himoya qilish
preservative	himoyachi
preserve	himoya qilish
preserved	saqlanib qolgan
preserving	himoya qilish
preside	prezidentlik qiladi
presidency	prezidentlik
president	Prezident
presidential	prezidentlik
press	tugmasini bosing
pressing	bosing
pressure	bosim
prestige	obro'-e'tibor
prestigious	obro'li
presto	presto
presume	taxmin qilish
presumption	prezumptsiyasi
presumptive	taxminiy
presumptuous	mantiqan
presuppose	oldindan taxmin qilish
pretend	taqlid qilish
pretended	taqlid qilgan
pretender	da'vogar
pretending	taqlid qilish
pretense	da'vo
pretensions	da'volar
pretentious	da'vogar
pretext	bahona
pretty	yoqimli
pretzel	pretzel
prevail	ustunlik qiladi
prevailing	hukmron
prevalence	tarqalishi
prevalent	keng tarqalgan
prevent	oldini olish
preventative	oldini olish
prevention	oldini olish
preventive	oldini olish
preview	oldindan ko'rish
previous	oldingi
previously	ilgari
prey	yirtqich
price	narxlari
priceless	qimmatbaho
pricey	qimmat
prick	teshik
prickly	tuxumdon
pride	mag'rurlik
priest	ruhoniy
priestess	ruhoniy
priesthood	ruhoniylik
priestly	ruhoniydir
prig	prig
prim	bonus
prima	NO TRANSLATION
primacy	ustunlik
primal	boshlang'ich
primary	boshlang'ich
primate	primat
primates	primatlar
prime	bosh vazir
primed	primed
primer	primer
primeval	dastlabki
priming	priming
primitive	ibtidoiy
primordial	ibtidoiy
primrose	primrose
prince	shahzoda
princely	shahzoda
princess	malika
principal	asosiy
principally	asosan
principle	printsipi
principles	qoidalar
print	chop eting
printer	printer
printing	bosib chiqarish
printout	bosib chiqarish
prior	oldin
prioritize	birinchi o'ringa qo'yish
priority	ustunlik
priory	priory
prism	prizma
prismatic	prizmatik
prison	qamoqxona
prisoner	mahbus
prissy	prissy
pristine	toza
privacy	maxfiylik
private	xususiy
privately	maxsus
privilege	imtiyoz
privileged	imtiyozli
privy	qasddan
prize	sovrin
prized	prized
pro	pro
proactive	proaktiv
probability	ehtimollik
probable	mumkin
probate	probate
probation	sinov muddati
probationary	sinov muddati
probative	probable
probe	proba
probing	probing
probity	ehtimollik
problem	muammo
problematic	muammoli
procedural	protsessual
procedure	amaliyoti
proceed	davom eting
proceeding	davom etmoqda
proceeds	davom etadi
process	jarayon
processing	ishlov berish
procession	harakat
processor	protsessor
proclaim	e'lon qiling
proclamation	e'lon qilish
procrastinate	kechiktirish
procrastination	keyinga qoldirish; kechiktirish
procreate	tug'ilish
procreation	nasl berish
proctologist	proktolog
proctor	prokuror
procure	sotib olish
procurement	ta'minot
prod	prod
prodigal	nomaqbul
prodigious	g'azabli
prodigy	prodigy
produce	mahsulot
produced	ishlab chiqarilgan
producer	ishlab chiqaruvchi
producing	ishlab chiqarish
product	mahsulot
production	ishlab chiqarish
productive	samarali
productivity	hosildorlik
profane	axloqsiz
profanity	kufrlik
profess	profess
profession	kasb-hunar
professional	professional
professionalism	Kasbiylik
professor	professor
professorship	professor
proficiency	malakasi
proficient	malakali
profile	profil
profiler	profiler
profit	foyda
profitable	foydali
profound	chuqur
profuse	juda ko'p
profusion	ko'payish
prog	prog
progenitor	ajdodlari
progeny	avlodlar
prognosis	prognoz
prognostic	prognoz qilish
program	dasturi
programme	dasturi
programmer	dasturchi
programming	dasturlash
progress	taraqqiyot
progression	rivojlanish
progressive	progressiv
prohibit	taqiqlamoq
prohibited	taqiqlangan
prohibition	man etish
prohibitive	taqiqlovchi
project	loyiha
projectile	jism
projectiles	raketalar
projecting	loyihalash
projection	projektor
projector	projektör
proletarian	proletar
proletariat	proletaryanın
prolific	samarali
prologue	prologiya
prolong	uzaytirmoq
prolongation	uzaytirish
prolonged	uzaygan
prom	Bitiruv kechasi
promenade	promenade
prominence	mashhurlik
prominent	mashhur
prominently	e'tiborga sazovor
promiscuity	vijdonsizlik
promiscuous	axmoqona
promise	va'da berish
promising	istiqbolli
promissory	veksel
promo	promo
promontory	cho'chqa go'shti
promote	rag'batlantirish
promoter	promouter
promotion	reklama
promotional	reklama
prompt	so'rovi
prompting	so'radi
promulgate	e'lon qilish
promulgation	e'lon qilish
prone	moyil
prong	tirnoq
pronounce	talaffuz
pronounced	aniq
pronouncement	e'lon qilish
pronto	NO TRANSLATION
pronunciation	talaffuz
proof	dalil
prop	par
propaganda	tashviqot
propagate	tarqaladi
propagation	tarqalishi
propane	propan
propel	harakatlantiring
propelled	harakatlantirildi
propeller	pervanel
propelling	harakat qilish
propensity	moyillik
proper	to'g'ri
property	mulk
prophecy	bashorat
prophesy	bashorat qilish
prophet	Payg'ambar
prophetic	bashorat qilish
prophylactic	profilaktika
prophylaxis	profilaktikasi
proportion	nisbati
proportional	mutanosib
proportionate	mutanosib
proportions	nisbatlar
proposal	taklif
propose	taklif qilish
proposition	taklif
proprietary	mulkchilik
proprietor	mulk egasi
proprietorship	mulkchilik
propriety	mulki
propulsion	harakatlanish
prose	nasr
prosecute	ta'qib qilish
prosecution	ayblov
prosecutor	prokuror
prospect	istiqbol
prospection	kashfiyot
prospective	mumkin
prospectively	istiqbolli
prospector	kashshof
prospectus	prospekt
prosper	najot
prosperity	farovonlik
prosperous	farovon
prostate	prostata
prosthetic	protez
prostitute	fohisha
prostitution	fohishalik
prostrate	sajda qilish
protagonist	qahramoni
protect	himoya qilish
protected	himoyalangan
protecting	himoya qilish
protection	himoya qilish
protective	himoya qilish
protector	himoyachi
protein	oqsil
