Word	ms
opal	opal
opaque	legap
ope	ope
open	buka
opener	pembuka
opening	pembukaan
openly	secara terbuka
openness	keterbukaan
opera	opera
operate	beroperasi
operatic	operatic
operation	operasi
operational	operasi
operations	operasi
operative	pembedahan
operator	pengendali
ophthalmic	oftalmik
ophthalmologist	pakar mata
opiate	opiate
opinion	pendapat
opinionated	berfikir
opium	candu
opponent	lawan
opportune	yang sesuai
opportunism	oportunisme
opportunity	peluang
oppose	menentang
opposed	menentang
opposing	menentang
opposite	bertentangan
opposites	berlawanan
opposition	pembangkang
oppress	menindas
oppressed	ditindas
oppression	penindasan
oppressive	penindasan
oppressor	penindas
ops	ops
opt	memilih
optic	optik
optical	optik
optics	optik
optimism	keyakinan
optimist	optimis
optimistic	optimis
optimum	optimum
option	pilihan
optional	pilihan
optionally	secara pilihan
options	pilihan
optometrist	optometris
opulence	kemewahan
opulent	mewah
opus	opus
oracle	oracle
oral	lisan
orange	oren
orange juice	jus oren
orangutan	orangutan
oration	pidato
orator	orator
oratory	pidato
orb	orb
orbit	orbit
orbital	orbit
orbiting	mengorbit
orbs	orbs
orc	orc
orchard	kebun buah
orchestra	orkestra
orchid	orkid
ordained	ditahbiskan
ordeal	cobaan
order	perintah
orderly	teratur
ordinance	ordinan
ordinary	biasa
ordination	pentahbisan
ordnance	ordnance
ore	bijih
oregano	oregano
organ	organ
organic	organik
organism	organisma
organist	organis
organization	organisasi
organize	menyusun
organized	tersusun
organizer	penganjur
orgasm	orgasme
orgies	orgies
orgy	pesta
orient	orientasi
oriental	oriental
orientation	orientasi
orifice	orifis
origami	origami
origin	asalnya
original	asal
originality	keaslian
originate	berasal
origination	asal usul
originator	pemula
ornament	perhiasan
ornamental	hiasan
ornamentation	hiasan
ornamented	dihiasi
ornate	berhias
ornery	keberanian
orphan	anak yatim
orphanage	anak yatim
orphaned	yatim piatu
orthodontist	ortodonti
orthodox	ortodoks
orthodoxy	ortodoks
orthogonal	ortogonal
orthopedic	ortopedik
oscillate	berosilasi
oscillating	berayun
oscillation	ayunan
oscillatory	oscillatory
ostensible	diperkaya
ostensibly	seolah-olah
ostentatious	ostentatious
ostracized	dihina
ostrich	burung unta
other	lain
otter	otter
otto	otto
ottoman	ottoman
ought	sepatutnya
ounce	auns
oust	menggulingkan
outage	gangguan
outback	pedalaman
outbid	lebih tinggi
outboard	outboard
outbreak	wabak
outburst	keterlaluan
outcast	bersalah
outcome	hasilnya
outcry	bantahan
outdated	ketinggalan zaman
outdo	melampaui batas
outdoor	luar
outdoors	di luar
outer	luar
outfit	pakaian
outgoing	keluar
outgrow	terlalu banyak
outgrowth	keluarganya
outhouse	keluar rumah
outing	pelayaran
outlandish	luar biasa
outlast	bertahan
outlaw	mengharamkan
outlet	kedai
outline	garis besar
outlines	menggariskan
outlive	jauh lagi
outlook	pandangan
outlying	jauh
outnumber	melebihi
outpatient	pesakit luar
outpost	pos
outpouring	pencurahan
output	pengeluaran
outrage	kemarahan
outraged	marah
outrageous	keterlaluan
outrank	mengalahkan
outreach	jangkauan
outright	secara langsung
outrun	berlanggar
outset	awalnya
outsider	orang luar
outskirts	pinggir bandar
outsmart	mengakali diri
outspoken	lantang bercakap
outstanding	cemerlang
outstretched	terulur
outward	ke luar
outwards	ke luar
outweigh	lebih besar
outwit	mengecewakan
oval	bujur
ovary	ovari
ovate	ovate
ovation	ovation
oven	ketuhar
overactive	terlalu aktif
overall	keseluruhannya
overalls	pakaian
overbearing	sombong
overburden	overburden
overcast	mendung
overcharged	berlebihan
overcoat	mantel
overcome	diatasi
overcoming	mengatasi
overcrowded	penuh sesak
overdo	keterlaluan
overdose	berlebihan
overdrive	berlebihan
overdue	terlambat
overestimate	terlalu banyak
overestimated	terlalu banyak
overflow	limpahan
overflowing	melimpah
overgrown	terlalu besar
overgrowth	terlalu banyak
overhanging	menggantung
overhaul	baik pulih
overhead	overhead
overhear	mendengar suara
overheated	terlalu panas
overjoyed	gembira
overkill	berlebihan
overlaid	dilapisi
overlap	bertindih
overlapping	bertindih
overlay	overlay
overload	berlebihan
overlook	terlepas pandang
overlord	overlord
overlying	mengatasi
overpaid	terlebih bayar
overpass	laluan melepasi
overplayed	overplayed
overpower	mengalahkan
overpowering	terlalu kuat
overpriced	terlalu mahal
overprotective	overprotective
overrated	berlebihan
overreact	berlebihan
override	mengatasi
overriding	mengatasi
overrule	berlebihan
overrun	ditakluki
oversee	mengawasi
overseer	pengawas
overshadow	membayangi
oversight	pengawasan
oversized	besar
overslept	terlajak tidur
overstate	melebih-lebihkan
overstock	terlalu banyak
overt	terang-terangan
overtake	mengatasi
overtaken	diselesaikan
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	overthinking
overthrow	menggulingkan
overtime	lebih masa
overtired	berlebihan
overture	overture
overturn	terbalik
overview	gambaran keseluruhan
overweight	berat badan berlebihan
overwhelm	mengatasi
overwhelmed	terharu
overwhelming	sangat menggembirakan
overworked	terlalu banyak bekerja
overwrought	overwrought
overzealous	berlebihan
owe	berhutang
owing	berhutang
owl	burung hantu
owner	pemilik
ownership	pemilikan
ox	lembu
oxidation	pengoksidaan
oxide	oksida
oxygen	oksigen
oxymoron	oxymoron
oyster	tiram
ozone	ozon
pace	laju
pacemaker	perentak jantung
pacific	Pasifik
pacified	menenangkan diri
pacifier	pacifier
pacifist	pacifis
pacify	menenangkan
pacing	pacing
pack	pek
package	pakej
packaging	pembungkusan
packer	pembungkus
packet	paket
pact	perjanjian
pad	PAD
padded	empuk
padding	padding
paddle	dayung
paddle boat	bot dayung
paddock	paddock
paddy	padi
padlock	gembok
padre	NO TRANSLATION
paean	paean
pagan	pagan
paganism	paganisme
page	halaman
pageant	pertandingan
pager	pager
pagination	penomboran
paging	paging
pagoda	pagoda
pail	baldi
pain	kesakitan
pained	sakit
painful	menyakitkan
painfully	menyakitkan hati
painkiller	ubat tahan sakit
painless	tidak menyakitkan
pains	sakit
painstaking	teliti
paint	cat
paintball	paintball
paintbrush	berus cat
painted	dicat
painter	pelukis
painting	lukisan
pair	pasangan
paisley	paisley
pajama	pajama
pajamas	baju tidur
pal	pal
palace	istana
palatable	sihat
palate	lelangit
pale	pucat
paleontology	paleontologi
palette	palet
pall	pall
palladium	paladium
pallet	pallet
palliative	paliatif
palm	sawit
palmer	palmer
palomino	palomino
palpable	boleh dirasai
palpitations	berdebar-debar
palsy	palsy
paltry	sukar
pamper	memanjakan
pamphlet	risalah
pan	pan
panacea	ubat penawar
panache	panache
pancake	lempeng
pancakes	penkek
pancreas	pankreas
panda	panda
pandemic	pandemik
pandemonium	pandemonium
pane	pane
panel	panel
pang	NO TRANSLATION
panhandle	panhandle
panic	panik
panicattack	NO TRANSLATION
panicked	panik
panicking	panik
panicky	panik
panier	NO TRANSLATION
panorama	panorama
panoramic	panorama
pansy	pansy
pant	pant
pantheon	pantheon
panther	panther
panties	seluar dalam
pantomime	pantomim
pantry	pantri
pants	seluar
panty	seluar dalam
pantyhose	pantyhose
pap	pap
papa	papa
papacy	kepausan
papal	NO TRANSLATION
papaya	pepaya
paper	kertas
paperback	paperback
paperboy	paperboy
paperweight	berat badan
paperwork	kertas kerja
paprika	paprika
papyrus	papirus
par	NO TRANSLATION
parable	perumpamaan
parabola	parabola
parabolic	parabola
parachute	payung terjun
parade	perbarisan
paradigm	paradigma
paradise	syurga
paradox	paradoks
paradoxical	paradoks
paraffin	parafin
paragon	paragon
paragraph	perenggan
parakeet	parakeet
paralegal	paralegal
parallax	paralaks
parallel	selari
parallelism	paralelisme
paralysis	lumpuh
paralyze	melumpuhkan
paralyzed	lumpuh
paramedic	paramedik
paramedics	paramedik
paramilitary	paramilitary
paramount	paling utama
paranoia	paranoia
paranoid	paranoid
paranormal	paranormal
parapet	parapet
paraphernalia	peralatan
paraphrase	pengaprasaan
paraplegic	paraplegic
parasite	parasit
parasitic	parasit
parasol	payung
parcel	Parcel
parcels	petak
parched	kering
parchment	perkamen
pardon	pengampunan
pare	NO TRANSLATION
parenchyma	parenchyma
parent	ibu bapa
parentage	keturunan
parental	ibu bapa
parenthesis	NO TRANSLATION
parenthetical	bertajuk
parenthood	keibuan
parenting	keibubapaan
pariah	pariah
parietal	parietal
paring	mengupas
parish	paroki
parity	pariti
park	taman
parka	parka
parking	tempat letak kenderaan
parkinsons	parkinsons
parlance	kata laluan
parlay	parlay
parliament	parlimen
parliamentary	parlimen
parlor	ruang tamu
parmesan	parmesan
parody	parodi
parole	parol
parquet	parket
parrot	burung nuri
parry	parry
parse	parse
parsimonious	berpura-pura
parsimony	parsimony
parsley	peterseli
parson	parson
part	bahagian
partake	ambil bahagian
partial	sebahagiannya
partiality	keraguan
partially	sebahagiannya
participant	peserta
participate	mengambil bahagian
participation	penyertaan
particle	zarah
particular	tertentu
particularity	kekhususan
particulars	butir-butir
parting	berpisah
partisan	partisan
partisanship	partisanship
partition	partition
partly	sebahagiannya
partner	rakan kongsi
partnership	perkongsian
partridge	partridge
parts	bahagian
party	parti
pas	NO TRANSLATION
pass	lulus
passable	boleh dilalui
passage	laluan
passageway	jalan masuk
passe	NO TRANSLATION
passenger	penumpang
passim	NO TRANSLATION
passing	lulus
passion	semangat
passionate	bersemangat
passive	pasif
passivity	pasif
passkey	passkey
passport	pasport
password	kata laluan
past	masa lalu
pasta	pasta
paste	tampal
pastel	pastel
pastime	hobi
pastor	pastor
pastrami	pastrami
pastry	pastri
pasture	padang rumput
pasty	pasty
pat	pat
patch	patch
patchwork	kerja keras
pate	pate
patella	patella
patent	paten
patented	dipatenkan
paternal	ayah
paternity	bapa
path	jalan
pathetic	kasihan
pathological	patologi
pathologist	ahli patologi
pathology	patologi
pathos	NO TRANSLATION
pathway	laluan
patience	kesabaran
patient	pesakit
patio	teres
patriarch	patriarch
patriarchal	patriarkal
patrimony	warisan
patriot	patriot
patriotic	patriotik
patriotism	patriotisme
patrol	rondaan
patrolman	patroli
patron	penaung
patronage	naungan
patronising	merendahkan diri
patronize	berselindung
patronizing	merendahkan diri
patter	patter
pattern	corak
paucity	kekurangan
pauper	pauper
pause	jeda
pave	buka
pavement	jalan kaki
pavilion	pavilion
paving	membuka jalan
paw	kaki
pawn	Pajak gadai
pawnshop	kedai Pajak gadai
pax	pax
pay	bayar
payable	boleh dibayar
payback	bayaran balik
paycheck	gaji
payday	hari bayaran
payer	pembayar
payload	muatan
payment	pembayaran
payoff	bayaran
payout	pembayaran
payphone	telefon bimbit
payroll	gaji
pea	kacang
peace	keamanan
peaceable	damai
peaceful	aman
peacefully	dengan aman
peacekeeper	penjaga perdamaian
peaceofmind	NO TRANSLATION
peacetime	selamat datang
peach	pic
peachy	peachy
peacock	merak
peak	puncak
peaked	memuncak
peanut	kacang tanah
peanuts	kacang tanah
pear	pir
pearl	mutiara
pearly	mutiara
peas	kacang polong
peasant	petani
peat	gambut
pebble	kerikil
pecan	pecan
peck	peck
pecker	pecker
peculiar	pelik
peculiarities	keanehan
peculiarity	keanehan
peculiarly	pelik
pecuniary	wang
pedal	pedal
pedantic	pedantic
peddle	berjual beli
peddler	penjaja
pedestal	pedestal
pedestrian	pejalan kaki
pediatric	kanak-kanak
pediatrician	pakar pediatrik
pediatrics	pediatrik
pedicure	pedikur
pedigree	silsilah
pedometer	pedometer
pedophile	pedophile
pee	pee
peek	mengintip
peekaboo	Cak
peel	mengupas
peep	mengintip
peeper	peeper
peephole	peephole
peer	rakan sebaya
peering	mengintip
peerless	tidak berkesudahan
peeved	bersemangat
peg	peg
pegs	pasak
peice	NO TRANSLATION
pelagic	pelagik
pelican	pelikan
pellet	pelet
pelvic	pelvis
pelvis	pelvis
pen	pen
penal	penalti
penalty	penalti
penance	penebusan
penchant	kegemaran
pencil	pensil
pendant	loket
pendency	pendiam
pendent	NO TRANSLATION
pending	yang belum selesai
pendulum	pendulum
penetrate	menembusi
penetrating	menembusi
penetration	penembusan
penguin	penguin
penicillin	penisilin
penile	zakar
peninsula	semenanjung
penis	zakar
penitent	peniten
penitentiary	penjara
penmanship	penulisan
pennant	panji
penniless	tidak mempunyai wang
penny	sen
pension	pencen
pensioner	pesara
pensive	pensive
pentagon	pentagon
pentagram	pentagram
penthouse	penthouse
penultimate	kedua
people	orang
peopled	peopled
pep	pep
pepper	lada
peppermint	peppermint
pepperoni	pepperoni
peppy	peppy
peptic	peptik
peptide	peptida
perceive	perceive
percent	peratus
percentage	peratusan
percentile	persentil
perceptible	boleh dilihat
perception	persepsi
perceptive	persepsi
perch	hinggap
perchance	kesilapan
percolation	percolation
percussion	perkusi
perdition	kebinasaan
peremptory	peremptory
perennial	abadi
perfect	sempurna
perfection	kesempurnaan
perfectionist	perfeksionis
perfecto	NO TRANSLATION
perforated	berlubang
perforation	penembusan
perforce	berpura-pura
perform	melaksanakan
performance	prestasi
performer	pelakon
perfume	minyak wangi
perfumed	wangi
peri	peri
peridot	peridot
peril	bahaya
perilous	berbahaya
perimeter	perimeter
period	tempoh
periodic	berkala
periodical	berkala
periodically	secara berkala
periodicity	berkala
peripheral	periferi
periphery	pinggir
periscope	periscope
perish	binasa
perishable	mudah rosak
perished	binasa
perishing	binasa
perjury	sumpah bohong
perk	perk
perky	gembira
perm	perm
permanence	kekal
permanent	kekal
permeable	telap
permeate	meresap
permeation	permeasi
permissible	dibenarkan
permission	kebenaran
permissive	permisif
permit	permit
permitted	dibenarkan
permitting	membenarkan
permutation	permutasi
pernicious	merosakkan
peroxide	peroksida
perpendicular	berserenjang
perpetrate	beramal
perpetrator	pelaku
perpetual	kekal
perpetually	secara berterusan
perpetuate	mengekalkan
perpetuation	pengekalan
perpetuity	kekal selama-lamanya
perplexed	bingung
perplexing	membingungkan
perplexity	kebingungan
persecute	menganiaya
persecution	penganiayaan
perseverance	ketabahan
persevere	bersabar
persist	berterusan
persistence	kegigihan
persistent	berterusan
persisting	berterusan
person	orang
persona	NO TRANSLATION
personable	keperibadian
personage	personage
personal	peribadi
personality	keperibadian
personification	keperibadian
personnel	kakitangan
persons	orang
perspective	perspektif
perspiration	peluh
persuade	memujuk
persuasion	pujukan
persuasive	persuasif
pert	pert
pertinent	penting
perturbation	gangguan
pertussis	pertussis
perusal	membaca
peruse	perusing
pervading	meresap
perverse	jahat
perversion	penyimpangan
pervert	pervert
perverted	sesat
pesky	pesky
pessimism	pesimisme
pessimist	pesimis
pessimistic	pesimis
pest	perosak
pester	mengerang
pestilence	penyakit sampar
pestle	alu
pesto	pesto
pet	haiwan peliharaan
petal	kelopak
petite	kecil
petition	petisyen
petitioner	pempetisyen
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	petrified
petrify	menjatuhkan
petrol	petrol
petroleum	petroleum
petticoat	petticoat
petting	petting
petty	kecil
petulant	petulant
petunia	petunia
pew	pew
pewter	pewter
peyote	NO TRANSLATION
phalanx	phalanx
phantom	hantu
pharaoh	firaun
pharmaceutical	farmaseutikal
pharmacist	ahli farmasi
pharmacology	farmakologi
pharmacy	farmasi
phase	fasa
pheasant	Pheasant
phenomenal	fenomenal
phenomenon	fenomena
pheromone	pheromone
phew	phew
phi	phi
philanthropic	dermawan
philanthropist	Dermawan
philanthropy	kedermawanan
philistine	philistine
philosopher	ahli falsafah
philosophic	falsafah
philosophical	falsafah
philosophy	falsafah
phlegm	kahak
pho	pho
phobia	fobia
phoenix	phoenix
phone	telefon
phonetic	fonetik
phonetics	fonetik
phonics	fonik
phonograph	fonograf
phonology	fonologi
phony	palsu
phooey	phooey
phosphate	fosfat
phosphor	fosfor
phosphorus	fosforus
photo	foto
photogenic	fotogenik
photograph	gambar
photographer	juru gambar
photographic	fotografi
photography	fotografi
photometry	fotometri
photon	foton
phrase	frasa
phraseology	frasa
phylogeny	phylogeny
physical	fizikal
physical therapist	ahli terapi fizikal
physician	doktor
physicist	ahli fizik
physics	fizik
physiological	fisiologi
physiology	fisiologi
physique	fizikal
pi	pi
pianist	pianis
piano	piano
piazza	piazza
piccolo	NO TRANSLATION
pick	pilih
picked	dipilih
picker	pemetik
picket	piket
picketing	piket
pickle	jeruk
pickled	jeruk
pickpocket	pencopet
pickup	pikap
picky	pemilih
picnic	berkelah
pictorial	bergambar
picture	gambar
pictures	gambar
picturesque	indah
pie	pai
piece	sekeping
piecemeal	sedikit demi sedikit
pieceofshit	sepintas lalu
pied	bertali
pier	dermaga
pierce	menusuk
piety	ketakwaan
pig	babi
pigeon	merpati
piggy	piggy
piggyback	piggyback
pigheaded	tulang kepala
piglet	babi
pigment	pigmen
pigskin	pigskin
pigsty	babi
pike	pike
pile	longgokan
piles	buasir
pileup	terkumpul
pilgrim	jemaah haji
pilgrimage	haji
pill	pil
pillage	penculikan
pillar	tiang
pillbox	pillbox
pillow	bantal
pillowcase	sarung bantal
pilot	juruterbang
pimp	germo
pimple	jerawat
pin	pin
pinball	pinball
pinch	mencubit
pinching	mencubit
pine	pain
pineapple	Nenas
ping	ping
pinhead	pinhead
pinhole	lubang jarum
pinion	pinion
pink	merah jambu
pinkie	pinkie
pinnacle	puncak
pinot	pinot
pinpoint	jelas
pint	pint
pinto	pintu
pinup	pinup
pioneer	perintis
pious	alim
pip	pip
pipe	paip
piped	paip
pipeline	talian paip
piper	piper
pipette	pipet
piping	paip
pipsqueak	pipsqueak
pique	pique
piracy	cetak rompak
piranha	piranha
pirate	lanun
piscina	NO TRANSLATION
piss	Kencing
pissed	marah
pissedoff	bengang
pisser	NO TRANSLATION
pissesmeoff	membuatkan saya marah
pissingmeoff	pissingmeoff
pissoff	pissoff
pistachio	pistachio
pistol	pistol
piston	omboh
pit	pit
pita	pita
pitch	padang
pitcher	kendi
pitchfork	pitchfork
pitfall	pitfall
pith	pith
pithy	pithy
pitiful	menyedihkan
pitted	pitted
pitter	pitter
pituitary	pituitari
pity	kasihan
pivot	pivot
pivotal	penting
pix	pix
pixie	pixie
pizza	pizza
pizzazz	pizzazz
pizzeria	pizzeria
placard	pelan
place	tempat
placebo	plasebo
placement	penempatan
placenta	plasenta
placid	tenang
placket	placket
plagiarism	plagiarisme
plague	wabak
plaid	plaid
plain	kosong
plainclothes	pakaian biasa
plaintiff	plaintif
plaintive	plaintif
plan	pelan
plane	pesawat
planes	pesawat
planet	planet
planetarium	planetarium
planetary	planet
planets	planet
plank	papan
plankton	plankton
planned	dirancang
planner	perancang
planning	perancangan
plant	tumbuhan
plantation	perladangan
planter	penanam
planting	penanaman
plaque	plak
plasma	plasma
plaster	plaster
plastic	plastik
plasticity	keplastikan
