Word	sr
outwit	оутвит
oval	овал
ovary	јајник
ovate	овате
ovation	овације
oven	пећница
overactive	прекомерно
overall	укупно
overalls	комбинезони
overbearing	надмоћ
overburden	овербурден
overcast	облачно
overcharged	оверцхаргед
overcoat	капут
overcome	превладали
overcoming	превазилажење
overcrowded	пренатрпан
overdo	претерано
overdose	предозирање
overdrive	овердриве
overdue	истекао
overestimate	прецењују
overestimated	прецењен
overflow	прелив
overflowing	преплављен
overgrown	зарасла
overgrowth	прекомерни раст
overhanging	превише
overhaul	ремонт
overhead	изнад главе
overhear	прећи
overheated	прегрејан
overjoyed	пресретан
overkill	оверкилл
overlaid	прекривен
overlap	преклапање
overlapping	преклапање
overlay	оверлаи
overload	преоптерећење
overlook	Обратите пажњу
overlord	Врховни господар
overlying	изнад
overpaid	преплаћено
overpass	надвоз
overplayed	оверплаиед
overpower	надмоћ
overpowering	надмоћан
overpriced	оверприцед
overprotective	оверпротецтиве
overrated	оверратед
overreact	претерано
override	прегазити
overriding	превладавајући
overrule	прев
overrun	прекорачење
oversee	надгледати
overseer	надзорник
overshadow	у сенци
oversight	надзор
oversized	превелика
overslept	прекорачена
overstate	превише
overstock	превише
overt	отворен
overtake	прећи
overtaken	преузет
overthemoon	NO TRANSLATION
overthinker	претеривач
overthinking	премишљено
overthrow	срушити
overtime	током времена
overtired	овертиред
overture	увертира
overturn	превртање
overview	преглед
overweight	прекомјерна тежина
overwhelm	преплавити
overwhelmed	преплављени
overwhelming	преовлађујуће
overworked	преоптерећен
overwrought	претрпан
overzealous	претерано
owe	дугује
owing	захваљујући
owl	сова
owner	власник
ownership	власништво
ox	вол
oxidation	оксидација
oxide	оксид
oxygen	кисеоник
oxymoron	оксиморон
oyster	остриге
ozone	озон
pace	темпо
pacemaker	пејсмејкер
pacific	Пацифик
pacified	пацифицирано
pacifier	пацифиер
pacifist	пацифист
pacify	помирите се
pacing	пејсинг
pack	паковање
package	пакет
packaging	паковање
packer	пакер
packet	пакет
pact	пакт
pad	пад
padded	подложно
padding	паддинг
paddle	весло
paddle boat	чамац
paddock	паддоцк
paddy	падди
padlock	катанац
padre	NO TRANSLATION
paean	паеан
pagan	паган
paganism	паганизам
page	страна
pageant	такмичења
pager	пејџер
pagination	пагинатион
paging	пагинг
pagoda	пагода
pail	канта
pain	бол
pained	оштећено
painful	болан
painfully	болно
painkiller	паинкиллер
painless	безболан
pains	боли
painstaking	мукотрпно
paint	боје
paintball	паинтбалл
paintbrush	четкица
painted	обојен
painter	сликар
painting	сликарство
pair	пар
paisley	Паислеи
pajama	пајама
pajamas	пиџаме
pal	другар
palace	палата
palatable	окусно
palate	палате
pale	бледо
paleontology	палеонтологија
palette	палета
pall	палл
palladium	паладијум
pallet	палета
palliative	палиативно
palm	Палма
palmer	палмер
palomino	паломино
palpable	палпабле
palpitations	палпитације
palsy	парализа
paltry	неприлагођен
pamper	пампер
pamphlet	памфлет
pan	пан
panacea	панацеа
panache	панацхе
pancake	палачинка
pancakes	палачинке
pancreas	панкреаса
panda	панда
pandemic	пандемија
pandemonium	пандемониум
pane	окно
panel	панел
pang	NO TRANSLATION
panhandle	панхандле
panic	панике
panicattack	NO TRANSLATION
panicked	панично
panicking	панике
panicky	панично
panier	NO TRANSLATION
panorama	панорама
panoramic	панорамски
pansy	панси
pant	пант
pantheon	пантеон
panther	пантер
panties	гаћице
pantomime	пантомима
pantry	остава
pants	панталоне
panty	панти
pantyhose	пантихосе
pap	пап
papa	папа
papacy	папаци
papal	NO TRANSLATION
papaya	папаиа
paper	папир
paperback	папербацк
paperboy	папербои
paperweight	папирна тежина
paperwork	папирологија
paprika	паприка
papyrus	папирус
par	NO TRANSLATION
parable	парабола
parabola	парабола
parabolic	параболични
parachute	падобран
parade	парада
paradigm	парадигма
paradise	рај
paradox	парадокс
paradoxical	парадоксално
paraffin	парафин
paragon	парагон
paragraph	став
parakeet	паракеет
paralegal	паралегалан
parallax	паралаксе
parallel	паралелно
parallelism	паралелизам
paralysis	парализа
paralyze	паралисати
paralyzed	парализован
paramedic	парамедицина
paramedics	парамедици
paramilitary	паравојска
paramount	Најважније
paranoia	параноја
paranoid	параноичан
