Word	sn
lyrical	lyrical
lyrics	lyrics
macadamia	macadamia
macarena	macarena
macaroni	macaroni
mace	mace
mach	mach
machete	machete
machine	machine
machinery	magetsi
machinist	machinist
macho	macho
mackerel	mackerel
macro	macro
mad	madzimu
madam	madam
madame	madame
madden	madden
madder	madder
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	madhouse
madman	madman
madness	upenzi
maestro	maestro
mafia	mafia
magazine	magazini
mage	mage
magenta	magenta
maggot	maggot
magic	magic
magical	zvemashiripiti
magician	magic
magistrate	magistrate
magma	magma
magna	magna
magnate	magnate
magnesium	magnesium
magnet	magnet
magnetic	magnetic
magnetism	magnetism
magnetite	magnetite
magnification	kukudzwa
magnificence	magnificence
magnificent	zvinoshamisa
magnifier	kukudza
magnify	kukudza
magnifying	kukudza
magnitude	ukuru
magnolia	magnolia
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahogany
maid	musikana
maiden	mhandara
mail	mail
mailbox	mailbox
mailing	mail
mailman	mailman
maim	NO TRANSLATION
main	main
mainframe	mainframe
mainland	mainland
mainstay	mainstay
mainstream	mainstream
maintain	kuchengeta
maintenance	maintenance
majestic	majestic
majesty	ukuru
major	zvikuru
majority	vazhinji
make	ita
makeover	makeover
maker	maker
makeshift	nguva
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	gadzirisa
makingdisciples	NO TRANSLATION
malady	malady
malaise	malaise
malaria	malariya
malarkey	malarkey
male	mukomana
malevolent	kusvibiswa
malfeasance	malfeasance
malformation	malformation
malfunction	kushanda zvakanaka
malice	NO TRANSLATION
malicious	tsvina
malign	kunyomba
malignancy	kuipa
malignant	zvakaipa
maligned	kunyengera
mall	mall
malleable	kushata
mallet	mallet
malnutrition	kusagadzikana
malpractice	kusaruramisira
malt	malt
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	mammal
mammoth	mammoth
mammy	mammy
man	murume
manage	gadzirisa
manageable	inogoneka
management	vatungamiri
manager	maneja
managerial	managerial
mandamus	mandamus
mandarin	mandarin
mandate	mandate
mandatory	mandatory
mandible	mandible
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	kufamba
maneuvering	kufamba
mange	NO TRANSLATION
manger	manger
mangle	mangle
mango	mango
mangosteen	mangosteen
mangy	mangy
manhole	manhole
manhood	murume
manhunt	manhunt
mania	mania
maniac	maniac
maniacal	maniacal
manic	manic
manicure	manicure
manicurist	manicurist
manifest	inoratidza
manifestation	kuratidzwa
manifested	kuratidzwa
manifestly	pachena
manifesto	manifesto
manifold	kakawanda
manipulate	shandisa
manipulation	kunyengera
manipulative	manipulative
mankind	vanhu
manly	manly
manna	manna
manned	manned
mannequin	mannequin
manner	tsika
mannered	mannered
manners	tsika
manor	manor
manpower	manpower
mansion	mansion
mansions	mansions
manslaughter	kuuraya
mantel	mantel
mantis	mantis
mantle	mantle
mantra	mantra
manual	manual
manufacture	kugadzira
manufacturer	chigadzirwa
manufacturing	kugadzira
manure	manyowa
manuscript	manuscript
map	mapepa
maple	maple
mar	mar
marathon	marathon
marble	marble
marbled	marbled
marbles	marble
march	Kurume
mare	NO TRANSLATION
margarine	margarine
margarita	margarita
margin	margin
marginal	marginal
mariachi	mariachi
marijuana	mbanje
marinara	marinara
marine	marine
mariner	mariner
marital	muchato
maritime	maritime
mark	mark
marked	marked
marker	marker
market	misika
marketable	kutengesa
marketing	marketing
marketplace	pamusika
marks	zviratidzo
marksman	markman
marksmanship	markmanship
marl	marl
marmalade	marmalade
maroon	maroon
marooned	marooned
marquee	marquee
marquis	marquis
marred	marred
marriage	muchato
married	vakaroora
marrow	marrow
marry	kuroora
marsh	maruva
marshal	marshal
marshmallow	marshmallow
mart	mart
martial	martial
martingale	martingale
martini	martini
martyr	martyr
martyrdom	kuurawa
marvel	anoshamisa
marvellous	anoshamisa
marvelous	anoshamisa
marvelously	anoshamisa
marzipan	NO TRANSLATION
mascara	Mascara
mascot	Mascot
masculine	masculine
masculinity	masculinity
mash	mashanya
mashed	mashed
mask	mask
masked	masked
masks	masks
masochism	masochism
masochist	masochist
mason	mason
masquerade	masquerade
mass	mass
massacre	kuuraya
massage	massage
masses	masses
masseur	masseur
masseuse	masseuse
massive	massive
mast	mast
master	tenzi
masterful	unyanzvi
mastermind	mastermind
masterpiece	masterpiece
mastery	masters
masturbate	masturbate
masturbation	bonyora
mat	mat
matador	matador
match	tsanidza
matchbook	matchbook
matching	kufanana
matchmaker	matchmaker
mate	mukomana
material	zvinhu
materialism	materialism
materialist	nyanzvi
materialistic	pfuma
materiality	zvinhu zvenyama
materialize	materialize
materially	pfuma
materials	zvinhu
materiel	materiel
maternal	vanaamai
maternity	maternity
math	math
mathematical	mathematical
mathematician	mathematician
mathematics	mathematics
matinee	matinee
mating	mating
matriculation	matriculation
matrimony	matrimoni
matrix	matrix
matron	matron
matted	matted
matter	nyaya
matting	matting
mattress	mattress
maturation	maturation
mature	vakakura
maturity	kukura
maudlin	maudlin
mausoleum	mausoleum
mauve	mauve
maverick	maverick
maxim	maxim
maximize	kuwedzera
maximum	maximum
may	Chivabvu
mayday	mayday
mayflower	mayflower
mayhem	mayhem
mayonnaise	mayonnaise
mayor	meya
maze	maze
mead	mead
meadow	dombo
meager	mudiki
meal	kudya
mean	zvinoreva
meander	meander
meandering	meandering
meanie	meanie
meaning	zvinoreva
meaningful	zvinoreva
meaningless	zvisina zvazvinobatsira
meanness	kureva
means	zvinoreva
meantime	panguva ino
measles	measles
measurable	inogona kuenzaniswa
measure	chiyero
measured	chiyero
measurement	chiyero
measuring	measuring
measuring cup	measuring cup
measuring tape	kuenzanisa tape
meat	nyama
meatball	meatball
meathead	meathead
meatloaf	nyamaloaf
mechanic	mechanic
mechanical	mechanical
mechanics	mechanics
mechanism	mechanism
med	NO TRANSLATION
medal	medal
medallion	medallion
medallist	medalist
meddle	meddle
meddling	kurongedza
media	media
medial	medial
median	median
mediate	mubvumirane
mediation	kupindirana
mediator	murevereri
medic	mishonga
medical	kurapa
medicate	mishonga
medication	mishonga
medicinal	mishonga
medicine	mishonga
medieval	medieval
mediocre	mediocre
mediocrity	mediocrity
meditate	fungisisa
meditating	kufungisisa
meditation	kufungisisa
meditative	kufungisisa
mediterranean	mediterranean
medium	midzi
medley	medley
meek	munyoro
meet	meet
meeting	musangano
mega	mega
meh	meh
melancholic	melancholic
melancholy	melancholy
melee	melee
mellow	mellow
melodious	nziyo
melodrama	melodrama
melodramatic	melodramatic
melody	rwiyo
melon	melon
melt	kunyunguduka
meltdown	kuputsika
melting	kunyauka
member	nhengo
membership	nhengo
membrane	membrane
memento	memento
memo	memo
memoir	memoir
memorabilia	memorabilia
memorable	inokanganwa
memorandum	memorandum
memorial	chirangaridzo
memorials	memorials
memories	memories
memoriesiwontforget	NO TRANSLATION
memorize	memori
memory	memory
menace	dambudziko
menacing	menacing
menagerie	menagerie
mend	mend
mending	mending
menial	kunyengera
meningitis	meningitis
meniscus	meniscus
menopause	kumiswa kwemwedzi
menses	menses
menstrual	kuenda kumwedzi
mental	pfungwa
mentalhealth	NO TRANSLATION
mentality	pfungwa
menthol	menthol
mention	taura
mentor	mentor
menu	menu
meow	meow
mercantile	mercantile
mercenary	mercenary
merchandise	merchandise
merchant	mutengesi
merciful	ngoni
merciless	tsitsi
mercurial	mercurial
mercury	mercury
mercy	ngoni
mere	mere
merengue	merengue
merge	batanidza
merger	kuungana
meridian	meridian
meridional	meridional
meringue	meringue
merit	zvakakodzera
meritorious	zvakanaka
mermaid	mermaid
merriment	kufadza
merry	fara
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	mesh
meshes	meshes
mesmerized	mesmerized
mess	mess
message	shoko
messedup	NO TRANSLATION
messenger	mutumwa
messiah	Mesiya
messy	messy
metabolic	metabolic
metabolism	metabolism
metal	tsvina
metallic	metallic
metallurgy	metallurgy
metamorphosis	metamorphosis
metaphor	chirevo
metaphorical	metaphorical
metaphysical	metaphysical
metaphysics	metaphysics
metastasis	metastasis
meteor	meteor
meteoric	meteoric
meteorite	meteorite
meteorological	meteorological
meteorology	meteorology
meter	mamita
meth	meth
methadone	methadone
methane	methane
methanol	methanol
method	nzira
methodical	methodical
methodology	methodology
meticulous	unyanzvi
metime	nguva
metric	metric
metrical	metrical
metrology	metrology
metropolis	metropolis
metropolitan	metropolitan
mettle	mettle
mew	mew
mezzanine	mezzanine
mica	mica
mick	mick
micro	micro
microbe	microbe
microbiology	microbiology
microchip	microchip
microcosm	microcosm
microfilm	microfilm
microgram	microgram
micrometer	micrometer
micron	micron
microphone	microphone
microscope	microscope
microscopic	microscopic
microscopically	microscopically
microscopy	microscopy
microwave	microwave
mid	pakati
midair	midair
midday	masikati
middle	pakati
middleman	middleman
middleweight	middleweight
midget	midget
midland	midland
midlife	midlife
midline	midline
midnight	pakati pousiku
midshipman	midshipman
midst	pakati
midsummer	midsummer
midterm	pakatikati
midtown	midtown
midway	midway
midwife	midwife
midwifery	midwifery
mien	NO TRANSLATION
miffed	miffed
mighty	vane simba
mignon	mignon
migraine	migraine
migrate	migrate
migration	migration
migratory	migratory
mike	mike
mil	NO TRANSLATION
mild	munyoro
mildew	mildew
mildness	unyoro
mile	maire
mileage	mileage
milestone	chiitiko chikuru
militant	militant
militants	varwi
military	mauto
militia	militia
milk	mukaka
milkman	milkman
milkshake	milkshake
milky	milky
mill	mill
millennium	mireniyumu
milligram	milligram
millimeter	millimeter
million	mamiriyoni
millionaire	Millionaire
millionth	mamiriyoni
millstone	guyo
mime	mime
mimic	mimic
mimicking	mimicking
mimicry	mimicry
mince	mince
mincemeat	mincemeat
mind	pfungwa
minded	minded
mindful	kufunga
mindfulness	kufunga
mindless	kusafunga
mine	mine
minefield	minefield
miner	miner
mineral	mineral
mineralogy	mineralogy
mingle	musanganise
mingled	kusanganiswa
mini	mini
miniature	miniature
minibus	minibus
minim	NO TRANSLATION
minimal	minimal
minimize	kuderedza
minimized	kuderedza
minimum	zvishoma
mining	mining
minion	minion
minister	mushumiri
ministerial	mushumiri
ministry	ushumiri
minivan	minivan
mink	mink
minnow	minnow
minor	zvishoma
minority	vashoma
minstrel	munyori wemitambo
mint	mint
minty	minty
minuscule	minuscule
minute	Mineti
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	chishamiso
miracles	zvishamiso
miraculous	chishamiso
mirage	mirage
mire	NO TRANSLATION
mirror	mirara
mirth	kufara
misappropriation	kushandiswa zvisina kunaka
misbehave	misbehave
misbehavior	kusazvibata
miscalculation	miscalculation
miscarriage	kuparara
miscellaneous	zvakasiyana
miscellany	miscellany
mischief	mischief
mischievous	mischievous
misconception	misconception
misconduct	kusazvibata
misdemeanor	misdemeanor
misdirection	misdirection
miser	miser
miserable	miserable
miserably	zvinosuruvarisa
misery	nhamo
misfire	misfire
misfit	misfit
misfortune	njodzi
misguided	NO TRANSLATION
mishap	mishap
misinformed	misinformed
misinterpretation	kusanzwisiswa
mislead	kutsausa
misleading	kutsausa
misled	kutsauswa
mismanagement	kusashandisa zvakanaka
mismatch	mismatch
mismatched	kusakanganiswa
misnomer	misnomer
misplace	misplace
misplaced	misplaced
misread	zvisina kururama
misrepresent	kunyengera
misrepresentation	kunyengera
misrepresented	kunyengera
miss	miss
missile	missile
missiles	zvombo
missing	kushayikwa
missingyou	NO TRANSLATION
mission	mission
missionary	mumishinari
misspell	misspell
misstatement	kunyengera
missy	missy
mist	mhute
mistake	kukanganisa
mistaken	kukanganisa
mister	baba
mistletoe	mistletoe
mistreated	kushungurudzwa
mistress	madzimadzi
mistrial	mistrial
mistrust	kusavimba
misty	misty
misunderstand	kusanzwisisa
misunderstanding	kusanzwisisa
misunderstood	kusanzwisiswa
misuse	kushandisa zvisina kunaka
mite	mite
miter	miter
mitigate	kuderedza
mitigating	kuderedza
mitigation	kuderedza
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	mix
mixed	kusanganiswa
mixedemotions	kusanganiswa
mixer	mixer
mixture	musanganiswa
mnemonic	mnemonic
moan	moan
moat	moat
mob	mhomho
mobile	mobile
mobility	kufamba
mobilization	kuunganidza
mobilize	chengetedza
mobster	mobster
mocha	mocha
mock	kuseka
mocked	kusekwa
mockery	kuseka
mocking	kuseka
mockingbird	mockingbird
mod	mod
modal	modal
modality	mutsika
mode	mamiriro
model	muenzaniso
modeler	modeler
modeling	modeling
modem	modem
moderate	kuenzanisa
moderate anticipation	kunyatsotarisira kutarisira
moderate disgust	moderate disgust
moderate negative	kunyanya zvakaipa
moderate positive	kuenzanisa zvakanaka
moderate surprise	kuenzanisa kushamisika
moderate trust	kuvimba kwakakwana
moderately	zvine mwero
moderating	moderating
moderation	kuenzanisa
moderator	muongorori
modern	mazuva ano
modernism	modernism
modest	vanozvininipisa
modesty	kuzvininipisa
modicum	modicum
modifiable	modifiable
modification	kuchinjwa
modified	modified
modify	shandura
modulate	modulate
modulation	modulation
module	module
modulus	modulus
mogul	mogul
moiety	moiety
moist	moist
moisture	chinyoro
moisturizer	moisturizer
molar	molar
molasses	molasses
mold	mold
molded	molded
molding	kuumba
moldy	moldy
mole	mole
molecular	molecular
molecule	molecule
molest	kunyanyisa
molestation	kushungurudzwa
molester	molester
molten	yakanyungudutswa
mom	amai
moment	nguva
momentary	momentary
momentous	inokosha
momentum	nguva
momma	momma
mommy	amai
monad	monad
monarch	monarch
monarchy	monarchy
monastery	monastery
monastic	monastic
monetary	mari
money	mari
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	chengeta
monk	monki
monkey	monkey
mono	NO TRANSLATION
monochrome	monochrome
monogamous	monogamous
monogamy	monogamy
monogram	monogram
monogrammed	monogrammed
monograph	monograph
monolayer	monolayer
monolith	monolith
monologue	monologue
monopolist	monopolist
monopoly	monopoly
monotonous	monotonous
monotony	monotony
monoxide	monoxide
monsieur	monsieur
monsoon	monsoon
monster	monster
monstrosity	monstrosity
monstrous	monstrous
montage	montage
monte	monte
month	mwedzi
monthly	pamwedzi
monument	chivako
monumental	monumental
moo	moo
mooch	mooch
mood	mafungiro
moods	mafungiro
moody	moody
moon	mwedzi
moonbeam	moonbeam
moonlight	moonlight
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	moor
moored	moored
mooring	mooring
moorings	moorings
moorland	moorland
moose	mhuka
moot	moot
mooted	kukanganiswa
mop	mop
mope	mope
moped	moped
moral	tsika
morale	tsika
morality	tsika
morals	tsika
morass	morass
moratorium	moratorium
moray	moray
morbid	morbid
morbidity	morbidity
morbidness	morbidness
mores	mores
morgue	morgue
moribund	moribund
morn	morn
morning	mangwanani
moron	moron
moronic	moronic
morose	morose
morph	morph
morphine	morphine
morphism	morphism
morphology	morphology
morrow	mangwana
morsel	chimedu
mortal	kufa
mortality	kufa
mortar	dhaka
mortgage	mortgage
mortgagee	mortgagee
mortgagor	mortgagor
mortician	mortician
mortification	kukanganisa
mortified	rakasvibiswa
mortuary	mortuary
mosaic	mosaic
mosey	mosey
mosque	musikiti
mosquito	utsi
moss	moss
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	moth
mother	amai
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	amai
motherland	motherland
motherless	motherless
motherly	amai
motif	motif
motion	kufamba
motionless	vasingatauri
motivate	zvinokurudzira
motivating	zvinokurudzira
motivation	chikonzero
motivational	motivational
motive	chinangwa
motley	motley
motor	motokari
motorbike	motokari
motorboat	motorboat
motorcade	motorcade
motorcar	motokari
motorcycle	motokari
motorist	motokari
motte	motte
mottled	mottled
motto	motto
mould	mold
mound	mound
mount	gomo
mountain	gomo
mountaineer	mountaineer
mountainous	makomo
mountains	makomo
mountaintop	mugomo
mourn	kuchema
mournful	kuchema
mourning	kuchema
mouse	mouse
mousetrap	mousetrap
mousse	mousse
moustache	mustache
mousy	mousy
mouth	muromo
mouthful	mouthful
mouthpiece	mouthpiece
mouthwash	mouthwash
movable	moving
move	famba
movement	kufamba
mover	mover
movie	bhaisikopo
movies	mafirimu
moving	moving
movingforward	NO TRANSLATION
movingon	movingon
mow	mow
mower	mower
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	mucked
mucous	mucous
mucus	mucus
mud	dope
muddle	muddle
muddled	muddled
muddy	muddy
muff	muff
muffin	muffin
muffled	muffled
muffler	muffler
mug	mug
mugger	mugger
mulberry	mulberry
mulch	mulch
mule	mule
mull	mull
mullet	mullet
multilateral	zvakasiyana-siyana
multimedia	multimedia
multinational	marudzi akawanda
multiple	multiple
multiple sclerosis	multiple sclerosis
multiplex	multiplex
multiplication	kuwedzera
multiplicity	kuwanda
multiplied	multiplied
multiplier	kuwedzera
multiply	kuwanda
multitude	vazhinji
mum	mum
mumble	mumble
mumbo	mumbo
mummy	mummy
mumps	mumps
munch	munch
munchies	munchies
munchkin	munchkin
mundane	mundane
municipal	komisheni
municipality	masuwa
mural	mural
murder	kuuraya
murderer	muurayi
murderess	kuponda
murderous	kuuraya
murky	murky
murmur	kugunun'una
muscle	musungo
muscular	muscular
muse	muse
muses	muses
museum	museum
mush	NO TRANSLATION
mushroom	mushroom
mushy	mushy
music	mimhanzi
musical	mimhanzi
musician	muimbi
musing	musing
musk	musk
musket	musket
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	zvinofanira
mustang	mustang
mustard	mustard
muster	muster
musty	musty
mutable	mutable
mutant	mutant
mutate	mutate
mutation	mutation
mute	mbeveve
muted	muted
mutilate	mutilate
mutilated	akadzikwa
mutilation	kumiswa
mutiny	mutiny
mutt	mutt
mutter	NO TRANSLATION
mutton	mutton
mutual	mutual
mutually	mutual
muzzle	muzzle
myfavorite	myfavorite
myopia	myopia
myopic	myopic
myriad	makumi masere
mysterious	mysterious
mystery	mystery
mystic	mystic
mystical	mystical
mysticism	mysticism
mystified	chakavanzika
mystique	mystique
myth	nhema
mythic	nhema
mythical	ngano
mythological	mythological
mythology	mythology
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	nail
nail gun	nail gun
naive	naive
naked	naked
nakedness	nakedness
namaste	NO TRANSLATION
name	zita
named	zita rake
nameless	nameless
namesake	namesake
naming	zita
nana	nana
nanny	nanny
nanometer	nanometer
nap	nap
napalm	napalm
nape	nape
napkin	napkin
