Word	mn
payroll	цалин
pea	вандуй
peace	энх тайван
peaceable	амар амгалан
peaceful	тайван байна
peacefully	тайван замаар
peacekeeper	энхийг сахиулагч
peaceofmind	NO TRANSLATION
peacetime	амар амгалан
peach	тоор жимс
peachy	peachy
peacock	тогос
peak	оргил үе
peaked	оргил үе
peanut	газрын самар
peanuts	Самар
pear	лийр
pearl	сувд
pearly	мэлмий
peas	вандуй
peasant	тариачин
peat	хүлэр
pebble	хайрга
pecan	pecan
peck	Пек
pecker	pecker
peculiar	өвөрмөц
peculiarities	онцлог шинж
peculiarity	өвөрмөц чанар
peculiarly	өвөрмөц
pecuniary	мөнгө
pedal	дөрөө
pedantic	Дотоод эх үүсвэр
peddle	худалдаалах
peddler	peddler
pedestal	тавцан
pedestrian	явган хүний ​​зам
pediatric	Хүүхэд
pediatrician	эмч нар
pediatrics	Хүүхэд
pedicure	pedicure
pedigree	Угийн бичиг
pedometer	pedometer
pedophile	pedophile
pee	pee
peek	хайх
peekaboo	peekaboo
peel	хальс
peep	нулимс гээч
peeper	Уучлаарай
peephole	peephole
peer	Үе тэнгийнхэн
peering	Пенингер
peerless	цөөхөн
peeved	үзэн яддаг
peg	ханш
pegs	ханш
peice	NO TRANSLATION
pelagic	pelagic
pelican	pelican
pellet	пеллет
pelvic	аарцагтай
pelvis	аарцаг
pen	үзэг
penal	шийтгэл
penalty	торгууль
penance	penance
penchant	татдаг
pencil	харандаа
pendant	зүүлт
pendency	хүлцэл
pendent	NO TRANSLATION
pending	хүлээгдэж байна
pendulum	дүүжлүүр
penetrate	нэвтрэх
penetrating	нэвтэрч байна
penetration	нэвтрэлт
penguin	оцон шувуу
penicillin	Пенициллин
penile	penile
peninsula	хойд хэсэг
penis	шодой
penitent	penitent
penitentiary	хорих газар
penmanship	Уран зохиолч
pennant	pennant
penniless	мөнгө
penny	зоос
pension	тэтгэвэр
pensioner	тэтгэвэр авагч
pensive	Ухаан
pentagon	Пентагон
pentagram	pentagram
penthouse	пентхаус
penultimate	завшаан
people	хүмүүс
peopled	хүн ам
pep	pep
pepper	чинжүү
peppermint	peppermint
pepperoni	Peponioni
peppy	peppy
peptic	пептик
peptide	пептид
perceive	ойлгож байна
percent	хувь
percentage	хувь
percentile	хувь
perceptible	мэдэгдэж байна
perception	ойлголт
perceptive	ойлгох
perch	алгана
perchance	эрх чөлөө
percolation	percolation
percussion	цохилтот
perdition	сүйрэх
peremptory	хэтрэхгүй
perennial	олон наст
perfect	төгс төгөлдөр
perfection	төгс төгөлдөр
perfectionist	төгс төгөлдөр
perfecto	NO TRANSLATION
perforated	цоолсон
perforation	цооролт
perforce	Perforce
perform	гүйцэтгэх
performance	гүйцэтгэл
performer	жүжигчин
perfume	үнэртэй ус
perfumed	анхилуун үнэртэй
peri	peri
peridot	peridot
peril	аюултай
perilous	аюултай
perimeter	периметр
period	хугацаа
periodic	үе үе
periodical	үе үе
periodically	үе үе
periodicity	үе үе
peripheral	Зах зээл
periphery	захын хэсэг
periscope	periscope
perish	устгагдсан
perishable	мууддаг
perished	устгагдсан
perishing	мөхсөн
perjury	худал мэдүүлэг
perk	яр
perky	сайхан байна
perm	Пен
permanence	тогтвортой байдал
permanent	байнгын
permeable	нэвчилттэй
permeate	нэвчүүлэх
permeation	нэвтрэлт
permissible	зөвшөөрөгдсөн
permission	зөвшөөрөл
permissive	зөвшөөрсөн
permit	зөвшөөрөл
permitted	зөвшөөрөгдсөн
permitting	зөвшөөрөх
permutation	Сонголт хийх
pernicious	хортой
peroxide	хэт исэл
perpendicular	перпендикуляр
perpetrate	үйлдэх
perpetrator	гэмт хэрэгтэн
perpetual	үүрдийн
perpetually	байнга
perpetuate	Үргэлжлүүлэх
perpetuation	үргэлжлэх болно
perpetuity	үргэлжлэх болно
perplexed	эргэлзэж байна
perplexing	гайхалтай
perplexity	гунигт байдал
persecute	мөрдөн мөшгөх
persecution	хавчлага
perseverance	тэвчээртэй байх
persevere	Тэвчээртэй бай
persist	Үлдэж байна
persistence	тэсвэр хатуужил
persistent	Тогтмол
persisting	хэвээр байна
person	хүн
persona	NO TRANSLATION
personable	хувь хүний
personage	хүн
personal	хувийн
personality	хувь хүний
personification	хүнлэг чанар
personnel	ажилтнууд
persons	хүн
perspective	хэтийн төлөв
perspiration	хөлсөөр
persuade	ятгадаг
persuasion	Зан сэрэх
persuasive	итгэлтэй байна
pert	pert
pertinent	хамааралтай
perturbation	сэтгэл гутрал
pertussis	pertussis
perusal	үзсэн
peruse	сайн судлах
pervading	алгасалгүй байна
perverse	буруу зүйл
perversion	гажуудал
pervert	Гэмтсэн
perverted	төөрөлдсөн
pesky	pesky
pessimism	сэтгэл гутрал
pessimist	Пессимист
pessimistic	өөдрөг үзэлтэй
pest	хортон шавьж
pester	Үүнд
pestilence	тахал
pestle	pestle
pesto	pesto
pet	гэрийн тэжээвэр амьтан
petal	дэлбээ
petite	жижигхэн
petition	өргөдөл
petitioner	өргөдөл гаргагч
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	чулуужсан
petrify	тодруулбал
petrol	бензин
petroleum	газрын тос
petticoat	petticoat
petting	petting
petty	жижигхэн
petulant	формальдегид
petunia	Petunia
pew	майк
pewter	цагаан тугалга
peyote	NO TRANSLATION
phalanx	фанкс
phantom	Phantom
pharaoh	фараон
pharmaceutical	эм
pharmacist	эм зүйч
pharmacology	фармакологи
pharmacy	эмийн сан
phase	үе шат
pheasant	Pheasant
phenomenal	гайхалтай
phenomenon	үзэгдэл
pheromone	перомон
phew	phew
phi	phi
philanthropic	сайн үйлс
philanthropist	филантропист
philanthropy	филантропи
philistine	филист хүн
philosopher	философич
philosophic	философи
philosophical	философи
philosophy	философи
phlegm	цэр
pho	pho
phobia	Фоби
phoenix	галт шувуу
phone	утас
phonetic	дуудлага
phonetics	фонetics
phonics	фоник
phonograph	фонограф
phonology	фонологи
phony	фон
phooey	фойс
phosphate	фосфат
phosphor	фосфор
phosphorus	фосфор
photo	гэрэл зураг
photogenic	гэрэл зураг
photograph	гэрэл зураг
photographer	гэрэл зурагчин
photographic	гэрэл зураг
photography	гэрэл зураг
photometry	фотометр
photon	гэрэл зураг
phrase	хэллэг
phraseology	хэллэг судлал
phylogeny	филоген
physical	физик
physical therapist	Физик эмчилгээний эмч
physician	эмч
physicist	физикч
physics	физик
physiological	физиологи
physiology	физиологи
physique	бие махбодь
pi	pi
pianist	төгөлдөр хуурч
piano	төгөлдөр хуур
piazza	piazza
piccolo	NO TRANSLATION
pick	сонгох
picked	сонгосон
picker	сонгогч
picket	пикап
picketing	пикетинг хийх
pickle	Даршилсан ногоо
pickled	даршилсан
pickpocket	пикап покер
pickup	пикап
picky	picky
picnic	пикник
pictorial	зурган дээр
picture	зураг
pictures	зураг
picturesque	сайхан байна
pie	бялуу
piece	хэсэг
piecemeal	бага зэрэг
pieceofshit	pieceofshit
pied	ходоод
pier	хөлөг онгоц
pierce	Pierce
piety	piety
pig	гахай
pigeon	Тагтаа
piggy	piggy
piggyback	piggyback
pigheaded	pigheaded
piglet	piglet
pigment	пигмент
pigskin	pigskin
pigsty	pigsty
pike	Pike
pile	овоо
piles	овоолго
pileup	pileup
pilgrim	аялагчид
pilgrimage	мөргөл үйлдэх
pill	эм
pillage	хулгайлах
pillar	багана
pillbox	сан хайрцаг
pillow	дэр
pillowcase	pillowcase
pilot	нисгэгч
pimp	гахай
pimple	Батга
pin	зүү
pinball	pinball
pinch	хавчих
pinching	чимхэх
pine	нарс
pineapple	Хан боргоцой
ping	ping
pinhead	толгой
pinhole	pinhole
pinion	пульс
pink	ягаан
pinkie	pinkie
pinnacle	оргил
pinot	pinot
pinpoint	Тодорхойлолт
pint	pint
pinto	хаалгатай
pinup	pinup
pioneer	анхдагч
pious	ариун хүн
pip	pip
pipe	хоолой
piped	piped
pipeline	дамжуулах хоолой
piper	Пипер
pipette	пипетка
piping	дамжуулах хоолой
pipsqueak	pipsqueak
pique	pique
piracy	хууль бусаар хулгай хийсэн
piranha	piranha
pirate	дээрэмчин
piscina	NO TRANSLATION
piss	Piss
pissed	тэнүүлчин
pissedoff	уурлах
pisser	NO TRANSLATION
pissesmeoff	pissesmeoff
pissingmeoff	pissingmeoff
pissoff	pissoff
pistachio	пистачио
pistol	гар буу
piston	пистон
pit	нүх
pita	pita
pitch	давирхай
pitcher	бөмбөг шидэгч
pitchfork	тавцан
pitfall	пуужин
pith	pith
pithy	Питт
pitiful	харамсалтай
pitted	pitted
pitter	гамшиг
pituitary	үржил шим
pity	харамсалтай
pivot	пивот
pivotal	чухал
pix	пик
pixie	пикси
pizza	пицца
pizzazz	pizzazz
pizzeria	пиццерия
placard	Ланка
place	газар
placebo	Плацебо
placement	байршуулалт
placenta	ихсэж байна
placid	тайван байна
placket	тавцан
plagiarism	plagiarism
plague	тахал
plaid	plaid
plain	энгийн
plainclothes	энгийн хувцас
plaintiff	нэхэмжлэгч
plaintive	уйтгар гунигтай
plan	төлөвлөгөө
plane	онгоц
planes	онгоцууд
planet	гараг
planetarium	planetarium
planetary	гараг үүсэл
planets	гаригууд
plank	банз
plankton	plankton
planned	төлөвлөсөн
planner	төлөвлөгч
planning	төлөвлөлт
plant	ургамал
plantation	тариалалт
planter	тариалагч
planting	тарих
plaque	товруу
plasma	плазм
plaster	гипс
plastic	хуванцар
plasticity	уян хатан байдал
plat	тавцан
plate	таваг
plateau	дэвсэг
plated	бүрсэн
platform	платформ
plating	үйрмэг
platinum	цагаан алт
platonic	platonic
platoon	платон
platter	таваг
plaudit	NO TRANSLATION
plausibility	Үндэслэл
plausible	зохистой
play	тоглох
playa	playa
playback	тоглуулах
playbook	тоглох ном
playboy	playboy
player	тоглогч
playful	хөгжилтэй
playground	тоглоомын талбай
playhouse	playhouse
playmate	playmate
playoff	Тоглолт
playpen	тоглогч
playroom	тоглоомын танхим
plaything	Тоглоом
playtime	Тоглолтын цаг
playwright	жүжгийн зохиолч
plaza	плаза
plea	гуйлт
plead	гуйх
pleasant	сайхан байна
pleased	баяртай байна
pleasing	баяртай байна
pleasurable	таатай байна
pleasure	цэнгэл
pleasures	цэнгэл
pleat	тааламжтай
pleated	Тунгалаг
pledge	барьцаа
pledged	барьцаалсан
plenary	нэгдсэн
plentiful	элбэг дэлбэг байна
plenty	элбэг дэлбэг байна
plenum	plenum
plethora	олон тооны
plexus	plexus
pliable	уян хатан
plication	график
pliers	бахө
plight	нөхцөл байдал
plinth	тавцан
plodding	унах
plop	Үүнд:
plot	plot
plough	хагалах
ploughed	хагалсан
plover	plover
plow	хагалах
plowed	хагалсан
plowing	хагалах
ploy	арга барил
pluck	Ачаалж байна
plucky	plucky
plug	залгах
plum	хар чавга
plumage	хуйх
plumb	Тогтмол
plumber	сантехникч
plumbing	Сантехникийн
plume	Суваг
plummet	уналт
plump	махлаг
plumper	гөлгөр
plunder	дээрэм тонуул
plunge	уналт
