Word	et
mike	mike
mil	NO TRANSLATION
mild	kerge
mildew	hallitus
mildness	pehmus
mile	miil
mileage	läbisõit
milestone	verstapost
militant	sõjaväelane
militants	sõdurid
military	sõjavägi
militia	miilitsa
milk	piim
milkman	piimaja
milkshake	piimakokk
milky	piimjas
mill	mill
millennium	aastatuhandel
milligram	milligramm
millimeter	millimeeter
million	miljonit eurot
millionaire	miljonär
millionth	miljonist
millstone	veskikivi
mime	mime
mimic	jäljendama
mimicking	jäljendamine
mimicry	mimikry
mince	mince
mincemeat	hakkliha
mind	meeles
minded	mõttetu
mindful	tähelepanelik
mindfulness	tähelepanelikkus
mindless	mõttetu
mine	mine
minefield	miiniväli
miner	mineraator
mineral	mineraal
mineralogy	mineraloogia
mingle	segunema
mingled	segatud
mini	mini
miniature	miniatuurne
minibus	väikebuss
minim	NO TRANSLATION
minimal	minimaalne
minimize	minimeerida
minimized	minimeeritud
minimum	minimaalne
mining	kaevandamine
minion	minion
minister	minister
ministerial	ministeerium
ministry	ministeerium
minivan	minivan
mink	naaritsa
minnow	minnow
minor	alaealine
minority	vähemus
minstrel	minstrel
mint	piparmünt
minty	minty
minuscule	miinus
minute	minut
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	ime
miracles	imed
miraculous	imeline
mirage	miraaž
mire	NO TRANSLATION
mirror	peegel
mirth	armastus
misappropriation	väärkasutus
misbehave	valesti käituda
misbehavior	väärarusaam
miscalculation	valearvestus
miscarriage	raseduse katkemine
miscellaneous	mitmesugused
miscellany	mitmekesine
mischief	Koerus
mischievous	vilets
misconception	eksiarvamus
misconduct	üleastumine
misdemeanor	väärteomenetlus
misdirection	valesirežiim
miser	kurat
miserable	õnnetu
miserably	õnnetu
misery	viletsus
misfire	ebaõnnestumine
misfit	sobimatu
misfortune	ebaõnne
misguided	NO TRANSLATION
mishap	õnnetus
misinformed	valesti informeeritud
misinterpretation	valesti tõlgendamine
mislead	eksitama
misleading	eksitav
misled	eksitatud
mismanagement	halva juhtimisega
mismatch	kokkusobimatu
mismatched	mittevastav
misnomer	ebaõiglaselt
misplace	asemel
misplaced	asjatu
misread	valesti lugeda
misrepresent	valesti esitamine
misrepresentation	valeandmete esitamine
misrepresented	valesti esitatud
miss	igatsema
missile	raketid
missiles	raketid
missing	puudu
missingyou	NO TRANSLATION
mission	missioon
missionary	misjonär
misspell	kirjavahetus
misstatement	väärarusaam
missy	missy
mist	udu
mistake	viga
mistaken	eksik
mister	härra
mistletoe	õlakad
mistreated	kuritarvitatud
mistress	armuke
mistrial	mistrial
mistrust	usaldamatus
misty	udune
misunderstand	valesti mõistma
misunderstanding	arusaamatused
misunderstood	valesti aru saanud
misuse	väärkasutus
mite	lest
miter	miter
mitigate	leevendada
mitigating	leevendamine
mitigation	leevendamine
mitt	Mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	segage
mixed	segatud
mixedemotions	segased tunded
mixer	segisti
mixture	segu
mnemonic	mnemooniline
moan	moan
moat	mööda
mob	mob
mobile	mobiilne
mobility	liikuvus
mobilization	mobilisatsioon
mobilize	mobiliseerima
mobster	mobster
mocha	mocha
mock	kuradima
mocked	pilkatud
mockery	mõnitamine
mocking	pilkamine
mockingbird	mõnitama linnu
mod	mod
modal	modaalne
modality	viis
mode	režiim
model	mudel
modeler	modeler
modeling	modelleerimine
modem	modem
moderate	mõõdukas
moderate anticipation	mõõdukas ootus
moderate disgust	mõõdukas hullus
moderate negative	mõõdukas negatiivne
moderate positive	mõõdukas positiivne
moderate surprise	mõõdukas üllatus
moderate trust	mõõdukas usaldus
moderately	mõõdukalt
moderating	modereerides
moderation	mõõdukus
moderator	moderaator
modern	kaasaegne
modernism	modernism
modest	tagasihoidlik
modesty	tagasihoidlikkus
modicum	modicum
modifiable	muudetav
modification	muudatus
modified	muudetud
modify	muutma
modulate	moduleerima
modulation	modulatsioon
module	moodul
modulus	moodul
mogul	mogul
moiety	osake
moist	niiske
moisture	niiskus
moisturizer	niisutaja
molar	molaarne
molasses	melass
mold	hallitust
molded	vormitud
molding	vormimine
moldy	hallikas
mole	sünnimärk
molecular	molekulaarne
molecule	molekul
molest	kiusama
molestation	kiusatus
molester	molester
molten	sulanud
mom	ema
moment	hetk
momentary	hetkeks
momentous	oluline
momentum	hoogu
momma	emme
mommy	emme
monad	monaad
monarch	monarh
monarchy	monarhia
monastery	klooster
monastic	kloostri
monetary	rahaline
money	raha
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	ekraan
monk	munk
monkey	ahv
mono	NO TRANSLATION
monochrome	ühevärviline
monogamous	monogamous
monogamy	monogamy
monogram	monogramm
monogrammed	monogrammi
monograph	monograafia
monolayer	monokiht
monolith	monoliitne
monologue	monoloog
monopolist	monopolist
monopoly	monopol
monotonous	monotoonne
monotony	monotoonsus
monoxide	monoksiid
monsieur	monsieur
monsoon	mussoon
monster	koletis
monstrosity	koletisus
monstrous	koletav
montage	montaaž
monte	monte
month	kuus
monthly	igakuine
monument	monument
monumental	monumentaalne
moo	moo
mooch	mooch
mood	meeleolu
moods	meeleolu
moody	meeletu
moon	kuu
moonbeam	moonbeam
moonlight	kuuvalgus
moonlit	moonlit
moonshine	kuhhine
moonstruck	moonstruck
moonwalk	moonwalk
moor	Moor
moored	sildunud
mooring	sildamine
moorings	sildumiskohad
moorland	Moorland
moose	libu
moot	õiglane
mooted	mooted
mop	mop
mope	mope
moped	mopeed
moral	moraalne
morale	moraal
morality	moraal
morals	moraalid
morass	moorus
moratorium	moratoorium
moray	moray
morbid	haigetu
morbidity	haigestumus
morbidness	haigus
mores	rõõmu
morgue	morgi
moribund	sureb
morn	hommikul
morning	hommikul
moron	debiilik
moronic	kummaline
morose	moraalne
morph	morfi
morphine	morfiin
morphism	morfism
morphology	morfoloogia
morrow	homme
morsel	korsett
mortal	surelik
mortality	suremus
mortar	mört
mortgage	hüpoteek
mortgagee	hüpoteegipidaja
mortgagor	hüpoteegipidaja
mortician	mortician
mortification	kärbimine
mortified	karistatud
mortuary	mortuary
mosaic	mosaiik
mosey	mosey
mosque	mošee
mosquito	sääsk
moss	sammal
mossy	sambla
mote	NO TRANSLATION
motel	motell
moth	Koer
mother	ema
motherfucker	tüdruk
motherfucking	imetamine
motherhood	emadus
motherland	kodumaa
motherless	emaljas
motherly	emakeelena
motif	motiiv
motion	liikumine
motionless	liikumatult
motivate	motiveerima
motivating	motiveeriv
motivation	motivatsioon
motivational	motiveeriv
motive	motiiv
motley	kummaline
motor	mootor
motorbike	mootorratas
motorboat	mootorpaat
motorcade	kerekaart
motorcar	auto
motorcycle	mootorratas
motorist	autojuht
motte	motte
mottled	laiguline
motto	moto
mould	hallitust
mound	haud
mount	tõsta
mountain	mägi
mountaineer	mägironija
mountainous	mägine
mountains	mäed
mountaintop	mäetipp
mourn	leinake
mournful	leinav
mourning	lein
mouse	hiir
mousetrap	hiired
mousse	musse
moustache	vuntsid
mousy	mustas
mouth	suu
mouthful	kummardus
mouthpiece	suuosa
mouthwash	suuvee
movable	teisaldatav
move	liikuma
movement	liikumine
mover	mover
movie	Film
movies	filme
moving	liikudes
movingforward	NO TRANSLATION
movingon	liikumine
mow	niita
mower	niiduk
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	murtud
mucous	limaskesta
mucus	lima
mud	muda
muddle	segadust
muddled	segaduses
muddy	porine
muff	muff
muffin	muffin
muffled	summutatud
muffler	summuti
mug	kruus
mugger	röövija
mulberry	mooruspuu
mulch	multš
mule	mule
mull	mullima
mullet	mullet
multilateral	mitmepoolsed
multimedia	multimeedia
multinational	rahvusvaheline
multiple	mitu
multiple sclerosis	hulgiskleroos
multiplex	multipleks
multiplication	korrutamine
multiplicity	mitmekordsus
multiplied	korrutatud
multiplier	kordaja
multiply	korrutada
multitude	hulgaliselt
mum	ema
mumble	müristama
mumbo	mumbo
mummy	muumia
mumps	mumps
munch	munch
munchies	munchies
munchkin	munchkin
mundane	maine
municipal	omavalitsusüksus
municipality	omavalitsus
mural	mural
murder	mõrv
murderer	mõrvar
murderess	mõrvar
murderous	mõrvarlik
murky	tumm
murmur	murmur
muscle	lihased
muscular	lihaseline
muse	muse
muses	musi
museum	muuseum
mush	NO TRANSLATION
mushroom	seene
mushy	kummitav
music	muusika
musical	muusikaline
musician	muusik
musing	musing
musk	muskus
musket	musket
musketeer	Musketeer
muskrat	muskrat
muslin	musliin
muss	NO TRANSLATION
must	peab
mustang	mustang
mustard	sinep
muster	kogumaht
musty	mustad
mutable	muteeritav
mutant	mutant
mutate	muteeruda
mutation	mutatsioon
mute	vaigistama
muted	vaigistatud
mutilate	moonutada
mutilated	moonutatud
mutilation	moonutamine
mutiny	mäss
mutt	mutt
mutter	NO TRANSLATION
mutton	lambaliha
mutual	vastastikune
mutually	vastastikku
muzzle	koon
myfavorite	minu lemmik
myopia	lühinägelikkus
myopic	müopiline
myriad	mitu korda
mysterious	salapärane
mystery	müsteerium
mystic	müstik
mystical	müstiline
mysticism	müstik
mystified	müstitsineeritud
mystique	müstik
myth	müüt
mythic	müütiline
mythical	müütiline
mythological	mütoloogiline
mythology	mütoloogia
nab	nab
nacho	Nacho
nada	NO TRANSLATION
nadir	madalaim
nag	NO TRANSLATION
nail	küünte
nail gun	naelapüss
naive	naiivne
naked	alasti
nakedness	alasti
namaste	NO TRANSLATION
name	nimi
named	nimega
nameless	nimeta
namesake	nimmehoidja
naming	nimetades
nana	nana
nanny	lapsehoidja
nanometer	nanomeetrit
nap	nap
napalm	napalm
nape	nape
napkin	salvrätik
napping	napping
nappy	mähkmetest
narcissism	nartsism
narcissist	nartsissist
narcissistic	nartsissistlik
narcotic	narkootiline
narrate	jutustage
narration	jutustus
narrative	narratiiv
narrator	jutustaja
narrow	kitsas
narrowing	kitsenev
nasal	nina
nascent	tekib
nasty	vastik
natal	sünnitusjärgne
nation	rahvas
national	rahvuslik
nationality	rahvus
nationwide	üleriigiline
native	emakeelena
nativity	ülimuslikkus
natural	loomulik
natural gas	maagaas
naturalist	loodusteadlane
naturalization	naturalisatsioon
naturalized	naturaliseeritud
naturally	loomulikult
nature	loodus
naught	null
naughty	naughty
nausea	iiveldus
nauseate	iiveldus
nauseating	iiveldus
nauseous	iiveldus
nautical	meretransport
nautilus	nautilus
naval	merevägi
nave	nave
navel	naba
navigable	laevatatav
navigate	navigeerida
navigation	navigeerimine
navigational	navigatsiooniline
navigator	navigaator
navy	merevägi
nay	NO TRANSLATION
nearsighted	lühinägelik
neat	puhas
neatly	korralikult
nebula	tupus
nebulae	nebulae
nebulous	tupus
necessarily	tingimata
necessary	vajalik
necessitate	vajalik
necessities	vajadused
necessity	vajadus
neck	kaela
necklace	kaelakee
necktie	lips
necromancer	necromancer
necrosis	nekroos
nectar	nektar
need	vajadus
needalife	NO TRANSLATION
needed	vajalik
needful	vajalik
needit	NO TRANSLATION
needle	nõel
needlepoint	nõelapunkt
needles	nõelad
needless	tarbetu
needtoknow	vajab aega
needtorelax	NO TRANSLATION
needy	vaeseid
nefarious	naljakas
negation	eitamine
negative	negatiivne
negativity	negatiivsus
neglect	hooletussejätmine
neglected	tähelepanuta jäetud
neglecting	hooletussejätmine
negligee	negligee
negligence	hooletus
negligent	hooletu
negligently	NO TRANSLATION
negligible	ebaoluline
negotiable	kaubeldav
negotiate	pidama läbirääkimisi
negotiation	läbirääkimised
negotiator	läbirääkija
negro	negro
neigh	naa
neighbor	naaber
neighborhood	naabruskond
neighboring	naabruses
nemesis	Nemesis
neon	neoon
neonatal	vastsündinu
neophyte	neofüütne
neoprene	neopreen
nephew	vennapoeg
nepotism	nepotism
nerd	nohik
nerdy	nerdy
nerve	närvi
nerves	närvid
nervous	närvis
nervousness	närvilisus
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	pesa
nestle	nestle
nestling	pesitsemine
net	net
nether	veelgi
netting	tasaarveldus
nettle	nõges
network	võrk
networking	võrgustike loomine
neural	närvi
neuralgia	neuralgia
neurological	neuroloogiline
neurologist	neuroloog
neurology	neuroloogia
neurosis	neuroos
neurosurgeon	neurokirurg
neurosurgery	neurokirurgia
neurotic	neurootiline
neuter	neuter
neutral	neutraalne
neutrality	neutraalsus
neutralize	neutraliseerida
neutron	neutron
new	uus
new age	Uue ajastu
newbeginnings	NO TRANSLATION
newborn	vastsündinud
newcomer	uustulnuk
newday	uus päev
newfound	uustulnuk
newjob	NO TRANSLATION
newlife	uus elu
newly	äsja
newlywed	uustulnukatega
newme	uusmees
newness	uudsus
news	uudised
newscast	uudistekanal
newscaster	uudiskiri
newsflash	uudisväljaanne
newsletter	uudiskiri
newsman	uudistekoguja
newspaper	ajaleht
newspaperman	newspaperman
newsreel	kinokraam
newsroom	uudisteruum
newsstand	kiosk
newstart	uus algus
newt	Newt
newyear	NO TRANSLATION
nexus	nexus
nib	nib
nibble	nibble
nice	kena
niche	nišš
nichts	NO TRANSLATION
nick	hüüdnimi
nickel	nikkel
nickname	hüüdnimi
nicotine	nikotiin
niece	vennatütar
nifty	hiilgav
nigger	nigger
nigh	lähedal
night	öösel
nightcap	öökapp
nightclub	ööklubi
nightfall	öösel
nightgown	öösärk
nightie	nightie
nightingale	sődalane
nightlife	ööelu
nightly	öösel
nightmare	õudusunenägu
nightmares	luupainajad
nightstand	öötang
nightstick	nightstick
nighttime	öösel
nihilism	nihilism
nil	null
nimble	vaimukas
nimrod	Nimrod
nincompoop	nincompoop
nine	üheksa
nineteen	üheksateistkümnes
ninety	üheksakümmend
ninja	ninja
ninny	Ninny
nintendo	nintendo
ninth	üheksas
nip	nip
nipper	nipper
nipple	nippel
nippy	nippy
nitrate	nitraat
nitro	nitro
nitrogen	lämmastik
nitrous	lämmastik
nitwit	nitwit
nix	niks
no anticipation	mingit ootust
no disgust	pole mingit hullust
no emotion	pole emotsioone
no sentiment	ei tunne
no surprise	pole üllatust
no trust	ei usalda
nobility	aadel
noble	üllas
nobleman	aadlane
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	öösel
nod	nod
nodding	viskamine
node	sõlm
nodular	nodulaarne
nodule	nodule
noggin	nappima
nohope	NO TRANSLATION
noir	noir
noise	müra
noisy	mürarikas
nomad	nomad
nomadic	teisaldatav
nomenclature	nomenklatuur
nominal	nominaalne
nominate	nimetama
nomination	ametisse nimetamine
nominee	kandidaat
nonce	nonce
nonchalant	mittesõbralik
noncompliance	mittevastavus
nondescript	mittescript
nonexistent	olematu
nonfat	mittefat
nonfiction	mittefiction
nonpayment	mittemaksmine
nonresident	mitteresident
nonsense	jama
nonsensical	mõttetu
nonviolent	vägivallatu
noob	algaja
noodle	nuudel
nook	nook
noon	keskpäeval
noose	silmus
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	norm
normal	normaalne
normalcy	normaalne
normality	normaalsus
north	põhja
northbound	northbound
northeast	kirdes
northern	põhjas
northwest	Loe
northwestern	loodeosas
noschool	NO TRANSLATION
nose	nina
nosebleed	ninaverejooks
nosey	naljakas
nosnow	nosnow
nostalgia	nostalgia
nostalgic	nostalgiline
nostress	NO TRANSLATION
nostril	ninasõõrmust
nosun	NO TRANSLATION
nosy	naljakas
not negative	mitte negatiivne
not positive	mitte positiivne
notable	tähelepanuväärne
notables	notables
notably	eelkõige
notamorningperson	NO TRANSLATION
notary	notar
notation	märge
notch	tõmme
notched	püstine
note	Märge
notebook	sülearvuti
noted	märkis
noteworthy	märkimisväärne
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	mitte midagi
notice	teate
noticeable	märgatav
notification	teatis
notify	teatama
notion	mõte
notional	mõtteline
notoriety	kuulsus
notorious	kuulsusrikk
notready	ei ole valmis
notwithstanding	olenemata
nought	null
noun	nimisõna
nourish	toitma
nourishment	toitumine
nouveau	NO TRANSLATION
novel	romaan
novelist	kirjanik
novelty	uudsus
novice	algaja
nowadays	tänapäeval
nowork	pole tööd
noworries	ära muretse
noxious	mürgine
nozzle	otsik
nuance	nüanss
nuances	nüansid
nuclear	tuumaenergia
nucleus	tuum
nude	alasti
nudge	müks
nudie	nudie
nudist	nudistlik
nudity	alastust
nugget	nugget
nuisance	ebameeldivus
nuke	nuke
nul	NO TRANSLATION
null	null
nullify	tühistada
numb	tujukas
number	number
numbering	nummerdamine
numbers	numbrid
numbness	tuimus
numbskull	numbskull
numeral	numbrit
numerator	lugeja
numerical	numbriline
numerically	numbriliselt
numerous	palju
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	Nunnaklooster
nuptials	semantika
nurse	õde
nursemaid	õde
nursery	lasteaed
nursing	õendusabi
nurture	kasvatada
nut	pähkel
nutcase	pähkel
nutcracker	nutcracker
nuthouse	nuthouse
nutmeg	muskaatpähkel
nutrition	toitumine
nutritional	toitainet
nutritious	toitev
nutritive	toitainet
nuts	pähklid
nutshell	lühidalt
nutty	pähkelõbine
nylon	nailon
nylong	NO TRANSLATION
nylons	nailonid
nymph	nümf
nymphomaniac	nümfomaan
oaf	oaf
oak	tamm
oar	oar
oasis	oaas
oat	kaer
oath	vande
oatmeal	kaerajahu
obedience	kuulekus
obedient	sõnakuulelik
obediently	kuulekalt
obelisk	obelisk
obese	rasvunud
obesity	ülekaalulisus
obey	järgige
obi	obi
obit	obit
obituary	järelehüüe
object	objekt
objection	vastuväide
objectionable	ebasobiv
objective	objektiivne
objectivity	objektiivsus
obligation	kohustus
obligatory	kohustuslik
oblige	kohustatud
obliged	kohustatud
obliging	kohustatud
obligor	võlgnik
oblique	kaldu
obliterate	hävitama
obliterated	kustutatud
obliteration	kustutamine
oblivion	unustusse jäänud
oblivious	unustamatu
oblong	piklik
obnoxious	ebameeldiv
oboe	oboe
obscene	ebamugav
obscenity	ebamõistlikkus
obscure	varjatud
obscured	varjatud
obscurity	varjatus
observance	järgimine
observant	tähelepanelik
observation	vaatlus
observatory	vaatluskeskus
observe	jälgige
observer	vaatleja
observing	jälgides
obsess	kinnisideeks
obsessed	kinnisideeks
obsessing	obsessing
obsession	kinnisidee
obsessive	obsessiivne
obsolescence	vananemine
obsolete	vananenud
obstacle	takistus
obstetrician	sünnitusarst
obstetrics	sünnitusabi
obstinate	kangekaelne
obstruct	takistama
obstruction	takistus
obstructive	obstruktiivne
obtain	saada
obtainable	saadaolev
obtuse	räpane
obverse	esikülg
obvious	ilmselge
ocarina	okarina
occasion	korral
occasional	juhuslik
occasionally	aeg-ajalt
occipital	kuklak
occlusion	oklusioon
occult	varjatud
occupancy	hõivatus
occupant	sõitja
occupation	okupatsioon
occupational	ametialane
occupied	hõivatud
occupier	okupeerija
occupy	hõivata
occupying	okupeeriv
occur	esineda
occurrence	esinemine
ocd	ocd
ocean	ookean
oceanic	ookeaniline
octagon	kaheksanurk
octave	oktaav
octopus	kaheksajalad
ocular	okulaarne
odd	kummaline
oddball	imelikult
oddity	veiderus
odds	koefitsient
ode	ode
odious	vastik
odometer	odomeetri näit
odor	lõhn
odyssey	odyssey
oedipal	oedipal
oestrogen	östrogeen
oeuvre	NO TRANSLATION
offal	rups
offence	kuritegu
offend	solvata
offended	solvunud
offender	õigusrikkuja
offense	kuritegu
offensive	solvav
offer	pakkumine
offered	pakutakse
offering	pakkumine
offhand	käsitsi
office	kontoris
officer	ohvitser
offices	kontorid
official	ametnik
officiate	teenima
offing	väljalangemine
offload	maha laadima
offset	nihe
offshoot	väljavõte
offshore	offshore
offside	offside
offspring	järglased
oft	oft
oftentimes	sageli
ogre	okei
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ohno
ohshit	NO TRANSLATION
oil	õli
oils	õlid
oily	õline
oink	oink
ointment	salv
okra	okra
old	vana
olden	vanad
older	vanem
oldie	vanad
oldies	vanad inimesed
olfactory	lõhnav
oligarchy	oligarhia
olive	oliiviõli
omega	omega
omelet	omlett
omen	omeen
omgomgomg	NO TRANSLATION
ominous	pahameelne
omission	väljajätmine
omit	ära jätta
omitted	jäetud
omnibus	omnibus
omnipotence	kõikvõimsus
omnipotent	kõikvõimas
omnipresent	kõikjal
omniscient	teadmatu
onboard	pardal
oncologist	onkoloog
oncology	onkoloogia
