Word	hy
moose	մոխրագույն
moot	մոտն
mooted	mooted
mop	մոպ
mope	ծաղրածու
moped	մոպեդ
moral	բարոյական
morale	բարոյական վիճակ
morality	բարոյականությունը
morals	բարոյականությունը
morass	մարգարտ
moratorium	մորատորիում
moray	ահա
morbid	հիվանդը
morbidity	հիվանդություն
morbidness	հիվանդություն
mores	մորեսներ
morgue	մորգ
moribund	մաշկը
morn	ցերեկը
morning	առավոտյան
moron	ապուշ
moronic	բարոյական
morose	Մորոզե
morph	morph
morphine	մորֆին
morphism	մորֆիզմ
morphology	մորֆոլոգիա
morrow	վաղը
morsel	կեսօրին
mortal	մահկանացու
mortality	մահացությունը
mortar	հավանգ
mortgage	հիփոթեք
mortgagee	գրավատուն
mortgagor	գրավատուն
mortician	հեծանվորդ
mortification	սպանություն
mortified	մեռած
mortuary	մարգարե
mosaic	մոզաիկա
mosey	Միսս
mosque	մզկիթ
mosquito	մժեղ
moss	մոխր
mossy	մոխրագույն
mote	NO TRANSLATION
motel	մոթել
moth	ցեց
mother	մայրը
motherfucker	Մայրիկ
motherfucking	Մեդիսոն Պարկեր
motherhood	մայրություն
motherland	հայրենիք
motherless	Մայրիկ
motherly	Մայրիկ
motif	Մոտիվ
motion	շարժումը
motionless	շարժական
motivate	դրդել
motivating	հորդորելով
motivation	Մոտիվացիա
motivational	մոտիվացիան
motive	պատճառաբանությամբ
motley	մոխրագույն
motor	շարժիչը
motorbike	Մոտոցիկլետներ
motorboat	Մոտորանավակ
motorcade	ավտոարտադրող
motorcar	ավտոմեքենա
motorcycle	մոտոցիկլ
motorist	ավտովարորդ
motte	Մոտ
mottled	շփոթված
motto	կարգախոսը
mould	բորբոս
mound	գունդը
mount	լեռը
mountain	լեռը
mountaineer	ալպինիստ
mountainous	լեռնային
mountains	լեռները
mountaintop	Սարի գագաթ
mourn	սգում
mournful	ցնցող
mourning	սուգ
mouse	մկնիկը
mousetrap	մառախուղ
mousse	մուսս
moustache	Բեղ
mousy	մեղմ
mouth	բերանը
mouthful	բերանիկ
mouthpiece	խոսափող
mouthwash	բերանի լվացում
movable	շարժական
move	շարժվել
movement	շարժումը
mover	շարժիչ
movie	ֆիլմը
movies	Ֆիլմեր
moving	շարժվում
movingforward	NO TRANSLATION
movingon	առաջ անցնել
mow	խոտ
mower	հնձիչներ
moxie	moxie
mozzarella	մոցառելլա
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	կեղտոտ
mucked	կեղտոտված
mucous	լորձաթաղանթ
mucus	լորձ
mud	ցեխ
muddle	լարվածություն
muddled	խառնաշփոթ
muddy	պղտոր
muff	մոխրագույն
muffin	կեքս
muffled	մռայլված
muffler	խուլեր
mug	ժապավեն
mugger	mugger
mulberry	թթի
mulch	ցանքածածկ
mule	մոխրագույն
mull	մոխրագույն
mullet	քաղցրավենիք
multilateral	բազմակողմանի
multimedia	մուլտիմեդիա
multinational	բազմազգ
multiple	բազմակի
multiple sclerosis	բազմակի սկլերոզ
multiplex	մուլտիպլեքս
multiplication	բազմապատկում
multiplicity	բազմազանություն
multiplied	բազմապատկած
multiplier	բազմապատկիչ
multiply	բազմապատկել
multitude	բազմություն
mum	մայրիկ
mumble	մոմակալ
mumbo	մամա
mummy	մումիա
mumps	խոզուկներ
munch	մունկ
munchies	munchies
munchkin	munchkin
mundane	աշխարհիկ
municipal	համայնքային
municipality	քաղաքապետարանը
mural	մյուզիքլ
murder	սպանություն
murderer	մարդասպանին
murderess	սպանություն
murderous	մարդասպան
murky	խառնաշփոթ
murmur	մոլություն
muscle	մկանային
muscular	մկանային
muse	մյուզիք
muses	երաժշտություն
museum	թանգարան
mush	NO TRANSLATION
mushroom	սնկով
mushy	մեղմ
music	երաժշտություն
musical	երաժշտական
musician	երաժիշտ
musing	երաժշտություն
musk	մուսկ
musket	մկնիկը
musketeer	հրազեն
muskrat	մուսկատ
muslin	մուսլին
muss	NO TRANSLATION
must	պետք է
mustang	Միսանգ
mustard	մանանեխ
muster	պարտադիր
musty	կեղտոտ
mutable	փոփոխական
mutant	mutant
mutate	mutate
mutation	մուտացիա
mute	համր
muted	անջատված է
mutilate	խանգարում
mutilated	կոտրված
mutilation	վնասվածքներ
mutiny	կոտորածը
mutt	mutt
mutter	NO TRANSLATION
mutton	ոչխարի
mutual	փոխադարձ
mutually	փոխադարձաբար
muzzle	ծաղրածու
myfavorite	Իմ սիրելի
myopia	մոոպիա
myopic	իմաստուն
myriad	անհամար
mysterious	խորհրդավոր
mystery	առեղծվածը
mystic	առեղծվածային
mystical	առեղծվածային
mysticism	միսթիզմ
mystified	մղձավանջով
mystique	mystique
myth	առասպելը
mythic	առասպել
mythical	առասպելական
mythological	դիցաբանական
mythology	դիցաբանություն
nab	նաբ
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	եղունգ
nail gun	եղունգների ատրճանակ
naive	միամիտ
naked	մերկ
nakedness	մերկությունը
namaste	NO TRANSLATION
name	Անուն
named	անունով
nameless	անիմաստ
namesake	անունը
naming	անուն
nana	Նանա
nanny	դայակ
nanometer	նանոմետր
nap	նապ
napalm	նապալմ
nape	նապաստակ
napkin	անձեռոցիկ
napping	napping
nappy	նապաստակ
narcissism	նարգիզիզմ
narcissist	նարգիզիստ
narcissistic	նարգիզական
narcotic	թմրամիջոց
narrate	պատմում
narration	պատմություն
narrative	պատմություն
narrator	պատմող
narrow	նեղ
narrowing	նեղացումը
nasal	ռնգային
nascent	ծնունդ
nasty	կոպիտ
natal	ծննդաբերություն
nation	ազգ
national	ազգային
nationality	ազգությունը
nationwide	համազգային
native	մայրենի
nativity	ծնունդը
natural	բնական
natural gas	բնական գազ
naturalist	բնագետ
naturalization	քաղաքացիություն
naturalized	բնականոնացված
naturally	բնականաբար
nature	բնությունը
naught	ոչ
naughty	չարաճճիություն
nausea	սրտխառնոց
nauseate	սրտխառնոց
nauseating	սրտխառնոց
nauseous	սրտխառնոց
nautical	ծովային
nautilus	nautilus
naval	նավատորմը
nave	nave
navel	նավարկություն
navigable	նավարկելի
navigate	նավարկելու համար
navigation	նավարկություն
navigational	նավարկություն
navigator	նավարկիչ
navy	նավատորմ
nay	NO TRANSLATION
nearsighted	մոտեցումը
neat	կոկիկ
neatly	նրբորեն
nebula	նյույորք
nebulae	նյույորք
nebulous	խառնաշփոթ
necessarily	պարտադիր է
necessary	անհրաժեշտ է
necessitate	անհրաժեշտ է
necessities	անհրաժեշտություն
necessity	անհրաժեշտություն
neck	վիզը
necklace	մանյակ
necktie	կախարդություն
necromancer	հեծանվորդ
necrosis	նեկրոզը
nectar	նեկտար
need	անհրաժեշտության դեպքում
needalife	NO TRANSLATION
needed	անհրաժեշտ է
needful	անհրաժեշտ է
needit	NO TRANSLATION
needle	ասեղ
needlepoint	ասեղնթաց
needles	ասեղներ
needless	անպիտան
needtoknow	պետք է իմանալ
needtorelax	NO TRANSLATION
needy	կարիքավոր
nefarious	անբարոյական
negation	ժխտումը
negative	բացասական
negativity	բացասական
neglect	անտեսումը
neglected	անտեսված
neglecting	անտեսելով
negligee	բացասական
negligence	անփութություն
negligent	անփութություն
negligently	NO TRANSLATION
negligible	աննշան
negotiable	բանակցային
negotiate	բանակցություններ վարել
negotiation	բանակցությունները
negotiator	բանակցող
negro	նեդրոն
neigh	հարեւան
neighbor	հարեւան
neighborhood	հարեւանություն
neighboring	հարեւանությամբ
nemesis	Նեմեսիս
neon	նեոն
neonatal	նեոնատալ
neophyte	նեոֆիտ
neoprene	նեոպրեն
nephew	եղբորորդին
nepotism	նեպոտիզմ
nerd	nerd
nerdy	ՆԵՐԴԻ
nerve	նյարդերը
nerves	նյարդերը
nervous	նյարդային
nervousness	նյարդայնություն
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	բույնը
nestle	նեստլե
nestling	ծառ
net	զուտ
nether	Նեթեր
netting	ցանցը
nettle	ջայլամ
network	ցանցում
networking	ցանցեր
neural	նյարդային
neuralgia	նեվրալգիա
neurological	նյարդաբանական
neurologist	նյարդաբան
neurology	նյարդաբանություն
neurosis	նեւրոզ
neurosurgeon	նյարդավիրաբույժ
neurosurgery	նեյրովիրաբուժություն
neurotic	նյարդային
neuter	կրտսեր
neutral	չեզոք
neutrality	չեզոքություն
neutralize	չեզոքացնել
neutron	նեյտրոնային
new	նոր
new age	նոր տարիք
newbeginnings	NO TRANSLATION
newborn	նորածնին
newcomer	նորեկ
newday	նոր օր
newfound	newfound
newjob	NO TRANSLATION
newlife	նոր կյանք
newly	նորից
newlywed	նորեկ
newme	նորմ
newness	նորություն
news	նորություններ
newscast	newscast
newscaster	newscaster- ը
newsflash	newsflash
newsletter	տեղեկագիր
newsman	լրագրող
newspaper	թերթը
newspaperman	լրագրող
newsreel	գովազդային վահանակ
newsroom	newsroom- ում
newsstand	լրատվամիջոցը
newstart	newstart
newt	նորտ
newyear	նոր Տարի
nexus	nexus
nib	nib
nibble	նիբլե
nice	գեղեցիկ
niche	տեղը
nichts	NO TRANSLATION
nick	նիկ
nickel	նիկել
nickname	մականունը
nicotine	նիկոտին
niece	քրոջը
nifty	սրամիտ
nigger	նիգեր
nigh	մոտ
night	գիշերը
nightcap	գիշատիչը
nightclub	գիշերային ակումբ
nightfall	գիշերը
nightgown	գիշերակաց
nightie	գիշեր
nightingale	գիշերը
nightlife	գիշերային կյանք
nightly	գիշերը
nightmare	մղձավանջը
nightmares	մղձավանջներ
nightstand	գիշերակաց
nightstick	գիշերը
nighttime	գիշեր
nihilism	նիհիլիզմ
nil	զրո
nimble	արագաշարժ
nimrod	nimrod
nincompoop	նիկոպոպոոպ
nine	ինը
nineteen	տասնինը
ninety	իննսուն
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	իններորդը
nip	նապաստակ
nipper	նապաստակ
nipple	խուլ
nippy	nippy
nitrate	նիտրատ
nitro	նիտրոն
nitrogen	ազոտ
nitrous	ազոտային
nitwit	Նիտվիտ
nix	nix
no anticipation	ոչ մի ակնկալիք
no disgust	ոչ մի զզվանք
no emotion	ոչ մի զգացմունք
no sentiment	ոչ մի զգացում
no surprise	ոչ մի անակնկալ
no trust	վստահություն չկա
nobility	ազնվություն
noble	ազնիվ
nobleman	ազնվական
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	գիշերային ժամեր
nod	nod
nodding	ձախողում
node	հանգույց
nodular	նոդուլներ
nodule	nodule
noggin	նոգգին
nohope	NO TRANSLATION
noir	noir
noise	աղմուկ
noisy	աղմկոտ
nomad	քոչվոր
nomadic	քոչվոր
nomenclature	նոմենկլատուրա
nominal	անվանական
nominate	առաջադրելու համար
nomination	առաջադրումը
nominee	թեկնածուն
nonce	ոչ ժառանգություն
nonchalant	անսասան
noncompliance	անհամապատասխանություն
nondescript	անորոշություն
nonexistent	գոյություն չունեցող
nonfat	ոչֆաթ
nonfiction	ոչ գիրք
nonpayment	չվճարված գումար
nonresident	ոչ ռեզիդենտ
nonsense	անհեթեթություն
nonsensical	անիմաստ
nonviolent	չկապված
noob	նուբ, Նորեկ, խամ
noodle	նապաստակ
nook	քարանձավ
noon	կեսօր
noose	նոուզ
nopoint	nopoint
noregrets	NO TRANSLATION
norm	նորմա
normal	նորմալ
normalcy	նորմալ
normality	նորմալ
