Word	mr
nitro	नायट्र्रो
nitrogen	नायट्रोजन
nitrous	नायट्रस
nitwit	नाइटविट
nix	nix
no anticipation	नाही आगाऊ
no disgust	नाही तिरस्कार
no emotion	भावना नाहीत
no sentiment	भावना नाही
no surprise	नाही आश्चर्य
no trust	विश्वास नाही
nobility	सभ्यता
noble	थोर
nobleman	अमीर
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	रात्रीचा
nod	मंजूरी
nodding	स्तब्ध
node	नोड
nodular	नोडकल
nodule	पत्रिका
noggin	नोगिन
nohope	NO TRANSLATION
noir	नोईर
noise	आवाज
noisy	गोंगाट करणारा
nomad	भटक्या
nomadic	भटक्या
nomenclature	नामकरण
nominal	नाममात्र
nominate	नामनिर्देशन
nomination	नामनिर्देशन
nominee	नामनिर्देशित व्यक्ती
nonce	नॉन
nonchalant	निरर्थक
noncompliance	गैरसमज
nondescript	नाद
nonexistent	अस्तित्वात नसलेला
nonfat	नॉनफॅट
nonfiction	अयोग्य
nonpayment	नॉन पेमेंट
nonresident	अनिवासी
nonsense	मूर्खपणा
nonsensical	मूर्खपणाचे
nonviolent	अहिंसक
noob	नोब
noodle	मूर्ख
nook	कोपरा
noon	दुपार
noose	फासणे
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	नियम
normal	सामान्य
normalcy	सामान्य स्थिती
normality	सर्वसामान्य प्रमाण
north	उत्तर
northbound	उत्तर दिशेने
northeast	ईशान्य
northern	उत्तर
northwest	उत्तर पश्चिम
northwestern	वायव्य
noschool	NO TRANSLATION
nose	नाक
nosebleed	नाकाचा रक्तस्त्राव
nosey	निराळ्या
nosnow	अज्ञात
nostalgia	घराची ओढ
nostalgic	ओढ वाटणारा
nostress	NO TRANSLATION
nostril	नाकपुडी
nosun	NO TRANSLATION
nosy	निराळ्या
not negative	नकारात्मक नाही
not positive	सकारात्मक नाही
notable	लक्षवेधी
notables	उल्लेखनीय
notably	विशेषतः उल्लेखनीय रितीने
notamorningperson	NO TRANSLATION
notary	नोटरी
notation	नोटेशन
notch	खाच
notched	खाचयुक्त
note	टीप
notebook	नोटबुक
noted	नोंद
noteworthy	लक्षात घेण्याजोगा
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	शून्यपणा
notice	नोटीस
noticeable	लक्षणीय
notification	सूचना
notify	सूचित करा
notion	मत
notional	काल्पनिक
notoriety	अपकीर्ती
notorious	कुविख्यात
notready	तयार नाही
notwithstanding	तरीसुद्धा
nought	शून्य
noun	नाम
nourish	पोषण द्या
nourishment	पोषण
nouveau	NO TRANSLATION
novel	कादंबरी
novelist	कादंबरीकार
novelty	अद्भुतता
novice	नवशिक्या
nowadays	आजकाल
nowork	काम नाही
noworries	काळजी नाही
noxious	अपायकारक
nozzle	नोझल
nuance	सूक्ष्म अंतर
nuances	माहितीपत्रक
nuclear	परमाणु
nucleus	मध्यवर्ती भाग
nude	नग्न
nudge	कोपरखळी
nudie	नूडी
nudist	नग्न किंवा किरकोळ कादंबरी
nudity	नग्नता
nugget	नजेट
nuisance	उपद्रव
nuke	एनकेक
nul	NO TRANSLATION
null	निरर्थक
nullify	रद्द करणे
numb	बधिर
number	संख्या
numbering	क्रमांकन
numbers	संख्या
numbness	बधिरता
numbskull	क्षेपणास्त्र
numeral	अंक
numerator	अंश
numerical	संख्यात्मक
numerically	संख्यात्मक
numerous	असंख्य
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	ननानाल
nuptials	लग्न
nurse	परिचारिका
nursemaid	नर्सकेड
nursery	नर्सरी
nursing	नर्सिंग
nurture	शिक्षण
nut	कोळशाचे गोळे
nutcase	नटकेस
nutcracker	नटक्रॅकर
nuthouse	नथुस
nutmeg	जायफळ
nutrition	पोषण
nutritional	पौष्टिक
nutritious	पौष्टिक
nutritive	पौष्टिक
nuts	काजू
nutshell	थोडक्यात
nutty	वेडा
nylon	नायलॉन
nylong	NO TRANSLATION
nylons	नायलॉन
nymph	अप्सरा
nymphomaniac	अनोम्मोमनीएक
oaf	बहिरा
oak	ओक
oar	कचरा
oasis	नीरस
oat	ओट नावाचे धान्य देणारी वनस्पती
oath	शपथ
oatmeal	ओटचे जाडे भरडे पीठ
obedience	आज्ञाधारकपणा
obedient	आज्ञाधारक
obediently	आज्ञाधारकपणे
obelisk	दगडी स्तंभ
obese	लठ्ठपणा
obesity	लठ्ठपणा
obey	आज्ञा पाळा
obi	ओबी
obit	ऑडिट
obituary	मृत्युलेख
object	ऑब्जेक्ट
objection	आक्षेप
objectionable	आक्षेपार्ह
objective	उद्देश
objectivity	निष्क्रीयता
obligation	बंधन
obligatory	आवश्यक असणारा
oblige	उपकृत करा
obliged	बंधनकारक
obliging	बंधनकारक
obligor	उपद्रव
oblique	तिरकस
obliterate	पुसून टाका
obliterated	पुसून टाकली
obliteration	विस्मरण
oblivion	विस्मृती
oblivious	विसराळू
oblong	आयताकृत्ती
obnoxious	नकोसा वाटणारा
oboe	वाद्य
obscene	अश्लील
obscenity	बीभत्सता
obscure	अस्पष्ट
obscured	अस्पष्ट
obscurity	दुर्बोधता
observance	साजरा करणे
observant	सचेतन
observation	निरीक्षण
observatory	वेधशाळा
observe	देखणे
observer	निरीक्षक
observing	निरीक्षण
obsess	मन व्यापुन टाकणे
obsessed	वेदनाग्रस्त
obsessing	obsessing
obsession	व्यापणे
obsessive	पछाडणारी
obsolescence	अप्रचलन
obsolete	अप्रचलित
obstacle	अडथळा
obstetrician	प्रसुतीशास्त्रातील
obstetrics	प्रसुतिशास्त्र
obstinate	हट्टी
obstruct	अडथळा
obstruction	अडथळा
obstructive	अडथळा
obtain	मिळवणे
obtainable	प्राप्त करण्यायोग्य
obtuse	मंद
obverse	अग्रस्थानी
obvious	स्पष्ट
ocarina	ओकारीना
occasion	प्रसंगी
occasional	अधूनमधून
occasionally	कधीकधी
occipital	ओस्किपिटल
occlusion	अडथळा
occult	गूढ
occupancy	वहिवाट
occupant	वहिवाटदार
occupation	व्यवसाय
occupational	व्यावसायिक
occupied	व्याप्त
occupier	ताब्यात
occupy	व्यापू
occupying	occupying
occur	उद्भवू
occurrence	घटना
ocd	ocd
ocean	महासागर
oceanic	महासागर
octagon	अष्टकोना
octave	आठवडा
octopus	आठ पायांचा सागरी प्राणी
ocular	डोळा
odd	विलक्षण
oddball	ओडबॉल
oddity	विलक्षणपणा
odds	शक्यता
ode	ऑड
odious	तिरस्करणीय
odometer	ओडोमीटर
odor	गंध
odyssey	ओडिसी
