Word	bs
perpetually	stalno
perpetuate	oživljavaju
perpetuation	perpetuation
perpetuity	perpetuity
perplexed	zbunjen
perplexing	zbunjujuće
perplexity	zbunjenost
persecute	progoni
persecution	progon
perseverance	istrajnost
persevere	istrajan
persist	persist
persistence	upornost
persistent	uporan
persisting	istrajan
person	osoba
persona	NO TRANSLATION
personable	prijatan
personage	personage
personal	lični
personality	ličnost
personification	personifikacija
personnel	osoblje
persons	osobe
perspective	perspektiva
perspiration	znojenje
persuade	ubeđivati
persuasion	ubeđivanje
persuasive	ubedljiv
pert	pert
pertinent	relevantni
perturbation	perturbacija
pertussis	pertusis
perusal	perusal
peruse	peruse
pervading	pervading
perverse	perverzno
perversion	perverznost
pervert	pervert
perverted	perverzan
pesky	pesky
pessimism	pesimizam
pessimist	pesimista
pessimistic	pesimistično
pest	štetočina
pester	pester
pestilence	pomalo
pestle	pestle
pesto	pesto
pet	ljubimac
petal	petal
petite	petite
petition	peticija
petitioner	podnosilac predstavke
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	okamenjen
petrify	petljika
petrol	benzin
petroleum	nafta
petticoat	petticoat
petting	petting
petty	sitno
petulant	petulant
petunia	petunia
pew	pew
pewter	kosulja
peyote	NO TRANSLATION
phalanx	falanks
phantom	fantom
pharaoh	faraon
pharmaceutical	farmaceutski
pharmacist	farmaceut
pharmacology	farmakologija
pharmacy	apoteka
phase	faza
pheasant	fazan
phenomenal	fenomenalno
phenomenon	fenomen
pheromone	feromon
phew	phew
phi	phi
philanthropic	filantropski
philanthropist	filantrop
philanthropy	filantropija
philistine	philistine
philosopher	filozof
philosophic	filozofski
philosophical	filozofski
philosophy	filozofija
phlegm	flegm
pho	pho
phobia	fobija
phoenix	phoenix
phone	telefon
phonetic	fonetički
phonetics	fonetika
phonics	phonics
phonograph	phonograph
phonology	fonologija
phony	lažna
phooey	phooey
phosphate	fosfat
phosphor	fosfor
phosphorus	fosfor
photo	fotografija
photogenic	fotogena
photograph	fotografija
photographer	fotograf
photographic	fotografski
photography	fotografija
photometry	fotometrija
photon	foton
phrase	fraza
phraseology	frazeologija
phylogeny	filogenija
physical	fizički
physical therapist	fizioterapeut
physician	lekar
physicist	fizičar
physics	fizika
physiological	fiziološki
physiology	fiziologija
physique	telo
pi	pi
pianist	pijanista
piano	klavir
piazza	piazza
piccolo	NO TRANSLATION
pick	pick
picked	izabrali
picker	picker
picket	picket
picketing	piketiranje
pickle	krastavac
pickled	kiseli
pickpocket	pickpocket
pickup	pokupiti
picky	picky
picnic	piknik
pictorial	pictorial
picture	slika
pictures	slike
picturesque	živopisno
pie	pita
piece	komad
piecemeal	piecemeal
pieceofshit	pieceofshit
pied	pied
pier	pristanište
pierce	probušiti
piety	pobožnost
pig	svinja
pigeon	golub
piggy	svinja
piggyback	piggyback
pigheaded	pigheaded
piglet	prasad
pigment	pigment
pigskin	svinjetina
pigsty	svinja
pike	štuka
pile	gomila
piles	gomile
pileup	pileup
pilgrim	hodočasnik
pilgrimage	hodočašće
pill	pilula
pillage	pljačka
pillar	stub
pillbox	pillbox
pillow	jastuk
pillowcase	jastučnica
pilot	pilot
pimp	makro
pimple	pimple
pin	pin
pinball	pinball
pinch	pinch
pinching	štipanje
pine	bor
pineapple	ananas
ping	ping
pinhead	pinhead
pinhole	pinhole
pinion	zupčanik
pink	roze
pinkie	pinkie
pinnacle	pinnacle
pinot	pinot
pinpoint	precizno
pint	pint
pinto	pinto
pinup	pinup
pioneer	pionir
pious	pobožni
pip	pip
pipe	cijev
piped	piped
pipeline	cjevovod
piper	piper
pipette	pipete
piping	cijevi
pipsqueak	pipsqueak
pique	pique
piracy	piraterija
piranha	piranha
pirate	pirat
piscina	NO TRANSLATION
piss	piss
pissed	pijan
pissedoff	popizdio
pisser	NO TRANSLATION
pissesmeoff	pissesmeoff
pissingmeoff	pissingmeoff
pissoff	odjebi
pistachio	pistacija
pistol	pištolj
piston	klip
pit	jama
pita	pita
pitch	pitch
pitcher	bacač
pitchfork	pitchfork
pitfall	pitfall
pith	pith
pithy	pita
pitiful	žalosno
pitted	pitted
pitter	pitter
pituitary	hipofiza
pity	Šteta
pivot	pivot
pivotal	ključno
pix	pix
pixie	pixie
pizza	pica
pizzazz	pizzazz
pizzeria	picerija
placard	placard
place	mesto
placebo	placebo
placement	plasman
placenta	placenta
placid	placid
placket	placket
plagiarism	plagijat
plague	kuga
plaid	plaid
plain	običan
plainclothes	cipele
plaintiff	tužitelj
plaintive	žalosno
plan	plan
plane	avion
planes	aviona
planet	planeta
planetarium	planetarij
planetary	planetarno
planets	planete
plank	plank
plankton	plankton
planned	planirano
planner	planer
planning	planiranje
plant	biljka
plantation	plantaža
planter	sakupljač
planting	sadnja
plaque	plaketa
plasma	plazma
plaster	gips
plastic	plastika
plasticity	plastičnost
plat	plat
plate	ploča
plateau	plato
plated	pokriveno
platform	platforma
plating	plating
platinum	platina
platonic	platonic
platoon	vod
platter	pločice
plaudit	NO TRANSLATION
plausibility	verodostojnost
plausible	moguče
play	igraj
playa	playa
playback	reprodukcija
playbook	playbook
playboy	playboy
player	player
playful	igriv
playground	igralište
playhouse	playhouse
playmate	playmate
playoff	playoff
playpen	playpen
playroom	igraonica
plaything	plaything
playtime	playtime
playwright	dramski pisac
plaza	plaza
plea	molba
plead	izjasni
pleasant	prijatan
pleased	zadovoljan
pleasing	prijatan
pleasurable	prijatan
pleasure	zadovoljstvo
pleasures	zadovoljstva
pleat	pleat
pleated	pleated
pledge	zalog
pledged	obećano
plenary	plenarno zasedanje
plentiful	obilno
plenty	dosta
plenum	plenum
plethora	pletora
plexus	pleksus
pliable	pliable
plication	plikacije
pliers	klešta
plight	stanje
plinth	postolje
plodding	plodding
plop	plop
plot	parcela
plough	plug
ploughed	oranij
plover	plover
plow	plug
plowed	oranij
plowing	oranje
ploy	pljusak
pluck	pluck
plucky	plunky
plug	priključak
plum	šljiva
plumage	perje
plumb	plumb
plumber	vodoinstalater
plumbing	vodovod
plume	plume
plummet	opao
plump	deblji
plumper	plumper
plunder	pljačka
plunge	potopiti
plunger	klip
plural	množina
plurality	pluralnost
plush	plišana
plutonium	plutonijum
ply	ply
plywood	šperploča
pneumatic	pneumatski
pneumonia	pneumonija
poacher	lovač
poachers	lovci
poaching	lovstvo
pocket	džep
pocketbook	pocketbook
pocketful	pocketful
pod	NO TRANSLATION
podium	podijum
poem	pesma
poems	pesme
poet	pesnik
poetic	poetičan
poetical	poetski
poetics	poetika
poetry	poezija
pogo	pogo
poignant	potresan
point	tačka
pointedly	istaknuto
pointer	pokazivač
pointless	besmisleno
pointy	upadljiv
poise	poise
poison	otrov
poisoned	otrovan
poisoning	trovanje
poisonous	otrovna
poke	poke
poker	poker
pokes	pokes
polar	polar
polarity	polaritet
pole	pole
polemic	polemika
police	policija
police officer	policajac
policeman	policajac
policewoman	policajka
policy	politika
polio	polio
polish	poljski
polished	polirani
polite	ljubazno
politeness	ljubaznost
politic	politički
political	politički
politician	političar
politics	politika
polity	polity
polka	polka
poll	anketa
pollen	polen
polling	glasanje
pollute	zagađivati
pollution	zagađenje
polo	polo
poltergeist	poltergeist
polyester	poliester
polygamy	poligamija
polygon	poligon
polygonal	poligonalno
polygraph	poligraf
polymer	polimer
polymorphism	polimorfizam
pomp	pomp
pompous	pompezan
poncho	pončo
pond	ribnjak
ponder	razmišljaj
ponderous	ponekad
pong	pong
pontiff	pontif
pontificate	pontificate
pontoon	ponton
pony	poni
ponytail	ponytail
pooch	pooch
poodle	pudlica
poof	poof
pool	bazen
poop	poop
poor	siromašno
poorly	loše
pop	pop
popcorn	kokice
pope	pope
popper	popper
poppy	mak
poppycock	poppycock
popsicle	popsicle
popular	popularan
popularity	popularnost
popularized	popularizovano
population	stanovništvo
populous	populous
porcelain	porcelan
porch	veranda
porcupine	porcupine
pore	pore
pork	svinjetina
porker	porker
porky	svinjetina
porn	porn
porno	porno
pornographic	pornografski
pornography	pornografija
porosity	poroznost
porous	porozno
porridge	kaša
port	port
portable	prenosiv
portage	portage
portal	portal
porter	porter
porterhouse	porterhouse
portfolio	portfolio
porthole	porthole
portico	portico
portion	deo
portrait	portret
portraiture	portret
portray	oslikati
pose	poze
poser	NO TRANSLATION
posh	posh
posited	postavljeno
position	pozicija
positioning	pozicioniranje
positive	pozitivno
positiveenergy	NO TRANSLATION
positively	pozitivno
positivity	pozitivnost
posse	posse
possess	posedovati
possessed	posjedovao
possessing	posedovanje
possession	posedovanje
possessive	posesivan
possessor	posjednik
possibility	mogućnost
possible	moguće
possibly	moguće
possum	possum
post	post
postage	poštarina
postal	poštansko
postcard	razglednica
poster	poster
posterior	posterior
posterity	posteritet
posthumous	posthumno
postman	poštar
postmortem	postmortem
postpone	odložiti
postponed	odloženo
postponement	odlaganje
postscript	postscript
postulate	postulate
posture	držanje
pot	pot
potable	potable
potassium	kalijum
potato	krompir
potatoes	krompir
potency	potencija
potent	potentan
potential	potencijal
pothead	pothead
pothole	rupa
potion	napitak
potluck	potluck
potpourri	potpourri
potted	potted
potter	potter
pottery	keramika
potty	mršav
pouch	torbica
poultry	perad
pounce	pounce
pound	funta
pounding	pounding
pour	NO TRANSLATION
pout	pout
pouting	pouting
pouty	pouty
poverty	siromaštvo
pow	pow
powder	prah
powdered	u prahu
powdery	praškasti
power	moć
powerful	moćno
powerfully	snažno
powerhouse	powerhouse
powerless	nemoćan
powwow	powwow
pox	pox
practicable	praktično
practical	praktično
practically	praktično
practice	praksa
practiced	praktikovali
practise	praksa
practitioner	praktikant
pragmatic	pragmatičan
prairie	prairie
praise	pohvale
praised	hvaljen
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	hvali
praiseworthy	pohvalno
praising	pohvaliti
prance	Prance
prank	prank
prawn	kozica
praxis	praxis
pray	molite
prayer	molitvu
prayforme	moli se za mene
praying	moliti
praying mantis	bogomoljka
preach	propovedati
preacher	propovednik
preaching	propovedanje
preamble	preambula
precarious	nesigurno
precaution	predostrožnost
precautionary	predostrožnost
precede	prethodi
precedence	prednost
precedent	presedan
preceding	prethodi
precept	zapovijed
preceptor	predavač
precession	precesija
precinct	precinct
precincts	područja
precious	dragocen
precipice	propast
precipitate	precipitate
precipitation	padavine
precipitous	precipitous
precise	precizno
precisely	precizno
precision	preciznost
preclude	isključuje
precocious	preokretan
precursor	prekursor
predator	predator
predatory	predator
predecessor	prethodnik
predicament	problem
predicate	predikat
predict	predviđaju
predictable	predvidljiv
predicting	predviđajući
prediction	predviđanje
predictive	prediktivno
predictor	prediktor
predilection	predilekcija
predispose	predispozicija
predisposed	predisponiran
predisposition	predispozicija
predominance	dominacija
predominant	dominantan
predominate	prevladavaju
preeminent	predominantan
preemption	preampekcija
preemptive	preemptivno
preface	predgovor
prefect	prefekt
prefer	preferiraju
preferable	poželjno
preference	preferencija
preferential	preferencijalno
prefix	prefiks
pregnancy	trudnoća
pregnant	trudna
prehistoric	praistorijski
prejudice	predrasude
prejudiced	predrasude
prejudicial	štetno
prelim	prelim
preliminary	preliminarno
prelude	prelude
premarital	premarital
premature	prerano
prematurely	prerano
premed	premed
premeditated	predumišljao
premier	premijer
premiere	premijera
premise	premise
premises	prostorije
premium	premium
premonition	predviđanje
prenatal	prenatalna
prenuptial	prenuptial
preoccupation	preokupacija
preoccupied	preokupiran
prep	prep
preparation	priprema
preparatory	pripremni
prepare	pripremi se
prepared	pripremljen
preparedness	spremnost
preparer	preparator
preparing	priprema
preponderance	prevlast
preposterous	apsurdno
preppy	preppy
prerequisite	preduslov
prerogative	prerogativ
preschool	predškolsko
prescient	predodređeni
prescribe	propisati
prescribed	propisano
prescription	recept
prescriptive	prescriptive
presence	prisustvo
present	prisutan
presentable	prezentabilan
presentation	prezentacija
presenter	prezenter
presentment	prezentacija
presents	predstavlja
preservation	očuvanje
preservative	konzervans
preserve	očuva
preserved	očuvan
preserving	očuvanje
preside	predsjedavajući
presidency	Predsedništvo
president	predsjednik
presidential	predsednički
press	pritisnite
pressing	pritisak
pressure	pritisak
prestige	prestiž
prestigious	prestižni
presto	presto
presume	pretpostavljam
presumption	pretpostavka
presumptive	presumptivno
presumptuous	presumptuous
presuppose	predpostavljam
pretend	pretvarati se
pretended	pretvarala se
pretender	pretender
pretending	pretvarajući se
pretense	pretvaranje
pretensions	pretenzije
pretentious	Pretenciozno
pretext	izgovor
pretty	lepo
pretzel	pretzel
prevail	prevlada
prevailing	preovlađujući
prevalence	prevalenca
prevalent	preovlađujuće
prevent	sprečiti
preventative	preventivna
prevention	prevencija
preventive	preventivno
preview	preview
previous	ranije
previously	ranije
prey	plijen
price	cijena
priceless	neprocenjivo
pricey	jeftin
prick	prick
prickly	blesavo
pride	ponos
priest	sveštenik
priestess	sveštenica
priesthood	sveštenstvo
priestly	sveštenik
prig	prig
prim	prim
prima	NO TRANSLATION
primacy	primat
primal	primarni
primary	primarno
primate	primat
primates	primati
prime	prime
primed	pripremljen
primer	prajmer
primeval	prastar
priming	priming
primitive	primitivna
primordial	primordijalni
primrose	primrose
prince	princ
princely	princely
princess	princeza
principal	direktor
principally	prvenstveno
principle	princip
principles	principe
print	print
printer	štampač
printing	štampanje
printout	isprintati
prior	ranije
prioritize	prioritet
priority	prioritet
priory	priori
prism	prizma
prismatic	prizmatičan
prison	zatvor
prisoner	zatvorenik
prissy	prissy
pristine	čisto
privacy	privatnost
private	privatno
privately	privatno
privilege	privilegija
privileged	privilegovan
privy	privy
prize	nagrada
prized	cenjen
pro	pro
proactive	proaktivno
probability	verovatnoća
probable	verovatno
probate	probate
probation	probacija
probationary	probni rad
probative	dokazni predmet
probe	sonda
probing	probijanje
probity	čestitost
problem	problem
problematic	problematično
procedural	proceduralno
procedure	procedure
proceed	Nastavite
proceeding	postupak
proceeds	nastavak
process	proces
processing	obrada
procession	procesija
processor	procesor
proclaim	proglasiti
proclamation	proglašenje
procrastinate	odugovlačiti
procrastination	odugovlačenje
procreate	prerijaju
procreation	razmnožavanje
proctologist	proktolog
proctor	proctor
procure	nabaviti
procurement	nabavke
prod	prod
prodigal	prodigal
prodigious	neverovatno
prodigy	prodigy
produce	proizvesti
produced	proizvedeno
producer	proizvođač
producing	proizvodnju
product	proizvod
production	proizvodnja
productive	produktivno
productivity	produktivnost
profane	profane
profanity	profanity
profess	profess
profession	profesija
professional	profesionalno
professionalism	profesionalizam
professor	profesor
professorship	profesora
proficiency	stručnost
proficient	obučen
profile	profil
profiler	profiler
profit	profit
profitable	profitabilno
profound	duboko
profuse	obilno
profusion	profusion
prog	prog
progenitor	progenitor
progeny	potomstvo
prognosis	prognoza
prognostic	prognostički
program	program
programme	program
programmer	programer
programming	programiranje
progress	napredak
progression	progresija
progressive	progresivno
prohibit	zabraniti
prohibited	zabranjeno
prohibition	zabrana
prohibitive	preterano
project	projekat
projectile	projektil
projectiles	projektili
projecting	projektovanje
projection	projekcija
projector	projektor
proletarian	proletarian
proletariat	proletarijat
prolific	plodno
prologue	prologue
prolong	produžiti
prolongation	produženje
prolonged	produženo
prom	matursko veče
promenade	šetalište
prominence	istaknuto
prominent	istaknuta
prominently	vidljivo
promiscuity	promiskuitet
promiscuous	promiskuitetan
promise	obećanje
promising	obećavajuće
promissory	promissory
promo	promo
promontory	promontory
promote	promovisati
promoter	promoter
promotion	promocija
promotional	promotivno
prompt	brzo
prompting	upitanje
promulgate	progutati
promulgation	proglašenje
prone	sklon
prong	prong
pronounce	izgovoriti
pronounced	izgovarano
pronouncement	izjava
pronto	NO TRANSLATION
pronunciation	izgovor
proof	dokaz
prop	prop
propaganda	propaganda
propagate	propagiraju
propagation	širenje
propane	propan
propel	propel
propelled	pogonjeno
propeller	propeler
propelling	pokretanje
propensity	sklonost
proper	ispravno
property	imovina
prophecy	proročanstvo
prophesy	prorokuje
prophet	prorok
prophetic	proročan
prophylactic	profilaktički
prophylaxis	profilaksa
proportion	procenat
proportional	proporcionalno
proportionate	proporcionalan
proportions	proporcije
proposal	predlog
propose	predlažem
proposition	predlog
proprietary	vlasnički
proprietor	vlasnik
proprietorship	vlasništvo
propriety	prikladnost
propulsion	pogon
prose	proza
prosecute	krivično gonjenje
prosecution	gonjenje
prosecutor	tužioca
prospect	prospekt
prospection	prospekt
prospective	prospektivan
prospectively	prospektivno
prospector	prospekt
prospectus	prospekt
prosper	prosper
prosperity	prosperitet
prosperous	prosperitetno
prostate	prostata
prosthetic	protetika
prostitute	prostitutka
prostitution	prostitucija
prostrate	prostrate
protagonist	protagonista
protect	štiti
protected	zaštićena
protecting	zaštititi
protection	zaštita
protective	zaštitni
protector	zaštitnik
protein	protein
protest	protest
protestant	protestant
protocol	protokol
proton	proton
prototype	prototip
protozoa	protozoa
protracted	produžen
protrude	protrude
protrusion	protrusion
proud	ponosan
prove	dokazati
proven	dokazan
proverb	poslovica
proverbial	proverbial
provide	pružiti
provided	obezbeđeni
providence	providence
provider	provajder
providing	pružanje
province	provincija
provincial	pokrajinski
