Word	lt
monotonous	monotoniškas
monotony	monotonija
monoxide	monoksidas
monsieur	Monsieur
monsoon	musonas
monster	monstras
monstrosity	monstrosity
monstrous	siaubingas
montage	montavimas
monte	monte
month	mėnuo
monthly	kas mėnesį
monument	paminklas
monumental	monumentalus
moo	moo
mooch	mooch
mood	nuotaika
moods	nuotaikos
moody	paniuręs
moon	mėnulis
moonbeam	moonbeam
moonlight	mėnulio šviesa
moonlit	moonlit
moonshine	mėnulis
moonstruck	moonstruck
moonwalk	moonwalk
moor	Pelkė
moored	švartuotas
mooring	švartavimas
moorings	švartavimosi vietos
moorland	Moorland
moose	briedis
moot	tvirtas
mooted	mooted
mop	mopas
mope	mopsas
moped	mopedas
moral	moralinis
morale	moralė
morality	moralė
morals	moralės
morass	siaubas
moratorium	moratoriumas
moray	morėja
morbid	blogas
morbidity	sergamumas
morbidness	sergamumas
mores	pomėgiai
morgue	Morgas
moribund	miršta
morn	rytoj
morning	rytas
moron	Kvailys
moronic	moroninis
morose	gilus
morph	morfas
morphine	morfinas
morphism	morfizmas
morphology	morfologija
morrow	rytojaus diena
morsel	kumpis
mortal	mirtingasis
mortality	mirtingumas
mortar	skiedinys
mortgage	hipoteka
mortgagee	hipoteka
mortgagor	paskolos gavėjas
mortician	mortikas
mortification	sunaikinimas
mortified	susierzinęs
mortuary	mortuaras
mosaic	mozaika
mosey	Mosey
mosque	mečetė
mosquito	uodai
moss	samanos
mossy	samanų
mote	NO TRANSLATION
motel	motelis
moth	drugys
mother	motina
motherfucker	zodziai
motherfucking	bėgantis
motherhood	motinystė
motherland	tėvynė
motherless	be motinos
motherly	motinai
motif	motyvas
motion	judėjimas
motionless	nejudamai
motivate	motyvuoti
motivating	motyvuojantis
motivation	motyvacija
motivational	motyvacinis
motive	motyvas
motley	keptas
motor	variklis
motorbike	motociklas
motorboat	kateris
motorcade	korpusas
motorcar	automobilis
motorcycle	motociklas
motorist	vairuotojas
motte	motte
mottled	rausva
motto	devizas
mould	pelėsiai
mound	piliakalnis
mount	kalnas
mountain	kalnas
mountaineer	alpinistas
mountainous	kalnuotas
mountains	kalnai
mountaintop	kalno viršūnė
mourn	gedėti
mournful	gedulingas
mourning	gedulas
mouse	pelė
mousetrap	peilis
mousse	Mousse
moustache	ūsai
mousy	mousy
mouth	Burna
mouthful	gurkšnis
mouthpiece	kandiklis
mouthwash	burnos skalavimo priemonė
movable	kilnojamasis
move	judėti
movement	judėjimas
mover	vežėjas
movie	filmas
movies	filmai
moving	juda
movingforward	NO TRANSLATION
movingon	movingon
mow	pjauti
mower	vejapjovė
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	matau
mucous	gleivinė
mucus	gleivės
mud	purvas
muddle	supainioti
muddled	sumaišytas
muddy	purvinas
muff	mufas
muffin	keksas
muffled	paslėpta
muffler	duslintuvas
mug	puodelis
mugger	mušamasis
mulberry	šilkmedžio
mulch	mulčias
mule	muulas
mull	malkas
mullet	kepta
multilateral	daugiašalis
multimedia	multimedija
multinational	tarptautinė
multiple	daugkartinis
multiple sclerosis	išsėtinė sklerozė
multiplex	multipleksas
multiplication	daugyba
multiplicity	daugybė
multiplied	padauginta
multiplier	daugiklis
multiply	padauginti
multitude	daugybė
mum	mama
mumble	mumble
mumbo	mumbo
mummy	mama
mumps	kiaulytė
munch	munch
munchies	munchies
munchkin	Mazylis, maziukas
mundane	pasaulietinis
municipal	savivaldybė
municipality	savivaldybė
mural	freska
murder	nužudymas
murderer	žudikas
murderess	nužudymas
murderous	nužudantis
murky	siauras
murmur	murmurs
muscle	raumenys
muscular	raumeningas
muse	muse
muses	muses
museum	muziejus
mush	NO TRANSLATION
mushroom	grybai
mushy	mushy
music	muzika
musical	muzikinis
musician	muzikantas
musing	musing
musk	muskusas
musket	muskusas
musketeer	Musketeer
muskrat	muskratas
muslin	muslinas
muss	NO TRANSLATION
must	privalo
mustang	Mustangas
mustard	garstyčios
muster	susirinkimas
musty	purvinas
mutable	keičiamas
mutant	mutantas
mutate	mutuoti
mutation	mutacija
mute	nutildyti
muted	nutildytas
mutilate	sužaloti
mutilated	sugadintas
mutilation	žalojimas
mutiny	maištas
mutt	mutt
mutter	NO TRANSLATION
mutton	aviena
mutual	abipusis
mutually	abipusis
muzzle	snukis
myfavorite	Mano mėgstamiausias
myopia	trumparegystė
myopic	trumparegystė
myriad	daugybė
mysterious	mįslingas
mystery	paslaptis
mystic	mistikas
mystical	mistinis
mysticism	misticizmas
mystified	paslaptingas
mystique	mistika
myth	mitas
mythic	mitinis
mythical	mitinis
mythological	mitologinis
mythology	mitologija
nab	nab
nacho	Nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	vinis
nail gun	vinių šautuvas
naive	naivus
naked	nuogas
nakedness	nuogumas
namaste	NO TRANSLATION
name	vardas
named	pavadintas
nameless	bevardis
namesake	vardas
naming	įvardijimas
nana	nana
nanny	auklės
nanometer	nanometras
nap	nap
napalm	napalmas
nape	nape
napkin	servetėlis
napping	napping
nappy	vystyklai
narcissism	narcizas
narcissist	narcizas
narcissistic	narciziškas
narcotic	narkotinis
narrate	pasakoti
narration	pasakojimas
narrative	pasakojimas
narrator	pasakotojas
narrow	siaura
narrowing	susiaurėja
nasal	nosis
nascent	kylantis
nasty	bjaurus
natal	gimdymo metu
nation	tauta
national	nacionalinis
nationality	Tautybė
nationwide	visoje šalyje
native	gimtoji
nativity	gimimo diena
natural	natūralus
natural gas	gamtinių dujų
naturalist	gamtininkas
naturalization	naturalizacija
naturalized	natūralizuotas
naturally	natūraliai
nature	gamta
naught	nieko
naughty	neklaužada
nausea	pykinimas
nauseate	nauseate
nauseating	nuovargis
nauseous	niežulys
nautical	jūrinis
nautilus	nautilus
naval	jūrų laivynas
nave	nave
navel	bambukas
navigable	plaukiojantis
navigate	Rodyti kelią
navigation	navigacija
navigational	navigacinė
navigator	navigatorius
navy	karinis jūrų laivynas
nay	NO TRANSLATION
nearsighted	trumparegis
neat	tvarkingas
neatly	tvarkingai
nebula	tūslė
nebulae	tuštumos
nebulous	purvinas
necessarily	būtinai
necessary	būtina
necessitate	būtinas
necessities	reikmenys
necessity	būtinybė
neck	kaklas
necklace	karoliai
necktie	kaklarota
necromancer	necromancer
necrosis	nekrozė
nectar	nektaras
need	reikia
needalife	NO TRANSLATION
needed	reikia
needful	reikalingas
needit	NO TRANSLATION
needle	adata
needlepoint	Needlepoint
needles	adatos
needless	nereikalingas
needtoknow	reikia žinoti
needtorelax	NO TRANSLATION
needy	vargšas
nefarious	blogas
negation	negacija
negative	neigiamas
negativity	negatyvumas
neglect	nepaisyti
neglected	nepastebėta
neglecting	nepaisant
negligee	Negligee
negligence	aplaidumas
negligent	aplaidumas
negligently	NO TRANSLATION
negligible	nereikšmingas
negotiable	apyvartinis
negotiate	derėtis
negotiation	derybos
negotiator	derybininkas
negro	negra
neigh	kaimas
neighbor	kaimynas
neighborhood	kaimynystėje
neighboring	kaimyninis
nemesis	nemesis
neon	neonas
neonatal	naujagimis
neophyte	Neophyte
neoprene	neoprenas
nephew	sūnėnas
nepotism	nepotizmas
nerd	nerd
nerdy	nerdy
nerve	nervas
nerves	nervus
nervous	nervingas
nervousness	nervingumas
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	lizdas
nestle	nestle
nestling	nestling
net	neto
nether	netgi
netting	užskaitos
nettle	dilgėlė
network	tinklas
networking	tinklas
neural	nervinis
neuralgia	neuralgija
neurological	neurologinis
neurologist	neurologas
neurology	neurologija
neurosis	neurozė
neurosurgeon	neurochirurgas
neurosurgery	neurochirurgija
neurotic	neurotiškas
neuter	neuter
neutral	neutralus
neutrality	neutralumas
neutralize	neutralizuoti
neutron	neutronas
new	naujas
new age	Naujasis amžius
newbeginnings	NO TRANSLATION
newborn	naujagimis
newcomer	naujokas
newday	nauja diena
newfound	naujokas
newjob	NO TRANSLATION
newlife	naujas gyvenimas
newly	naujai
newlywed	naujokas
newme	naujiena
newness	naujumas
news	žinios
newscast	newscast
newscaster	žurnalistas
newsflash	newsflash
newsletter	informacinis biuletenis
newsman	žurnalistas
newspaper	laikraštis
newspaperman	naujienlaiškis
newsreel	kinematografija
newsroom	naujienų kambarys
newsstand	laikraštinis stendas
newstart	nauja pradžia
newt	Newt
newyear	NO TRANSLATION
nexus	Nexus
nib	nib
nibble	nibble
nice	gražus
niche	niša
nichts	NO TRANSLATION
nick	nikas
nickel	nikelis
nickname	slapyvardis
nicotine	nikotinas
niece	dukterėčia
nifty	gražus
nigger	nigger
nigh	arti
night	naktis
nightcap	naktinis kapas
nightclub	naktinis klubas
nightfall	naktį
nightgown	naktiniai marškiniai
nightie	nightie
nightingale	liežuvis
nightlife	naktinis gyvenimas
nightly	naktį
nightmare	košmaras
nightmares	košmarai
nightstand	naktiniai staleliai
nightstick	nightstick
nighttime	naktis
nihilism	nihilizmas
nil	nulis
nimble	bjaurus
nimrod	Nimrod
nincompoop	nincompoop
nine	devyni
nineteen	devyniolika
ninety	devyniasdešimt
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	devinta
nip	nip
nipper	niper
nipple	spenelis
nippy	niūrus
nitrate	nitratas
nitro	nitro
nitrogen	azotas
nitrous	azotas
nitwit	nitwit
nix	nix
no anticipation	jokio laukimo
no disgust	jokio pasibjaurėjimo
no emotion	jokios emocijos
no sentiment	nėra nuotaikos
no surprise	jokio siurprizo
no trust	jokio pasitikėjimo
nobility	bajorai
noble	kilnus
nobleman	bajoras
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	naktinis
nod	Kite
nodding	pamokymas
node	mazgas
nodular	mezginis
nodule	mazgelis
noggin	Noggin
nohope	NO TRANSLATION
noir	noir
noise	triukšmas
noisy	triukšmingas
nomad	nomadas
nomadic	nešiojamasis
nomenclature	nomenklatūra
nominal	nominali
nominate	nominuoti
nomination	nominacija
nominee	kandidatas
nonce	nesvarbu
nonchalant	neskausmingas
noncompliance	nesilaikymas
nondescript	neskaičiuojamas
nonexistent	nėra
nonfat	nefat
nonfiction	mokslas
nonpayment	neapmokėjimas
nonresident	nerezidentas
nonsense	nesąmonė
nonsensical	absurdiškas
nonviolent	nežalinga
noob	Naujokas
noodle	makaronai
nook	kiemas
noon	vidurdienis
noose	kanalas
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	norma
normal	normalus
normalcy	normalus
normality	normalumas
north	Šiaurė
northbound	į šiaurę
northeast	šiaurės rytuose
northern	šiaurėje
northwest	Šiaurės vakarai
northwestern	šiaurės vakarus
noschool	NO TRANSLATION
nose	nosis
nosebleed	nosies kraujavimas
nosey	smalsus
nosnow	nosnow
nostalgia	nostalgija
nostalgic	nostalgiškas
nostress	NO TRANSLATION
nostril	šnerves
nosun	NO TRANSLATION
nosy	smalsus
not negative	neigiamas
not positive	ne teigiamas
notable	pastebimas
notables	žinomi žmonės
notably	ypač
notamorningperson	NO TRANSLATION
notary	notaras
notation	žymėjimas
notch	nelygus
notched	išpjovos
note	pastaba
notebook	nešiojamasis kompiuteris
noted	pažymėta
noteworthy	Pažymėtina
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	nieko
notice	pastebėti
noticeable	pastebimas
notification	pranešimas
notify	pranešti
notion	sąvoka
notional	sąlyginė
notoriety	žinomumas
notorious	žinomas
notready	nepasirengusi
notwithstanding	nepaisant to
nought	nieko
noun	daiktavardis
nourish	maitina
nourishment	mityba
nouveau	NO TRANSLATION
novel	romanas
novelist	romanistas
novelty	naujovė
novice	naujokas
nowadays	šiandien
nowork	jokio darbo
noworries	nesijaudink
noxious	kenksmingas
nozzle	antgalis
nuance	niuansas
nuances	niuansai
nuclear	branduolinis
nucleus	branduolys
nude	nuogas
nudge	stumtelėti
nudie	nudie
nudist	nudistų
nudity	nuogumas
nugget	nugget
nuisance	nemalonumas
nuke	nuke
nul	NO TRANSLATION
null	null
nullify	atšaukti
numb	numb
number	numeris
numbering	numeravimas
numbers	numeriai
numbness	tirpimas
numbskull	numbskull
numeral	skaitmuo
numerator	skaitiklis
numerical	skaitmeninis
numerically	skaitmenimis
numerous	gausus
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	moterys
nuptials	draugiukai
nurse	slaugytoja
nursemaid	slaugytojas
nursery	darželis
nursing	slauga
nurture	ugdyti
nut	riešutas
nutcase	ryklys
nutcracker	riešutai
nuthouse	nuthouse
nutmeg	muskato riešutas
nutrition	mityba
nutritional	mityba
nutritious	maistingas
nutritive	maistinga medžiaga
nuts	riešutai
nutshell	trumpai
nutty	saldainis
nylon	nailonas
nylong	NO TRANSLATION
nylons	nailonai
nymph	nimfa
nymphomaniac	nymphomaniac
oaf	oafas
oak	ąžuolas
oar	oras
oasis	oazė
oat	avižos
oath	priesaika
oatmeal	avižiniai dribsniai
obedience	paklusnumas
obedient	paklusnus
obediently	paklusniai
obelisk	obeliskas
obese	nutukusi
obesity	nutukimas
obey	paklusk
obi	obi
obit	obit
obituary	netikras
object	objektas
objection	prieštaravimas
objectionable	nepagrįstas
objective	tikslas
objectivity	objektyvumas
obligation	įsipareigojimas
obligatory	privalomas
oblige	įpareigoti
obliged	privalomas
obliging	privalomas
obligor	įsipareigojantis asmuo
oblique	įstrižai
obliterate	sunaikinti
obliterated	sunaikinta
obliteration	obliteracija
oblivion	užmarštis
oblivious	pamiršau
oblong	pailgos
obnoxious	nemalonus
oboe	oboe
obscene	nepadorus
obscenity	nešvankumas
obscure	neaiškus
obscured	neaiškus
obscurity	nežinomybė
observance	laikymasis
observant	stebėtinas
observation	stebėjimas
observatory	Observatorija
observe	stebėkite
observer	stebėtojas
observing	stebėdamas
obsess	apsimesti
obsessed	apsėstas
obsessing	apsėstas
obsession	manija
obsessive	obsesinis
obsolescence	senėjimas
obsolete	pasenusi
obstacle	kliūtis
obstetrician	akušeris
obstetrics	akušerija
obstinate	užsispyręs
obstruct	trukdyti
obstruction	obstrukcija
obstructive	obstrukcinis
obtain	gauti
obtainable	gaunamas
obtuse	bukas
obverse	aversas
obvious	aiškus
ocarina	okarina
occasion	proga
occasional	kartais
occasionally	retkarčiais
occipital	užpakalis
occlusion	okliuzija
occult	okultas
occupancy	užimtumas
occupant	keleivis
occupation	okupacija
occupational	profesinis
occupied	užimtas
occupier	okupuotojas
occupy	užimti
occupying	užimantis
occur	atsirasti
occurrence	įvykis
ocd	ocd
ocean	vandenynas
oceanic	okeaninis
octagon	aštuonkampis
octave	oktavas
octopus	aštuonkojai
ocular	akies
odd	keista
oddball	keistuolis
oddity	keista
odds	šansai
ode	Oda
odious	bjaurus
odometer	odometras
odor	kvapas
odyssey	odisėja
oedipal	oedipal
oestrogen	estrogenas
oeuvre	NO TRANSLATION
offal	subproduktai
offence	nusikaltimas
offend	įžeisti
offended	įžeistas
offender	nusikaltėlis
offense	nusikaltimas
offensive	agresyvus
offer	pasiūlymas
offered	pasiūlytas
offering	pasiūlymas
offhand	išjungtas
office	biuras
officer	pareigūnas
offices	biurai
official	pareigūnas
officiate	dirbti
offing	išsiveržimas
offload	iškrauti
offset	kompensuoti
offshoot	atšaka
offshore	atviroje jūroje
offside	offside
offspring	palikuonys
oft	oft
oftentimes	dažnai
ogre	Oglė
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ohno
ohshit	NO TRANSLATION
oil	aliejus
oils	alyvos
oily	riebi
oink	oink
ointment	tepalas
okra	okra
old	senas
olden	senas
older	vyresni
oldie	senoji
oldies	seniai
olfactory	uoslės
oligarchy	oligarchija
olive	alyvuogių
omega	Omega
omelet	Omletas
omen	pranašai
omgomgomg	NO TRANSLATION
ominous	žiaurus
omission	praleidimas
omit	praleisti
omitted	praleistas
omnibus	omnibus
omnipotence	visagalis
omnipotent	visagalis
omnipresent	visur
omniscient	žinomas
onboard	laive
oncologist	onkologas
oncology	onkologija
oncoming	artėja
one	vienas
oneday	NO TRANSLATION
onedge	ant krašto
onelove	viena meilė
oneness	vienybė
onerous	apsunkintas
oneself	save
ongoing	vyksta
onion	svogūnai
onset	pradžia
onslaught	įpuolimas
onstage	scenoje
ontology	ontologija
onus	onus
onward	toliau
onyx	oniksas
oodles	oodles
oomph	oomph
ooze	šilti
oozing	oozing
op	op
opacity	neskaidrumas
opal	opalas
opaque	nepermatomas
ope	ope
open	atviras
opener	atidarytuvas
opening	atidarymas
openly	atvirai
openness	atvirumas
opera	opera
operate	dirbti
operatic	opera
operation	operacija
operational	operacinis
operations	operacijas
operative	operatyvus
operator	operatorius
ophthalmic	oftalmologas
ophthalmologist	oftalmologas
opiate	Opiat
opinion	nuomonė
opinionated	patyręs
opium	opiumas
opponent	priešininkas
opportune	tinkamas
opportunism	oportunizmas
opportunity	galimybė
oppose	priešintis
opposed	priešinosi
opposing	priešintis
opposite	priešingas
opposites	priešingybės
opposition	opozicija
oppress	prispausti
oppressed	prispaustas
oppression	priespauda
oppressive	slegiantis
oppressor	prispaudėjas
ops	ops
opt	pasirinkimas
optic	optinis
optical	optinis
optics	optika
optimism	optimizmas
optimist	optimistas
optimistic	optimistiškas
optimum	optimalus
option	pasirinkimas
optional	neprivaloma
optionally	pasirinktinai
options	galimybės
optometrist	optometras
opulence	turtingumas
opulent	puikus
opus	opusas
oracle	orakulas
oral	žodžiu
orange	oranžinė
orange juice	apelsinų sultys
orangutan	orangutanas
oration	oracija
orator	oratorius
oratory	oratorija
orb	orb
orbit	Orbita
orbital	orbitalas
orbiting	orbita
orbs	orbs
orc	orc
orchard	vaisių sodas
orchestra	orkestras
orchid	orchidėja
ordained	ordinuotas
ordeal	išbandymas
order	įsakymas
orderly	tvarkingai
ordinance	potvarkis
ordinary	paprastas
ordination	ordinas
ordnance	amunicija
ore	rūdos
oregano	raudonėlis
organ	organas
organic	ekologiškas
organism	organizmas
organist	organistas
organization	organizacija
organize	organizuoti
organized	organizuotas
organizer	organizatorius
orgasm	orgazmas
orgies	orgazijos
orgy	orgazija
orient	orientuotis
oriental	rytietiškas
orientation	orientacija
orifice	diafragma
origami	origami
origin	kilmė
original	originalus
originality	originalumas
originate	kilusi
origination	atsiradimas
originator	iniciatorius
ornament	ornamentu
ornamental	dekoratyvinis
ornamentation	ornamentu
ornamented	ornamentuotas
ornate	ornate
ornery	ornery
orphan	našlaitis
orphanage	našlaičių namai
orphaned	našlaičiai
orthodontist	ortodontas
orthodox	ortodoksas
orthodoxy	ortodoksija
orthogonal	ortogonalas
orthopedic	ortopedinis
oscillate	svyruojasi
oscillating	svyruojantis
oscillation	virpesiai
oscillatory	svyruojantis
ostensible	tariamas
ostensibly	tariamai
ostentatious	pasirodantis
ostracized	ostracizuotas
ostrich	strutis
other	kita
otter	ūdra
otto	Otto
ottoman	ottoman
ought	reikia
ounce	uncija
oust	išstumti
outage	išjungti
outback	atokvėpis
outbid	pervertink
outboard	laivagalvis
outbreak	protrūkis
outburst	sprogimas
outcast	apleistas
outcome	rezultatas
outcry	protestas
outdated	pasenusi
outdo	pralenkti
outdoor	lauke
outdoors	lauke
outer	išorinis
outfit	apranga
outgoing	išeinantis
outgrow	išaugti
outgrowth	išaugimas
outhouse	lauko namai
outing	išvykimas
outlandish	svetimas
outlast	praeiti
outlaw	neteisėta
outlet	lizdas
outline	kontūrai
outlines	kontūrai
outlive	išgyventi
outlook	perspektyva
outlying	šalia
outnumber	viršija skaičių
outpatient	ambulatorinis
outpost	forpostas
outpouring	išpūtimas
output	produkcija
outrage	pasipiktinimas
outraged	pasipiktinęs
